报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2006-12-31,3028.41万,False,False,False,8.04亿,False,0.3100,False,0.21,0.35,False,3.77%,10.31%,False,False,175.60,2.93,123.04,52.56,0.98,0.49,0.49,3.25,76.47%
2007-12-31,5210.02万,72.04%,5235.49万,False,12.26亿,52.51%,0.5300,2.27,0.45,0.74,0.86,4.25%,12.11%,28.19%,20.84%,118.94,4.68,76.99,41.95,1.02,0.56,0.56,1.93,65.88%
2008-12-31,3715.73万,-28.68%,3635.40万,-30.56%,10.51亿,-14.30%,0.3400,2.48,0.32,1.04,0.90,3.54%,13.11%,13.88%,13.59%,108.08,6.09,59.11,48.96,1.08,0.70,0.70,1.32,56.83%
2009-03-31,499.12万,False,438.34万,False,1.85亿,False,0.0400,False,False,False,0.34,2.69%,10.57%,1.78%,False,False,False,False,False,False,False,False,False,False
2009-06-30,2490.95万,False,2421.44万,False,4.64亿,False,0.2300,2.87,0.48,1.27,0.65,5.36%,14.51%,8.37%,7.89%,99.63,4.81,37.39,62.24,0.95,0.78,0.78,1.66,62.39%
2009-09-30,4806.65万,False,False,False,7.30亿,False,0.4400,False,False,False,False,6.58%,15.62%,False,False,False,False,False,False,False,False,False,False,False
2009-12-31,6456.31万,73.76%,6313.88万,73.68%,9.66亿,-8.06%,0.5900,3.20,0.45,1.57,2.04,6.68%,15.79%,20.34%,18.35%,100.04,8.09,44.52,55.52,1.02,0.78,0.78,1.54,60.59%
2010-03-31,1704.17万,241.43%,1669.13万,280.78%,2.82亿,52.12%,0.1500,3.36,0.46,1.72,-0.85,6.04%,15.46%,4.72%,4.61%,133.82,1.38,65.11,68.71,1.04,0.62,0.62,1.65,62.25%
2010-06-30,4620.93万,85.51%,4570.02万,88.73%,7.72亿,66.29%,0.4000,7.09,4.47,1.49,-1.13,5.98%,13.88%,9.60%,4.44%,98.58,4.31,41.74,56.85,2.15,1.80,1.80,0.58,36.55%
2010-09-30,6912.40万,43.81%,6608.78万,False,11.77亿,61.19%,0.5500,7.25,4.47,1.64,-1.70,5.87%,12.87%,10.29%,6.49%,98.44,6.18,43.72,54.72,2.14,1.66,1.66,0.57,36.36%
2010-12-31,8509.05万,31.79%,7610.42万,20.53%,16.23亿,67.98%,0.4300,7.38,4.49,1.70,-1.07,5.24%,11.85%,11.03%,7.85%,91.65,8.12,44.36,47.29,2.17,1.61,1.61,0.54,35.04%
2011-03-31,2246.37万,31.82%,2197.90万,31.68%,4.52亿,60.34%,0.1000,7.53,4.49,1.85,-0.39,4.97%,12.05%,2.05%,2.03%,120.19,1.48,60.98,59.21,2.00,1.36,1.36,0.57,36.29%
2011-06-30,5859.23万,26.80%,5685.46万,24.41%,9.90亿,28.25%,0.2700,7.78,4.50,2.09,-0.86,5.92%,13.32%,5.26%,5.12%,112.25,3.52,51.20,61.05,2.00,1.46,1.46,0.54,35.05%
2011-09-30,8418.29万,21.79%,8273.68万,25.19%,14.07亿,19.47%,0.3800,7.78,4.42,2.17,-0.99,5.99%,13.32%,7.47%,7.36%,121.07,4.50,60.01,61.06,2.03,1.35,1.35,0.48,32.45%
2011-12-31,9592.79万,12.74%,9566.19万,25.70%,17.37亿,7.03%,0.4400,5.27,2.64,1.46,-0.62,5.52%,12.65%,8.50%,8.26%,114.12,5.80,62.11,52.01,2.10,1.40,1.40,0.39,28.29%
2012-03-31,1388.00万,-38.21%,1464.04万,-33.39%,3.36亿,-25.69%,0.0600,5.35,2.66,1.52,-0.24,4.13%,10.94%,1.19%,1.18%,161.32,1.01,88.91,72.41,2.37,1.44,1.44,0.33,24.73%
