报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,357395919.99,,,192174406.25,,,1265661237.96,213528175.15,1052133062.81,41996971.54,57822200.34,,22875.0,,,,,,,,,41692356.52,1025149236.38,,,,,29912912.55,3011805241.53,,,,,,,,271679212.28,3210226.56,,299790537.4,10000000.0,,,,,,1290097.61,,,,,423841643.04,,,,,56198703.89,245777395.2,42258448.77,395395148.62,7912917.26,,177399311.62,15780900.57,1950534542.82,4962339784.35,,147732083.33,,,,,,933223613.04,143236234.05,789987378.99,44380.22,310135080.7,,,31303104.61,26098650.2,7224427.51,,,,,26127535.4,,,,,,,,,,,,,,23816304.3,28208044.36,1526688796.16,,,,,,36277271.74,,,,,,32903278.91,61576552.76,,130757103.41,1657445899.57,,1319340725.0,2334442.74,,,2802701127.09,,149719314.26,,62315797.55,,,-1045410687.27,,,3291000719.37,13893165.41,3304893884.78,4962339784.35,定期报告,未审计,20260418,CNY,合并期末,2026-04-17T19:08:08
20251231,,656932642.07,,,81592917.14,,,1336014013.41,234759828.28,1101254185.13,50949392.81,30955878.37,,,,,,,,,,30062749.18,30062749.18,952905878.54,,,,,33751019.24,3173164490.76,,,,,,,,279424131.21,3350028.15,,299790537.4,10000000.0,,881306392.65,442513966.63,438792426.02,3125436.53,1199531.57,1199531.57,,435666989.49,,435666989.49,,,,,62098936.01,256781772.68,37388979.74,395395148.62,8187903.34,,183519617.44,14580175.04,1987383750.69,5160548241.45,,223598837.07,,,,,,1007608545.08,101391473.18,906217071.9,124809.58,333568816.69,,,28084893.77,43006298.35,7547610.72,,,,17905846.09,25453456.81,,,,,,,,,,,,,,23919257.58,28963492.9,1714328407.83,,,14890537.17,,,44364744.21,,,,,,32330307.61,64646902.61,,156232491.6,1870560899.43,,1316989628.0,2334442.74,,,2789175344.16,,149719314.26,,62315797.55,,,-1029469714.8,,,3291064811.91,-1077469.89,3289987342.02,5160548241.45,定期报告,是,20260418,CNY,合并期末,2026-04-17T19:08:08
20250930,,327624230.72,,,135941023.36,,,1462389052.3,168607912.47,1293781139.83,6785238.35,88104537.93,,,,,,,,,,,48220705.64,1086845296.37,,,,,13043077.02,3168953161.69,,,,,,,,267816567.06,3489829.74,,286675089.13,10000000.0,,,,,,1081716.48,,,,,438947272.06,,,,,71444878.65,268116561.25,13510941.07,395395148.62,9031469.58,,151828125.13,4138782.86,1921476381.63,5090429543.32,,145217805.0,,,,,,947802276.53,90218173.52,857584103.01,76061.74,282906216.31,,,36831352.09,33156835.71,7645301.48,,,,,25944765.98,,,,,,,,,,,,,,16657760.37,35975172.56,1524568246.29,,,14784954.81,,,60697999.58,,,,,,33770308.01,64950012.25,,174203274.65,1698771520.94,,1316989628.0,2334442.74,,,2856972326.6,,145882728.06,,62315797.55,,,-1033847340.43,,,3350647582.52,41010439.86,3391658022.38,5090429543.32,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T23:16:03
20250630,,329852550.01,,,170914406.25,,,1309315895.4,157007537.79,1152308357.61,4912657.26,66203880.72,,,,,,,,,,44062933.35,44062933.35,946675969.13,,,,,10745986.95,2882684279.07,,,,,,,,263761435.1,3629631.33,,286675089.13,10000000.0,,882271265.38,428588170.06,453683095.32,3125436.53,1081716.48,1081716.48,,450557658.79,,450557658.79,,,,,78767689.9,282652803.61,13470072.03,395395148.62,10017906.2,,140534935.8,2262220.0,1938806306.99,4821490586.06,,157336660.0,,,,,,712760076.74,65146891.04,647613185.7,173880.02,218169590.27,,,36241108.53,32019548.26,7704918.14,,,,14578249.14,22283167.28,,,,,,,,,,,,,,15138309.82,28672668.32,1222795009.24,,,14680648.59,,,67045398.82,,,,,,12187238.49,66368937.85,,160282223.75,1383077232.99,,1316989628.0,2334442.74,,,2856972326.6,,145882728.06,,62315797.55,,,-984906092.69,,,3399588830.26,38824522.81,3438413353.07,4821490586.06,定期报告,未审计,20250816,CNY,合并期末,2025-08-15T17:24:55
20250331,,370517904.21,,,107814406.25,,,1301164829.58,250638546.43,1050526283.15,4591604.61,76721926.64,,,,,,,,,,,55318757.38,863086214.25,,,,,17985214.41,2797200857.33,,,,,,,,267055484.35,3769432.92,,286837131.06,10000000.0,,,,,,1036433.46,,,,,458392428.78,,,,,84819935.76,292853512.28,13407255.09,395395148.62,11003866.89,,150162100.01,1902491.98,1976635221.2,4773836078.53,,156304356.02,,,,,,657186797.09,61514174.29,595672622.8,37127.11,227334199.64,,,26196907.64,20810376.62,7723867.6,,,,,37361940.19,,,,,,,,,,,,,,16710089.85,25945935.15,1167887729.31,,,14572633.39,,,72228399.99,,,,,,10629589.3,68705327.04,,166135949.72,1334023679.03,,1316989628.0,2334442.74,,,2856972326.6,,145457728.06,,62314409.97,,,-979638239.4,,,3404430295.97,35382103.53,3439812399.5,4773836078.53,定期报告,未审计,20250419,CNY,合并期末,2025-04-18T21:14:05
20241231,,599785715.47,,,75274348.72,,,1336664398.27,302102460.16,1034561938.11,8036045.0,51285082.18,,,,,,,,,,43758835.16,43758835.16,831624947.23,,,,,13266578.63,2959695950.66,,,,,,,,269770869.8,3909234.51,,286837131.06,10000000.0,,876694005.92,400737102.34,475956903.58,3125436.53,1036433.46,1036433.46,,472831467.05,,472831467.05,,,,,66365496.93,304555403.84,13456631.77,395395148.62,11874685.92,,145068325.44,2783917.63,1983884746.03,4943580696.69,,187616356.02,,,,,,755747539.19,52787643.57,702959895.62,58813.46,226069493.27,,,28371157.48,37378892.31,8230384.36,,,,32173805.11,40404189.47,,,,,,,,,,,,,,17327726.31,29022691.13,1321996858.64,,,14463453.95,,,57835058.09,,,,,,10765292.52,63566104.03,,146629908.59,1468626767.23,,1316989628.0,2334442.74,,,2856972326.6,,145457728.06,,62314409.97,,,-942821514.6,,,3441247020.77,33706908.69,3474953929.46,4943580696.69,定期报告,是,20260418,CNY,合并期末,2025-04-18T21:14:05
20240930,,214662912.11,,,171974406.25,,,1286251454.44,97630253.2,1188621201.24,4205475.45,55259356.82,,,,,,,,,,,58500255.19,994800062.64,,,,,16699120.42,2802353043.32,,,,,,,,234423830.09,4049036.1,,322874568.45,10000000.0,,,,,,1147052.93,,,,,486127513.71,,,,,68989301.54,279280251.63,588312.54,645010034.2,11878212.92,,113136249.77,884050.0,2178388413.88,4980741457.2,,167243965.73,,,,,,692333249.3,36231841.62,656101407.68,103024.62,157441025.11,,,26545458.63,26139153.21,8218640.34,,,,,20341173.93,,,,,,,,,,,,,,17417368.8,19732446.35,1127296865.68,,,14355594.12,,,53233306.53,,,,,,8413923.72,63322410.14,,139325234.51,1266622100.19,,1327355556.0,2334442.74,,,2865624581.43,28659829.6,133142699.6,,62314409.97,,,-685708902.39,,,3676402957.75,37716399.26,3714119357.01,4980741457.2,定期报告,未审计,20241024,CNY,合并期末,2024-10-23T19:45:05
20240630,,378077853.29,,,78381787.49,,,1207307267.57,91367876.27,1115939391.3,3215705.17,53498797.31,,,,,,,,,,60574207.53,60574207.53,969217646.71,,,,,21537865.83,2771811130.9,,,,,,,,236732524.91,4188837.69,,313030093.9,10000000.0,,826169615.01,375396667.8,450772947.21,3125436.53,1207849.32,1207849.32,,447647510.68,,447647510.68,,,,,76274265.75,277399555.4,11498144.97,645010034.2,13878899.57,,112934590.68,905285.0,2150707592.07,4922518722.97,,158225110.73,,,,,,597943918.44,41616224.55,556327693.89,91044.19,127958903.85,,,26485072.8,26302054.44,8151140.34,,,,26242667.05,34393807.39,,,,,,,,,,,,,,19025189.13,15892551.0,1006317651.97,,,14249037.97,,,57080437.98,,,,,,8844626.94,64194542.88,,144368645.77,1150686297.74,,1327355556.0,2334442.74,,,2865624581.43,28659829.6,124798225.05,,62314409.97,,,-617679814.03,,,3736087571.56,35744853.67,3771832425.23,4922518722.97,定期报告,未审计,20240816,CNY,合并期末,2024-08-15T18:45:09
20240331,,339653412.98,,,102984664.69,,,1291797985.46,192767849.17,1099030136.29,2331160.0,52362908.92,,,,,,,,,,,48950108.79,964418613.9,,,,,29935420.39,2832434275.13,,,,,,,,234878597.56,4328639.28,,315867046.95,10000000.0,,,,,,1147052.93,,,,,458162904.77,,,,,83177355.58,303404260.27,10453242.66,645010034.2,16455584.52,,111000331.75,2319412.22,2196204462.69,5028638737.82,,123829823.0,,,,,,628751404.59,63918886.22,564832518.37,732540.86,166943722.57,,,26770039.85,32082981.05,8278066.24,,,,,44755156.99,,,,,,,,,,,,,,22259113.6,20964161.37,1067088943.88,,,14136315.18,,,64255424.71,,,,,,9776734.54,65341839.6,,153510314.03,1220599257.91,,1327355556.0,2334442.74,,,2865624581.43,28659829.6,127635178.1,,62314409.97,,,-582575302.25,,,3774029036.39,34010443.52,3808039479.91,5028638737.82,定期报告,未审计,20240429,CNY,合并期末,2024-04-28T15:45:05
20231231,,599024724.64,,,31931787.49,,,1304303324.23,260350851.22,1043952473.01,1449367.85,34869550.27,,,,,,,,,,33284953.8,33284953.8,980705683.22,,,,,34823999.87,3020393391.37,,,,,,,,246302681.94,4468440.87,,336870832.06,10000000.0,,820035558.25,347797248.72,472238309.53,3125436.53,1147052.93,1147052.93,,469112873.0,,469112873.0,,,,,92072199.69,317399237.29,8424715.47,645010034.2,19176256.3,,111482283.85,3955305.26,2265421912.86,5285815304.23,,337058920.0,,,,,,683810080.7,82067556.01,601742524.69,63294.02,106200388.26,,,26934285.14,27213269.95,8542434.61,,,,43207521.06,51749955.67,,,,,,,,,,,,,,25308485.43,12047270.13,1270385949.3,,,14021250.16,,,67342782.34,,,,,,9502437.77,67040285.03,,157906755.3,1428292704.6,,1340345016.0,2334442.74,,,2888596663.87,64621372.04,147307241.6,,62303006.31,,,-551356590.74,,,3824908407.74,32614191.89,3857522599.63,5285815304.23,定期报告,是,20250419,CNY,合并期末,2024-04-22T20:20:05
