报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
1998-12-31,1268.89万,False,False,False,2.03亿,False,False,False,False,False,False,6.26%,33.48%,False,False,False,False,False,False,False,False,False,False,False
1999-12-31,1199.30万,-5.48%,False,False,2.00亿,-1.02%,0.1810,1.62,0.55,0.04,False,5.98%,33.41%,11.71%,11.06%,297.23,1.21,297.23,False,1.02,0.46,0.51,2.05,67.23%
2000-12-31,1114.49万,-7.07%,False,False,2.11亿,5.20%,False,1.86,0.59,0.19,0.13,6.55%,32.81%,10.99%,10.60%,282.95,1.27,282.95,False,1.17,0.53,0.58,1.57,61.09%
2001-06-30,722.93万,False,719.00万,False,1.02亿,False,0.1030,1.83,0.58,0.21,0.07,7.09%,35.21%,5.61%,5.61%,402.43,0.59,305.60,96.83,1.31,0.60,1.00,1.55,60.77%
2001-12-31,1595.26万,43.14%,1560.64万,False,2.23亿,5.51%,0.2000,2.97,1.81,0.09,0.04,7.17%,32.91%,8.40%,5.12%,364.31,1.28,282.22,82.09,2.15,1.49,1.81,0.70,41.26%
2002-03-31,264.45万,False,False,False,4288.05万,False,False,2.99,1.81,0.12,False,6.17%,36.43%,False,0.84%,524.35,0.22,408.16,116.19,2.27,1.54,1.93,0.65,39.54%
2002-06-30,652.19万,-9.78%,639.49万,-11.06%,9487.13万,-6.98%,0.0600,3.03,1.81,0.15,-0.18,6.87%,35.62%,2.07%,2.05%,472.50,0.49,368.70,103.79,2.21,1.45,1.82,0.66,39.73%
2002-09-30,834.51万,False,821.24万,False,1.48亿,False,False,3.05,1.81,0.17,False,5.65%,33.08%,False,2.61%,461.58,0.75,360.58,101.01,2.21,1.40,1.78,0.65,39.42%
2002-12-31,855.33万,-46.38%,839.41万,-46.21%,2.09亿,-6.00%,0.0800,3.00,1.81,0.11,-0.07,4.09%,29.60%,2.75%,2.72%,410.72,1.19,303.46,107.25,1.95,1.29,1.71,0.73,42.30%
2003-03-31,231.23万,-12.56%,False,False,5077.48万,18.41%,False,3.02,1.81,0.13,-0.28,4.55%,29.83%,False,0.73%,475.36,0.27,332.23,143.13,1.98,1.26,1.78,0.71,41.45%
2003-06-30,357.87万,-45.13%,349.14万,-45.40%,1.18亿,24.15%,0.0300,3.03,1.81,0.14,-0.18,3.04%,24.36%,1.13%,1.12%,400.79,0.65,276.71,124.08,1.86,1.16,1.64,0.77,43.56%
2003-09-30,430.60万,-48.40%,428.56万,-47.82%,1.89亿,28.16%,False,3.04,1.81,0.15,-0.15,2.28%,23.85%,False,1.35%,389.31,0.98,275.17,114.14,1.87,1.08,1.53,0.78,43.82%
2003-12-31,462.85万,-45.89%,539.67万,-35.71%,2.52亿,20.62%,0.0400,3.04,1.81,0.14,-0.20,1.83%,22.55%,1.45%,1.45%,364.53,1.41,254.49,110.04,1.77,1.03,1.51,0.76,43.31%
2004-03-31,122.14万,-47.18%,107.17万,False,6378.42万,25.62%,False,3.05,1.81,0.15,-0.07,1.91%,24.18%,False,0.39%,406.73,0.31,287.45,119.28,1.77,0.99,1.52,0.77,43.51%
2004-06-30,265.92万,-25.69%,238.00万,-31.83%,1.51亿,28.33%,False,3.07,1.81,0.17,0.30,1.76%,20.54%,False,0.83%,331.49,0.80,225.14,106.35,1.73,1.03,1.46,0.80,44.33%
2004-09-30,441.27万,2.48%,380.85万,-11.13%,2.19亿,15.95%,False,3.03,1.81,0.13,0.21,2.01%,20.24%,False,1.39%,349.89,1.15,233.99,115.90,1.63,0.94,1.41,0.80,44.46%
2004-12-31,483.06万,4.37%,422.19万,-21.77%,2.73亿,8.29%,0.0460,3.04,1.81,0.13,0.32,1.77%,21.31%,1.51%,1.51%,353.16,1.49,241.09,112.07,1.72,1.04,1.57,0.77,43.62%
2005-03-31,113.35万,-7.20%,False,False,6563.47万,2.90%,False,3.05,1.81,0.14,-0.08,1.73%,26.52%,False,0.35%,381.10,0.36,253.16,127.93,1.77,1.09,1.69,0.74,42.40%
2005-06-30,224.91万,-15.42%,220.84万,-7.21%,1.28亿,-15.22%,0.0210,3.07,1.82,0.15,0.21,1.76%,24.34%,0.70%,0.70%,390.58,0.69,259.55,131.02,1.70,1.06,1.58,0.82,45.03%
2005-09-30,311.20万,-29.48%,307.13万,-19.36%,1.91亿,-13.13%,False,3.08,1.82,0.16,0.18,1.63%,25.32%,False,0.96%,417.28,0.95,284.78,132.50,1.69,0.97,1.44,0.83,45.27%
2005-12-31,276.08万,-42.85%,150.40万,-64.38%,3.00亿,9.96%,0.0260,3.08,1.83,0.15,0.20,0.92%,22.37%,0.86%,0.85%,338.40,1.58,227.66,110.74,1.55,0.97,1.47,0.89,47.12%
2006-03-31,79.11万,-30.20%,62.66万,False,7059.02万,7.55%,0.0080,3.08,1.83,0.15,-0.12,1.12%,25.86%,False,0.19%,407.09,0.32,281.25,125.84,1.54,0.92,1.44,0.91,47.74%
