报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,106965883.22,,,,,,,,,,,,2108531.07,109074414.29,83010805.25,,,,,,22258032.85,14773864.71,10858500.75,130901203.56,-21826789.27,,145000000.0,209070.25,,,,,,145209070.25,1015854.91,80000000.0,,,,,81015854.91,64193215.34,,,,60000000.0,,,60000000.0,40000000.0,335500.0,,24000000.0,64335500.0,-4335500.0,-1008471.68,37022454.39,202005538.11,,,,,239027992.5,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:14:05
20251231,,471562961.42,,,,,,,,,,,,15968841.05,487531802.47,246013289.65,,,,,,69644046.2,35850113.89,40917538.49,392424988.23,95106814.24,,1516500809.59,514253.23,5716798.66,,,,,1522731861.48,8996928.98,1567853525.13,,,,,1576850454.11,-54118592.63,,21546000.0,,274004511.13,,,295550511.13,346789444.09,13523678.89,,53900212.89,414213335.87,-118662824.74,-1774048.45,-79448651.58,281454189.69,202005538.11,281454189.69,,,202005538.11,定期报告,是,20260424,CNY,合并期末,2026-04-23T16:40:02
20250930,,365295134.41,,,,,,,,,,,,32980179.15,398275313.56,137709604.77,,,,,,50552104.27,36015511.62,32292841.77,256570062.43,141705251.13,,1370050356.17,734801.16,4819253.0,,,,,1375604410.33,2688167.8,1370890191.8,,,,,1373578359.6,2026050.73,,21318000.0,,301104000.31,,,322422000.31,254804000.31,14968628.9,,164380612.39,434153241.6,-111731241.29,-230441.45,31769619.12,281454189.69,,,,,313223808.81,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T16:12:19
20250630,,273860927.64,,,,,,,,,,,,22635192.56,296496120.2,103168443.95,,,,,,36952452.2,25085803.98,19612041.06,184818741.19,111677379.01,,1136299287.68,370883.36,1713746.0,,,,,1138383917.04,2420573.9,969157369.88,,,,,971577943.78,166805973.26,,21318000.0,,191104000.31,,,212422000.31,224700000.0,1259133.64,,94380612.39,320339746.03,-107917745.72,440253.15,171005859.7,281454189.69,452460049.39,281454189.69,,,452460049.39,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T16:54:06
20250331,,150920629.99,,,,,,,,,,,,3102375.13,154023005.12,58339089.61,,,,,,19299624.86,17780237.12,13815086.54,109234038.13,44788966.99,,,,,,,,,0.0,310203.0,42000000.0,,,,,42310203.0,-42310203.0,,,,50104000.31,,,50104000.31,53000000.0,327432.25,,36423649.38,89751081.63,-39647081.32,30860.97,-37137456.36,281454189.69,,,,,244316733.33,定期报告,未审计,20260430,CNY,合并期末,2025-04-27T16:02:49
20241231,,628223636.97,,,,,,,,,,,6240.2,29108904.05,657338781.22,319358993.62,,,,,,75454013.5,44142806.4,44202127.14,483157940.66,174180840.56,,178386088.89,531933.51,14615411.86,,,,,193533434.26,24792869.77,1074433702.43,,,,,1099226572.2,-905693137.94,,,,361789444.09,,32069105.43,393858549.52,417000000.0,16616413.89,,30891780.65,464508194.54,-70649645.02,1795748.06,-800366194.34,1081820384.03,281454189.69,1081820384.03,,,281454189.69,定期报告,是,20260424,CNY,合并期末,2025-04-27T16:02:49
20240930,,497404378.63,,,,,,,,,,,,20706734.21,518111112.84,238498097.63,,,,,,50113940.43,44055319.22,37822356.04,370489713.32,147621399.52,,77102700.0,349117.45,197000.0,,,,,77648817.45,16953933.19,940000000.0,,,,3130313.54,960084246.73,-882435429.28,,,,380500000.0,,,380500000.0,324100000.0,18152789.49,,156914117.88,499166907.37,-118666907.37,1201946.67,-852278990.46,1081820384.03,,,,,229541393.57,定期报告,未审计,20251029,CNY,合并期末,2024-10-29T15:50:10
20240630,,364315878.31,,,,,,,,,,,,16842458.49,381158336.8,194762887.88,,,,,,35449995.63,29671076.91,20509735.81,280393696.23,100764640.57,,,,197000.0,,,,,197000.0,16801814.69,870000000.0,,,,2653424.65,889455239.34,-889258239.34,,,,264500000.0,,,264500000.0,289500000.0,2134399.93,,92558481.36,384192881.29,-119692881.29,1333248.58,-906853231.48,1081820384.03,174967152.55,1081820384.03,,,174967152.55,定期报告,未审计,20250828,CNY,合并期末,2024-08-26T17:45:06
20240331,,172714269.54,,,,,,,,,,,,8928869.51,181643139.05,89250152.83,,,,,,20339094.41,12420411.19,10370470.2,132380128.63,49263010.42,,,,,,,,,0.0,12615333.99,50000000.0,,,,2653424.65,65268758.64,-65268758.64,,,,26500000.0,,,26500000.0,136000000.0,212286.11,,3544891.36,139757177.47,-113257177.47,1043373.61,-128219552.08,1081820384.03,,,,,953600831.95,定期报告,未审计,20250428,CNY,合并期末,2024-04-26T22:05:09
20231231,,572454215.23,,,,,,,,,,,14430875.58,37920804.29,624805895.1,389617513.0,,,,,,66459555.07,45646649.23,41783606.26,543507323.56,81298571.54,,30000000.0,282082.19,162757.4,,,,,30444839.59,43631236.06,107082700.0,,,,,150713936.06,-120269096.47,,32585000.0,32585000.0,450792251.74,,,483377251.74,242282825.0,6714915.02,,119741863.14,368739603.16,114637648.58,1307512.91,76974636.56,1004845747.47,1081820384.03,1004845747.47,,,1081820384.03,定期报告,是,20250428,CNY,合并期末,2024-04-26T22:05:09
20230930,,463376642.48,,,,,,,,,,,16993628.69,30462743.83,510833015.0,390593613.01,,,,,,44351595.63,43547352.99,25559734.88,504052296.51,6780718.49,,,,118300.0,,,,,118300.0,17449258.59,8750000.0,,,,,26199258.59,-26080958.59,,27930000.0,,217000000.0,,,244930000.0,125980000.0,6913814.58,,6455759.28,139349573.86,105580426.14,1259749.36,87539935.4,1004845747.47,,,,,1092385682.87,定期报告,未审计,20241030,CNY,合并期末,2023-10-30T16:40:03
20230630,,302478650.14,,,,,,,,,,,15488983.22,23304558.88,341272192.24,257007614.68,,,,,,31378531.59,29735677.67,14061791.72,332183615.66,9088576.58,,,,111805.0,,,,,111805.0,3595525.42,,,,,,3595525.42,-3483720.42,,,,90000000.0,,,90000000.0,123534700.0,6666884.72,,5162068.92,135363653.64,-45363653.64,891095.23,-38867702.25,1004845747.47,965978045.22,1004845747.47,,,965978045.22,定期报告,未审计,20240827,CNY,合并期末,2023-08-29T16:05:09
20230331,,141896659.56,,,,,,,,,,,,9077895.41,150974554.97,112007275.32,,,,,,17667545.17,13162954.42,15202650.45,158040425.36,-7065870.39,,,,,,,,,0.0,2241638.96,,,,,,2241638.96,-2241638.96,,,,30000000.0,,,30000000.0,36000000.0,480071.7,,,36480071.7,-6480071.7,-227631.86,-16015212.91,1004845747.47,,,,,988830534.56,定期报告,未审计,20240427,CNY,合并期末,2023-04-24T16:50:04
20221231,,701031321.38,,,,,,,,,,,307820.0,26699987.97,728039129.35,669469836.3,,,,,,66576645.76,60101180.08,35408152.66,831555814.8,-103516685.45,,978000000.0,5772789.04,53097.35,,,,,983825886.39,52229258.85,460000000.0,,,,,512229258.85,471596627.54,,24500000.0,24500000.0,308582825.0,,,333082825.0,137300000.0,105808617.87,,5927974.64,249036592.51,84046232.49,4760782.5,456886957.08,547958790.39,1004845747.47,547958790.39,,,1004845747.47,定期报告,是,20240427,CNY,合并期末,2023-04-24T16:50:04
20220930,,649186704.6,,,,,,,,,,,658023.99,20813650.66,670658379.25,644095110.93,,,,,,44594609.57,65962630.43,36889287.2,791541638.13,-120883258.88,,1038000000.0,5258597.26,,,,,,1043258597.26,33117063.28,520000000.0,,,,,553117063.28,490141533.98,,24500000.0,,265566950.0,,,290066950.0,133300000.0,100485045.22,,5407396.64,239192441.86,50874508.14,4045974.18,424178757.42,547958790.39,,,,,972137547.81,定期报告,未审计,20231031,CNY,合并期末,2022-10-28T15:45:03
20220630,,406853822.4,,,,,,,,,,,5937.5,10135580.1,416995340.0,389882280.8,,,,,,31534679.41,47098359.02,18289484.05,486804803.28,-69809463.28,,978000000.0,5258597.26,,,,,,983258597.26,30789531.47,520000000.0,,,,,550789531.47,432469065.79,,24500000.0,,250280000.0,,,274780000.0,135480000.0,100071808.34,,5034396.64,240586204.98,34193795.02,1500819.87,398354217.4,547958790.39,946313007.79,547958790.39,,,946313007.79,定期报告,未审计,20230830,CNY,合并期末,2022-08-29T15:45:02
