报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,262789843.94,262789843.94,,,,,,236007772.66,212264203.62,,,,,,,,,2629619.16,10671317.81,5289801.41,9291002.26,-4138171.6,,,-192320.26,,,,,,,,,1144131.08,5325726.94,-5465773.49,,,27593835.55,2769.0,,100000.0,,27496604.55,2708878.77,,24787725.78,24787725.78,,25050708.03,,-262982.25,-952402.03,-952402.03,,,,,,-952402.03,,,,,,,,,-952402.03,,,23835323.75,24098306.0,-262982.25,0.19,0.19,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:14:04
20251231,775330842.53,775330842.53,,,,,,714100134.03,619411291.84,,,,,,,,,6907925.17,40687624.18,29996667.39,38488570.24,-21391944.79,1493417.84,,-927808.84,,,,,,,,,6580530.05,-16959651.51,2456994.92,,552298.54,52933071.66,596866.18,,11343119.3,,42186818.54,7379304.3,,34807514.24,34807514.24,,44859232.94,,-10051718.7,-1366149.13,-1366149.13,,,,,,-1366149.13,,,,,,,,,-1366149.13,,,33441365.11,43493083.81,-10051718.7,0.34,0.34,定期报告,是,20260424,CNY,合并期末,2026-04-23T16:40:02
20250930,572252938.47,572252938.47,,,,,,521779772.13,451885668.54,,,,,,,,,5380570.86,27870207.99,23338317.21,29104914.98,-15799907.45,,,37199.0,,,,,,,,,5698797.41,-1218132.15,-2186409.23,,-3833846.3,48970775.07,519784.57,,8548367.68,,40942191.96,6168577.45,,34773614.51,34773614.51,,43083651.42,,-8310036.91,-699709.99,-699709.99,,,,,,-699709.99,,,,,,,,,-699709.99,,,34073904.52,42383941.43,-8310036.91,0.32,0.32,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T16:12:13
20250630,384757495.2,384757495.2,,,,,,348004638.82,306397970.67,,,,,,,,,3344074.1,18840696.38,12670524.95,18032176.31,-11280803.59,,,40007.85,,,,,,,,,2608379.85,-644946.53,-2771611.14,,143702.52,36128388.93,50775.15,,1524181.53,,34654982.55,3613973.88,,31041008.67,31041008.67,,33572618.71,,-2531610.04,-247656.24,-247656.24,,,,,,-247656.24,,,,,,,,,-247656.24,,,30793352.43,33324962.47,-2531610.04,0.25,0.25,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T16:54:04
20250331,180798977.74,180798977.74,,,,,,163905872.56,148086078.02,,,,,,,,,1689937.33,7578148.34,5070758.75,8169971.03,-6689020.91,,,229888.8,,,,,,,,,1682557.2,-1212730.04,-2258725.21,,281867.27,15615963.2,39204.5,,248663.87,,15406503.83,2537269.08,,12869234.75,12869234.75,,13725410.68,,-856175.93,-82187.7,-82187.7,,,,,,-82187.7,,,,,,,,,-82187.7,,,12787047.05,13643222.98,-856175.93,0.1,0.1,定期报告,未审计,20260430,CNY,合并期末,2025-04-27T16:02:51
20241231,965007123.96,965007123.96,,,,,,921227171.7,827482993.04,,,,,,,,,6990778.21,41613242.46,33201393.37,37590124.05,-25651359.43,4030839.98,,-1598008.79,,,,,,,,,11533270.6,-45497577.88,382864.4,,1198925.81,9799426.4,1234781.77,,1728615.61,,9305592.56,11489509.63,,-2183917.07,-2183917.07,,22018401.91,,-24202318.98,822099.95,822099.95,,,,,,822099.95,,,,,,,,,822099.95,,,-1361817.12,22840501.86,-24202318.98,0.17,0.17,定期报告,是,20260424,CNY,合并期末,2025-04-27T16:02:51
20240930,735218715.31,735218715.31,,,,,,698576908.19,631442046.88,,,,,,,,,4579527.31,31303362.69,23418222.56,28062281.11,-20228532.36,,,-79849.79,,,,,,,,,8462614.28,-9010941.1,-5522651.39,,457801.61,30948780.73,122000.2,,106838.12,,30963942.81,6779409.42,,24184533.39,24184533.39,,34488536.2,,-10304002.81,-588483.43,-588483.43,,,,,,-588483.43,,,,,,,,,-588483.43,,,23596049.96,33900052.77,-10304002.81,0.26,0.26,定期报告,未审计,20251029,CNY,合并期末,2024-10-29T15:52:06
20240630,508665123.13,508665123.13,,,,,,481411482.64,438343894.15,,,,,,,,,2800901.75,21307280.42,14387270.14,18715729.84,-14143593.66,,,-244552.09,,,,,,,,,7761944.47,-2956062.56,-6370385.04,,457801.61,25902386.88,120728.15,,106446.9,,25916668.13,5633253.89,,20283414.24,20283414.24,,26906160.17,,-6622745.93,316606.02,316606.02,,,,,,316606.02,,,,,,,,,316606.02,,,20600020.26,27222766.19,-6622745.93,0.2,0.2,定期报告,未审计,20250828,CNY,合并期末,2024-08-26T17:47:04
20240331,219327418.16,219327418.16,,,,,,204682474.36,185216118.56,,,,,,,,,1567494.33,10236103.09,5554492.7,9669791.12,-7561525.44,,,-114893.27,,,,,,,,,3727328.61,204492.47,-3300554.59,,419149.89,15580466.91,103188.42,,100309.1,,15583346.23,3824445.47,,11758900.76,11758900.76,,15103617.9,,-3344717.14,86035.55,86035.55,,,,,,86035.55,,,,,,,,,86035.55,,,11844936.31,15189653.45,-3344717.14,0.11,0.11,定期报告,未审计,20250428,CNY,合并期末,2024-04-26T22:02:03
20231231,916446366.88,916446366.88,,,,,,848426128.01,770040376.14,,,,,,,,,7466762.54,35999689.26,29388068.59,31191930.91,-25660699.43,5802612.07,,-508688.58,,,,,,,,,4888956.84,-37138118.42,-8716435.84,,-21779.76,26524173.11,310038.2,,310198.0,,26524013.31,11277048.19,,15246965.12,15246965.12,,28773711.72,,-13526746.6,752374.89,752374.89,,,,,,752374.89,,,,,,,,,752374.89,,,15999340.01,29526086.61,-13526746.6,0.22,0.22,定期报告,是,20250428,CNY,合并期末,2024-04-26T22:02:03
