报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,1267815902.71,,,20000000.0,,,223789260.5,,223789260.5,74452763.09,31196246.89,,,,,,,,,,,164086.95,295503644.46,,,,,17739561.51,1930661466.11,,,,,,,,66263125.03,,,,,,,,,,36960392.98,,,,,270578586.97,,,,,6077793.93,147609398.46,,25082464.76,,,5367120.04,276000.0,558214882.17,2488876348.28,,233000000.0,,,,,,158507533.13,23740000.0,134767533.13,187315.63,2232648.32,,,6120789.76,16073823.42,,,,,,26055503.58,,,,,,,,,,,,,,2197301.07,290244.28,444665159.19,,,,,,2148884.8,,,,,,10150854.82,6529366.87,21850.0,18850956.49,463516115.68,,133340000.0,,,,1379179418.2,33473372.36,834483.73,14995257.13,54300966.53,,,483297875.73,,,2032474628.96,-7114396.36,2025360232.6,2488876348.28,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T16:14:03
20251231,,1287568579.75,,,30000000.0,,,119055855.0,,119055855.0,156289812.02,1469332.53,,,,,,,,,,32102.4,32102.4,315726016.35,,,,2400000.0,18728693.71,1931270391.76,,,,,,,,66607522.5,,,,,,575685585.68,300143189.77,275542395.91,175553.06,31295200.3,30059548.08,1235652.22,275366842.85,,275366842.85,,,,,240407.61,148930681.09,,25082464.76,,,4998031.98,665808.23,553186959.32,2484457351.08,,275000000.0,,,,,,142524734.84,33358318.03,109166416.81,187315.63,888608.6,,,13729375.36,11820559.09,,,,,25739594.27,25739594.27,,,,,,,,,,,,,,110185.2,92417.16,470092790.15,,,,,,115316.0,,,,,,10557878.23,8550696.03,200266.57,19424156.83,489516946.98,,133340000.0,,,,1375661075.54,33473372.36,1786885.76,13929095.03,54300966.53,,,458247167.71,,,2003791818.21,-8851414.11,1994940404.1,2484457351.08,定期报告,是,20260430,CNY,合并期末,2026-04-23T16:40:02
20250930,,1390273187.78,,,,,,201074531.65,,201074531.65,91148035.94,1825718.67,,,,,,,,,,,226903.42,299694743.48,,,,,21766721.09,2006009842.03,,,,,,,,41583737.65,,,,,,,,,,41813095.38,,,,,273742026.29,,,,,,147870234.52,,29265869.56,,,4114124.66,1862068.98,540251157.04,2546260999.07,,301000000.0,,,,,,189850262.43,86617780.2,103232482.23,,261494.32,,,10201000.74,10621735.25,,,,,,24027426.82,,,,,,,,,,,,,,,33994.26,535995913.82,,,,,,,,,,,,10964901.64,8365908.43,21850.0,19352660.07,555348573.89,,133340000.0,,,,1371122590.53,33473372.36,2453324.9,13807061.71,52340292.89,,,458432259.83,,,1998022157.5,-7109732.32,1990912425.18,2546260999.07,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T16:12:04
20250630,,1326080214.41,,,,,,210931851.99,,210931851.99,80707594.85,3061498.89,,,,,,,,,,345660.35,345660.35,302864431.51,,,,,21650731.58,1945641983.58,,,,,,,,41722464.3,,,,,,602818452.34,299909663.2,302908789.14,10103382.3,46408687.97,44184453.42,2224234.55,292805406.84,,292805406.84,,,,,7764262.79,149194993.88,,29265869.56,6075600.97,,4541357.6,2191178.49,579969822.4,2525611805.98,,241104000.31,,,,,,217916684.65,85326569.21,132590115.44,,678832.06,,,8401759.2,6629784.2,,,,,23908197.73,23908197.73,,,,,,,,,,,,,,2446908.08,88248.17,501174414.4,,,,,,7042251.97,,,,,144800.88,11371925.05,8368259.6,64572.0,26991809.5,528166223.9,,133340000.0,,,,1367399065.53,33473372.36,2905378.65,14083505.7,52340292.89,,,462182017.12,,,1998776887.53,-1331305.45,1997445582.08,2525611805.98,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T16:54:05
20250331,,1305772563.72,,,,,,201276944.39,,201276944.39,122644373.53,4333967.14,,,,,,,,,,,501672.27,288605550.62,,,,,20302937.09,1943438008.76,,,,,,,,42000000.0,,,,,,,,,,88620440.29,,,,,249545437.7,,,,,8393797.61,149247391.34,,29265869.56,6568056.72,,1823392.91,2269852.03,577734238.16,2521172246.92,,293104000.31,,,,,,195704885.47,68704129.07,127000756.4,,685394.48,,,5914968.81,7004507.34,,,,,,2507008.82,,,,,,,,,,,,,,2421394.35,75596.04,507417755.62,,,,,,6983040.85,,,,,1147957.96,11778948.46,8413434.27,115347.5,28438729.04,535856484.66,,133340000.0,,,,1380084335.82,40954233.67,3070847.19,14755582.28,52340292.89,,,442334809.09,,,1984971633.6,344128.66,1985315762.26,2521172246.92,定期报告,未审计,20250428,CNY,合并期末,2025-04-27T16:02:51
20241231,,1376458706.8,,,,,,150876246.83,3230000.0,147646246.83,187206794.63,912382.05,,,,,,,,,,339701.0,339701.0,275915186.02,2010615.93,,,,19962267.92,2013681901.18,,,,,,,,,,,,,,558172735.85,284956004.69,273216731.16,15382975.23,82439418.71,79936348.59,2503070.12,257833755.93,,257833755.93,,,,,9023332.43,150562354.34,,29265869.56,7053619.22,,1820945.07,2736594.49,540735889.75,2554417790.93,,349000000.0,,,,,,157331268.07,46910262.03,110421006.04,,1200303.06,,,12253324.4,11232668.48,,,,,2569555.84,2569555.84,,,,,,,,,,,,,,2396146.65,274243.19,536257509.69,,,,,,6914951.94,,,,,1147957.96,12185971.87,8376592.75,133447.5,28758922.02,565016431.71,,133340000.0,,,,1380084335.82,24530584.29,3153034.89,15204576.91,52340292.89,,,428609398.41,,,1988201054.63,1200304.59,1989401359.22,2554417790.93,定期报告,是,20260424,CNY,合并期末,2025-04-27T16:02:51
20240930,,1334969819.11,,,,,,261949525.64,7755233.47,254194292.17,94363984.93,3895547.37,,,,,,,,,,,759521.34,301301126.67,,,,,19111251.58,2016350776.64,,,,,,,,,,,,,,,,,,85930562.49,,,,,289948933.88,,,,,27727029.64,151428120.82,,33340894.53,8663426.99,,5039212.82,5429318.98,607507500.15,2623858276.79,,342000000.0,,,,,,188976830.84,60425287.48,128551543.36,,953630.54,,,10149497.33,8228261.18,,,,,,2990375.35,,,,,,,,,,,,,,4609661.19,123971.97,558032228.4,,,,,,23911314.42,,,,,,5610495.28,8726157.47,,38247967.17,596280195.57,,133340000.0,,,,1380084335.82,11036636.52,1742451.51,14929484.06,52340292.89,,,441079532.7,,,2012479460.46,15098620.76,2027578081.22,2623858276.79,定期报告,未审计,20241030,CNY,合并期末,2024-10-29T15:50:04
20240630,,1236169277.45,,,,,,279938434.87,4145233.47,275793201.4,123807151.53,1747504.12,,,,,,,,,,735130.98,735130.98,327187890.79,,,,,25317944.01,1994903333.75,,,,,,,,,,,,,,577283374.6,274055702.88,303227671.72,1442764.26,83423062.19,80259950.55,3163111.64,301784907.46,,301784907.46,,,,,29130756.97,152743837.81,,33340894.53,9029782.59,,5137427.0,5429318.98,620019987.53,2614923321.28,,259500000.0,,,,,,239801709.39,96073329.54,143728379.85,,2269687.13,,,8342799.61,7747195.99,,,,,2518182.19,2518182.19,,,,,,,,,,,,,,4729241.53,295059.32,525203875.16,,,,,,23663032.03,,,,,,5803768.69,8677480.27,,38144280.99,563348156.15,,133340000.0,,,,1380084335.82,,2647540.96,14885161.15,52340292.89,,,449497956.67,,,2032795287.49,18779877.64,2051575165.13,2614923321.28,定期报告,未审计,20240827,CNY,合并期末,2024-08-26T17:45:06
20240331,,1172983097.28,,,,,,245079693.81,,245079693.81,126204690.61,1441704.06,,,,,,,,,,,534334.5,372425449.16,,,,,26005723.42,1944674692.84,,,,,,,,,,,,,,,,,,85578771.64,,,,,309414209.27,,,,,30534484.3,154139203.26,,33340894.53,6012217.33,,4267452.16,2990083.98,626277316.47,2570952009.31,,194500000.0,,,,,,243053469.63,118643042.47,124410427.16,,10533052.41,,,6376607.0,12819066.0,,,,,,2191353.38,,,,,,,,,,,,,,18673482.42,1369296.81,489516327.65,,,,,,23486432.45,,,,,,5997042.1,8835815.29,,38319289.84,527835617.49,,133340000.0,,,,1380084335.82,,2416970.49,15181471.79,52340292.89,,,437695414.4,,,2021058485.39,22057906.43,2043116391.82,2570952009.31,定期报告,未审计,20240427,CNY,合并期末,2024-04-26T22:05:07
20231231,,1316469198.96,,,,,,183365656.25,,183365656.25,259397953.61,1780607.93,,,,,,,,,,695142.66,695142.66,380295173.45,,,,,24703235.85,2166706968.71,,,,,,,,,,,,,,581003531.51,261377618.31,319625913.2,2283950.79,76597606.64,70755106.65,5842499.99,317341962.41,,317341962.41,,,,,41613085.41,155375272.4,,33340894.53,1690596.18,,3730766.96,8882650.84,638572835.37,2805279804.08,,381002250.0,,,,,,289837994.1,172066962.49,117771031.61,,1482548.19,,,11884289.55,9339854.06,,,,,2294228.61,2294228.61,,,,,,,,,,,,,,16431391.68,192731.24,712465287.43,,10512499.31,,,,36345497.57,,,,,,6190315.51,8141504.94,,61189817.33,773655104.76,,133340000.0,,,,1380084335.82,,2330934.94,15534715.6,52340292.89,,,422591796.5,,,2006222075.75,25402623.57,2031624699.32,2805279804.08,定期报告,是,20250428,CNY,合并期末,2024-04-26T22:05:07
