日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2025-12-19,300124,1642.98,1607.45,1651.59,1573.65,946366,6772563624.0,4.7,-3.05,-50.6,3.99
2025-12-26,300124,1613.48,1645.13,1657.4,1610.9,1101525,8035000960.0,2.89,2.34,37.68,4.64
2025-12-31,300124,1648.36,1688.84,1718.12,1638.67,1117145,8375427283.0,4.83,2.66,43.71,4.66
2026-01-09,300124,1693.79,1752.79,1774.32,1683.89,1889398,14727560865.0,5.35,3.79,63.95,7.88
2026-01-16,300124,1770.87,1807.69,1835.68,1725.01,2598163,20786133067.0,6.31,3.13,54.9,10.83
2026-01-23,300124,1807.69,1776.04,1845.15,1763.55,1796933,14418604609.0,4.51,-1.75,-31.65,7.49
2026-01-30,300124,1778.62,1673.77,1799.08,1643.19,1856344,14284736020.0,8.78,-5.76,-102.27,7.74
2026-02-06,300124,1671.4,1674.2,1724.8,1647.07,1261963,9473293895.0,4.64,0.03,0.43,5.26
2026-02-13,300124,1689.49,1684.32,1759.03,1679.58,1342412,10264676923.0,4.75,0.6,10.12,5.6
2026-02-27,300124,1725.44,1636.95,1727.16,1634.8,1094781,8116417882.0,5.48,-2.81,-47.37,4.56
2026-03-06,300124,1611.76,1605.73,1626.18,1522.84,1518993,10700278602.0,6.31,-1.91,-31.22,6.33
2026-03-13,300124,1593.24,1634.15,1634.15,1569.77,1451744,10328754591.0,4.01,1.77,28.42,6.05
2026-03-20,300124,1606.38,1547.17,1627.48,1525.63,1366598,9611597086.0,6.23,-5.32,-86.98,5.7
2026-03-27,300124,1531.23,1542.64,1546.52,1466.42,982516,6576189832.0,5.18,-0.29,-4.53,4.1
2026-04-03,300124,1521.97,1489.25,1549.96,1487.96,677931,4565285261.0,4.02,-3.46,-53.39,2.83
2026-04-10,300124,1491.83,1533.39,1543.72,1456.74,912109,6094235639.0,5.84,2.96,44.14,3.8
2026-04-17,300124,1521.33,1480.63,1571.93,1477.4,1527640,10308114116.0,6.16,-3.44,-52.76,6.37
2026-04-24,300124,1487.96,1461.04,1513.58,1436.93,1554736,10220610369.0,5.18,-1.32,-19.59,6.45
2026-04-30,300124,1447.26,1543.94,1582.91,1361.57,2498297,16282379821.0,15.15,5.67,82.9,10.37
2026-05-08,300124,1573.65,1681.73,1707.79,1552.76,1930885,14251714181.0,10.04,8.92,137.79,8.01
2026-05-15,300124,1692.5,1731.69,1786.81,1655.47,2594291,19846408279.0,7.81,2.97,49.96,10.76
2026-05-22,300124,1733.84,1767.64,1805.54,1696.59,2388000,18624506540.0,6.29,2.08,35.95,9.91
2026-05-29,300124,1776.47,1659.34,1876.59,1647.28,2472189,19445906662.0,12.97,-6.13,-108.3,10.26
2026-06-05,300124,1660.2,1694.21,1749.12,1630.91,2132968,16123305769.0,7.12,2.1,34.87,8.85
2026-06-12,300124,1649.43,1523.69,1741.58,1523.69,2371696,17073377840.0,12.86,-10.06,-170.52,9.84
2026-06-18,300124,1563.31,1610.24,1635.65,1541.99,1373226,9600878817.0,6.15,5.68,86.55,5.7
2026-06-26,300124,1611.75,1440.15,1614.98,1436.92,2131707,14319251890.0,11.06,-10.56,-170.09,8.84
2026-07-03,300124,1433.69,1631.13,1684.53,1412.8,3051968,20930581317.56,18.87,13.26,190.98,12.66
