代码,名称,送转股份-送转总比例,送转股份-送转比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
300124,汇川技术,,,,5.0,0.006591088848,1.87,13.059871594859,3.475771393129,8.138533595214,17.839457167879,2707603944,2026-04-28,2026-06-03,2026-06-04,实施分配,2026-05-27
