报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2011-09-30,2.58亿,70.13%,2.54亿,69.20%,7.90亿,68.70%,0.6600,11.21,8.05,2.02,-0.27,33.23%,55.55%,10.97%,10.65%,202.89,1.68,161.06,41.83,10.90,9.21,9.21,0.10,8.93%
2011-12-31,3.40亿,54.34%,3.33亿,54.15%,10.54亿,56.24%,0.8700,11.59,8.05,2.22,0.03,32.87%,55.49%,14.30%,13.58%,174.11,2.56,140.44,33.67,16.29,14.52,14.52,0.06,5.96%
2012-03-31,5948.84万,-16.86%,5827.58万,-17.26%,2.14亿,2.67%,0.1500,11.87,8.05,2.49,0.0008,27.55%,51.08%,2.35%,2.32%,264.25,0.45,199.07,65.18,16.26,14.71,14.71,0.07,6.25%
2012-06-30,1.42亿,-16.46%,1.38亿,-17.02%,5.28亿,5.52%,0.3700,6.47,4.03,1.26,0.29,27.15%,51.32%,5.56%,5.64%,213.73,1.17,154.19,59.54,10.89,9.95,9.95,0.10,8.93%
2012-09-30,2.42亿,-6.19%,2.30亿,-9.32%,8.61亿,9.00%,0.6200,6.73,4.03,1.52,0.46,28.33%,51.45%,9.42%,9.25%,194.40,2.02,133.72,60.67,11.92,11.08,11.08,0.09,8.11%
2012-12-31,3.18亿,-6.60%,3.11亿,-6.71%,11.93亿,13.20%,0.8200,6.92,4.03,1.66,0.68,26.83%,52.20%,12.28%,11.80%,176.20,2.83,127.03,49.17,10.96,10.26,10.26,0.10,8.99%
2013-03-31,7769.37万,30.60%,7399.51万,26.97%,2.87亿,34.18%,0.2000,7.15,4.05,1.86,0.19,27.09%,53.56%,2.85%,2.80%,178.89,0.83,107.91,70.98,13.69,12.66,12.66,0.08,7.61%
2013-06-30,2.25亿,58.29%,2.16亿,57.22%,7.01亿,32.78%,0.2900,6.95,4.08,1.64,0.59,32.35%,54.08%,8.13%,8.31%,175.79,1.55,115.98,59.81,7.31,6.56,6.56,0.16,13.28%
2013-09-30,4.03亿,66.63%,3.83亿,66.35%,11.63亿,35.04%,0.5200,7.45,4.12,2.10,0.86,35.28%,53.92%,14.45%,13.93%,167.25,2.51,107.69,59.56,8.22,7.41,7.41,0.13,11.62%
2013-12-31,5.60亿,76.39%,5.32亿,71.16%,17.26亿,44.64%,0.7200,7.90,4.17,2.42,1.16,32.98%,52.84%,19.59%,18.24%,163.22,3.40,105.83,57.39,6.24,5.58,5.58,0.18,14.80%
2014-03-31,1.20亿,54.79%,1.11亿,49.73%,4.41亿,53.66%,0.1600,8.25,4.20,2.73,-0.12,28.61%,50.96%,3.53%,3.75%,232.20,0.59,152.31,79.89,7.89,6.82,6.82,0.14,11.81%
2014-06-30,3.02亿,34.26%,2.90亿,33.94%,10.40亿,48.20%,0.3900,3.91,1.66,1.09,0.09,30.42%,50.36%,9.49%,9.87%,200.30,1.41,127.96,72.34,5.95,4.95,4.95,0.19,15.21%
2014-09-30,4.65亿,15.27%,4.50亿,17.54%,15.94亿,37.06%,0.6000,4.14,1.68,1.30,0.23,30.45%,50.50%,14.64%,14.35%,210.77,2.00,135.24,75.53,4.60,3.57,3.57,0.26,19.89%
2014-12-31,6.66亿,18.94%,6.38亿,19.75%,22.43亿,29.94%,0.8500,4.43,1.70,1.47,0.67,30.77%,50.23%,20.55%,19.21%,190.65,2.93,122.88,67.77,4.09,3.22,3.22,0.30,21.95%
2015-03-31,1.26亿,5.07%,1.18亿,6.59%,4.55亿,3.17%,0.1600,4.60,1.71,1.64,0.10,28.86%,49.02%,3.58%,3.51%,279.39,0.50,179.53,99.86,4.66,3.33,3.33,0.25,19.33%
2015-06-30,3.30亿,9.39%,3.11亿,7.43%,11.12亿,6.94%,0.2100,4.51,1.90,1.38,0.36,30.78%,49.49%,9.42%,9.22%,238.75,1.19,151.21,87.54,3.84,2.81,2.81,0.29,21.85%
2015-09-30,5.86亿,26.15%,5.59亿,24.17%,18.71亿,17.43%,0.3700,4.85,1.92,1.70,0.48,32.20%,50.07%,16.25%,15.21%,236.78,1.82,148.45,88.33,3.41,2.20,2.20,0.34,24.23%
2015-12-31,8.09亿,21.46%,7.61亿,19.43%,27.71亿,23.54%,0.5100,5.10,1.94,1.88,1.01,30.10%,48.47%,21.91%,19.93%,210.63,2.81,128.05,82.57,2.97,1.79,1.79,0.41,27.86%
2016-03-31,1.40亿,10.47%,1.28亿,8.11%,5.68亿,24.81%,0.0900,5.29,1.95,2.05,0.0100,25.09%,48.53%,3.38%,3.32%,318.84,0.45,199.34,119.51,3.19,1.86,1.86,0.37,25.85%
2016-06-30,3.89亿,17.72%,3.63亿,16.79%,14.65亿,31.75%,0.2400,2.55,0.50,0.93,-0.0100,27.49%,49.11%,9.32%,9.52%,257.40,1.16,154.87,102.53,3.17,2.01,2.01,0.37,26.05%
2016-09-30,6.89亿,17.46%,6.43亿,14.94%,24.53亿,31.10%,0.4300,2.76,0.51,1.11,0.12,29.25%,48.76%,16.23%,15.51%,240.01,1.87,144.39,95.62,3.09,1.88,1.88,0.38,26.21%
2016-12-31,9.32亿,15.14%,8.57亿,12.57%,36.60亿,32.11%,0.5900,2.84,0.77,1.17,0.25,26.78%,48.12%,21.49%,19.76%,219.85,2.86,125.81,94.04,2.24,1.36,1.36,0.63,37.52%
2017-03-31,1.72亿,23.54%,1.49亿,16.33%,7.82亿,37.73%,0.1100,2.96,0.82,1.27,0.0027,22.71%,46.57%,3.58%,3.49%,289.99,0.51,175.27,114.72,2.37,1.30,1.30,0.58,35.42%
2017-06-30,4.29亿,10.31%,3.64亿,0.27%,19.37亿,32.24%,0.2700,2.86,0.82,1.15,0.14,22.94%,45.78%,8.76%,9.01%,251.82,1.22,147.61,104.21,2.02,1.04,1.04,0.75,41.48%
2017-09-30,7.23亿,5.03%,6.32亿,-1.74%,31.30亿,27.57%,0.4400,3.06,0.83,1.33,0.18,23.82%,45.27%,14.67%,14.21%,253.86,1.82,148.55,105.32,2.15,1.18,1.18,0.66,38.40%
2017-12-31,10.60亿,13.76%,9.28亿,8.24%,47.77亿,30.53%,0.6500,3.26,0.82,1.48,0.30,22.84%,45.12%,20.98%,19.54%,218.43,2.94,122.35,96.07,2.24,1.70,1.70,0.61,36.71%
2018-03-31,1.96亿,13.94%,1.81亿,21.94%,9.75亿,24.73%,0.1200,3.43,0.82,1.60,-0.06,20.75%,45.54%,3.51%,3.44%,322.17,0.46,195.57,126.60,2.30,1.65,1.65,0.55,34.52%
2018-06-30,4.96亿,15.72%,4.58亿,25.62%,24.73亿,27.66%,0.3000,3.34,0.82,1.48,-0.08,20.82%,44.74%,8.71%,8.92%,275.21,1.08,166.81,108.41,2.05,1.32,1.32,0.65,38.15%
2018-09-30,7.94亿,9.80%,7.32亿,15.97%,39.39亿,25.86%,0.4800,3.53,0.81,1.66,0.11,21.10%,43.13%,13.89%,13.51%,261.86,1.69,159.55,102.32,2.07,1.15,1.15,0.62,37.30%
2018-12-31,11.67亿,10.08%,10.51亿,13.30%,58.74亿,22.96%,0.7100,3.76,0.82,1.84,0.28,20.58%,41.81%,19.99%,18.69%,224.68,2.98,120.85,103.82,2.19,1.26,1.26,0.61,36.74%
2019-03-31,1.29亿,-34.28%,1.01亿,-44.07%,11.00亿,12.78%,0.0800,3.92,0.83,1.93,0.0100,12.75%,41.41%,2.02%,1.98%,333.12,0.49,184.16,148.96,2.34,1.84,1.84,0.54,34.00%
2019-06-30,3.99亿,-19.67%,3.44亿,-24.88%,27.19亿,9.96%,0.2400,3.90,0.84,1.89,0.12,15.93%,41.02%,6.07%,6.15%,277.16,1.19,151.16,126.00,2.14,1.71,1.71,0.60,36.54%
2019-09-30,6.46亿,-18.65%,5.65亿,-22.81%,49.08亿,24.61%,0.3900,4.06,0.84,2.04,0.34,14.56%,38.27%,9.79%,9.58%,254.96,2.00,134.78,120.17,1.80,1.39,1.39,0.81,42.20%
2019-12-31,9.52亿,-18.42%,8.11亿,-22.88%,73.90亿,25.81%,0.5800,4.98,1.62,2.16,0.79,13.67%,37.65%,13.79%,11.05%,223.36,3.10,116.15,107.20,1.81,1.44,1.20,0.69,39.97%
2020-03-31,1.72亿,33.57%,1.49亿,46.63%,15.48亿,40.69%,0.1000,5.13,1.62,2.26,0.09,11.94%,38.53%,1.97%,1.94%,305.00,0.52,171.89,133.12,1.89,1.44,1.21,0.64,38.17%
2020-06-30,7.74亿,94.33%,7.02亿,104.12%,47.84亿,75.95%,0.4500,5.34,1.57,2.45,0.28,16.99%,39.81%,8.52%,8.43%,220.96,1.51,119.14,101.82,1.95,1.54,1.32,0.80,43.62%
2020-09-30,14.98亿,131.93%,14.27亿,152.42%,80.98亿,65.00%,0.5800,5.77,1.58,2.87,0.34,19.36%,39.35%,16.01%,15.11%,201.14,2.52,107.07,94.07,2.15,1.69,1.37,0.73,41.43%
2020-12-31,21.00亿,120.62%,19.13亿,135.99%,115.11亿,55.76%,0.8100,6.19,1.65,3.17,0.85,18.95%,38.96%,21.70%,19.74%,190.72,3.40,105.78,84.93,2.09,1.63,1.26,0.72,40.93%
2021-03-31,6.46亿,274.66%,6.25亿,320.75%,34.13亿,120.53%,0.2500,6.60,1.68,3.55,0.16,20.07%,39.34%,5.88%,5.70%,201.13,0.76,118.86,82.27,2.10,1.55,1.23,0.73,41.29%
2021-06-30,15.63亿,101.81%,15.23亿,117.01%,82.74亿,72.95%,0.6100,5.31,1.63,2.44,0.15,19.86%,38.32%,13.70%,11.24%,180.15,1.78,101.12,79.03,2.23,1.69,1.38,0.64,38.15%
2021-09-30,24.92亿,66.31%,24.17亿,69.38%,133.48亿,64.82%,0.9600,5.44,1.41,2.79,0.24,19.48%,37.49%,20.27%,17.46%,177.66,2.70,99.87,77.79,1.93,1.43,1.12,0.68,40.02%
2021-12-31,35.73亿,70.15%,29.18亿,52.55%,179.43亿,55.87%,1.3700,6.03,1.60,3.10,0.67,20.51%,35.82%,27.35%,22.50%,177.82,3.47,103.69,74.13,1.84,1.33,1.07,0.69,40.19%
2022-03-31,7.17亿,11.00%,6.98亿,11.62%,47.78亿,40.01%,0.2700,6.26,1.61,3.37,-0.03,15.07%,34.57%,4.41%,4.35%,213.69,0.71,127.46,86.23,1.74,1.24,0.98,0.71,40.74%
2022-06-30,19.75亿,26.36%,17.44亿,14.54%,103.97亿,25.65%,0.7500,6.45,1.62,3.55,-0.07,19.19%,36.37%,11.74%,11.62%,216.41,1.37,130.97,85.45,1.69,1.23,0.97,0.90,46.33%
2022-09-30,30.85亿,23.79%,27.30亿,12.93%,162.41亿,21.67%,1.1700,6.93,1.72,3.96,0.79,19.13%,35.97%,17.97%,16.81%,214.83,2.06,130.78,84.04,1.69,1.22,1.03,0.87,45.21%
2022-12-31,43.20亿,20.89%,33.89亿,16.13%,230.08亿,28.23%,1.6400,7.45,1.80,4.33,1.20,18.80%,35.01%,24.31%,21.80%,201.26,3.08,116.72,84.53,1.61,1.21,1.11,0.96,48.71%
2023-03-31,7.47亿,4.15%,6.25亿,-10.42%,47.82亿,0.07%,0.2800,7.84,1.90,4.61,0.10,15.73%,36.51%,3.69%,3.58%,290.07,0.52,173.41,116.66,1.72,1.24,1.09,0.90,46.93%
2023-06-30,20.77亿,5.17%,18.67亿,7.05%,124.51亿,19.76%,0.7800,7.91,1.85,4.74,0.28,16.79%,36.27%,9.95%,9.86%,232.01,1.37,130.92,101.09,1.67,1.21,1.08,0.90,46.83%
2023-09-30,33.19亿,7.60%,30.46亿,11.59%,201.21亿,23.89%,1.2500,8.43,1.92,5.20,0.54,16.63%,35.78%,15.64%,14.77%,224.52,2.06,131.28,93.24,1.71,1.21,1.05,0.89,46.56%
2023-12-31,47.42亿,9.77%,40.71亿,20.12%,304.20亿,32.21%,1.7800,9.15,2.12,5.65,1.26,15.70%,33.55%,21.66%,19.37%,194.45,3.45,104.45,90.00,1.59,1.22,1.11,0.98,48.93%
2024-03-31,8.11亿,8.56%,7.92亿,26.67%,64.92亿,35.78%,0.3000,9.46,2.13,5.95,0.0100,12.68%,34.63%,3.26%,3.20%,254.13,0.63,142.95,111.18,1.62,1.20,1.02,0.98,48.98%
2024-06-30,21.18亿,1.98%,20.68亿,10.77%,161.83亿,29.98%,0.7900,9.51,2.16,5.99,0.68,13.27%,31.77%,8.35%,8.32%,204.81,1.69,106.55,98.26,1.54,1.13,1.01,0.98,48.84%
2024-09-30,33.54亿,1.04%,31.35亿,2.91%,253.97亿,26.22%,1.2500,9.89,2.08,6.45,1.44,13.45%,31.02%,13.09%,12.67%,202.54,2.57,105.04,97.50,1.38,0.96,0.84,0.99,49.29%
2024-12-31,42.85亿,-9.62%,40.36亿,-0.87%,370.41亿,21.77%,1.6000,10.40,2.28,6.72,2.67,11.73%,28.70%,16.52%,15.31%,184.79,4.00,89.99,94.80,1.30,0.95,0.84,1.03,50.28%
2025-03-31,13.23亿,63.08%,12.34亿,55.87%,89.78亿,38.28%,0.4900,10.97,2.35,7.20,0.10,14.96%,30.98%,4.60%,4.47%,207.55,0.84,107.18,100.37,1.38,0.95,0.79,0.94,48.10%
2025-06-30,29.68亿,40.15%,26.71亿,29.15%,205.09亿,26.73%,1.1000,11.22,2.39,7.40,1.12,14.65%,30.23%,10.06%,9.82%,188.12,1.89,95.25,92.86,1.33,0.92,0.81,0.98,49.14%
2025-09-30,42.54亿,26.84%,38.88亿,24.03%,316.63亿,24.67%,1.5800,12.70,3.43,7.84,1.45,13.64%,29.27%,14.23%,12.37%,182.34,2.90,93.24,89.11,1.53,1.06,0.94,0.92,46.76%
2025-12-31,50.50亿,17.84%,49.51亿,22.66%,451.05亿,21.77%,1.8700,13.06,3.48,8.14,2.47,11.47%,28.95%,16.34%,14.28%,173.17,4.26,84.45,88.72,1.44,1.06,0.94,0.97,47.93%
2026-03-31,10.13亿,-23.39%,10.46亿,-15.25%,101.43亿,12.98%,0.3700,13.44,3.50,8.51,0.03,10.08%,29.08%,2.83%,2.79%,208.03,0.83,108.51,99.51,1.48,1.03,0.90,0.88,45.55%
