报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2001-06-30,9051.53万,47.29%,8791.88万,57.97%,4.41亿,32.38%,0.2730,1.35,0.0041,0.18,0.23,20.52%,38.91%,17.91%,16.44%,268.69,1.03,174.37,94.32,0.77,0.43,0.69,1.96,65.81%
2001-12-31,1.52亿,20.17%,1.69亿,9.20%,9.38亿,24.47%,0.3700,1.37,0.0041,0.12,0.50,16.22%,37.96%,28.40%,27.30%,240.77,2.23,161.15,79.62,0.86,0.42,0.72,2.01,66.27%
2002-03-31,2517.55万,False,False,False,2.00亿,False,False,1.26,0.0037,0.06,False,12.63%,36.08%,False,4.40%,284.79,0.46,195.65,89.14,1.08,0.55,0.90,1.93,65.40%
2002-06-30,8245.01万,-8.91%,8991.77万,2.27%,4.65亿,5.53%,0.1900,1.41,0.0037,0.19,0.29,17.90%,39.94%,13.78%,12.89%,294.80,0.88,204.73,90.07,1.14,0.57,0.96,2.06,66.81%
2002-09-30,1.27亿,False,1.40亿,False,7.51亿,False,0.2900,1.51,0.0044,0.29,False,16.88%,38.98%,20.44%,18.53%,272.11,1.42,189.74,82.37,1.06,0.51,0.86,1.95,66.09%
2002-12-31,1.84亿,21.12%,2.03亿,19.75%,11.24亿,19.83%,0.4100,1.49,0.0044,0.18,0.85,16.45%,37.45%,28.40%,27.40%,224.05,2.38,151.52,72.53,0.95,0.49,0.84,2.04,67.08%
2003-03-31,5189.98万,106.15%,False,False,3.12亿,56.20%,False,1.60,0.0044,0.29,0.21,16.61%,39.88%,False,7.15%,233.70,0.56,160.66,73.05,0.94,0.43,0.74,2.19,68.64%
2003-06-30,1.41亿,71.36%,1.44亿,60.32%,7.50亿,61.11%,0.3100,1.80,0.0046,0.49,0.37,18.84%,38.64%,18.98%,17.34%,202.11,1.29,139.86,62.25,0.99,0.43,0.75,2.07,67.43%
2003-09-30,2.38亿,87.93%,2.43亿,73.31%,12.27亿,63.37%,False,2.94,1.03,0.64,0.51,19.42%,38.56%,False,16.19%,194.14,2.01,134.21,59.93,1.20,0.59,0.96,0.95,48.70%
2003-12-31,3.21亿,74.17%,3.35亿,65.10%,17.33亿,54.17%,0.6900,3.11,1.03,0.67,0.67,18.52%,38.77%,30.90%,20.60%,191.21,2.68,134.51,56.70,1.15,0.61,0.95,1.25,55.64%
2004-03-31,7682.31万,48.02%,7707.82万,False,4.33亿,38.62%,False,3.26,1.03,0.82,0.15,17.74%,37.21%,False,4.71%,246.40,0.51,177.10,69.31,1.05,0.51,0.82,1.36,57.71%
2004-06-30,1.99亿,41.19%,1.90亿,31.96%,10.81亿,44.10%,0.2000,1.60,0.19,0.21,0.34,18.46%,34.76%,12.40%,12.43%,203.25,1.22,147.59,55.67,0.95,0.47,0.74,1.73,63.32%
2004-09-30,3.10亿,30.07%,3.00亿,23.37%,17.37亿,41.55%,False,1.71,0.19,0.32,0.44,17.85%,33.59%,False,18.08%,177.87,2.14,126.45,51.42,0.97,0.48,0.77,1.74,63.50%
2004-12-31,3.95亿,22.93%,3.83亿,14.44%,23.45亿,35.29%,0.3900,1.81,0.20,0.32,0.60,16.82%,33.66%,23.50%,21.80%,177.51,2.79,128.95,48.56,0.84,0.40,0.64,1.89,65.36%
2005-03-31,9236.58万,20.23%,7040.64万,-8.66%,5.02亿,15.91%,False,1.90,0.20,0.41,0.17,18.40%,33.20%,False,4.86%,246.00,0.49,182.82,63.18,0.85,0.40,0.64,2.00,66.66%
2005-06-30,2.06亿,3.48%,1.83亿,-3.80%,12.46亿,15.29%,0.2100,2.01,0.20,0.53,0.35,16.57%,33.27%,10.80%,10.20%,214.17,1.14,158.34,55.83,0.90,0.39,0.65,2.05,67.23%
2005-09-30,3.17亿,2.37%,2.90亿,-3.22%,21.07亿,21.31%,False,2.13,0.20,0.64,0.58,15.06%,30.81%,False,14.88%,185.14,1.97,137.24,47.89,0.88,0.38,0.63,1.98,66.46%
2005-12-31,3.92亿,-0.72%,3.55亿,-7.33%,29.11亿,24.13%,0.3900,2.21,0.20,0.63,0.72,13.46%,30.51%,19.50%,17.73%,181.02,2.69,133.72,47.30,0.92,0.39,0.65,1.96,66.26%
2006-03-31,9635.13万,4.31%,9302.95万,32.13%,7.76亿,54.50%,0.1000,2.30,0.20,0.72,0.09,12.42%,31.74%,False,4.18%,213.32,0.56,159.55,53.77,1.01,0.42,0.71,1.91,65.67%
2006-06-30,2.95亿,43.12%,2.85亿,55.60%,17.28亿,38.74%,0.2900,2.50,0.20,0.92,0.24,17.09%,35.97%,12.20%,11.52%,219.77,1.07,168.40,51.37,1.07,0.44,0.75,1.85,64.95%
2006-09-30,4.52亿,42.43%,4.47亿,53.96%,27.82亿,32.01%,0.4500,2.66,0.20,1.08,0.64,16.25%,34.90%,False,16.88%,198.92,1.80,149.78,49.14,0.99,0.42,0.74,1.75,63.59%
2006-12-31,6.14亿,56.73%,6.06亿,70.58%,39.35亿,35.16%,0.6100,2.82,0.20,1.45,1.17,15.60%,34.76%,24.10%,21.50%,180.51,2.70,133.17,47.34,0.94,0.41,0.41,1.61,61.62%
2007-03-31,1.60亿,66.18%,1.60亿,72.30%,11.05亿,42.44%,0.1600,3.00,0.20,1.32,0.35,14.49%,35.33%,False,5.33%,193.45,0.63,142.02,51.43,0.97,0.39,0.39,1.70,62.94%
2007-06-30,4.17亿,41.05%,4.15亿,45.67%,22.73亿,31.50%,0.2100,2.96,0.20,1.26,0.65,18.33%,37.69%,14.35%,14.08%,194.10,1.28,140.86,53.24,0.85,0.36,0.36,1.86,65.04%
2007-09-30,6.57亿,45.37%,6.55亿,46.63%,36.66亿,31.77%,0.3300,3.20,0.20,1.50,1.00,17.93%,36.19%,False,20.49%,177.08,2.11,128.19,48.88,0.86,0.37,0.37,1.75,63.62%
2007-12-31,9.17亿,49.39%,8.98亿,48.19%,51.66亿,31.29%,0.4600,3.52,0.20,2.00,1.37,17.76%,36.18%,28.70%,26.00%,177.73,2.78,129.54,48.18,0.88,0.36,0.36,1.68,62.73%
2008-03-31,1.91亿,19.00%,1.93亿,20.15%,13.37亿,20.99%,0.1000,3.22,0.20,1.69,0.28,14.25%,32.95%,False,5.91%,192.61,0.64,141.55,51.05,0.71,0.28,0.28,1.99,66.61%
2008-06-30,4.40亿,5.66%,4.29亿,3.51%,28.98亿,27.49%,0.2200,1.73,0.10,0.47,0.29,15.19%,33.82%,12.59%,12.69%,187.35,1.31,137.12,50.23,0.75,0.30,0.30,1.86,65.06%
2008-09-30,6.09亿,-7.27%,5.95亿,-9.12%,44.28亿,20.80%,0.3000,1.82,0.10,0.56,0.56,13.76%,32.78%,0.0000%,16.75%,177.73,2.07,130.37,47.36,0.78,0.31,0.31,1.72,63.25%
2008-12-31,2.46亿,-73.17%,2.04亿,-77.24%,57.17亿,10.67%,0.1200,1.63,0.10,0.32,0.79,4.30%,31.32%,7.52%,7.53%,164.14,3.12,115.47,48.67,0.78,0.36,0.36,1.85,64.97%
2009-03-31,1.03亿,-45.70%,9920.69万,-48.49%,10.59亿,-20.76%,0.0500,1.68,0.10,0.37,0.21,9.77%,33.92%,0.0000%,3.07%,211.24,0.61,147.59,63.65,0.71,0.32,0.32,1.72,63.26%
2009-06-30,2.21亿,-49.75%,1.93亿,-54.94%,25.47亿,-12.12%,0.1100,1.74,0.10,0.43,0.49,8.69%,38.56%,6.55%,6.34%,196.60,1.34,134.66,61.94,0.80,0.42,0.42,1.68,62.69%
2009-09-30,6.18亿,1.39%,5.90亿,-0.84%,41.44亿,-6.42%,0.3100,1.94,0.10,0.63,0.75,14.91%,41.14%,0.0000%,15.90%,192.10,2.01,134.65,57.45,0.96,0.47,0.47,1.28,56.07%
2009-12-31,11.17亿,353.96%,13.06亿,539.14%,60.81亿,6.34%,0.5600,2.19,0.10,0.86,0.97,18.39%,42.05%,29.20%,25.49%,181.93,2.89,124.64,57.29,0.99,0.50,0.50,1.06,51.54%
2010-03-31,4.17亿,302.58%,4.10亿,313.05%,17.53亿,65.47%,0.2100,2.23,0.10,0.90,0.27,23.77%,43.87%,9.07%,9.34%,187.07,0.70,128.46,58.61,0.87,0.40,0.40,1.13,52.98%
2010-06-30,8.77亿,296.13%,8.68亿,348.66%,38.88亿,52.68%,0.4400,2.46,0.10,1.13,0.51,22.54%,41.42%,18.17%,17.81%,169.70,1.59,113.14,56.56,0.91,0.43,0.43,0.97,49.34%
2010-09-30,13.19亿,113.55%,13.10亿,121.92%,60.79亿,46.71%,0.6600,2.68,0.10,1.35,0.87,21.70%,40.21%,27.38%,24.57%,164.31,2.50,107.86,56.45,0.97,0.47,0.47,0.86,46.32%
2010-12-31,17.88亿,60.05%,17.67亿,35.29%,85.08亿,39.92%,0.8900,2.92,0.10,1.52,1.06,21.01%,40.42%,35.58%,30.60%,162.73,3.44,104.76,57.97,1.00,0.51,0.51,0.81,44.71%
2011-03-31,4.05亿,-2.85%,3.76亿,-8.28%,22.31亿,27.28%,0.2000,2.55,0.10,1.15,0.08,18.14%,37.44%,6.69%,7.92%,175.88,0.79,114.58,61.31,0.92,0.53,0.53,1.31,56.68%
2011-06-30,8.00亿,-8.74%,7.68亿,-11.57%,46.57亿,19.79%,0.4000,2.75,0.10,1.35,0.25,17.17%,37.07%,14.10%,14.52%,172.76,1.59,112.93,59.82,0.96,0.47,0.47,1.08,51.84%
2011-09-30,11.67亿,-11.53%,11.24亿,-14.15%,71.01亿,16.80%,0.5800,2.94,0.10,1.53,0.36,16.44%,36.64%,20.61%,19.84%,169.37,2.46,109.68,59.70,0.92,0.51,0.51,1.04,50.88%
2011-12-31,15.13亿,-15.39%,14.65亿,-17.09%,96.89亿,13.89%,0.7600,3.11,0.10,1.65,0.73,15.61%,36.56%,26.34%,24.27%,161.84,3.44,104.53,57.31,1.04,0.62,0.62,0.96,48.97%
2012-03-31,3.52亿,-13.01%,3.52亿,-6.47%,22.57亿,1.20%,0.1800,3.29,0.10,1.83,0.22,15.59%,39.16%,5.49%,5.35%,194.40,0.68,132.78,61.62,1.03,0.53,0.53,0.85,46.02%
2012-06-30,7.38亿,-7.70%,7.40亿,-3.64%,48.74亿,4.65%,0.3700,3.07,0.10,1.62,0.57,15.15%,38.80%,11.42%,11.99%,181.35,1.48,122.03,59.32,0.92,0.51,0.51,1.08,51.98%
2012-09-30,11.57亿,-0.85%,11.37亿,1.14%,75.46亿,6.27%,0.5800,3.29,0.10,1.83,1.01,15.34%,38.44%,17.93%,17.56%,174.55,2.33,115.88,58.67,0.93,0.49,0.49,0.93,48.05%
2012-12-31,15.25亿,0.80%,14.84亿,1.26%,102.47亿,5.76%,0.7600,3.48,0.10,1.96,1.25,14.88%,38.15%,23.13%,21.87%,165.13,3.34,107.90,57.24,0.98,0.58,0.58,0.87,46.51%
2013-03-31,3.92亿,11.33%,3.90亿,10.91%,26.00亿,15.19%,0.2000,3.68,0.10,2.16,0.18,15.08%,39.35%,5.47%,5.32%,176.20,0.80,113.09,63.11,1.04,0.60,0.60,0.83,45.27%
2013-06-30,8.43亿,14.13%,8.64亿,16.87%,55.45亿,13.77%,0.4200,3.38,0.10,1.88,0.61,15.19%,40.23%,11.66%,12.44%,166.50,1.72,104.68,61.83,0.93,0.56,0.56,1.04,50.97%
2013-09-30,13.37亿,15.48%,13.36亿,17.51%,84.41亿,11.86%,0.6700,3.63,0.10,2.13,1.14,15.83%,40.31%,18.58%,18.38%,157.79,2.73,99.01,58.78,0.96,0.54,0.54,0.94,48.47%
2013-12-31,19.18亿,25.76%,18.29亿,23.25%,115.01亿,12.24%,0.9600,3.92,0.10,2.35,1.42,16.67%,41.40%,26.10%,24.45%,160.50,3.56,101.08,59.42,1.08,0.62,0.62,0.86,46.21%
2014-03-31,4.72亿,20.51%,4.73亿,21.31%,29.03亿,11.64%,0.2400,3.64,0.10,2.09,0.26,16.26%,42.50%,5.85%,6.48%,171.21,0.85,106.42,64.79,0.98,0.55,0.55,1.08,51.88%
2014-06-30,10.48亿,24.36%,10.36亿,19.81%,61.81亿,11.46%,0.5200,3.94,0.10,2.38,0.78,16.95%,41.99%,13.32%,13.29%,162.90,1.78,100.93,61.97,1.01,0.60,0.60,1.08,51.86%
2014-09-30,15.76亿,17.95%,15.43亿,15.45%,93.58亿,10.87%,0.7900,4.15,0.10,2.64,1.29,16.84%,42.21%,19.80%,18.97%,161.27,2.65,101.91,59.36,1.01,0.56,0.56,0.98,49.51%
2014-12-31,22.20亿,15.76%,21.75亿,18.94%,129.28亿,12.41%,1.1100,4.39,0.10,2.86,1.57,17.15%,42.32%,27.07%,25.23%,160.16,3.69,97.67,62.48,1.03,0.62,0.56,0.92,47.84%
2015-03-31,5.79亿,22.67%,5.92亿,25.19%,32.24亿,11.05%,0.2900,5.54,2.23,1.97,0.11,17.98%,42.38%,6.38%,4.28%,176.81,0.82,109.46,67.35,1.55,1.22,1.18,0.75,42.95%
2015-06-30,12.16亿,16.00%,12.21亿,17.92%,65.91亿,6.64%,0.5400,5.99,2.48,2.17,0.52,18.48%,42.62%,10.33%,8.09%,173.26,1.67,107.57,65.69,1.74,1.35,1.29,0.55,35.31%
2015-09-30,18.49亿,17.27%,18.49亿,19.86%,96.95亿,3.60%,0.7900,6.24,2.48,2.43,0.90,19.09%,42.10%,14.25%,11.81%,176.07,2.42,111.72,64.35,1.69,1.30,1.24,0.52,34.38%
2015-12-31,26.05亿,17.37%,26.11亿,20.02%,135.73亿,4.99%,1.1000,6.54,2.48,2.63,1.20,19.21%,42.43%,18.88%,15.88%,176.35,3.35,107.43,68.92,1.77,1.36,1.32,0.51,33.88%
2016-03-31,5.83亿,0.64%,5.81亿,-1.87%,35.67亿,10.65%,0.2300,6.78,2.48,2.86,0.24,16.33%,44.17%,3.49%,3.43%,186.21,0.76,118.17,68.04,1.67,1.29,1.25,0.55,35.55%
2016-06-30,14.57亿,19.85%,14.40亿,17.93%,75.84亿,15.07%,0.5800,6.41,2.48,2.46,0.59,19.22%,43.22%,8.66%,9.06%,174.90,1.66,108.75,66.15,1.37,1.09,1.06,0.74,42.63%
2016-09-30,21.75亿,17.67%,21.31亿,15.25%,115.91亿,19.55%,0.8700,6.72,2.48,2.75,1.09,18.76%,43.00%,13.06%,12.90%,174.61,2.49,108.31,66.30,1.57,1.22,1.22,0.68,40.55%
2016-12-31,31.44亿,20.68%,30.69亿,17.57%,166.21亿,22.45%,1.2500,7.19,2.48,3.02,1.45,18.91%,43.07%,18.62%,17.44%,169.74,3.58,100.44,69.29,1.54,1.22,1.22,0.66,39.60%
2017-03-31,6.93亿,18.83%,6.85亿,17.94%,41.98亿,17.68%,0.2800,7.47,2.48,3.29,0.42,16.49%,44.15%,3.77%,3.70%,184.93,0.79,114.39,70.54,1.60,1.23,1.23,0.62,38.34%
2017-06-30,13.86亿,-4.85%,13.48亿,-6.41%,87.14亿,14.89%,0.5500,6.95,2.48,2.82,0.69,15.89%,42.98%,7.66%,7.95%,174.21,1.72,104.46,69.75,1.38,1.08,1.08,0.76,43.15%
2017-09-30,21.44亿,-1.46%,20.85亿,-2.17%,133.97亿,15.61%,0.8500,7.21,2.48,3.12,1.25,16.00%,42.81%,11.87%,11.85%,172.50,2.63,102.80,69.70,1.41,1.09,1.09,0.70,41.03%
2017-12-31,31.49亿,0.14%,30.30亿,-1.27%,187.13亿,12.60%,1.2600,7.57,2.48,3.41,1.91,16.82%,42.76%,17.16%,16.57%,167.51,3.72,96.79,70.71,1.55,1.20,1.20,0.67,40.05%
2018-03-31,5.63亿,-18.80%,5.95亿,-13.19%,47.48亿,13.11%,0.2200,7.72,2.48,3.64,0.45,11.85%,41.92%,2.92%,2.91%,164.17,0.92,97.85,66.32,1.51,1.19,1.19,0.73,42.04%
2018-06-30,18.69亿,34.80%,18.30亿,35.74%,100.85亿,15.74%,0.7400,7.57,2.48,3.41,1.03,18.53%,41.96%,9.52%,9.83%,156.25,2.00,90.11,66.14,1.33,1.08,1.05,0.86,46.26%
2018-09-30,32.62亿,52.18%,28.15亿,35.00%,151.22亿,12.88%,1.3000,8.21,2.48,3.96,1.80,21.54%,42.68%,16.48%,15.84%,160.42,2.83,95.56,64.86,1.38,1.11,1.08,0.77,43.37%
2018-12-31,41.20亿,30.86%,34.68亿,14.44%,202.25亿,8.08%,1.6400,8.05,2.48,3.65,2.32,20.31%,42.63%,20.81%,20.41%,161.50,3.73,96.44,65.06,1.26,0.94,0.94,0.71,41.46%
2019-03-31,6.06亿,7.72%,5.16亿,-13.22%,49.33亿,3.91%,0.2400,8.26,2.48,3.89,0.30,12.28%,39.08%,2.96%,2.92%,164.23,0.88,102.38,61.85,1.27,0.91,0.90,0.90,47.49%
2019-06-30,15.06亿,-19.43%,13.40亿,-26.75%,102.87亿,2.00%,0.6000,7.93,2.48,3.50,0.83,14.64%,37.53%,7.30%,7.57%,153.12,1.93,93.28,59.84,1.17,0.86,0.85,0.98,49.60%
2019-09-30,23.47亿,-28.07%,21.26亿,-24.49%,156.34亿,3.38%,0.9400,8.33,2.48,3.83,1.41,15.01%,37.43%,11.43%,11.23%,153.14,2.91,92.90,60.24,1.22,0.90,0.90,0.92,47.92%
2019-12-31,28.98亿,-29.66%,28.03亿,-19.17%,211.04亿,4.35%,1.1600,8.52,2.48,3.92,2.04,13.73%,37.46%,14.11%,13.56%,149.10,4.05,88.95,60.14,1.20,0.94,0.89,0.82,44.96%
2020-03-31,4.60亿,-24.11%,3.80亿,-26.35%,41.70亿,-15.47%,0.1800,8.72,2.48,4.10,0.35,11.01%,34.45%,2.13%,2.10%,175.72,0.81,110.57,65.16,1.26,1.02,0.97,0.91,47.61%
2020-06-30,9.64亿,-35.97%,7.92亿,-40.90%,81.21亿,-21.06%,0.3800,8.17,2.48,3.55,0.57,11.86%,35.74%,4.41%,4.70%,192.57,1.53,117.63,74.94,1.16,0.95,0.92,1.11,52.64%
2020-09-30,17.23亿,-26.58%,15.10亿,-28.96%,137.76亿,-11.88%,0.6900,8.37,2.48,3.85,1.19,12.49%,38.05%,7.97%,8.21%,176.36,2.57,105.11,71.25,1.36,1.09,1.02,0.89,47.01%
2020-12-31,26.01亿,-10.27%,23.04亿,-17.80%,199.07亿,-5.67%,1.0400,8.61,2.48,4.11,2.10,13.05%,39.51%,12.06%,12.04%,163.11,3.67,98.08,65.03,1.53,1.21,1.10,0.78,43.81%
2021-03-31,8.55亿,85.94%,8.13亿,113.83%,57.06亿,36.82%,0.3400,8.98,2.48,4.45,0.70,14.97%,40.60%,3.88%,3.80%,146.10,1.04,86.85,59.25,1.62,1.32,1.23,0.77,43.58%
2021-06-30,17.69亿,83.54%,16.62亿,109.79%,115.43亿,42.14%,0.7000,9.56,3.72,3.88,1.25,15.31%,40.61%,7.67%,7.09%,147.41,2.05,87.66,59.75,1.69,1.42,1.34,0.78,43.71%
2021-09-30,25.96亿,50.66%,23.79亿,57.54%,171.53亿,24.51%,1.0200,9.90,3.72,4.19,1.76,15.12%,40.54%,10.89%,10.05%,154.86,2.83,95.41,59.45,1.63,1.35,1.27,0.74,42.43%
2021-12-31,31.46亿,20.97%,28.16亿,22.22%,236.03亿,18.57%,1.2300,10.08,3.72,4.31,2.18,13.32%,35.90%,12.96%,11.96%,151.88,3.98,90.52,61.36,1.68,1.36,1.28,0.70,41.29%
2022-03-31,8.71亿,1.86%,8.56亿,5.24%,65.48亿,14.75%,0.3300,10.40,3.72,4.64,0.51,13.29%,35.75%,3.26%,3.21%,154.57,0.95,95.21,59.37,1.63,1.33,1.26,0.73,42.12%
2022-06-30,23.82亿,34.63%,23.10亿,39.03%,129.04亿,11.79%,0.9100,10.17,3.72,4.22,1.15,18.45%,34.22%,8.95%,8.97%,157.15,1.83,98.15,59.00,1.57,1.27,1.20,0.82,44.99%
2022-09-30,39.01亿,50.28%,38.15亿,60.38%,204.40亿,19.16%,1.4900,10.91,3.72,4.80,1.64,19.07%,34.48%,14.55%,13.71%,160.91,2.76,97.67,63.24,1.59,1.28,1.22,0.80,44.50%
2022-12-31,47.56亿,51.16%,46.66亿,65.69%,280.99亿,19.05%,1.8200,11.11,3.72,4.98,2.26,16.91%,34.03%,17.65%,16.40%,155.79,3.81,94.49,61.30,1.71,1.37,1.30,0.75,42.90%
2023-03-31,9.15亿,4.97%,8.78亿,2.61%,70.52亿,7.71%,0.3500,11.42,3.72,5.33,0.54,12.97%,33.20%,3.10%,3.07%,167.98,0.87,103.46,64.52,1.96,1.60,1.52,0.80,44.52%
2023-06-30,28.36亿,19.07%,27.93亿,20.89%,150.31亿,16.49%,1.0900,11.03,3.72,4.81,1.20,18.87%,34.14%,9.67%,9.85%,162.74,1.86,96.59,66.15,1.80,1.47,1.39,0.92,48.05%
2023-09-30,41.26亿,5.77%,40.62亿,6.48%,238.26亿,16.56%,1.5800,11.53,3.72,5.31,2.09,17.32%,34.94%,14.05%,13.71%,158.91,2.93,92.20,66.72,2.02,1.66,1.57,0.88,46.80%
2023-12-31,56.29亿,18.37%,55.27亿,18.47%,331.61亿,18.02%,2.1600,12.04,3.72,5.75,2.92,16.98%,35.39%,18.97%,17.91%,155.84,4.06,88.61,67.23,2.22,1.82,1.73,0.80,44.53%
2024-03-31,13.88亿,51.76%,15.18亿,72.89%,88.36亿,25.29%,0.5300,12.59,3.72,6.28,0.50,15.71%,36.82%,4.32%,4.22%,154.79,1.05,85.47,69.32,2.30,1.92,1.77,0.82,44.95%
2024-06-30,34.99亿,23.35%,35.76亿,28.05%,183.40亿,22.01%,1.3400,12.12,3.72,5.79,1.27,19.09%,37.29%,10.90%,11.06%,153.83,2.15,83.65,70.18,1.96,1.62,1.50,0.90,47.40%
2024-09-30,54.79亿,32.79%,55.51亿,36.65%,283.14亿,18.84%,2.1000,12.80,3.72,6.55,2.41,19.37%,37.82%,17.00%,16.41%,153.83,3.16,85.46,68.37,2.03,1.66,1.54,0.84,45.57%
2024-12-31,74.98亿,33.20%,74.46亿,34.71%,392.52亿,18.37%,2.8700,13.68,3.72,7.14,3.28,19.12%,36.23%,22.72%,21.01%,150.02,4.50,79.92,70.09,2.02,1.66,1.55,0.77,43.58%
2025-03-31,20.30亿,46.25%,19.87亿,30.90%,99.10亿,12.16%,0.7800,14.46,3.72,7.91,0.77,20.50%,35.40%,5.53%,5.38%,154.92,1.06,84.79,70.13,1.83,1.51,1.39,0.75,42.83%
2025-06-30,48.05亿,37.33%,47.07亿,31.61%,214.47亿,16.95%,1.8400,13.66,3.72,7.18,2.05,22.42%,37.06%,13.18%,13.48%,150.03,2.22,81.02,69.01,1.61,1.31,1.21,0.84,45.76%
2025-09-30,70.64亿,28.93%,69.22亿,24.70%,333.02亿,17.62%,2.7100,13.59,3.72,7.14,3.79,21.22%,37.36%,19.35%,19.91%,147.59,3.31,81.58,66.01,1.48,1.21,1.13,0.99,49.79%
2025-12-31,93.12亿,24.20%,91.65亿,23.08%,457.87亿,16.65%,3.5700,14.39,3.72,7.77,4.62,20.35%,37.27%,25.56%,24.80%,145.42,4.50,80.03,65.40,1.54,1.22,1.11,0.87,46.40%
2026-03-31,17.12亿,-15.68%,16.43亿,-17.32%,104.13亿,5.08%,0.6600,15.00,3.72,8.43,0.14,16.45%,37.38%,4.46%,4.37%,157.60,0.96,93.48,64.12,1.79,1.45,1.24,0.87,46.63%
