报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2021-09-30,77.51亿,130.90%,66.04亿,157.21%,733.62亿,132.73%,3.3464,31.21,17.82,11.10,12.32,12.47%,27.51%,11.36%,10.66%,169.50,2.21,122.33,47.17,1.30,0.94,0.92,2.32,67.82%
2021-12-31,159.31亿,185.34%,134.42亿,215.20%,1303.56亿,159.06%,6.8760,36.26,18.52,14.63,18.41,13.70%,26.28%,21.52%,18.85%,148.47,3.60,100.07,48.39,1.19,0.84,0.80,2.54,69.90%
2022-03-31,14.93亿,-23.62%,9.77亿,-41.57%,486.78亿,153.97%,0.6439,36.56,18.57,15.26,3.04,4.06%,14.48%,1.76%,1.75%,154.98,0.82,110.02,44.96,1.09,0.69,0.65,3.32,75.12%
2022-06-30,81.68亿,82.17%,70.51亿,79.95%,1129.71亿,156.32%,1.9574,57.23,36.16,17.28,7.66,8.56%,18.68%,9.11%,5.85%,162.11,1.59,113.34,48.76,1.24,0.85,0.82,2.37,68.89%
2022-09-30,175.92亿,126.95%,160.38亿,142.87%,2103.40亿,186.72%,4.1502,61.35,36.22,20.53,10.64,9.33%,18.95%,15.98%,11.75%,144.40,2.86,94.41,49.98,1.24,0.88,0.79,2.54,70.24%
2022-12-31,307.29亿,92.89%,282.13亿,109.88%,3285.94亿,152.07%,7.1766,67.34,36.40,25.89,25.06,10.18%,20.25%,24.67%,18.68%,125.04,4.48,80.28,44.77,1.31,0.96,0.89,2.58,70.56%
2023-03-31,98.22亿,557.97%,78.00亿,698.35%,890.38亿,82.91%,2.2407,76.93,44.42,28.68,8.58,11.32%,21.27%,5.80%,5.23%,144.19,1.00,90.33,53.86,1.34,1.03,0.93,2.30,67.40%
2023-06-30,207.17亿,153.64%,175.53亿,148.93%,1892.46亿,67.52%,4.7201,38.72,18.18,18.41,8.43,11.35%,21.63%,12.31%,12.17%,133.03,2.36,76.21,56.82,1.41,1.15,1.07,2.64,70.10%
2023-09-30,311.45亿,77.05%,269.81亿,68.23%,2946.77亿,40.10%,7.0958,40.96,18.32,20.73,11.97,11.03%,21.92%,18.25%,17.29%,131.71,3.67,73.66,58.04,1.49,1.25,1.11,2.61,69.92%
2023-12-31,441.21亿,43.58%,400.92亿,42.10%,4009.17亿,22.01%,10.0600,44.94,19.98,23.47,21.10,11.66%,22.91%,24.04%,22.32%,125.88,5.06,71.11,54.77,1.57,1.36,1.16,2.52,69.34%
2024-03-31,105.10亿,7.00%,92.47亿,18.56%,797.71亿,-10.41%,2.3900,47.22,20.05,25.86,6.45,14.03%,26.42%,5.18%,5.06%,133.54,1.31,68.55,64.99,1.65,1.44,1.23,2.41,68.48%
2024-06-30,228.65亿,10.37%,200.54亿,14.25%,1667.67亿,-11.88%,5.2000,44.61,20.15,23.65,10.16,14.92%,26.53%,11.39%,11.65%,134.58,2.62,68.67,65.91,1.63,1.40,1.24,2.52,69.26%
2024-09-30,360.01亿,15.59%,321.76亿,19.26%,2590.45亿,-12.09%,8.1900,53.82,26.15,26.62,15.32,14.95%,28.19%,17.73%,15.19%,141.16,3.70,73.04,68.13,1.66,1.42,1.27,2.00,64.33%
2024-12-31,507.45亿,15.01%,449.93亿,12.23%,3620.13亿,-9.70%,11.5800,56.08,26.51,28.75,22.03,14.92%,24.44%,24.13%,20.55%,133.00,5.20,69.28,63.72,1.61,1.38,1.21,2.08,65.24%
2025-03-31,139.63亿,32.85%,118.29亿,27.92%,847.05亿,6.19%,3.1800,59.40,26.54,31.94,7.46,17.55%,24.41%,5.49%,5.34%,154.23,1.02,88.18,66.05,1.62,1.37,1.23,2.03,64.74%
2025-06-30,304.85亿,33.33%,271.97亿,35.62%,1788.86亿,7.27%,6.9200,64.69,33.85,30.08,12.87,18.09%,25.02%,11.63%,10.34%,153.01,2.03,88.65,64.37,1.69,1.42,1.31,1.84,62.59%
2025-09-30,490.34亿,36.20%,436.19亿,35.56%,2830.72亿,9.28%,11.0200,68.87,34.27,33.25,17.68,18.47%,25.31%,17.76%,15.60%,151.71,3.02,89.42,62.29,1.68,1.38,1.28,1.75,61.27%
2025-12-31,722.01亿,42.28%,645.08亿,43.37%,4237.02亿,17.04%,16.1400,73.87,34.24,38.26,29.19,18.12%,26.27%,24.91%,21.42%,148.65,4.05,88.95,59.70,1.60,1.29,1.18,1.79,61.94%
2026-03-31,207.38亿,48.52%,180.93亿,52.95%,1291.31亿,52.45%,4.5800,78.28,34.43,42.81,7.38,17.61%,24.82%,5.98%,5.80%,148.02,0.95,94.31,53.71,1.60,1.27,1.14,1.83,62.32%
