代码,名称,送转股份-送转总比例,送转股份-送转比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
300750,宁德时代,,,,69.57,0.015542895442,16.14,73.865534292343,34.236406347951,38.263885842575,42.28344558352,4564080128,2026-03-10,2026-04-21,2026-04-22,实施分配,2026-04-15
