报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2013-06-30,-8246.07万,-479.01%,378.70万,-80.46%,4.77亿,-9.62%,-0.5610,6.83,4.92,0.78,-0.39,4.02%,20.24%,0.72%,0.73%,350.71,0.58,310.77,39.94,1.34,0.54,0.54,0.60,37.31%
2013-09-30,-6535.58万,-272.40%,37.15万,-98.83%,8.09亿,-6.72%,-0.4400,6.81,4.92,0.76,-0.38,1.55%,18.68%,0.44%,0.44%,350.67,0.87,309.70,40.97,1.30,0.48,0.48,0.64,38.92%
2013-12-31,-1.91亿,-557.78%,1409.15万,-60.35%,10.68亿,4.57%,-1.3000,5.89,4.92,-0.17,-0.87,-31.90%,14.86%,-14.11%,-15.29%,310.04,1.27,283.31,26.73,0.88,0.30,0.30,0.94,48.45%
2014-03-31,-146.12万,-171.77%,-1786.61万,-2636.93%,2.77亿,19.23%,-0.0079,14.96,14.05,-0.17,-0.07,-22.68%,-4.09%,-1.07%,-0.51%,338.56,0.30,301.00,37.55,1.35,0.78,0.78,0.20,16.37%
2014-06-30,1741.94万,121.12%,-870.25万,-329.80%,6.47亿,35.61%,0.0786,12.21,12.45,-0.27,0.48,7.54%,24.50%,0.48%,0.55%,186.00,1.09,165.68,20.31,1.65,1.06,1.06,0.46,21.16%
2014-09-30,2446.78万,137.44%,-422.27万,-1236.62%,9.00亿,11.33%,0.0880,11.48,12.46,-0.24,0.64,7.12%,25.25%,0.67%,0.82%,199.59,1.53,176.25,23.34,1.28,0.79,0.79,0.55,24.56%
2014-12-31,1.31亿,168.31%,1.06亿,651.45%,14.22亿,33.16%,0.5400,11.43,12.46,0.17,1.17,19.79%,32.23%,3.73%,4.41%,180.95,2.31,155.76,25.18,1.25,0.69,0.69,0.47,22.58%
2015-03-31,2977.18万,2137.46%,3691.72万,306.63%,3.58亿,29.08%,0.1150,11.09,12.46,0.28,0.45,14.70%,35.77%,1.02%,1.04%,230.30,0.47,190.76,39.54,1.22,0.83,0.83,0.61,27.73%
2015-06-30,4097.67万,135.24%,4348.06万,599.63%,7.56亿,16.82%,0.0417,11.13,12.46,0.32,1.28,15.87%,47.36%,1.40%,1.42%,260.96,0.80,225.00,35.96,0.75,0.48,0.48,0.99,39.19%
2015-09-30,6127.36万,150.43%,8921.67万,2212.80%,13.07亿,45.17%,0.0623,11.09,12.64,0.40,1.91,13.31%,48.29%,2.12%,2.11%,245.35,1.34,201.31,44.03,1.09,0.74,0.74,1.25,48.85%
2015-12-31,2.48亿,89.93%,2.77亿,161.35%,18.67亿,31.25%,0.2500,11.75,12.69,1.08,2.52,22.81%,46.94%,8.24%,8.07%,184.47,2.17,165.59,18.88,1.04,0.73,0.73,1.12,45.82%
2016-03-31,2.84亿,854.97%,2.85亿,670.65%,7.54亿,110.77%,0.2900,13.07,12.72,2.17,1.58,45.02%,69.79%,8.77%,8.32%,162.68,0.58,156.39,6.29,1.13,0.83,0.83,1.03,44.54%
2016-06-30,7.47亿,1722.50%,7.44亿,1611.85%,17.06亿,125.71%,0.7600,3.84,2.62,0.96,0.92,50.51%,72.38%,21.52%,19.57%,168.51,1.12,161.36,7.15,1.43,1.07,1.07,0.88,40.92%
2016-09-30,12.03亿,1864.13%,12.08亿,1253.99%,27.70亿,111.96%,1.2200,4.36,2.65,1.42,1.26,50.25%,71.34%,32.53%,27.74%,149.42,1.94,139.18,10.25,1.53,1.15,1.15,0.84,39.91%
2016-12-31,15.12亿,510.03%,17.50亿,532.44%,39.05亿,109.15%,1.3800,4.62,2.66,1.71,1.79,45.76%,71.25%,39.41%,32.93%,150.76,2.58,139.64,11.13,1.32,1.01,1.01,1.18,48.29%
2017-03-31,4.06亿,42.72%,4.03亿,41.77%,10.64亿,41.07%,0.3700,5.28,2.66,2.11,0.66,47.15%,68.79%,8.25%,7.73%,146.42,0.68,131.69,14.73,1.41,1.09,1.09,1.02,44.68%
2017-06-30,9.24亿,23.73%,9.28亿,24.66%,24.15亿,41.57%,0.8300,5.55,2.67,2.45,1.18,47.38%,68.65%,18.07%,16.76%,131.49,1.62,111.22,20.27,1.42,1.22,1.22,0.98,43.64%
2017-09-30,15.18亿,26.17%,15.61亿,29.24%,39.60亿,42.96%,1.3700,6.76,2.67,3.05,2.18,47.15%,69.77%,26.79%,22.58%,120.18,2.59,104.31,15.87,1.55,1.28,1.28,0.89,41.82%
2017-12-31,21.45亿,41.86%,21.43亿,22.45%,54.70亿,40.09%,1.9400,7.94,3.67,3.17,2.71,47.74%,70.14%,35.71%,23.65%,122.01,3.45,104.47,17.54,3.11,2.85,2.85,0.79,40.39%
2018-03-31,6.60亿,62.70%,6.93亿,71.70%,16.69亿,56.92%,0.5800,8.09,3.68,3.74,0.85,47.61%,73.67%,7.21%,7.15%,116.43,0.93,96.28,20.15,3.44,2.85,2.85,0.79,40.52%
2018-06-30,13.09亿,41.71%,12.86亿,38.57%,32.89亿,36.24%,1.1500,8.52,3.68,4.11,1.58,47.43%,72.54%,13.76%,13.45%,112.03,1.94,92.99,19.04,2.74,2.20,2.20,0.76,39.57%
2018-09-30,16.89亿,11.24%,16.43亿,5.26%,47.59亿,20.17%,1.4800,8.93,3.68,4.45,2.44,44.21%,70.12%,17.51%,16.57%,116.66,2.91,92.85,23.80,1.90,1.43,1.43,0.86,42.37%
2018-12-31,22.00亿,2.57%,18.81亿,-12.23%,62.44亿,14.16%,1.9300,8.88,3.68,4.70,3.17,44.91%,67.60%,22.97%,21.71%,118.34,3.90,92.32,26.02,0.88,0.72,0.72,3.23,73.26%
2019-03-31,1.11亿,-83.14%,8213.29万,-88.14%,13.37亿,-19.89%,0.0800,8.88,3.68,4.80,0.40,21.55%,61.07%,1.10%,1.10%,139.65,0.91,99.32,40.34,0.84,0.63,0.63,3.26,73.23%
2019-06-30,1.93亿,-85.23%,1.09亿,-91.55%,25.90亿,-21.28%,0.1400,8.87,3.68,4.69,0.83,20.54%,61.07%,1.89%,1.91%,153.69,1.57,114.88,38.81,0.72,0.54,0.54,3.44,74.50%
2019-09-30,1.39亿,-91.74%,1550.46万,-99.06%,37.97亿,-20.21%,0.1000,8.90,3.68,4.64,1.21,16.32%,58.56%,1.38%,1.37%,154.18,2.22,121.81,32.37,0.69,0.50,0.50,3.61,75.23%
2019-12-31,-59.83亿,-371.96%,-62.19亿,-430.64%,48.41亿,-22.48%,-5.2400,4.71,4.58,-0.59,1.59,-113.26%,56.56%,-84.38%,-85.93%,161.09,2.85,126.50,34.59,0.29,0.24,0.22,5.41,80.88%
2020-03-31,-5.00亿,-549.52%,-6.47亿,-887.58%,9.68亿,-27.57%,-0.3400,4.12,4.58,-0.93,0.0088,-39.06%,53.17%,-7.68%,-8.23%,227.92,0.49,182.89,45.03,0.17,0.12,0.11,5.81,81.71%
2020-06-30,-6.97亿,-460.15%,-7.25亿,-767.83%,18.79亿,-27.45%,-0.4700,4.28,4.58,-1.06,0.09,-16.50%,50.30%,-10.49%,-11.02%,209.28,1.02,176.57,32.71,0.19,0.13,0.12,5.68,80.59%
2020-09-30,-11.03亿,-890.95%,-9.74亿,-6383.79%,24.27亿,-36.09%,-0.7500,3.96,4.58,-1.34,0.45,-23.57%,44.69%,-17.22%,-18.85%,205.87,1.48,182.54,23.32,0.16,0.10,0.08,5.92,81.27%
2020-12-31,-18.34亿,69.35%,-12.94亿,79.19%,32.39亿,-33.08%,-1.2400,3.52,4.58,-1.84,0.47,-34.80%,41.49%,-30.14%,-35.22%,200.40,2.14,167.93,32.47,0.11,0.07,0.06,6.65,82.32%
2021-03-31,-2.48亿,50.46%,-1.59亿,75.43%,9.04亿,-6.63%,-0.1700,3.34,4.58,-2.01,0.24,-20.12%,45.55%,-4.89%,-5.02%,181.20,0.58,155.93,25.27,0.11,0.07,0.07,7.21,83.14%
2021-06-30,8579.75万,112.32%,1934.78万,102.67%,23.51亿,25.13%,0.0600,3.38,4.47,-1.78,0.51,10.49%,51.15%,1.67%,1.72%,153.25,1.40,128.95,24.30,0.10,0.06,0.05,6.84,82.66%
2021-09-30,5.30亿,148.02%,-1.22亿,87.49%,38.73亿,59.58%,0.3600,8.94,9.55,-1.48,0.93,18.00%,53.28%,6.64%,4.01%,160.52,2.06,131.37,29.15,0.51,0.37,0.31,1.96,60.59%
2021-12-31,20.79亿,213.37%,13.34亿,203.04%,76.63亿,136.56%,1.4100,8.64,8.32,-0.49,1.42,33.80%,61.97%,23.15%,16.29%,127.09,3.38,106.41,20.69,0.47,0.38,0.24,2.04,58.90%
2022-03-31,33.28亿,1442.65%,28.34亿,1883.09%,52.57亿,481.41%,2.2500,11.21,8.32,1.76,2.60,74.86%,85.28%,22.70%,20.10%,135.57,0.78,115.24,20.33,0.61,0.49,0.40,1.46,51.85%
2022-06-30,103.28亿,11937.16%,92.81亿,47868.08%,142.96亿,508.05%,6.9900,15.66,8.26,6.50,4.78,83.98%,84.26%,57.54%,44.65%,119.66,1.89,95.05,24.61,0.98,0.86,0.66,1.05,45.55%
2022-09-30,159.81亿,2916.44%,149.20亿,12338.69%,246.46亿,536.40%,10.4800,25.00,14.20,9.30,7.15,79.34%,85.53%,65.19%,38.94%,144.75,2.37,113.79,30.97,1.47,1.29,0.98,0.39,25.53%
2022-12-31,241.25亿,1060.47%,230.59亿,1628.88%,404.49亿,427.82%,15.5200,29.55,14.19,14.04,12.37,76.91%,85.12%,80.65%,49.75%,125.92,3.99,90.21,35.71,3.44,3.05,2.70,0.37,25.09%
2023-03-31,48.75亿,46.49%,48.36亿,70.67%,114.49亿,117.77%,2.9700,32.28,14.20,17.01,3.01,73.84%,89.80%,9.61%,9.20%,262.76,0.44,204.13,58.63,3.27,2.73,2.32,0.36,25.73%
2023-06-30,64.52亿,-37.52%,64.10亿,-30.93%,248.23亿,73.64%,3.9300,31.19,14.21,14.97,7.37,66.43%,87.12%,12.34%,12.60%,205.73,1.21,148.37,57.36,2.76,2.23,1.99,0.43,28.61%
2023-09-30,80.99亿,-49.33%,79.82亿,-46.50%,333.99亿,35.52%,4.9300,32.06,14.40,15.97,12.21,66.98%,86.64%,15.79%,15.39%,225.04,1.62,166.94,58.09,2.17,1.62,1.51,0.43,30.59%
2023-12-31,72.97亿,-69.75%,71.77亿,-68.88%,405.03亿,0.13%,4.4500,31.39,14.46,15.48,13.82,63.36%,84.99%,14.61%,14.16%,208.67,2.30,156.71,51.97,2.95,2.14,2.13,0.37,25.94%
2024-03-31,-38.97亿,-179.93%,-39.17亿,-180.99%,25.85亿,-77.42%,-2.3800,29.14,14.47,13.11,1.92,-32.13%,48.39%,-7.85%,-8.15%,305.83,0.43,207.28,98.55,3.25,2.27,2.14,0.36,24.48%
2024-06-30,-52.06亿,-180.68%,-52.21亿,-181.45%,64.19亿,-74.14%,-3.1800,27.16,14.47,10.96,1.36,7.21%,51.81%,-10.65%,-11.68%,260.56,1.02,176.61,83.96,3.44,2.21,2.00,0.43,27.65%
2024-09-30,-57.01亿,-170.40%,-57.37亿,-171.87%,100.65亿,-69.87%,-3.4800,26.51,14.48,10.66,2.55,17.23%,49.03%,-11.95%,-13.10%,226.10,1.79,150.88,75.22,2.80,1.90,1.70,0.46,28.43%
2024-12-31,-79.05亿,-208.32%,-79.23亿,-210.40%,130.63亿,-67.75%,-4.8200,25.53,14.48,9.32,3.38,-0.22%,46.07%,-16.92%,-18.87%,205.83,2.59,138.99,66.84,2.55,1.73,1.44,0.47,28.39%
2025-03-31,1.04亿,102.68%,4442.55万,101.13%,25.84亿,-0.02%,0.0600,25.46,14.46,9.41,0.58,30.28%,44.31%,0.25%,0.25%,163.67,0.62,145.58,18.09,2.52,1.83,1.69,0.54,31.33%
2025-06-30,8441.06万,101.62%,132.00万,100.03%,48.33亿,-24.71%,0.0500,25.54,14.47,9.39,1.11,31.29%,39.73%,0.20%,0.20%,166.52,1.20,149.40,17.12,2.73,1.88,1.77,0.55,31.44%
2025-09-30,1.80亿,103.16%,7127.58万,101.24%,73.97亿,-26.50%,0.1100,25.84,14.47,9.48,1.34,29.54%,38.98%,0.43%,0.42%,167.23,1.83,147.53,19.70,3.18,2.20,2.01,0.53,30.50%
2025-12-31,4.63亿,105.85%,3.59亿,104.53%,103.46亿,-20.80%,0.2800,25.81,14.40,9.61,1.80,29.02%,39.47%,1.10%,1.09%,159.06,2.67,134.97,24.09,2.78,1.77,1.63,0.48,28.04%
2026-03-31,18.76亿,1699.12%,18.16亿,3987.18%,51.28亿,98.44%,1.1200,27.17,15.34,10.39,0.15,55.40%,62.66%,4.31%,4.04%,142.31,0.73,123.51,18.80,2.51,1.90,1.55,0.49,28.39%
