报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,1071146306.58,1071146306.58,,,,,,992986785.56,818186664.28,,,,,,,,,2641702.58,64038947.03,46415335.08,27023532.26,34680604.33,9373202.35,,2160235.63,,,,,4485685.43,,,,7475284.19,3771957.15,10283418.5,,125455.2,106461557.12,,,125032.59,,106336524.53,8559556.42,,97776968.11,97776968.11,,97790304.26,,-13336.15,99116.93,99116.93,,,,,,99116.93,,,,,,,,,99116.93,,,97876085.04,97889421.19,-13336.15,0.18,0.18,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T20:32:06
20251231,5630198258.17,5630198258.17,,,,,,5116871401.52,4301502705.28,,,,,,,,,13029146.54,327715370.36,248726814.23,125794731.82,100102633.29,55106577.74,,-2389381.13,,,,,-1410681.2,,,,43709704.39,14120938.81,-55120420.69,,0.0,512237016.83,302235.41,,1089492.0,,511449760.24,50238279.45,,461211480.79,461211480.79,0.0,462649289.73,,-1437808.94,-6722401.54,-6722401.54,,,,,,-6722401.54,,,,,,,,,-6722401.54,,,454489079.25,455926888.19,-1437808.94,0.92,0.92,定期报告,是,20260424,CNY,合并期末,2026-04-23T20:34:05
20250930,3564707872.26,3564707872.26,,,,,,3242991519.97,2703138911.89,,,,,,,,,8450025.37,208143642.0,176876651.17,81948577.53,64433712.01,40920519.92,,-2120401.28,,,,,-751533.77,,,,27772604.66,18972500.58,-42742000.04,,,322847522.44,,,51507.83,,322796014.61,13145790.96,,309650223.65,309650223.65,,310902079.52,,-1251855.87,-6495624.68,-6495624.68,,,,,,-6495624.68,,,,,,,,,-6495624.68,,,303154598.97,304406454.84,-1251855.87,0.62,0.62,定期报告,未审计,20251029,CNY,合并期末,2025-10-28T16:16:23
20250630,2184467668.63,2184467668.63,,,,,,1977047454.48,1656956637.09,,,,,,,,,4052943.12,131688220.3,117182662.0,53240618.56,13926373.41,27264598.47,,-2181070.59,,,,,-994041.07,,,,18112999.09,19704286.71,-22914353.85,,,219148034.44,,,,,219148034.44,19543044.51,,199604989.93,199604989.93,,200507510.02,,-902520.09,-4430588.78,-4430588.78,,,,,,-4430588.78,,,,,,,,,-4430588.78,,,195174401.15,196076921.24,-902520.09,0.56,0.56,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T19:16:05
20250331,830695956.49,830695956.49,,,,,,745973616.08,628973250.14,,,,,,,,,1858330.78,55344909.63,33305189.98,20041617.29,6450318.26,14490622.48,,-2181070.59,,,,,-354885.01,,,,9359496.69,-1238782.61,4670862.3,,0.0,94977961.19,,,,,94977961.19,7622890.42,,87355070.77,87355070.77,,87649747.71,,-294676.94,-1434470.54,-1434470.54,,,,,,-1434470.54,,,,,,,,,-1434470.54,,,85920600.23,86215277.17,-294676.94,0.17,0.17,定期报告,未审计,20260424,CNY,合并期末,2025-04-23T19:58:05
20241231,4773403837.15,4773403837.15,,,,,,4293640192.16,3679262152.03,,,,,,,,,9729869.5,289940024.6,190431369.6,103884223.46,20392552.97,40881240.74,,-966617.67,,,,,2146570.59,,,,36988100.07,-18169038.97,-35419831.34,,12931.4,464355759.07,0.0,,1158944.98,,463196814.09,46528753.3,,416668060.79,416668060.79,0.0,418777240.93,,-2109180.14,431749.3,431749.3,,,,,,431749.3,,,,,,,,,431749.3,,,417099810.09,419208990.23,-2109180.14,0.84,0.84,定期报告,是,20260424,CNY,合并期末,2025-04-23T19:58:05
20240930,3069056752.97,3069056752.97,,,,,,2748205387.76,2363859452.97,,,,,,,,,6468518.88,170904671.08,111613595.61,75846007.44,19513141.78,29311232.64,,-163284.21,,,,,-1722519.92,,,,18030486.64,-927579.13,-27540927.8,,12931.4,308540472.19,,,133132.99,,308407339.2,7566709.67,,300840629.53,300840629.53,,301870420.17,,-1029790.64,117935.27,117935.27,,,,,,117935.27,,,,,,,,,117935.27,,,300958564.8,301988355.44,-1029790.64,0.6,0.6,定期报告,未审计,20251029,CNY,合并期末,2024-10-28T17:52:13
20240630,1925942072.24,1925942072.24,,,,,,1745375023.07,1529834467.7,,,,,,,,,4607662.82,107076248.67,58351695.04,44109520.6,1395428.24,16746389.22,,592064.88,,,,,530487.11,,,,6134300.82,-1612452.17,-16454026.98,,12931.4,169770354.23,,,52370.84,,169717983.39,9744076.72,,159973906.67,159973906.67,,160683903.83,,-709997.16,653249.17,653249.17,,,,,,653249.17,,,,,,,,,653249.17,,,160627155.84,161337153.0,-709997.16,0.45,0.45,定期报告,未审计,20250828,CNY,合并期末,2024-08-27T18:12:05
20240331,711352234.63,711352234.63,,,,,,664399230.33,565361442.12,,,,,,,,,2296431.53,50226269.78,25117448.46,19686883.07,1710755.37,5481604.01,,128548.77,,,,,2377946.16,,,,4827639.89,4233058.57,-7311796.14,,14763.08,51223164.63,0.0,,52370.84,,51170793.79,585278.21,,50585515.58,50585515.58,0.0,51088665.14,,-503149.56,510979.3,510979.3,,,,,,510979.3,,,,,,,,,510979.3,,,51096494.88,51599644.44,-503149.56,0.14,0.14,定期报告,未审计,20250424,CNY,合并期末,2024-04-22T20:47:04
20231231,4932663144.7,4932663144.7,,,,,,4589863446.61,4088211516.48,,,,,,,,,5873922.71,268565551.15,131172979.11,90033571.13,6005906.03,28041335.88,,2490262.63,,,,,224861.98,,,,38315466.86,-9746987.22,-73582419.35,,96893.92,300597776.91,584032.7,,2322911.54,,298858898.07,13507623.43,,285351274.64,285351274.64,,285866081.77,,-514807.13,-753918.67,-753918.67,,,,,,-753918.67,,,,,,,,,-753918.67,,,284597355.97,285112163.1,-514807.13,0.81,0.81,定期报告,是,20250424,CNY,合并期末,2024-04-22T20:47:04
