报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,2023912307.62,2023912307.62,,,,,,1808495659.69,1519651702.56,,,,,,,,,16264609.05,82815908.92,96833209.6,87642665.0,5287564.56,2154629.71,,268289467.32,2444333.69,,,,-108557.29,,,,50746293.39,-43891064.86,1649896.41,,24698.32,492127381.22,2028399.97,,4670.6,,494151110.59,97594989.39,,396556121.2,396556121.2,,394681282.11,,1874839.09,-52239645.62,-52239645.62,-24231444.15,,,-24231444.15,,-28008201.47,20826.21,,,,,,,,-28029027.68,,,344316475.58,342441636.49,1874839.09,0.41,0.41,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T19:10:04
20251231,12058509120.53,12058509120.53,,,,,,10481097573.73,9085138344.4,,,,,,,,,63934089.43,396472819.59,545046062.58,470424086.03,-79917828.3,23258875.88,,249536289.07,30684841.19,,,,44347021.24,,,,142020039.53,-66180137.97,2794988.79,,-527796.58,1949401950.88,2064162.11,,8074326.11,,1943391786.88,414906876.74,,1528484910.14,1528484910.14,,1509372936.5,,19111973.64,75588661.81,75588661.81,26376332.05,,,26376332.05,,49212329.76,128573.63,,,,,,,,49083756.13,,,1604073571.95,1584961598.31,19111973.64,1.59,1.59,定期报告,是,20260428,CNY,合并期末,2026-04-27T19:10:04
20250930,9746721458.13,9746721458.13,,,,,,8271157894.93,7282647250.34,,,,,,,,,51512023.15,324013796.95,390333868.35,289102646.11,-66451689.97,12955104.49,,99181159.6,32204154.71,,,,37152769.62,,,,94130626.94,-73698585.42,-45945997.21,,-331823.36,1586051713.37,1190768.41,,6470796.82,,1580771684.96,302964217.88,,1277807467.08,1277807467.08,,1261622157.8,,16185309.28,64271914.81,64271914.81,2691520.21,,,2691520.21,,61580394.6,77811.56,,,,,,,,61502583.04,,,1342079381.89,1325894072.61,16185309.28,1.33,1.33,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T19:22:09
20250630,6105109306.43,6105109306.43,,,,,,5086508226.81,4444764134.09,,,,,,,,,34962018.27,212262548.48,257112529.57,188024364.45,-50617368.05,7703715.79,,8585551.76,26507576.27,,,,37935923.37,,,,74371217.63,-66472336.1,-44580063.88,,-265130.26,1028176242.14,607141.61,,5181867.14,,1023601516.61,186024572.53,,837576944.08,837576944.08,,827532116.55,,10044827.53,72305600.51,72305600.51,6368022.54,,,6368022.54,,65937577.97,42986.91,,,,,,,,65894591.06,,,909882544.59,899837717.06,10044827.53,0.87,0.87,定期报告,未审计,20250826,CNY,合并期末,2025-08-25T19:46:05
20250331,2882588882.49,2882588882.49,,,,,,2378241734.99,2073086133.26,,,,,,,,,19405885.82,92258165.32,117635488.7,98534945.3,-22678883.41,6739283.36,,-4347276.19,13695073.33,,,,15446594.8,,,,29526200.01,-45252185.51,-19566294.25,,10518.11,480164704.47,106978.42,,4966908.89,,475304774.0,77002707.01,,398302066.99,398302066.99,,389135837.89,,9166229.1,27549854.12,27549854.12,8463434.78,,,8463434.78,,19086419.34,-758.95,,,,,,,,19087178.29,,,425851921.11,416685692.01,9166229.1,0.41,0.41,定期报告,未审计,20260428,CNY,合并期末,2025-04-24T18:30:09
20241231,10918288424.29,10918288424.29,,,,,,9167513940.7,7901525885.77,,,,,,,,,50008522.83,361728921.08,495828926.41,435890051.03,-77468366.42,31287910.63,,38186841.56,74654605.66,,,,-26386446.4,,,,131146369.34,-54449373.16,-26089773.0,,-232188.82,1812949913.11,2659177.62,,4442320.15,,1811166770.58,290941553.32,,1520225217.26,1520225217.26,,1490375925.27,,29849291.99,-19282939.89,-19282939.89,-2205960.5,,,-2205960.5,,-17076979.39,-152803.84,,,,,,,,-16924175.55,,,1500942277.37,1471092985.38,29849291.99,1.55,1.55,定期报告,是,20260428,CNY,合并期末,2025-03-24T20:42:05
20240930,7143204732.22,7143204732.22,,,,,,6013727971.37,5219725742.89,,,,,,,,,38308696.39,287068555.07,287432892.75,256568325.77,-75376241.5,29287191.48,,37228827.68,69463157.93,,,,45177153.5,,,,103810667.77,-61366390.55,-21595879.9,,-489408.17,1232241731.18,418395.57,,2419504.92,,1230240621.83,156736696.77,,1073503925.06,1073503925.06,,1044958715.2,,28545209.86,-1078258.13,-1078258.13,-420690.08,,,-420690.08,,-657568.05,-9547.18,,,,,,,,-648020.87,,,1072425666.93,1043880457.07,28545209.86,1.09,1.09,定期报告,未审计,20251028,CNY,合并期末,2024-10-30T18:42:07
20240630,4830530061.58,4830530061.58,,,,,,4106688145.66,3627463488.09,,,,,,,,,25594125.48,185876244.89,174009264.79,156420702.53,-62675680.12,19840841.9,,26281491.68,54981548.08,,,,-952350.67,,,,73810937.81,-50005435.19,-19853963.87,,-657171.72,752465423.96,355255.89,,938489.61,,751882190.24,86853543.54,,665028646.7,665028646.7,,644109166.0,,20919480.7,-7005537.03,-7005537.03,-400419.7,,,-400419.7,,-6605117.33,4350.06,,,,,,,,-6609467.39,,,658023109.67,637103628.97,20919480.7,0.67,0.67,定期报告,未审计,20250826,CNY,合并期末,2024-08-29T19:32:03
20240331,2388748998.9,2388748998.9,,,,,,1998109370.02,1743741062.0,,,,,,,,,15704593.94,88479660.38,103902103.35,76824843.49,-30542893.14,9386135.11,,16621953.21,31331740.8,,,,-1957275.16,,,,33658907.33,-28293402.26,-12275830.31,,-203774.94,398190206.75,31546.27,,340510.25,,397881242.77,52129022.23,,345752220.54,345752220.54,,328132793.36,,17619427.18,-5784972.91,-5784972.91,240985.58,,,240985.58,,-6025958.49,-892.43,,,,,,,,-6025066.06,,,339967247.63,322347820.45,17619427.18,0.34,0.34,定期报告,未审计,20250425,CNY,合并期末,2024-04-29T20:07:06
20231231,8568414745.02,8568414745.02,,,,,,7403117252.36,6325162769.97,,,,,,,,,49099928.48,339344969.75,364249310.63,367435574.13,-42175300.6,33917557.22,,523152769.19,247457898.24,,,,-7294185.6,,,,112901665.32,-39258640.52,-18400564.61,,-2572753.19,1733825783.25,15389806.81,,6095432.33,,1743120157.73,251353674.93,,1491766482.8,1491766482.8,,1488537164.36,,3229318.44,-18377369.08,-18377369.08,-26377565.04,,,-26377565.04,,8000195.96,14212.72,,,,,,,,7985983.24,,,1473389113.72,1470159795.28,3229318.44,1.53,1.53,定期报告,是,20250325,CNY,合并期末,2024-04-29T20:07:06
