报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2015-03-31,545.17万,-85.09%,-90.29万,-103.08%,2.61亿,-10.08%,0.0100,5.48,3.31,0.99,0.04,1.91%,21.68%,0.16%,0.16%,279.01,0.44,203.85,75.16,4.35,2.24,2.24,0.16,14.01%
2015-06-30,4022.21万,-36.95%,57.34万,-98.82%,5.48亿,-5.87%,0.0600,5.48,3.31,0.99,0.19,7.29%,21.79%,1.16%,1.17%,268.51,0.92,196.51,72.00,2.80,1.58,1.58,0.28,21.95%
2015-09-30,6574.00万,-12.51%,547.35万,-88.17%,8.03亿,-3.94%,0.1100,5.52,3.31,1.03,0.18,8.04%,21.12%,1.89%,1.89%,272.39,1.35,199.54,72.85,2.49,1.49,1.49,0.29,22.32%
2015-12-31,6351.39万,-30.89%,-4340.46万,-239.10%,10.88亿,-0.52%,0.1000,5.51,3.31,1.01,0.25,5.57%,21.23%,1.84%,1.83%,259.03,1.92,187.88,71.15,2.60,1.46,1.46,0.34,25.43%
2016-03-31,401.52万,-26.35%,-1103.99万,-1122.64%,2.53亿,-2.90%,0.0100,5.51,3.31,1.02,-0.06,1.60%,19.71%,0.12%,0.12%,296.47,0.43,207.23,89.24,2.20,1.24,1.24,0.40,28.33%
2016-06-30,2831.05万,-29.61%,-1931.57万,-3468.54%,5.90亿,7.67%,0.0500,5.50,3.31,1.00,-0.02,4.61%,19.94%,0.81%,0.82%,260.12,0.99,181.14,78.98,2.00,1.11,1.11,0.46,31.48%
2016-09-30,4106.71万,-37.53%,-3598.64万,-757.47%,9.67亿,20.52%,0.0600,5.52,3.31,1.02,0.0100,4.05%,19.38%,1.18%,1.18%,251.78,1.57,171.88,79.90,2.17,1.14,1.14,0.48,32.38%
2016-12-31,7035.18万,10.77%,-3190.28万,26.50%,13.70亿,25.98%,0.1100,5.56,3.31,1.04,0.0100,4.92%,22.02%,2.02%,2.01%,249.25,2.08,172.85,76.40,2.16,1.36,1.36,0.47,32.01%
2017-03-31,5949.10万,1381.65%,4568.54万,513.82%,5.57亿,119.61%,0.1000,5.66,3.31,1.14,-0.11,10.63%,28.44%,1.68%,1.67%,206.00,0.65,138.97,67.03,2.16,1.35,1.35,0.51,33.47%
2017-06-30,1.62亿,471.11%,1.48亿,864.12%,13.59亿,130.24%,0.2600,5.75,3.31,1.23,0.06,11.91%,28.09%,4.57%,4.46%,176.44,1.50,119.88,56.56,1.86,1.30,1.30,0.58,36.48%
2017-09-30,2.76亿,572.79%,2.63亿,830.10%,20.27亿,109.51%,0.4400,5.94,3.31,1.42,0.18,13.65%,31.38%,7.67%,7.38%,187.52,2.14,126.45,61.07,2.11,1.32,1.32,0.58,36.41%
2017-12-31,3.82亿,442.90%,3.63亿,1238.55%,27.95亿,104.02%,0.4300,6.10,3.31,1.52,0.24,13.63%,32.82%,10.39%,9.93%,185.94,2.66,135.26,50.68,1.95,1.27,1.27,0.59,37.08%
2018-03-31,1.57亿,163.53%,1.75亿,283.65%,9.70亿,74.38%,0.1800,6.35,3.31,1.77,0.04,16.16%,33.98%,4.00%,3.92%,166.93,0.76,117.92,49.00,1.90,1.28,1.28,0.62,38.01%
2018-06-30,4.63亿,186.65%,4.21亿,185.39%,21.64亿,59.23%,0.5300,4.73,2.08,1.45,0.22,21.47%,34.60%,11.56%,11.11%,154.08,1.67,107.90,46.18,1.99,1.42,1.42,0.62,38.29%
2018-09-30,7.19亿,160.38%,6.20亿,136.12%,31.60亿,55.92%,0.8200,5.03,2.08,1.74,0.42,22.81%,35.87%,17.38%,16.23%,171.64,2.22,121.42,50.21,2.18,1.43,1.43,0.57,36.13%
2018-12-31,8.37亿,119.05%,7.47亿,105.59%,42.11亿,50.65%,0.9500,5.16,2.08,1.79,0.91,19.88%,36.58%,19.94%,18.40%,168.01,2.86,126.07,41.95,2.24,1.47,1.47,0.59,37.08%
2019-03-31,3.26亿,108.13%,3.49亿,99.18%,15.69亿,61.63%,0.3700,5.52,2.08,2.16,0.18,20.83%,34.78%,6.93%,6.70%,86.24,1.04,86.24,False,2.35,1.74,1.74,0.60,37.54%
2019-06-30,6.71亿,44.74%,6.30亿,49.55%,27.93亿,29.05%,0.5100,5.61,2.08,2.25,0.90,24.06%,37.03%,14.53%,13.56%,139.00,1.74,103.57,35.43,2.26,1.56,1.56,0.64,38.78%
2019-09-30,9.17亿,27.49%,8.19亿,32.08%,38.34亿,21.32%,0.7000,5.89,2.08,2.53,1.33,23.96%,36.55%,18.40%,17.66%,155.63,2.38,113.31,42.33,2.60,1.87,1.87,0.54,35.02%
2019-12-31,12.96亿,54.93%,12.12亿,62.31%,54.14亿,28.57%,0.9900,6.33,2.08,2.85,1.88,23.98%,37.77%,24.32%,23.21%,149.95,3.29,109.35,40.61,2.53,2.01,1.74,0.50,33.38%
2020-03-31,3.47亿,6.42%,3.06亿,-12.37%,13.69亿,-12.74%,0.2700,6.72,2.08,3.24,0.19,25.41%,37.87%,6.03%,5.85%,161.99,0.84,106.71,55.28,2.44,1.88,1.75,0.53,34.44%
2020-06-30,9.86亿,47.01%,9.26亿,46.98%,34.56亿,23.75%,0.7600,4.63,1.08,2.28,0.72,28.60%,41.85%,16.96%,16.31%,128.90,2.01,89.63,39.27,2.29,1.82,1.60,0.56,35.80%
2020-09-30,14.72亿,60.50%,14.76亿,80.15%,53.23亿,38.86%,1.1300,5.00,1.08,2.65,1.02,27.72%,42.25%,24.31%,22.53%,133.51,2.82,95.85,37.67,2.62,2.01,1.72,0.49,32.64%
2020-12-31,22.54亿,73.88%,21.91亿,80.78%,78.55亿,45.09%,1.7300,5.60,1.08,3.15,1.52,28.79%,44.10%,34.73%,30.82%,128.37,3.97,90.77,37.61,2.93,2.40,2.03,0.45,30.78%
2021-03-31,7.83亿,125.53%,7.68亿,151.10%,28.57亿,108.71%,0.6000,6.19,1.08,3.75,0.24,27.45%,41.04%,10.17%,9.68%,100.27,1.42,63.55,36.71,3.17,2.48,2.13,0.44,30.57%
2021-06-30,14.09亿,42.87%,13.78亿,48.86%,52.27亿,51.25%,1.0800,6.07,1.08,3.63,0.91,27.01%,41.02%,17.59%,17.78%,107.81,2.50,71.91,35.90,2.98,2.37,2.02,0.47,32.08%
2021-09-30,19.86亿,34.90%,19.22亿,30.20%,71.83亿,34.93%,1.5200,6.51,1.08,4.07,1.61,27.71%,42.00%,23.95%,23.36%,125.31,3.12,86.66,38.64,3.58,2.79,2.48,0.39,27.96%
2021-12-31,26.94亿,19.51%,25.58亿,16.72%,93.09亿,18.51%,2.0600,7.04,1.08,4.52,2.14,28.99%,44.01%,32.83%,29.29%,137.66,3.69,97.52,40.14,3.40,2.74,2.34,0.34,25.08%
2022-03-31,5.28亿,-32.56%,5.04亿,-34.35%,22.00亿,-22.97%,0.3900,7.45,1.08,4.90,0.22,24.04%,37.85%,5.59%,5.43%,149.00,0.87,103.32,45.68,3.70,3.03,2.45,0.31,23.50%
2022-06-30,10.57亿,-24.97%,10.10亿,-26.75%,38.86亿,-25.65%,0.8100,7.13,1.08,4.60,0.80,27.25%,39.13%,10.87%,11.36%,175.49,1.42,126.83,48.66,2.93,2.33,1.93,0.40,28.58%
2022-09-30,17.49亿,-11.91%,16.85亿,-12.35%,59.20亿,-17.58%,1.3400,7.70,1.08,5.13,1.09,29.61%,40.30%,17.29%,17.41%,181.05,2.08,129.98,51.07,3.19,2.57,2.16,0.36,26.11%
2022-12-31,23.43亿,-13.03%,22.31亿,-12.77%,81.97亿,-11.95%,1.7900,9.42,2.51,5.38,1.54,28.66%,40.55%,22.60%,18.55%,173.41,2.89,124.57,48.84,3.92,3.30,2.86,0.28,21.75%
2023-03-31,6.26亿,18.44%,6.00亿,18.97%,24.27亿,10.30%,0.4700,9.91,2.51,5.85,0.26,25.81%,40.86%,4.83%,4.71%,158.20,0.81,111.48,46.71,4.00,3.37,2.91,0.27,21.35%
2023-06-30,12.79亿,20.97%,12.43亿,23.14%,44.52亿,14.55%,0.9500,9.83,2.51,5.71,0.74,28.77%,39.02%,9.60%,9.70%,161.54,1.55,116.50,45.04,3.57,3.04,2.63,0.30,23.21%
2023-09-30,17.54亿,0.25%,16.90亿,0.35%,63.44亿,7.18%,1.3100,10.16,2.51,6.07,1.21,27.68%,40.19%,12.94%,12.88%,172.20,2.15,125.75,46.45,3.56,3.02,2.67,0.30,22.85%
2023-12-31,24.99亿,6.66%,24.47亿,9.67%,89.85亿,9.61%,1.8600,10.73,2.51,6.62,2.00,27.87%,41.90%,18.69%,17.36%,166.45,3.02,119.23,47.22,4.19,3.56,3.20,0.24,19.29%
2024-03-31,6.02亿,-3.77%,5.86亿,-2.30%,23.62亿,-2.70%,0.4500,11.20,2.51,7.07,0.07,25.52%,40.10%,4.10%,4.01%,160.33,0.83,108.91,51.43,4.18,3.51,3.10,0.23,18.90%
2024-06-30,12.88亿,0.71%,12.40亿,-0.23%,48.33亿,8.56%,0.9600,10.93,2.51,6.88,0.41,26.69%,41.64%,8.87%,8.79%,158.90,1.67,107.97,50.94,3.52,2.97,2.56,0.29,22.30%
2024-09-30,17.91亿,2.16%,17.35亿,2.64%,69.36亿,9.32%,1.3400,11.24,2.51,7.26,0.98,25.87%,41.46%,12.16%,11.89%,166.52,2.38,113.53,53.00,3.60,3.02,2.66,0.28,21.73%
2024-12-31,25.09亿,0.40%,22.85亿,-6.61%,93.90亿,4.51%,1.8700,11.77,2.51,7.79,1.85,26.76%,42.83%,16.81%,15.90%,166.05,3.11,115.90,50.15,4.09,3.47,3.23,0.24,19.40%
2025-03-31,6.18亿,2.61%,6.82亿,16.42%,24.22亿,2.56%,0.4600,12.24,2.51,8.25,0.04,25.55%,39.40%,3.84%,3.76%,166.35,0.81,110.92,55.43,4.51,3.77,3.48,0.22,17.73%
2025-06-30,14.29亿,10.97%,14.50亿,16.90%,51.71亿,7.00%,1.0700,12.22,2.51,8.16,0.46,27.70%,41.85%,8.64%,8.73%,163.45,1.62,110.98,52.47,3.95,3.28,3.06,0.25,19.85%
2025-09-30,20.87亿,16.49%,20.09亿,15.78%,77.90亿,12.31%,1.5600,12.72,2.51,8.65,0.79,26.85%,41.96%,12.34%,12.24%,171.41,2.29,117.74,53.66,4.27,3.50,3.21,0.23,18.55%
2025-12-31,27.34亿,8.99%,24.95亿,9.21%,109.41亿,16.52%,2.0400,12.89,2.51,8.83,1.35,25.04%,41.58%,16.63%,15.82%,164.34,3.26,110.35,53.98,3.98,3.28,3.06,0.25,19.99%
2026-03-31,6.52亿,5.59%,5.57亿,-18.33%,32.10亿,32.52%,0.4900,13.34,2.51,9.32,0.39,20.35%,38.57%,3.71%,3.65%,160.05,0.89,101.68,58.36,3.93,3.22,3.06,0.26,20.43%
