报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2012-12-31,6623.84万,50.32%,6173.39万,60.28%,2.16亿,46.81%,0.5300,8.88,5.80,1.74,0.58,30.70%,47.13%,13.42%,11.95%,219.87,2.15,167.77,52.10,8.04,6.81,6.81,0.10,9.28%
2013-03-31,1508.88万,23.29%,1725.90万,44.50%,6308.83万,33.50%,0.1200,9.17,5.85,1.98,0.07,23.92%,46.44%,2.69%,2.64%,228.04,0.53,168.44,59.59,8.28,6.64,6.64,0.10,8.71%
2013-06-30,3623.06万,25.13%,3565.51万,24.86%,1.38亿,36.30%,0.2900,9.35,5.89,2.12,0.18,26.35%,48.66%,6.35%,6.21%,227.36,1.10,163.10,64.25,8.37,6.58,6.58,0.09,8.23%
2013-09-30,5394.98万,30.92%,5047.55万,25.04%,1.96亿,32.97%,0.4278,4.84,2.47,1.20,0.23,27.48%,46.70%,9.28%,8.93%,243.54,1.53,175.92,67.62,15.24,10.91,10.91,0.06,5.83%
2013-12-31,7859.03万,18.65%,6606.12万,7.01%,2.66亿,23.49%,0.6200,5.15,2.59,1.33,0.38,29.50%,44.95%,13.28%,12.12%,236.66,2.18,164.80,71.86,6.10,4.55,4.55,0.12,10.60%
2014-03-31,978.40万,-35.16%,802.94万,-53.48%,4726.51万,-25.08%,0.0800,5.24,2.60,1.40,0.03,20.70%,37.83%,1.50%,1.48%,359.35,0.40,226.47,132.88,6.09,4.46,4.46,0.11,10.21%
2014-06-30,2643.89万,-27.03%,2358.46万,-33.85%,1.48亿,7.64%,0.1044,5.28,2.67,1.38,-0.04,19.21%,37.17%,3.98%,3.96%,285.44,1.09,165.26,120.18,3.27,2.21,2.21,0.21,16.27%
2014-09-30,4350.59万,-19.36%,4018.77万,-20.38%,2.57亿,30.84%,0.1717,5.43,2.68,1.52,-0.09,18.62%,38.15%,6.53%,6.34%,275.65,1.67,161.33,114.32,3.73,2.36,2.36,0.17,14.08%
2014-12-31,6330.29万,-19.45%,5698.40万,-13.74%,3.75亿,40.71%,0.2500,5.66,2.77,1.62,-0.07,19.31%,38.68%,9.39%,8.79%,277.50,2.12,169.82,107.68,3.44,2.21,2.21,0.19,14.73%
2015-03-31,892.63万,-8.77%,762.45万,-5.04%,8548.26万,80.86%,0.0400,5.73,2.77,1.69,-0.12,10.35%,37.21%,1.23%,1.22%,421.98,0.36,252.17,169.81,3.15,1.84,1.84,0.21,16.17%
2015-06-30,3985.58万,50.75%,3425.38万,45.24%,2.42亿,63.60%,0.1600,2.94,0.88,0.92,-0.06,19.06%,41.29%,5.39%,5.33%,329.39,0.95,189.59,139.80,2.41,1.47,1.47,0.28,20.29%
2015-09-30,6976.45万,60.36%,5986.27万,48.96%,4.09亿,59.14%,0.2741,3.05,0.88,1.04,0.0100,19.67%,40.99%,9.32%,8.98%,306.27,1.64,164.89,141.38,1.89,1.32,1.32,0.43,28.37%
2015-12-31,8592.23万,35.73%,6569.69万,15.29%,5.33亿,42.09%,0.3400,3.13,0.91,1.07,0.18,18.45%,38.19%,11.35%,10.74%,284.01,2.50,143.86,140.14,1.78,1.34,1.34,0.39,26.25%
2016-03-31,1510.72万,69.24%,1204.04万,57.92%,1.07亿,25.13%,0.0600,5.36,3.26,0.96,0.10,15.03%,38.00%,1.87%,0.94%,381.62,0.54,167.13,214.49,4.87,4.36,4.36,0.18,14.49%
2016-06-30,5423.94万,36.09%,4784.79万,39.69%,2.84亿,17.17%,0.0900,5.39,3.26,0.99,0.21,21.39%,39.97%,4.44%,3.36%,295.77,1.36,132.23,163.55,6.39,5.60,5.60,0.12,10.56%
2016-09-30,9285.89万,33.10%,8276.50万,38.26%,4.48亿,9.60%,0.1581,5.52,3.26,1.12,0.37,23.36%,41.41%,6.82%,5.62%,299.56,1.97,137.29,162.28,5.84,5.07,5.07,0.14,11.60%
2016-12-31,1.30亿,51.76%,1.17亿,78.72%,6.84亿,28.35%,0.2300,5.64,3.26,1.21,0.48,21.15%,37.64%,9.05%,7.72%,285.86,2.94,122.47,163.40,2.85,2.45,2.45,0.28,21.01%
2017-03-31,4438.77万,193.82%,4184.70万,247.56%,2.10亿,96.56%,0.0700,5.79,3.26,1.36,0.10,22.54%,40.25%,2.59%,2.56%,313.27,0.64,141.35,171.92,2.69,2.25,2.25,0.35,23.55%
2017-06-30,1.13亿,108.90%,1.10亿,129.61%,5.45亿,91.94%,0.1900,2.96,1.13,0.75,0.10,22.38%,41.88%,6.51%,6.39%,260.22,1.57,114.79,145.43,1.28,1.08,1.08,0.75,39.93%
2017-09-30,1.73亿,86.65%,1.63亿,96.72%,8.99亿,100.57%,0.2900,3.06,1.13,0.85,0.12,20.85%,39.73%,9.84%,9.46%,247.39,2.53,106.56,140.84,1.84,1.44,1.44,0.59,34.38%
2017-12-31,2.45亿,87.75%,2.01亿,70.79%,12.18亿,78.09%,0.4100,3.18,1.13,0.94,0.22,21.30%,38.62%,13.67%,12.86%,251.32,3.11,115.60,135.72,1.64,1.25,1.25,0.60,34.57%
2018-03-31,7532.56万,69.70%,6901.09万,64.91%,3.23亿,53.72%,0.1300,3.31,1.13,1.06,0.12,24.34%,41.39%,3.88%,3.81%,308.01,0.58,155.57,152.44,1.76,1.31,1.31,0.52,30.93%
2018-06-30,2.80亿,147.53%,1.56亿,42.09%,7.90亿,45.00%,0.2900,4.60,2.23,1.26,0.19,36.75%,42.29%,12.91%,9.50%,292.26,1.21,149.27,142.99,1.82,1.27,1.27,0.38,25.81%
2018-09-30,3.95亿,127.88%,2.66亿,63.48%,12.69亿,41.23%,0.4100,4.78,2.23,1.44,0.32,32.32%,43.62%,16.17%,12.87%,283.87,1.83,147.89,135.99,1.90,1.31,1.31,0.34,24.00%
2018-12-31,5.43亿,121.81%,3.90亿,94.50%,17.98亿,47.65%,0.5800,5.01,2.23,1.61,0.54,31.05%,44.82%,20.70%,16.89%,270.01,2.57,139.84,130.18,2.18,1.52,1.52,0.28,20.43%
2019-03-31,1.20亿,59.08%,1.15亿,66.73%,4.65亿,43.85%,0.1200,5.19,2.23,1.80,0.11,26.90%,50.27%,3.38%,3.59%,330.45,0.49,183.41,147.03,2.24,1.52,1.52,0.27,19.79%
2019-06-30,2.48亿,-11.53%,2.41亿,54.12%,10.32亿,30.66%,0.2600,3.53,1.15,1.27,0.19,25.67%,49.42%,7.43%,7.30%,308.73,1.05,171.99,136.75,2.21,1.45,1.45,0.28,20.57%
2019-09-30,3.59亿,-9.18%,3.46亿,29.83%,15.37亿,21.11%,0.3700,3.64,1.15,1.38,0.31,25.48%,47.98%,10.68%,10.22%,317.02,1.52,177.78,139.24,2.24,1.43,1.43,0.27,19.93%
2019-12-31,5.01亿,-7.82%,4.71亿,20.77%,21.53亿,19.76%,0.5200,3.79,1.15,1.49,0.50,25.24%,47.76%,14.64%,13.71%,300.19,2.19,164.74,135.45,2.69,1.83,1.74,0.23,17.70%
2020-03-31,1.15亿,-3.98%,1.08亿,-6.39%,4.87亿,4.67%,0.1100,3.91,1.15,1.61,0.05,24.45%,49.12%,3.10%,3.05%,383.37,0.43,211.32,172.05,2.73,1.85,1.78,0.23,17.35%
2020-06-30,2.58亿,4.11%,2.45亿,1.85%,10.76亿,4.27%,0.2700,4.00,1.15,1.70,0.26,25.87%,48.31%,6.87%,6.70%,342.13,0.97,186.53,155.60,2.94,2.04,1.92,0.22,16.50%
2020-09-30,4.16亿,15.89%,3.98亿,15.18%,18.28亿,18.92%,0.4300,4.16,1.15,1.86,0.42,24.58%,47.12%,10.86%,10.36%,297.35,1.75,154.38,142.96,3.77,2.65,2.45,0.16,13.02%
2020-12-31,5.74亿,14.64%,5.39亿,14.51%,25.42亿,18.08%,0.6000,4.98,1.89,1.91,0.77,24.43%,46.34%,14.70%,11.49%,273.67,2.56,140.39,133.28,5.60,4.59,4.28,0.13,10.88%
2021-03-31,1.86亿,61.62%,1.63亿,51.28%,6.21亿,27.55%,0.1900,5.16,1.89,2.10,-0.08,31.08%,48.81%,3.65%,3.59%,313.20,0.56,160.37,152.83,5.80,4.47,4.12,0.14,11.33%
2021-06-30,3.94亿,52.68%,3.56亿,45.45%,14.73亿,36.94%,0.3900,5.27,1.89,2.21,0.12,28.48%,46.39%,7.65%,7.46%,257.96,1.42,126.59,131.37,6.00,4.66,4.37,0.13,10.62%
2021-09-30,6.01亿,44.69%,5.46亿,37.19%,22.73亿,24.37%,0.6000,5.48,1.89,2.41,0.25,28.18%,45.44%,11.43%,10.94%,265.52,2.01,134.17,131.35,5.83,4.63,4.35,0.28,20.87%
2021-12-31,7.95亿,38.57%,6.99亿,29.61%,31.62亿,24.37%,0.7900,5.70,1.90,2.54,0.57,26.72%,45.04%,14.78%,13.85%,251.80,2.90,124.18,127.62,4.87,4.00,3.87,0.30,22.12%
2022-03-31,2.08亿,11.94%,1.87亿,15.06%,8.37亿,34.78%,0.2100,5.71,1.90,2.74,-0.03,25.13%,41.56%,3.56%,3.62%,287.24,0.63,143.70,143.54,3.81,2.86,2.78,0.24,18.18%
2022-06-30,4.03亿,2.14%,3.64亿,2.06%,17.31亿,17.47%,0.4000,5.74,1.90,2.83,0.14,24.12%,39.81%,6.82%,6.97%,290.03,1.22,147.75,142.28,3.28,2.39,2.34,0.28,20.59%
2022-09-30,4.57亿,-24.02%,4.09亿,-25.03%,24.43亿,7.46%,0.4600,5.79,1.90,2.88,0.18,19.61%,36.45%,7.97%,7.83%,295.36,1.85,145.96,149.40,3.63,2.60,2.53,0.24,18.60%
2022-12-31,4.97亿,-37.49%,4.70亿,-32.73%,31.67亿,0.16%,0.5000,5.84,1.90,2.88,0.20,16.64%,34.89%,8.55%,8.45%,290.25,2.58,139.35,150.91,3.99,2.77,2.65,0.20,15.95%
2023-03-31,1.23亿,-40.68%,1.01亿,-46.28%,7.86亿,-6.09%,0.1200,5.97,1.90,3.00,-0.03,16.79%,37.30%,2.08%,2.05%,336.39,0.53,168.26,168.13,3.58,2.43,2.37,0.26,19.22%
2023-06-30,3.19亿,-20.83%,2.83亿,-22.14%,18.50亿,6.91%,0.3200,6.06,1.90,3.10,0.10,18.83%,37.50%,5.31%,5.23%,291.39,1.30,138.70,152.70,3.07,2.22,2.14,0.30,21.55%
2023-09-30,4.41亿,-3.53%,4.03亿,-1.47%,27.87亿,14.09%,0.4400,6.18,1.90,3.22,0.31,17.42%,36.90%,7.22%,7.08%,280.52,2.07,130.38,150.13,2.85,2.16,2.09,0.30,21.81%
2023-12-31,5.69亿,14.50%,5.42亿,15.34%,38.59亿,21.86%,0.5700,6.28,1.87,3.31,0.64,16.09%,38.65%,9.32%,9.02%,271.32,2.82,127.75,143.58,2.55,1.94,1.83,0.32,22.70%
2024-03-31,1.33亿,7.99%,1.21亿,20.04%,8.27亿,5.23%,0.1300,6.41,1.87,3.44,0.03,17.72%,38.82%,2.09%,2.07%,336.80,0.58,153.95,182.85,2.64,1.92,1.80,0.31,22.39%
2024-06-30,3.30亿,3.60%,3.08亿,8.81%,19.53亿,5.57%,0.3300,6.55,1.65,3.56,0.15,19.03%,39.89%,5.11%,5.06%,286.65,1.42,126.76,159.89,2.69,2.01,1.85,0.30,21.76%
2024-09-30,4.82亿,9.38%,4.54亿,12.48%,29.66亿,6.42%,0.4800,6.61,1.65,3.72,0.36,18.21%,39.65%,7.43%,7.32%,283.81,2.10,128.69,155.12,2.49,1.82,1.63,0.33,23.23%
2024-12-31,6.05亿,6.27%,5.81亿,7.05%,40.47亿,4.86%,0.6100,6.73,1.65,3.80,0.76,16.51%,39.67%,9.29%,9.01%,274.01,2.96,121.47,152.54,2.74,2.06,1.94,0.28,20.96%
2025-03-31,1.36亿,1.80%,1.27亿,4.88%,9.75亿,17.94%,0.1400,6.87,1.65,3.94,0.09,15.29%,36.77%,2.00%,1.98%,291.74,0.69,130.13,161.61,3.01,2.20,2.03,0.26,19.59%
2025-06-30,3.32亿,0.38%,3.21亿,4.10%,21.54亿,10.29%,0.3300,6.92,1.65,3.98,0.33,17.39%,38.30%,4.93%,4.81%,266.80,1.51,119.04,147.76,2.84,2.14,2.01,0.28,20.61%
2025-09-30,4.89亿,1.50%,4.78亿,5.28%,32.84亿,10.71%,0.4900,7.03,1.65,4.09,0.62,16.80%,37.83%,7.09%,6.98%,264.20,2.30,117.65,146.56,2.52,1.91,1.78,0.29,21.41%
2025-12-31,6.10亿,0.91%,6.05亿,4.25%,45.83亿,13.24%,0.6200,7.17,1.68,4.16,0.81,14.63%,37.57%,8.81%,8.53%,244.52,3.50,102.83,141.68,2.77,2.15,2.03,0.25,18.91%
2026-03-31,1.42亿,4.79%,1.40亿,10.17%,10.64亿,9.15%,0.1400,7.23,1.68,4.31,0.17,13.94%,36.74%,1.97%,1.97%,268.10,0.78,115.30,152.80,2.52,1.85,1.72,0.31,22.41%
