报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,974079364.7,,,,,,2004054303.6,225864423.61,1778189879.99,218079867.5,180210880.95,,,,,,,,,,,25586888.16,948408992.6,,,,1415727.23,50572008.37,4409335178.26,,,,7662272.61,,,,150518616.49,678542.07,,3500000.0,20000000.0,,,,,,407618477.21,,,,,2674297155.25,,,,6927145.15,50006553.89,288010200.83,,1835606097.21,36425840.46,,68884348.56,61188791.66,5604396896.24,10013732074.5,,478491873.01,,,,,,827397844.12,269041609.7,558356234.42,,48572495.03,,,100664728.12,40068602.11,,,,,,22810497.08,,,,,,,,,,,,,,67483318.76,161614992.63,1747104350.86,,232652818.32,,,,41928878.59,,,,,,217617111.22,3064792.47,1500703.96,496764304.56,2243868655.42,,997048299.0,,,,1675964877.76,177847387.24,9758982.62,,410994279.48,,,4293854335.84,,,7209773387.46,560090031.62,7769863419.08,10013732074.5,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T18:16:06
20251231,,738968912.19,,,,,,2142052188.08,306826469.95,1835225718.13,164457559.07,54369800.85,,,,,,,,,,19959993.43,19959993.43,776441269.86,,,,1415727.23,63437032.2,3968230941.34,,,,7662272.61,,,,161084761.59,734070.33,,5397273.84,20000000.0,,4136157223.14,1508529690.37,2627627532.77,286718.32,365638003.5,365638003.5,,2627340814.45,,2627340814.45,,,,7128458.43,52299594.6,272155182.2,,1835606097.21,36861800.32,,62773558.08,87821087.33,5535374516.06,9503605457.4,,274186526.82,,,,,,594913032.84,212959069.59,381953963.25,,55944302.76,,,116808998.86,56238617.05,,,,,26928107.08,26928107.08,,,,,,,,,,,,,,51469479.49,255785812.17,1432274877.07,,160212145.98,,,,43788357.37,,,,,,159500877.81,1410952.2,,364912333.36,1797187210.43,,997048299.0,,,,1671807227.29,100091786.0,20739243.98,,410994279.48,,,4151586486.26,,,7152083750.01,554334496.96,7706418246.97,9503605457.4,定期报告,是,20260428,CNY,合并期末,2026-04-20T18:30:08
20250930,,855196220.81,,,,,,2070838193.05,277796346.81,1793041846.24,192630850.31,40733010.17,,,,,,,,,,,17822018.1,921131503.36,,,,1430711.97,43474131.95,4150834939.05,,,,20487936.68,,,,158852542.47,789598.59,1494378.75,5397273.84,,,,,,,359835438.44,,,,,2535794377.3,,,,7578299.33,51009664.13,269968688.27,,1843613260.16,34397060.82,,49628688.62,114824172.22,5446093080.29,9596928019.34,,380886526.82,,,,,,773749908.72,201932900.03,571817008.69,,17711198.89,,,82587020.21,50372296.47,,,,,,29417951.19,,,,,,,,,,,,,,47338685.6,268271675.66,1650335263.56,,200097920.9,,,,46211018.9,,,,,,150044018.26,7651449.62,,404004407.68,2054339671.24,,997048299.0,,,,1642591663.48,100091786.0,26342723.44,,361046521.15,,,4080665585.31,,,7007603006.38,534985341.72,7542588348.1,9596928019.34,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T18:38:22
20250630,,711683695.14,,,50063000.0,,,2015825462.82,250904094.29,1764921368.53,168206760.27,44051829.02,,,,,,,,,,55513878.95,55513878.95,900183438.17,,,,1430711.97,44590686.04,3998900350.76,,,,20487936.68,,,,149639277.51,845126.85,1494378.75,11494573.84,,,3929525862.61,1371787732.61,2557738130.0,286718.32,281220309.44,281220309.44,,2557451411.68,,2557451411.68,,,,7350888.38,56861469.36,274764250.69,,1843613260.16,33151605.92,,48685352.55,92368971.68,5372077925.11,9370978275.87,,264695000.0,,,,,,712048611.0,184712204.08,527336406.92,,17438237.01,,,66331797.07,56793620.39,,,,,37624064.04,37624064.04,,,,,,,,,,,,,,47078251.51,204623255.81,1406632836.83,,303334575.53,,,,50826089.83,,,,,2228154.34,162209446.25,5894093.55,,524492359.5,1931125196.33,,997048299.0,,,,1642591663.48,100091786.0,26588478.6,,361046521.15,,,3972484709.68,,,6899667885.91,540185193.63,7439853079.54,9370978275.87,定期报告,未审计,20250819,CNY,合并期末,2025-08-18T20:28:06
20250331,,560100605.74,,,17195200.0,,,1967316523.32,238139154.36,1729177368.96,204198150.39,66320058.62,,198616.39,,,,,,,,,25102480.91,924740251.87,,,,1430711.97,37588070.81,3811569695.07,,,,20487936.68,,,,144895684.03,900655.11,1494378.75,11494573.84,,,,,,,238350585.37,,,,,2588079855.0,,,,7577641.44,67799389.72,278784617.38,,1843613260.16,31283545.42,,46696995.71,70268765.73,5344150242.9,9155719937.97,,128684591.44,,,,,,714644562.57,199108509.87,515536052.7,,30987618.1,,,97813363.21,41807452.32,577694.45,,,,,27977708.61,,,,,,,,,,,,,,17526772.45,206524834.49,1265966903.19,,314647661.56,,,,56048470.22,,,,,934967.54,147079863.82,9175619.23,,527886582.37,1793853485.56,,997048299.0,,,,1642591663.48,100091786.0,25960595.72,,361046521.15,,,3925231353.66,,,6851786647.01,510079805.4,7361866452.41,9155719937.97,定期报告,未审计,20250426,CNY,合并期末,2025-04-25T19:52:58
20241231,,652136385.58,,,,,,1979243166.44,207386702.29,1771856464.15,152321515.88,26143027.54,,,,,,,,,,26585853.59,26585853.59,857922938.07,,,,1430711.97,47056022.07,3750417262.58,,,,20487936.68,,,,162632081.07,956183.37,1494378.75,11494573.84,,,3881943901.78,1245935740.78,2636008161.0,286718.32,216213008.27,216213008.27,,2635721442.68,,2635721442.68,,,,7577641.44,62074327.01,282284636.17,,1843613260.16,24048715.29,,47839862.66,63271203.93,5372131609.88,9122548872.46,,95543059.38,,,,,,768761036.33,223379057.68,545381978.65,,18787415.86,,,104211342.56,49779825.43,,,,,29712261.11,29712261.11,,,,,,,,,,,,,,152880910.56,147519733.73,1367195584.96,,342739687.52,,,,49678908.51,,,,,,144817052.82,7857295.0,,545092943.85,1912288528.81,,997048299.0,,,,1642591663.48,100091786.0,23854455.72,,361046521.15,,,3789472656.8,,,6713921810.15,496338533.5,7210260343.65,9122548872.46,定期报告,是,20260421,CNY,合并期末,2025-04-21T18:40:04
20240930,,550415100.01,,,,,,1967076575.88,216183279.41,1750893296.47,285262085.94,57277815.57,,167384.95,,,,,,,,,3273973.39,917048734.35,,,,739660.12,56291473.42,3842268342.36,,,,37393640.88,,,,148596463.27,1011711.63,3256889.3,7994573.84,,,,,,,440617074.83,,,,,2357526414.82,,,,4882923.68,77847470.41,266268196.6,,1850524243.75,17398943.34,,46738417.83,122116419.86,5377290460.36,9219558802.72,,309889591.44,,,,,,756768981.86,243263766.95,513505214.91,,17687003.39,,,71144041.8,50926899.25,2023819.05,,,,,17952740.57,,,,,,,,,,,,,,177000601.45,142823905.64,1544193765.4,,360540850.4,,,,72208372.05,,,,,9423041.75,144007066.34,11677120.56,,597856451.1,2142050216.5,,997048299.0,,,,1642591663.53,99991154.0,18809129.44,,322706119.28,,,3705233587.89,,,6586397645.14,491110941.08,7077508586.22,9219558802.72,定期报告,未审计,20241029,CNY,合并期末,2024-10-28T18:45:06
20240630,,493577281.28,,,49887573.74,,,2040252560.41,227393337.36,1812859223.05,212901395.16,50908385.62,,183926.18,,,,,,,,16465458.54,16649384.72,864304818.0,,,,739660.12,51557876.2,3784587879.62,,,,37393640.88,,,,147622348.45,1067239.89,3256889.3,7994573.84,,,3436160076.72,1141781904.88,2294378171.84,307338.24,367469090.53,367469090.53,,2294070833.6,,2294070833.6,,,,3808944.37,69286632.38,262585618.08,,1850524243.75,6462405.28,,42925536.71,125929493.63,5216588546.32,9001176425.94,,220700000.0,,,,,,694644409.99,227384077.5,467260332.49,,21314893.35,,,57652317.31,51792134.98,2343612.18,,,,22857584.96,25201197.14,,,,,,,,,,,,,,177659273.89,155613722.37,1404577949.03,,335346188.06,,,,60239866.44,,,,,7983372.1,140363372.79,10392994.86,,554325794.25,1958903743.28,,997048299.0,,,,1642591663.53,9998122.0,21928541.89,,322706119.28,,,3553436490.28,,,6527712991.98,514559690.68,7042272682.66,9001176425.94,定期报告,未审计,20240731,CNY,合并期末,2024-07-30T18:35:03
20240331,,631836637.77,,,624730.01,,,1911203286.69,209834374.27,1701368912.42,164662909.07,55558447.99,,298793.84,,,,,,,,,13098784.15,940848419.63,,,,739660.12,37609941.3,3758693847.58,,,,37393640.88,,,,141512421.28,1122768.16,3256889.3,7994573.84,,,,,,,302086703.34,,,,,2318800365.8,,,,2511030.85,46020226.47,268432426.41,,1850524243.75,7237606.05,,41976913.1,144087757.84,5170446536.22,8929140383.8,,301800000.0,,,,,,757491416.12,283114645.08,474376771.04,,23668885.29,,,71586248.83,25602200.68,1326386.86,,,,,31529555.71,,,,,,,,,,,,,,59273578.54,150306493.91,1421258379.08,,260976699.63,,,,32737333.22,,,,,8249826.77,150452053.01,6903033.97,118976612.18,578295558.78,1999553937.86,,1003810338.0,9132273.66,,,1876290174.2,249983355.83,25295644.97,,322706119.28,,,3456067366.89,,,6443318561.17,486267884.77,6929586445.94,8929140383.8,定期报告,未审计,20240426,CNY,合并期末,2024-04-25T19:35:19
20231231,,718817804.32,,,25624730.01,,,1884333869.75,226857510.08,1657476359.67,161525672.11,33122463.36,,204330.03,,,,,,,,8376571.82,8580901.85,789471064.02,,,,739660.12,42532956.07,3667489696.9,,,,37393640.88,,,,143921895.3,1178296.41,3256889.3,7994573.84,,,3370380548.32,1012496892.68,2357883655.64,307338.24,240445201.55,240445201.55,,2357576317.4,,2357576317.4,,,,2740575.29,45993269.37,273394114.8,,1850524243.75,8146828.19,,35644983.61,106676931.98,5112147186.38,8779636883.28,,282909739.44,,,,,,774669711.74,273659835.93,501009875.81,,17534564.37,,,80558275.89,36694585.02,,,,,23406343.34,23406343.34,,,,,,,,,,,,,,59713817.8,165203507.38,1440690544.98,,277636027.29,,,,33609929.29,,,,,7044379.19,112373280.19,5072232.69,116900377.11,552636225.76,1993326770.74,,1003810338.0,9132273.66,,,1876290174.2,249983355.83,28498240.09,,322706119.28,,,3322704320.87,,,6313158110.27,473152002.27,6786310112.54,8779636883.28,定期报告,是,20250422,CNY,合并期末,2024-04-25T19:15:17
