报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,1064111443.98,1064111443.98,,,,,,915838905.6,673202474.8,,,,,,,,,10380198.99,70294149.37,62098360.3,77936898.33,21926823.81,4601379.21,,3573811.48,3477310.35,,,,,,,,15883725.84,-731945.44,-1665006.4,,,165333123.86,1537917.44,,943057.53,,165927983.77,17570071.76,,148357912.01,148357912.01,,142267849.58,,6090062.43,-11314789.13,-10980261.36,-10486037.9,,-10486037.9,,,-494223.46,,,,,,,,,-494223.46,,-334527.77,137043122.88,131287588.22,5755534.66,0.14,0.14,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T18:16:05
20251231,4582554451.6,4582554451.6,,,,,,3786015538.54,2860757388.54,,,,,,,,,42307733.09,317712239.88,248227421.75,311900441.42,5110313.86,12022884.87,,30354442.88,31285021.55,,,,,,,,72028284.92,-84802819.29,-43579318.41,,350571.25,770890074.41,4772048.83,,15271536.48,,760390586.76,90067993.24,,670322593.52,670322593.52,,610319127.59,,60003465.93,-3212289.0,-3115211.74,-1681327.05,,-1681327.05,,,-1433884.69,,,-3062735.38,,,,,,1628850.69,,-97077.26,667110304.52,607203915.85,59906388.67,0.62,0.62,定期报告,是,20260421,CNY,合并期末,2026-04-20T18:30:12
20250930,3283812196.8,3283812196.8,,,,,,2694146668.56,2041445941.92,,,,,,,,,31110242.28,228976625.03,190935080.33,206105144.18,-4426365.18,6872398.47,,21210534.64,22169965.51,,,,,,,,64328701.66,-8362607.47,-30094602.71,,142180.08,636889734.44,5412270.26,,9964292.41,,632337712.29,80768936.87,,551568775.42,551568775.42,,489450468.31,,62118307.11,3016768.83,2488267.72,211209.82,,211209.82,,,2277057.9,,,,,,,,,2277057.9,,528501.11,554585544.25,491938736.03,62646808.22,0.49,0.49,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T18:38:06
20250630,2154320909.16,2154320909.16,,,,,,1749945431.36,1329248736.4,,,,,,,,,20361557.72,143020794.61,128422141.49,138838661.53,-9946460.39,9805429.21,,12432130.94,12107647.5,,,,,,,,44717814.5,-8381349.15,-17784240.44,,,435359833.65,3903306.61,,6689285.98,,432573854.28,57879763.43,,374694090.85,374694090.85,,331705207.72,,42988883.13,3591799.9,2734022.88,211209.82,,211209.82,,,2522813.06,,,,,,,,,2522813.06,,857777.02,378285890.75,334439230.6,43846660.15,0.33,0.33,定期报告,未审计,20250819,CNY,合并期末,2025-08-18T20:28:03
20250331,974930993.3,974930993.3,,,,,,815290692.89,616409791.5,,,,,,,,,9143360.63,70925368.44,56065182.85,65822654.22,-3075664.75,1906492.91,,5356321.29,4936670.82,,,,,,,,19319204.56,-812168.72,-12481698.78,,-1661431.64,169360527.12,1675948.81,,1384342.8,,169652133.13,20625123.27,,149027009.86,149027009.86,,135758696.86,,13268313.0,2579098.9,2106140.0,323326.97,,323326.97,,,1782813.03,,,,,,,,,1782813.03,,472958.9,151606108.76,137864836.86,13741271.9,0.14,0.14,定期报告,未审计,20260428,CNY,合并期末,2025-04-25T19:53:47
20241231,4046621338.14,4046621338.14,,,,,,3319789898.65,2441246691.9,,,,,,,,,37068622.54,293532307.49,229185300.52,310032109.19,8724867.01,25420504.63,,30710939.99,20696525.32,,,,,,,,82182956.89,-45030567.62,-19502789.74,,67500.33,775259479.34,3660519.99,,17692943.86,,761227055.47,92933140.16,,668293915.31,668293915.31,,604813567.7,,63480347.61,-4478477.53,-4643784.37,-1446182.7,,-1446182.7,,,-3197601.67,,,,,,,,,-3197601.67,,165306.84,663815437.78,600169783.33,63645654.45,0.61,0.61,定期报告,是,20260421,CNY,合并期末,2025-04-21T18:40:05
20240930,2966224206.5,2966224206.5,,,,,,2398011921.85,1790215415.27,,,,,,,,,26492847.85,208467971.32,170988933.17,191978462.61,9868291.63,20467155.33,,11993884.97,10930576.18,,,,,,,,59407019.97,-1410637.67,-24547896.08,,89364.99,613744020.83,8888970.93,,8462456.39,,614170535.37,74153262.46,,540017272.91,540017272.91,,482234096.93,,57783175.98,-9513347.8,-9689110.65,-7014644.81,,-7014644.81,,,-2674465.84,,,,,,,,,-2674465.84,,175762.85,530503925.11,472544986.28,57958938.83,0.48,0.48,定期报告,未审计,20251028,CNY,合并期末,2024-10-28T18:47:03
20240630,1953410571.69,1953410571.69,,,,,,1567646902.77,1174217087.26,,,,,,,,,17262114.19,135060585.68,100426016.65,135095173.16,5585925.83,13985529.47,,9173056.83,6752463.7,,,,,,,,47993976.23,-1355171.38,-12982813.72,,3893.35,428596610.23,3132680.55,,3639557.78,,428089733.0,56446897.9,,371642835.1,371642835.1,,330436999.31,,41205835.79,-6367845.58,-6569698.2,-3192389.35,,-3192389.35,,,-3377308.85,,,,,,,,,-3377308.85,,201852.62,365274989.52,323867301.11,41407688.41,0.33,0.33,定期报告,未审计,20250819,CNY,合并期末,2024-07-30T18:32:04
20240331,826664278.32,826664278.32,,,,,,680159235.28,505774817.17,,,,,,,,,6060156.19,61808870.22,44524284.37,56192789.79,5798317.54,7979686.14,,2897598.31,712150.19,,,,,,,,23919385.26,-505833.14,-9273814.41,,3893.35,163546272.41,1432182.5,,206668.73,,164771786.18,18307395.94,,146464390.24,146464390.24,,133363046.02,,13101344.22,-3188056.83,-3202595.12,-3157969.93,,-3157969.93,,,-44625.19,,,,,,,,,-44625.19,,14538.29,143276333.41,130160450.9,13115882.51,0.13,0.13,定期报告,未审计,20250426,CNY,合并期末,2024-04-25T19:37:06
20231231,3859222799.29,3859222799.29,,,,,,3110619913.54,2367553878.64,,,,,,,,,31274935.39,261705527.69,186830276.12,253801046.37,9454249.33,30679117.27,,5859594.69,397971.49,,,,65.72,,,,54484551.26,-33252527.78,-56000061.66,,-14040.35,719680467.63,5544064.05,,20551504.61,,704673027.07,83797214.39,,620875812.68,620875812.68,,569135423.87,,51740388.81,3343678.6,3343678.6,4873932.37,,4873932.37,,,-1530253.77,,,,,,,,,-1530253.77,,,624219491.28,572479102.47,51740388.81,0.57,0.57,定期报告,是,20250422,CNY,合并期末,2024-04-18T19:07:19
20230930,2787191999.36,2787191999.36,,,,,,2253523750.66,1758833566.02,,,,,,,,,23436173.25,174325690.66,140814680.72,155522953.54,590686.47,18289645.91,,2632552.66,1447782.46,,,,,,,,43889344.18,187212.73,-37348253.7,,27366.18,543056470.75,8009861.77,,7280528.67,,543785803.85,58304121.66,,485481682.19,485481682.19,,440863203.2,,44618478.99,-133809.54,-120360.62,471955.71,,471955.71,,,-592316.33,,,,,,,,,-592316.33,,-13448.92,485347872.65,440742842.58,44605030.07,0.44,0.44,定期报告,未审计,20241029,CNY,合并期末,2023-10-26T19:42:03
20230630,1850367737.3,1850367737.3,,,,,,1471889931.34,1156530482.07,,,,,,,,,14403785.21,118087493.54,91961271.25,97368059.44,-6461160.17,13267042.25,,2610180.54,2589118.95,,,,,,,,39054470.05,81016.87,-30575137.41,,11866.9,389660202.91,6502668.95,,3611719.71,,392551152.15,44059340.21,,348491811.94,348491811.94,,318950205.33,,29541606.61,2532722.5,2543353.52,2972903.93,,2972903.93,,,-429550.41,,,,,,,,,-429550.41,,-10631.02,351024534.44,321493558.85,29530975.59,0.32,0.32,定期报告,未审计,20240731,CNY,合并期末,2023-08-08T18:22:02
