报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20230930,,8401966384.11,,,,,,,,,,,286308909.68,117167471.43,8805442765.22,7097436424.37,,,,,,658576851.93,568096466.69,502260003.56,8826369746.55,-20926981.33,,2000000.0,541410.0,27817564.94,,35698991.39,,,66057966.33,2985540423.24,,,,,297768666.22,3283309089.46,-3217251123.13,,6037407146.7,72000000.0,9036177938.68,,798718493.13,15872303578.51,7156624327.0,295344681.57,,722341643.57,8174310652.14,7697992926.37,26651417.4,4486466239.31,2319081464.51,,,,,6805547703.82,定期报告,未审计,20241030,CNY,合并期末,2023-10-30T18:30:03
20230630,,4433746077.34,,,,,,,,,,,193600120.14,70060219.16,4697406416.64,4511418989.23,,,,,,449642476.01,290924977.37,290770140.14,5542756582.75,-845350166.11,,,396585.0,25012501.41,,82663360.93,,,108072447.34,1706607448.63,,,,,75515646.37,1782123095.0,-1674050647.66,,180000.0,180000.0,7460703309.36,,463958512.35,7924841821.71,3973771077.0,197009122.92,,370719825.78,4541500025.7,3383341796.01,34828221.22,898769203.46,2319081464.51,3217850667.97,2319081464.51,,,3217850667.97,定期报告,未审计,20240828,CNY,合并期末,2023-08-28T18:50:03
20230331,,2198277389.09,,,,,,,,,,,123555740.69,41726153.15,2363559282.93,2208704611.52,,,,,,236920117.82,205512724.02,193331996.12,2844469449.48,-480910166.55,,,129375.0,20323073.15,,200000.02,,,20652448.17,693814800.18,,,,,69463746.11,763278546.29,-742626098.12,,,,2961821937.96,,149256031.87,3111077969.83,1422071077.0,83324944.86,,361811455.87,1867207477.73,1243870492.1,55719181.42,76053408.85,2319081464.51,,,,,2395134873.36,定期报告,未审计,20240430,CNY,合并期末,2023-04-24T17:50:03
20221231,,6801275904.86,,,,,,,,,,,513984013.73,177358576.29,7492618494.88,5500683742.51,,,,,,699612904.48,493778700.2,621645499.94,7315720847.13,176897647.75,,900000000.0,6141740.34,10158032.8,,49299089.45,,,965598862.59,8071332385.21,702000000.0,,4500000.0,,56781643.64,8834614028.85,-7869015166.26,,,,8548815246.07,3978000000.0,1659478591.77,14186293837.84,4050788050.0,741173921.59,,1540582744.11,6332544715.7,7853749122.14,55719181.42,217350785.05,2101730679.46,2319081464.51,2101730679.46,,,2319081464.51,定期报告,是,20240327,CNY,合并期末,2023-03-27T18:55:02
20220930,,5556000426.87,,,,,,,,,,,96824370.26,155879423.24,5808704220.37,3366148830.75,,,,,,502750256.06,438184843.15,429231381.79,4736315311.75,1072388908.62,,300000000.0,2200396.03,8910560.01,,24892731.52,,,336003687.56,3990976529.63,704500000.0,,2803965670.84,,56578874.38,7556021074.85,-7220017387.29,,,,5491891470.84,3978000000.0,1145381098.42,10615272569.26,2949994600.0,142003967.6,,1184910480.15,4276909047.75,6338363521.51,67571959.41,258307002.25,2101730679.46,,,,,2360037681.71,定期报告,未审计,20231031,CNY,合并期末,2022-10-27T17:35:05
20220630,,3038800978.84,,,,,,,,,,,67399490.94,123781925.79,3229982395.57,1551673945.49,,,,,,334286062.44,235588722.86,202168255.91,2323716986.7,906265408.87,,200000000.0,1460670.0,4044620.93,,14489983.85,,,219995274.78,2188693239.71,700000000.0,,2803965670.84,,46849962.3,5739508872.85,-5519513598.07,,,,4085382666.84,3978000000.0,466542322.25,8529924989.09,2208375500.0,92732448.31,,496112910.71,2797220859.02,5732704130.07,23638751.01,1143094691.88,2101730679.46,3244825371.34,2101730679.46,,,3244825371.34,定期报告,未审计,20230829,CNY,合并期末,2022-08-25T17:25:03
20220331,,1439899627.73,,,,,,,,,,,34928849.66,82420433.72,1557248911.11,615891923.73,,,,,,171960338.71,167346712.52,40869295.83,996068270.79,561180640.32,,200000000.0,449310.0,1828263.23,,,,,202277573.23,1109291690.2,,,2803965670.84,,28537468.51,3941794829.55,-3739517256.32,,,,3164829200.0,,80777844.62,3245607044.62,550675500.0,44128364.15,,95688533.27,690492397.42,2555114647.2,-2864621.57,-626086590.37,2101730679.46,,,,,1475644089.09,定期报告,未审计,20230425,CNY,合并期末,2022-04-27T16:55:03
20211231,,6537348276.08,,,,,,,,,,,342619295.0,91022670.51,6970990241.59,4871746794.88,,,,,,470096109.6,559917652.96,489500831.78,6391261389.22,579728852.37,,2250000000.0,26327737.84,8928538.57,,79910754.58,,,2365167030.99,3768701734.64,2124350906.3,,,,34674633.39,5927727274.33,-3562560243.34,,2509960996.79,,3541798869.71,,319363076.09,6371122942.59,1375236336.06,413877420.11,,627807055.77,2416920811.94,3954202130.65,-15811990.35,955558749.33,1146171930.13,2101730679.46,1146171930.13,,,2101730679.46,定期报告,是,20230328,CNY,合并期末,2022-03-21T18:50:04
20210930,,3591585177.9,,,,,,,,,,,197912768.86,75748711.99,3865246658.75,3333427352.56,,,,,,314813682.34,480501670.95,636932897.83,4765675603.68,-900428944.93,,2050000000.0,23273837.86,13467268.65,,67161439.65,,,2153902546.16,2980745217.52,2050000000.0,,,,25679856.1,5056425073.62,-2902522527.46,,2509960996.79,,3102378042.43,,784405415.17,6396744454.39,997501414.78,384806224.98,,1164450702.67,2546758342.43,3849986111.96,-4099811.18,42934828.39,1146171930.13,,,,,1189106758.52,定期报告,未审计,20221028,CNY,合并期末,2021-10-20T16:15:03
20210630,,2887893348.03,,,,,,,,,,,157930399.47,34157968.08,3079981715.58,1698762995.28,,,,,,224622530.6,344428646.38,415015587.14,2682829759.4,397151956.18,,2050000000.0,20492482.61,6771658.76,,40985939.59,,,2118250080.96,1898993502.24,2050000000.0,,,,25166299.08,3974159801.32,-1855909720.36,,2509960996.79,,1298907944.79,,459117039.95,4267985981.53,649455977.28,361036874.42,,748526906.5,1759019758.2,2508966223.33,-6274196.59,1043934262.56,1146171930.13,2190106192.69,1146171930.13,,,2190106192.69,定期报告,未审计,20220826,CNY,合并期末,2021-08-09T17:35:03
20210331,,1114840642.9,,,,,,,,,,,31433373.58,14473119.59,1160747136.07,539887323.99,,,,,,106966474.99,222195171.16,152786211.95,1021835182.09,138911953.98,,700000000.0,8042032.81,4380170.26,,30732222.53,,,743154425.6,1131248531.4,1400000000.0,,,,13391262.81,2544639794.21,-1801485368.61,,2499999996.79,,515574315.63,,151052822.55,3166627134.97,598455977.28,15860385.73,,464223533.85,1078539896.86,2088087238.11,3093352.09,428607175.57,1146171930.13,,,,,1574779105.7,定期报告,未审计,20220428,CNY,合并期末,2021-04-28T17:05:04
20201231,,4260896686.12,,,,,,,,,,,150547543.63,42603582.52,4454047812.27,1667088694.33,,,,,,316786736.2,248246780.53,520758281.51,2752880492.57,1701167319.7,,,25655598.2,11614469.66,,125909899.04,,,163179966.9,1950128106.9,468488079.84,,,,118724788.85,2537340975.59,-2374161008.69,,28658000.0,,2772983295.88,1444025000.0,255660791.32,4501327087.2,2330256654.52,244567836.56,,557330065.3,3132154556.38,1369172530.82,-29075003.29,667103838.54,479068091.59,1146171930.13,479068091.59,,,1146171930.13,定期报告,是,20220322,CNY,合并期末,2021-03-29T18:55:03
20200930,,4794393648.61,,,,,,,,,,,127605189.83,32875780.33,4954874618.77,2521536564.37,,,,,,215925151.28,176955654.16,351872047.17,3266289416.98,1688585201.79,,,1399400.0,5262989.68,,1955951081.74,,,1962613471.42,1527002166.63,67917500.0,,,,2965665488.59,4560585155.22,-2597971683.8,,28658000.0,,2730069871.17,1444025000.0,440358476.87,4643111348.04,2488431846.44,65736370.94,,475599542.68,3029767760.06,1613343587.98,-11715160.97,692241945.0,479068091.59,,,,,1171310036.59,定期报告,未审计,20211021,CNY,合并期末,2020-10-27T16:40:03
20200630,,3018678312.23,,,,,,,,,,,80388893.99,20676124.87,3119743331.09,1764193338.39,,,,,,147240587.37,185209539.92,219228583.72,2315872049.4,803871281.69,,,1399400.0,1717801.3,,245018781.29,,,248135982.59,688168600.13,11300000.0,,,,1516140033.76,2215608633.89,-1967472651.3,,,,1783396953.77,1444025000.0,165787352.07,3393209305.84,1631404753.06,53655105.74,,218802494.36,1903862353.16,1489346952.68,4590467.71,330336050.78,479068091.59,809404142.37,479068091.59,,,809404142.37,定期报告,未审计,20210810,CNY,合并期末,2020-08-04T16:20:02
20200331,,1296603528.04,,,,,,,,,,,43454244.04,43489715.66,1383547487.74,998571869.06,,,,,,87655340.88,94679710.27,102868709.6,1283775629.81,99771857.93,,,1210800.0,164435.87,,77538510.6,,,78913746.47,265260104.22,800000.0,,,,178042604.93,444102709.15,-365188962.68,,,,866149945.15,,44887379.7,911037324.85,555110097.11,19555269.42,,75239753.83,649905120.36,261132204.49,4771177.05,486276.79,479068091.59,,,,,479554368.38,定期报告,未审计,20210429,CNY,合并期末,2020-04-19T14:45:03
20191231,,4515888387.61,,,,,,,,,,,133103705.74,89326909.64,4738319002.99,3368644502.93,,,,,,287842958.25,151625868.89,420008980.35,4228122310.42,510196692.57,,,8272192.47,16579973.39,,131264078.45,,,156116244.31,1301734508.16,,,,,102153769.1,1403888277.26,-1247772032.95,,269700000.0,,1954723227.2,,277454484.32,2501877711.52,1291775272.59,229761226.52,,296310722.7,1817847221.81,684030489.71,3862938.18,-49681912.49,528750004.08,479068091.59,528750004.08,,,479068091.59,定期报告,是,20210330,CNY,合并期末,2020-04-19T14:40:03
20190930,,2930594614.89,,,,,,,,,,,100864899.39,95646906.9,3127106421.18,2314290096.84,,,,,,205456921.18,104296075.76,287766693.92,2911809787.7,215296633.48,,,8404473.47,4592156.72,,72404253.35,,,85400883.54,875687601.91,,,,,166402121.82,1042089723.73,-956688840.19,,267000000.0,,1176729568.74,,194451653.98,1638181222.72,784479528.65,158015911.08,,179305746.6,1121801186.33,516380036.39,5247563.18,-219764607.14,528750004.08,,,,,308985396.94,定期报告,未审计,20201028,CNY,合并期末,2020-03-13T14:58:48
20190630,,1749688415.44,,,,,,,,,,,66002247.55,69264075.62,1884954738.61,1375785999.76,,,,,,135759045.23,75129629.38,190457401.88,1777132076.25,107822662.36,,,7004796.25,3159287.46,,50309478.46,,,60473562.17,491130774.59,,,,,69045662.6,560176437.19,-499702875.02,,267000000.0,,701884183.12,,107801794.57,1076685977.69,469747908.22,52400629.0,,148389877.69,670538414.91,406147562.78,508940.04,14776290.16,528750004.08,543526294.24,528750004.08,,,543526294.24,定期报告,未审计,20200805,CNY,合并期末,2020-03-13T14:58:48
20190331,,998015437.96,,,,,,,,,,,11236302.19,15345888.4,1024597628.55,639262054.15,,,,,,70006447.38,29025816.7,80083977.96,818378296.19,206219332.36,,,7543790.47,4799404.5,,73104997.02,,,85448191.99,429255292.61,,,,,82891168.59,512146461.2,-426698269.21,,269700000.0,,401439836.16,,71697629.81,742837465.97,211795706.65,26139764.03,,96125156.54,334060627.22,408776838.75,-4632648.32,183665253.58,528750004.08,,,,,712415257.66,定期报告,未审计,20200420,CNY,合并期末,2020-03-13T14:58:48
20181231,,3304200550.98,,,,,,,,,,,55198126.62,49720199.3,3409118876.9,2325631527.2,,,,,,256273716.64,160534112.01,235770269.3,2978209625.15,430909251.75,,4200000.0,6137288.85,7154807.27,,108900833.79,,,126392929.91,1257129436.89,,,,,172208372.97,1429337809.86,-1302944879.95,,,,1078769050.66,,349496734.24,1428265784.9,584818797.8,79161657.99,,327641933.96,991622389.75,436643395.15,14495046.71,-420897186.34,949647190.42,528750004.08,949647190.42,,,528750004.08,定期报告,是,20200420,CNY,合并期末,2020-03-13T14:58:48
20180930,,2355251659.67,,,,,,,,,,,43679110.08,33718908.31,2432649678.06,1625293279.37,,,,,,190489430.64,129716334.16,163893177.2,2109392221.37,323257456.69,,4200000.0,2275088.92,233602.21,,67612495.44,,,74321186.57,855007627.97,,,,,125406059.59,980413687.56,-906092500.99,,,,881455041.28,,258147229.04,1139602270.32,464693017.89,51694536.02,,226940071.5,743327625.41,396274644.91,19356664.31,-167203735.08,949647190.42,,,,,782443455.34,定期报告,未审计,20191025,CNY,合并期末,2020-03-13T14:58:48
20180630,,1550107031.41,,,,,,,,,,,25736020.11,14423791.26,1590266842.78,1112494002.35,,,,,,127173738.63,90009796.67,93280327.71,1422957865.36,167308977.42,,4200000.0,2275088.92,98338.34,,30456973.74,,,37030401.0,555147304.82,,,,,97388524.45,652535829.27,-615505428.27,,,,777502766.17,,226061646.37,1003564412.54,358181650.0,35588207.07,,159009157.93,552779015.0,450785397.54,4590974.31,7179921.0,949647190.42,956827111.42,949647190.42,,,956827111.42,定期报告,是,20190827,CNY,合并期末,2020-03-13T14:58:48
20180331,,1036806539.65,,,,,,,,,,,9921644.94,7684842.4,1054413026.99,772343311.39,,,,,,64778904.01,45128251.6,45713008.14,927963475.14,126449551.85,,,613956.61,4845.15,,,,,618801.76,349326909.3,,,,,9720651.41,359047560.71,-358428758.95,,,,479974000.0,,108052686.42,588026686.42,164500000.0,22019083.15,,121011636.15,307530719.3,280495967.12,-24144136.18,24372623.84,949647190.42,,,,,974019814.26,定期报告,未审计,20190422,CNY,合并期末,2020-03-13T14:58:48
20171231,,2980689445.35,,,,,,,,,,,43432257.01,29106603.25,3053228305.61,2145563004.04,,,,,,215697044.83,155975947.06,226951220.97,2744187216.9,309041088.71,,50000000.0,3411481.68,2133999.42,,11725000.0,,,67270481.1,553594369.83,30000000.0,,,,12778582.39,596372952.22,-529102471.12,,,,1367207146.03,,198238621.44,1565445767.47,625208440.0,160721412.79,,300029926.01,1085959778.8,479485988.67,-30388983.6,229035622.66,720611567.76,949647190.42,720611567.76,,,949647190.42,定期报告,是,20190322,CNY,合并期末,2020-03-13T14:58:48
20161231,,3391059863.3,,,,,,,,,,,37469306.44,36242116.66,3464771286.4,1794936617.96,,,,,,208519386.58,233516242.75,179827217.77,2416799465.06,1047971821.34,,24000000.0,12528552.97,284022.41,,1688365.11,,,38500940.49,394993717.58,20000000.0,,,,2085454.62,417079172.2,-378578231.71,,3035600.0,,608339250.0,,355103679.91,966478529.91,1218342394.97,282591837.26,,348224040.31,1849158272.54,-882679742.63,11922766.08,-201363386.92,921974954.68,720611567.76,921974954.68,,,720611567.76,招股说明书/意向书,是,20190121,CNY,合并期末,2020-03-13T14:58:48
20151231,,3314527900.58,,,,,,,,,,,45762323.58,22423803.0,3382714027.16,2181224417.57,,,,,,211495823.81,197627243.18,201337744.12,2791685228.68,591028798.48,,,,17876892.83,,18264299.99,,,36141192.82,160734866.94,,,,,8246822.47,168981689.41,-132840496.59,,728415719.4,,1539855875.97,,129397791.5,2397669386.87,1508119696.86,315427024.56,,259255382.73,2082802104.15,314867282.72,7699116.84,780754701.45,141220253.23,921974954.68,141220253.23,,,921974954.68,招股说明书/意向书,是,20190121,CNY,合并期末,2020-03-13T14:58:48
20141231,,2981358769.23,,,,,,,,,,,63885445.78,28635379.28,3073879594.29,1868230249.17,,,,,,210413132.15,152779817.02,232938963.55,2464362161.89,609517432.4,,,,22036133.65,,17545145.23,,,39581278.88,246716784.13,,,,,,246716784.13,-207135505.25,,,,1171577704.58,,262285748.78,1433863453.36,1275172457.72,67092702.9,,566272294.22,1908537454.84,-474674001.48,-661945.39,-72954019.72,214174272.95,,,,,141220253.23,招股说明书(申报稿),是,20170707,CNY,合并期末,2020-03-13T14:58:48
20111231,,2014785868.38,,,,,,,,,,,42370892.88,61165899.81,2118322661.07,1369541429.79,,,,,,132922025.8,183048382.75,114211855.28,1799723693.62,318598967.45,,155000000.0,4353965.0,,,1132900.0,,,160486865.0,917845958.42,,,,,27760000.0,945605958.42,-785119093.42,,,,828518980.0,,42700000.0,871218980.0,236531780.0,150160307.94,,1280000.0,387972087.94,483246892.06,-2079987.87,14646778.22,181735795.8,,,,,196382574.02,其他,是,20120706,CNY,合并期末,2021-05-30T20:05:03
20101231,,1973899053.49,,,,,,,,,,,28283207.42,20555301.43,2022737562.34,1164066572.87,,,,,,88985335.8,102723082.98,87230453.54,1443005445.19,579732117.15,,,,438871.01,,13070000.0,,,13508871.01,626460499.1,155000000.0,,,,,781460499.1,-767951628.09,,365584000.0,,684700000.0,,,1050284000.0,719995000.0,15655054.77,,,735650054.77,314633945.23,-109617.02,126304817.27,55430978.53,,,,,181735795.8,其他,是,20120706,CNY,合并期末,2021-05-30T20:05:03
20091231,,807041133.82,,,,,,,,,,,19169186.93,80598770.16,906809090.91,562077569.83,,,,,,42445658.34,53039135.8,110838028.91,768400392.88,138408698.03,,,1140.39,10090000.0,,612000.0,,,10703140.39,175033613.4,4000000.0,,14400000.0,,,193433613.4,-182730473.01,,12412500.0,,613895000.0,,51950000.0,678257500.0,658600000.0,28327067.21,,,686927067.21,-8669567.21,-1712680.65,-54704022.84,110135001.37,,,,,55430978.53,其他,是,20120706,CNY,合并期末,2021-05-30T20:05:03
