报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2018-09-30,2.90亿,0.13%,2.74亿,-1.46%,22.58亿,4.52%,0.1600,1.98,False,False,0.18,12.84%,26.54%,8.54%,8.15%,False,False,False,False,False,False,False,0.94,48.36%
2018-12-31,4.07亿,-4.50%,3.71亿,-9.13%,30.64亿,2.42%,0.2300,2.04,0.35,1.35,0.24,13.29%,27.12%,12.00%,11.10%,130.01,6.93,51.98,78.04,1.35,1.08,1.07,0.90,47.24%
2019-03-31,1.09亿,10.89%,9734.69万,2.96%,9.32亿,37.08%,0.0600,2.06,0.43,1.30,0.11,11.72%,28.27%,2.87%,2.72%,131.00,1.58,56.88,74.12,1.36,1.07,1.07,0.87,46.58%
2019-06-30,2.61亿,22.80%,2.36亿,16.27%,20.35亿,39.13%,0.1400,2.10,0.43,1.33,0.06,12.85%,28.15%,7.00%,6.38%,140.65,3.44,52.28,88.37,1.28,1.04,1.04,0.97,49.11%
2019-09-30,5.08亿,75.08%,4.77亿,74.34%,33.81亿,49.71%,0.2600,2.24,0.43,1.46,0.11,15.01%,30.17%,12.38%,11.64%,125.29,5.51,49.04,76.25,1.03,0.85,0.85,0.96,48.93%
2019-12-31,7.17亿,76.09%,6.88亿,85.64%,48.07亿,56.89%,0.3700,2.31,0.43,1.53,0.26,14.92%,31.56%,17.00%,15.89%,119.31,7.64,47.10,72.21,1.00,0.83,0.83,1.08,51.95%
2020-03-31,2.15亿,97.01%,2.09亿,114.60%,12.03亿,29.13%,0.1100,2.42,0.43,1.64,0.05,17.88%,39.88%,4.66%,4.55%,151.98,1.32,68.22,83.76,1.02,0.82,0.82,1.02,50.61%
2020-06-30,4.61亿,76.27%,4.52亿,91.79%,24.96亿,22.69%,0.2400,2.56,0.43,1.76,0.41,18.46%,38.14%,10.00%,8.80%,139.34,2.90,62.14,77.20,1.59,1.35,1.35,1.14,53.20%
2020-09-30,8.12亿,59.94%,7.93亿,66.20%,40.17亿,18.81%,0.4200,2.72,0.45,1.94,0.86,20.21%,39.86%,16.49%,14.56%,126.54,4.83,55.87,70.67,1.66,1.43,1.43,1.14,53.25%
2020-12-31,16.29亿,127.09%,16.19亿,135.39%,62.60亿,30.24%,0.8300,3.54,1.00,2.18,0.83,26.02%,46.54%,29.00%,22.51%,123.55,6.95,51.80,71.75,1.67,1.39,1.19,0.70,41.02%
2021-03-31,8.38亿,289.38%,8.31亿,297.65%,20.57亿,70.95%,0.4000,5.03,2.23,2.46,0.06,40.74%,58.24%,8.85%,7.76%,120.63,1.33,67.57,53.07,2.14,1.73,1.38,0.45,30.92%
2021-06-30,12.61亿,173.66%,12.37亿,173.50%,40.28亿,61.37%,0.5900,5.08,2.24,2.51,0.19,31.31%,48.04%,11.95%,11.56%,124.75,2.61,68.92,55.83,1.73,1.38,1.15,0.58,36.58%
2021-09-30,17.17亿,111.50%,16.83亿,112.19%,63.37亿,57.78%,0.8000,5.31,2.25,2.72,-0.42,27.09%,42.09%,16.07%,15.07%,119.44,4.16,64.92,54.52,1.50,0.98,0.87,0.58,36.71%
2021-12-31,21.20亿,30.15%,20.55亿,26.92%,87.13亿,39.18%,0.9900,5.50,2.25,2.89,0.27,24.33%,35.50%,20.00%,17.95%,139.78,4.08,88.26,51.52,1.44,0.92,0.83,0.70,41.19%
2022-03-31,4.37亿,-47.88%,4.20亿,-49.48%,35.09亿,70.61%,0.2000,5.70,2.25,3.09,0.26,12.45%,21.47%,3.63%,3.57%,101.85,1.51,59.43,42.42,1.04,0.80,0.76,0.91,47.66%
2022-06-30,10.03亿,-20.48%,9.75亿,-21.19%,73.04亿,81.34%,0.4700,5.99,2.26,3.35,0.42,13.73%,22.64%,8.09%,7.60%,107.16,2.99,60.10,47.06,1.43,1.19,1.12,1.18,54.10%
2022-09-30,15.04亿,-12.38%,14.69亿,-12.69%,112.15亿,76.96%,0.7000,6.25,2.26,3.59,0.50,13.41%,22.08%,11.79%,10.94%,108.30,4.35,62.05,46.25,1.27,1.01,0.97,1.17,54.02%
2022-12-31,21.23亿,0.13%,20.75亿,0.94%,154.61亿,77.44%,0.9900,6.31,2.27,3.64,0.08,13.73%,22.07%,16.00%,15.13%,115.41,5.16,69.81,45.60,1.18,0.87,0.79,1.31,56.67%
2023-03-31,5.11亿,17.11%,4.98亿,18.76%,53.65亿,52.90%,0.2400,6.54,2.27,3.88,-0.22,9.53%,18.47%,3.58%,3.52%,102.15,1.97,45.72,56.44,1.27,1.00,0.91,1.34,57.26%
2023-06-30,10.85亿,8.19%,10.70亿,9.73%,96.78亿,32.50%,0.5100,6.84,2.27,4.15,-0.39,11.21%,19.12%,7.43%,7.15%,112.50,3.10,58.08,54.42,1.46,1.16,0.96,1.38,57.94%
2023-09-30,19.69亿,30.86%,19.46亿,32.44%,158.85亿,41.64%,0.9000,9.15,4.59,4.16,-0.0089,12.41%,21.23%,12.04%,8.95%,105.03,6.00,45.02,60.01,2.06,1.82,1.63,0.87,46.44%
2023-12-31,27.60亿,30.00%,26.94亿,29.87%,215.24亿,39.21%,1.2400,9.24,4.59,4.25,0.84,12.84%,21.80%,15.49%,12.42%,101.36,7.65,47.03,54.33,1.83,1.55,1.33,0.93,48.14%
2024-03-31,7.60亿,48.57%,7.60亿,52.49%,57.26亿,6.73%,0.3200,9.52,4.59,4.58,0.26,13.25%,21.47%,3.37%,3.32%,96.90,2.55,35.32,61.58,1.97,1.71,1.39,0.89,47.10%
2024-06-30,14.99亿,38.14%,14.80亿,38.37%,106.96亿,10.51%,0.6400,9.35,4.59,4.51,0.74,14.03%,23.78%,6.57%,6.67%,105.78,3.94,45.67,60.11,1.65,1.37,1.16,0.99,49.56%
2024-09-30,12.96亿,-34.18%,12.45亿,-36.02%,146.04亿,-8.06%,0.5500,9.30,4.57,4.44,1.29,8.91%,19.02%,5.80%,5.81%,109.62,5.67,47.59,62.03,1.70,1.38,1.10,0.98,49.28%
2024-12-31,10.07亿,-63.52%,10.15亿,-62.32%,186.83亿,-13.20%,0.4300,9.05,4.57,4.19,2.52,5.44%,15.50%,4.55%,4.64%,103.09,8.46,42.58,60.51,1.60,1.29,1.11,0.97,49.24%
2025-03-31,1.06亿,-86.03%,1.02亿,-86.56%,40.79亿,-28.76%,0.0500,9.06,4.57,4.23,0.07,2.59%,11.72%,0.49%,0.49%,99.74,2.25,39.97,59.77,1.60,1.32,1.11,0.98,49.38%
2025-06-30,2.61亿,-82.58%,2.27亿,-84.64%,77.37亿,-27.66%,0.1100,9.12,4.57,4.30,0.60,3.44%,14.05%,1.20%,1.19%,106.66,3.60,49.95,56.71,1.54,1.20,1.04,0.97,49.19%
2025-09-30,6.38亿,-50.79%,6.26亿,-49.72%,124.64亿,-14.66%,0.2700,9.26,4.57,4.46,0.97,5.21%,15.08%,2.91%,2.87%,102.18,7.20,37.49,64.69,1.85,1.50,1.34,0.88,46.81%
2025-12-31,9.81亿,-2.59%,10.33亿,1.75%,155.67亿,-16.68%,0.4200,9.40,4.57,4.61,1.24,6.38%,16.91%,4.44%,4.36%,106.35,7.46,48.26,58.09,1.57,1.17,1.03,0.88,46.65%
2026-03-31,3814.65万,-64.06%,3017.71万,-70.47%,36.74亿,-9.95%,0.0200,9.40,4.57,4.62,0.13,1.04%,14.44%,0.17%,0.17%,110.66,1.92,46.99,63.67,1.47,1.11,0.91,0.89,46.85%
