报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,3854070239.62,,,400077062.12,,8453723.95,3435620060.96,666499446.51,2769120614.45,1704014538.25,138221763.99,,,,,,,,,,,40250042.17,1546634089.21,,,,159398635.46,1194314850.78,12481055006.51,,,2526000.0,271029150.65,,,,239741174.55,454759336.83,,,,,,,,,3515620224.4,,,,,17214399177.77,,,,,988537833.95,6336460277.29,,,209062576.33,,345067910.29,499701938.38,30076905600.44,42557960606.95,,1326807480.0,,,,,9653000.12,3921492949.2,72523376.73,3848969572.47,,70398350.69,,,67250640.66,186120608.54,59503538.7,136920.0,,,,281708008.9,,,,,,,,,,,,,,2621720678.56,6343979.71,8491495696.38,,5853287107.5,4101519373.29,,,757131559.61,,,119772929.0,,3724515.53,313498400.1,298268175.29,,11447202060.32,19938697756.7,,585720081.75,491720762.47,,,10705773951.33,301856607.47,-178054762.7,93056681.04,293915529.38,,,10833030889.14,,,22523306524.94,95956325.31,22619262850.25,42557960606.95,定期报告,未审计,20260428,CNY,合并期末,2026-04-27T16:42:03
20251231,,4014459672.62,,,480018805.88,,1656645.0,3444920776.97,1016212275.03,2428708501.94,1124553338.33,166206730.04,,,,,,,,,,97757698.58,97757698.58,1735135213.69,,,,140576000.0,1071463305.25,12276748186.36,,,126000.0,290377868.35,,,,187979762.05,461152874.31,,,,,24564656159.26,6557152754.91,18007503404.35,436029032.74,3413645753.55,2822722972.8,590922780.75,17571474371.61,,17571474371.61,,,,,996430940.45,6252537787.15,,,207028579.7,,334258007.22,392654117.66,30107666062.05,42384414248.41,,832480837.67,,,,,6305020.68,4115244455.93,127989845.88,3987254610.05,,44465850.49,,,103319575.09,150676965.96,45223547.09,136920.0,,,147218629.47,192579096.56,,,,,,,,,,,,,,2393385639.52,2805550.04,7841262991.94,,6442996957.67,4065908075.91,,,766355039.78,,,,,3897359.93,321321835.41,331147734.17,,11931627002.87,19772889994.81,,585720058.25,491721254.21,,,10705664290.01,301856607.47,-140237601.82,85214090.18,293915529.38,,,10794884367.54,,,22515025380.28,96498873.32,22611524253.6,42384414248.41,定期报告,是,20260428,CNY,合并期末,2026-03-26T18:48:08
20250930,,3822026986.72,,,542796276.57,,615133.43,4625987209.11,1249072028.84,3376915180.27,1127587112.64,199232323.84,,,,,,,,,,,77730542.04,1206780929.07,,,,142110000.0,773622353.1,12518488866.52,,,,288825155.72,,,,131714961.81,467546411.79,,,,,,,,,3871012672.85,,,,,15936382683.28,,,,,949113587.05,6226180415.1,,,212031129.01,,327874384.14,981311633.09,29391993033.84,41910481900.36,,696008710.32,,,,,686575.02,4214018730.48,274902869.94,3939115860.54,,55449297.76,,,86925777.0,286204635.93,30265896.0,1252100.0,,,,188369729.43,,,,,,,,,,,,,,1251916683.39,3216965.03,6782797104.36,,7384597617.18,4029499966.33,,,766179831.79,,,,,4061760.92,300417046.94,350460606.4,,12835216829.56,19618013933.92,,585720040.5,491721623.01,,,10705009086.95,301856607.47,-110806641.28,79891424.34,293915529.38,,,10451866592.24,,,22195461047.67,97006918.77,22292467966.44,41910481900.36,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T18:16:15
20250630,,4602655257.98,,,180017888.52,,587828.35,3958646872.55,1679035308.03,2279611564.52,1370301634.55,71092934.84,1562500.0,,,,,,,,,81344401.57,82906901.57,1957829297.7,,,,143172000.0,762725535.43,13129936151.49,,,,287125718.91,,,,128111296.46,473939949.27,,,,,22730898566.53,5857034102.01,16873864464.52,454498443.12,3995800903.72,3434580470.22,561220433.5,16419366021.4,,16419366021.4,,,,,965387248.45,6316945045.21,,,237951639.8,,326346241.38,915911535.49,30066885600.09,43196821751.58,,945170905.34,,,,,368994.72,5204246443.08,450834417.83,4753412025.25,,68962251.48,,,90037817.8,145938746.17,16097083.55,1299820.0,,,176419560.05,193816463.6,,,,,,,,,,,,,,1846045620.2,4147129.45,8498734371.84,,7284064786.56,3993089823.7,,,773275911.87,,49078880.79,49078880.79,,4226161.91,277945085.91,367738919.72,,12749419570.46,21248153942.3,,585730034.75,491721745.95,,,10704806791.15,306188427.47,-60170890.24,73708835.18,293915529.38,,,10075404843.91,,,21858928462.61,89739346.67,21948667809.28,43196821751.58,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T18:10:02
20250331,,4837877931.84,,,299129258.31,,798295.74,4104543504.68,1281804115.14,2822739389.54,1760079679.57,238653858.52,,,,,,,,,,,108218405.81,1465451152.54,,,,,716092249.02,13530844336.03,,,143564000.0,325596119.73,,,,119180385.63,480339541.11,,,,,,,,,3538175883.92,,,,,16147053560.95,,,,,965767228.37,6322831446.62,,,241493113.36,,335836563.29,939456229.77,29559294072.75,43090138408.78,,958000000.0,,,,,133309.13,4717786307.44,789809229.73,3927977077.71,,45871491.96,,,69139060.57,186916547.38,44879094.77,1299820.0,,,,206832575.22,,,,,,,,,,,,,,2251064683.54,1764716.57,8437508691.81,,7447810636.24,3955469136.42,,,770928438.22,,,48531183.36,,4388775.92,212240758.2,401110244.44,,12840479172.8,21277987864.61,,585730034.75,491721745.95,,,10702151713.93,308043707.47,-29248293.21,70526661.46,293915529.38,,,9920438395.18,,,21727192079.97,84958464.2,21812150544.17,43090138408.78,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T17:02:10
20241231,,5294894127.46,,,520018576.54,,698070.4,3701471406.02,1106217189.54,2595254216.48,1566522584.04,53328847.76,,,,,,,,,,130072141.34,130072141.34,1732831478.8,,,,,877208803.75,13877046036.11,,,143768000.0,223712827.25,,,,112469977.19,486742160.12,,,,,21880874683.47,5167833693.87,16713040989.6,317580699.72,2941458882.8,2526539678.98,414919203.82,16395460289.88,,16395460289.88,,,,,964173015.24,6325843840.85,,,243549841.55,,326497420.36,879075742.46,29042751997.7,42919798033.81,,1016886467.84,,,,,767714.98,4898265865.84,874305689.59,4023960176.25,,33293546.48,,,105478367.64,189088810.12,36197048.99,1299820.0,,,117585251.18,155082120.17,,,,,,,,,,,,,,2294095101.37,2569993.9,8695527988.34,,7092181287.22,3916928685.43,,,764315904.02,,47989504.57,47989504.57,,4549602.98,207242484.26,406901700.96,,12440109169.44,21135637157.78,,585729891.25,491724696.36,,,10700692654.16,229499392.17,-26317651.97,68241880.14,293915529.38,,,9814310237.19,,,21698797844.34,85363031.69,21784160876.03,42919798033.81,定期报告,是,20260327,CNY,合并期末,2025-03-27T19:00:04
20240930,,5202335142.25,,,332567773.85,,,4295326059.76,1270838399.61,3024487660.15,2577141688.92,213547258.61,,,,,,,,,,,189838724.1,2167736168.07,,,,,493482108.57,15471974924.13,,,,,,,,108131246.0,493135697.6,,,,,,,,,3640248496.21,,,,,15467573487.75,,,,,950637299.26,6376730051.37,,,188050048.34,,300245195.83,1115783048.35,28640534570.71,44112509494.84,,1263045007.52,,,,,,5040456496.65,844991904.62,4195464592.03,,45984998.74,,,85985859.22,168581766.94,35498808.5,1151620.0,,,,185639899.87,,,,,,,,,,,,,,2317471534.93,3809596.98,9110975160.85,,7443248528.66,3877518301.25,,,717137937.7,,,47435788.47,,5399179.16,96041710.33,440062536.08,,12626843981.65,21737819142.5,,585729820.25,491726171.57,,,10697606385.04,229647592.17,-19546079.44,66530258.12,293915529.38,,,10406703250.77,,,22293017743.52,81672608.82,22374690352.34,44112509494.84,定期报告,未审计,20241030,CNY,合并期末,2024-10-29T16:50:03
20240630,,5607129980.23,,,230013187.05,,,5276938920.16,1818806328.71,3458132591.45,2060807380.16,214206735.06,,,,,,,,,,190719713.66,190719713.66,2135251646.63,,,,,387347957.96,16102415520.91,,,,,,,,104112246.89,499529235.08,,,,,20446972980.06,4521138294.34,15925834685.72,121894161.39,2757293905.16,2421696125.6,335597779.56,15803940524.33,,15803940524.33,,,,,894633297.78,6485147542.76,,,141476508.34,,268454431.48,1632641760.6,28587229452.42,44689644973.33,,1317052694.24,,,,,,5566871250.13,777669128.87,4789202121.26,,75317801.83,,,84897298.89,175395485.51,20724271.06,888591018.78,,,141120258.51,1050435548.35,,,,,,,,,,,,,,1490631032.13,7828991.84,9768430102.92,,7261195966.4,3838093106.45,,,665006694.38,,95976999.1,95976999.1,,5325734.05,50682197.81,461758152.77,,12378038850.96,22146468953.88,,587831070.25,491726171.57,,,10804208452.55,325548182.4,-58699890.61,62589519.26,293915529.38,,,10609676668.83,,,22465699338.83,77476680.62,22543176019.45,44689644973.33,定期报告,未审计,20240828,CNY,合并期末,2024-08-27T17:45:04
20240331,,5896681070.94,,,230000000.0,,,5353973288.13,1203728150.21,4150245137.92,2597881249.11,365432866.63,,,,,,,,,,,170195990.66,1527542303.74,,,,,354224553.35,16495931322.56,,,,,,,,103368977.6,505922772.56,,,,,,,,,2311240863.12,,,,,15079701253.87,,,,,844532538.54,6581957934.2,,,107433056.58,,243869495.96,1110278948.55,26888305840.98,43384237163.54,,1657140500.0,,,,,308364.38,5003656254.3,969949355.37,4033706898.93,,54018164.3,,,64400951.45,282476792.7,26809936.01,1371320.0,,,,163407514.16,,,,,,,,,,,,,,1124284741.28,4929202.14,8354622484.71,,7052303085.89,3797631189.46,,,610564855.26,,,94905940.52,,5243505.93,53579108.06,464594819.3,,12078822504.42,20433444989.13,,587831070.25,491726171.57,,,10801171851.67,97302225.98,-15531334.89,56236848.91,293915529.38,,,10758154734.99,,,22876202645.9,74589528.51,22950792174.41,43384237163.54,定期报告,未审计,20240430,CNY,合并期末,2024-04-29T17:30:14
20231231,,6616387667.8,,,230000000.0,,623194.84,5278939965.25,1593420392.78,3685519572.47,2006375691.99,334679147.36,,,,,,,,,,110981841.18,110981841.18,2001439456.08,,,,,253544780.77,16832971745.27,,,,,,,,100912760.44,512316310.04,,,,,18991819424.68,3835912573.47,15155906851.21,41000974.01,1755993807.38,1615861970.66,140131836.72,15114905877.2,,15114905877.2,,,,,772995833.34,3279561250.53,,,80715862.63,,219705261.03,4311919275.66,26149026238.25,42981997983.52,,1913771731.03,,,,,1756309.49,5434409867.57,914048358.15,4520361509.42,,129107796.79,,,105339978.73,200138915.37,30801288.06,1371320.0,,,102636299.84,134808907.9,,,,,,,,,,,,,,1253366988.69,12279287.63,9184979783.2,,6655130751.81,3755915215.98,,,538240698.05,,93846651.81,93846651.81,,5098771.16,56476018.31,401399642.04,,11506107749.16,20691087532.36,,587831058.75,491726417.43,,,10798133395.26,15986520.0,11349243.83,49829227.15,293915529.38,,,9998276039.62,,,22215074391.42,75836059.74,22290910451.16,42981997983.52,定期报告,是,20250328,CNY,合并期末,2024-03-26T17:45:03
