报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,7324168290.91,,,,,,,,,,,110692469.12,53681175.97,7488541936.0,5372432199.49,,,,,,1016823028.72,41796718.34,115885831.79,6546937778.34,941604157.66,,3072791.33,5575595.61,0.0,,115176699.12,,,123825086.06,2466812032.12,50000000.0,,,,194868187.98,2711680220.1,-2587855134.04,,,,3721077311.28,200000000.0,50000000.0,3971077311.28,2488898608.97,132482402.76,,100570356.16,2721951367.89,1249125943.39,-41332538.87,-438457571.86,4947342977.36,,,,,4508885405.5,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:50:09
20251231,,29137699814.82,,,,,,,,,,,437618710.99,559191998.75,30134510524.56,19203181880.33,,,,,,3326277309.01,163780634.35,475568781.86,23168808605.55,6965701919.01,,23191125.67,43781069.54,47204054.7,0.0,412509245.85,,,526685495.76,6211123335.62,1417999997.6,,121536478.25,,464946597.34,8215606408.81,-7688920913.05,,0.0,0.0,14152234337.98,,715704557.38,14867938895.36,11213685301.42,598419922.8,,1109910843.1,12922016067.32,1945922828.04,-51284824.75,1171419009.25,3775923968.11,4947342977.36,3775923968.11,,,4947342977.36,定期报告,是,20260417,CNY,合并期末,2026-04-16T19:50:27
20250930,,21700458048.92,,,,,,,,,,,286343034.27,176309395.28,22163110478.47,13847690527.92,,,,,,2451389850.59,121551298.08,276226013.73,16696857690.32,5466252788.15,,20170367.21,23522707.22,12635603.15,,370214144.4,,,426542821.98,4437083025.75,1397999997.6,,121536478.25,,440695368.92,6397314870.52,-5970772048.54,,,,10568952806.14,,444520000.0,11013472806.14,7938889758.37,461309277.04,,655222309.43,9055421344.84,1958051461.3,-13656932.97,1439875267.94,3775923968.11,,,,,5215799236.05,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T19:20:23
20250630,,12900443088.33,,,,,,,,,,,195615134.39,89347951.18,13185406173.9,8823365874.99,,,,,,1618752501.92,84132981.35,178972304.38,10705223662.64,2480182511.26,,16346045.87,22904411.15,2707078.64,,289440000.0,,,331397535.66,3049298681.84,1393000000.0,,,,193434375.0,4635733056.84,-4304335521.18,,0.0,,7355097797.1,,224520000.0,7579617797.1,4808067348.49,322830508.33,,190790333.9,5321688190.72,2257929606.38,194802.17,433971398.63,3775923968.11,4209895366.74,3775923968.11,,,4209895366.74,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:40:05
20250331,,6859687497.03,,,,,,,,,,,109392438.63,35698360.12,7004778295.78,4636787882.92,,,,,,799790233.4,24921846.12,84982439.62,5546482402.06,1458295893.72,,6445055.77,0.0,2144578.64,,178196420.76,,,186786055.17,1223216889.92,1393000000.0,,,,96830000.0,2713046889.92,-2526260834.75,,0.0,,3357900494.85,,104894185.94,3462794680.79,2141230245.21,119784253.56,,8774629.67,2269789128.44,1193005552.35,3274207.8,128314819.12,3775923968.11,,,,,3904238787.23,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T16:50:15
20241231,,22214685774.96,,,,,,,,,,,592200943.68,421178424.43,23228065143.07,16039300576.7,,,,,,2767585987.51,74942578.6,469026342.03,19350855484.84,3877209658.23,,16604747.11,7790783.15,47114815.75,49620000.0,610524164.23,,,731654510.24,4553566895.98,580450000.0,,0.0,,883627757.0,6017644652.98,-5285990142.74,,139543893.13,124082673.2,11311478864.98,,1193430386.28,12644453144.39,10980281219.39,540122413.92,,283551431.59,11803955064.9,840498079.49,56866934.62,-511415470.4,4287339438.51,3775923968.11,4287339438.51,,,3775923968.11,定期报告,是,20260417,CNY,合并期末,2025-04-11T19:26:03
20240930,,16121379864.07,,,,,,,,,,,533647829.83,302466748.99,16957494442.89,11645612933.38,,,,,,1898861625.25,56805028.74,278901049.95,13880180637.32,3077313805.57,,25342447.08,72267.22,27589730.67,,544594203.86,,,597598648.83,3199559160.74,100450000.0,,,,754797818.0,4054806978.74,-3457208329.91,,139543893.13,124082673.2,9378797805.38,,432030386.28,9950372084.79,8398150533.81,406045305.43,0.0,228282111.3,9032477950.54,917894134.25,7418904.93,545418514.84,4287339438.51,,,,,4832757953.35,定期报告,未审计,20251028,CNY,合并期末,2024-10-29T18:35:43
20240630,,10304324853.13,,,,,,,,,,,470032155.23,201663117.26,10976020125.62,7665760775.07,,,,,,1270311772.96,38896377.07,156595547.62,9131564472.72,1844455652.9,,48158.81,72267.22,25132117.82,,363153360.49,,,388405904.34,1975222555.91,0.0,,,,461342757.0,2436565312.91,-2048159408.57,,15461219.93,,5523329768.95,,1266218.85,5540057207.73,4905131140.35,284931496.34,,222748120.0,5412810756.69,127246451.04,20450206.35,-56007098.28,4287339438.51,4231332340.23,4287339438.51,,,4231332340.23,定期报告,未审计,20250829,CNY,合并期末,2024-08-28T16:10:16
20240331,,4890678767.1,,,,,,,,,,,309290849.75,67719448.35,5267689065.2,3750359463.55,,,,,,634087061.86,21718743.24,71235197.57,4477400466.22,790288598.98,,0.0,72267.22,17431076.35,,282354535.63,,,299857879.2,892844357.88,0.0,,,,350970000.0,1243814357.88,-943956478.68,,6604960.14,,3809953527.66,,426754.39,3816985242.19,3356194385.23,129071639.56,,222748120.0,3708014144.79,108971097.4,4257460.04,-40439322.26,4287339438.51,,,,,4246900116.25,定期报告,未审计,20250430,CNY,合并期末,2024-04-26T18:55:05
20231231,,23151896958.81,,,,,,,,,,,269201661.8,788065214.47,24209163835.08,16797854571.32,,,,,,2334541591.07,136548082.78,647567414.63,19916511659.8,4292652175.28,,80586681.05,88374154.89,162989245.15,,3284067084.37,,,3616017165.46,5124934069.6,140000000.0,,,,3218934745.65,8483868815.25,-4867851649.79,,61960745.46,,11723005601.73,,20109693.0,11805076040.19,9826024969.45,723267294.02,,395047397.32,10944339660.79,860736379.4,-123530369.09,162006535.8,4125332902.71,4287339438.51,4125332902.71,,,4287339438.51,定期报告,是,20250412,CNY,合并期末,2024-04-12T20:25:04
