代码,名称,送转股份-送转总比例,送转股份-送转比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
002156,通富微电,,,,0.81,0.001132550336,0.8,10.209427227992,6.235521046125,2.763870205911,79.859675796976,1517596912,2026-04-17,2026-05-27,2026-05-28,实施分配,2026-05-21
