报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2004-12-31,3776.00万,False,3697.23万,False,5.84亿,False,0.2600,1.52,0.11,0.36,1.21,6.43%,16.26%,18.53%,17.04%,162.90,4.29,84.00,78.90,0.58,0.38,0.38,3.35,76.95%
2005-12-31,4995.96万,32.31%,4908.06万,32.75%,7.80亿,33.66%,0.3400,1.87,0.13,0.62,1.52,6.43%,17.26%,20.35%,18.42%,124.83,6.08,59.23,65.60,0.60,0.45,0.45,3.61,78.24%
2006-06-30,4157.93万,False,4151.09万,False,4.63亿,False,0.2900,False,False,False,0.09,8.97%,19.43%,False,13.50%,False,False,False,False,False,False,False,False,False
2006-09-30,6822.95万,False,False,False,7.55亿,False,0.4700,False,False,False,False,9.02%,19.35%,False,False,False,False,False,False,False,False,False,False,False
2006-12-31,8922.31万,78.59%,8988.76万,83.14%,10.27亿,31.54%,0.4500,1.78,0.10,0.56,1.16,8.70%,19.80%,28.87%,25.07%,110.58,7.85,45.88,64.69,0.58,0.44,0.44,3.04,75.23%
2007-03-31,937.29万,False,False,False,2.19亿,False,0.0500,False,False,False,False,4.28%,15.71%,False,False,False,False,False,False,False,False,False,False,False
2007-06-30,2964.81万,-28.70%,2777.95万,-33.08%,4.81亿,3.91%,0.1500,1.93,0.10,0.71,0.54,6.16%,15.51%,7.99%,7.70%,127.12,3.82,47.15,79.97,0.70,0.55,0.55,2.78,73.53%
2007-09-30,5195.53万,-23.85%,5015.12万,False,8.04亿,6.41%,0.2500,3.62,1.95,0.57,0.63,6.46%,16.22%,False,5.38%,125.39,5.92,45.59,79.80,1.35,1.17,1.17,1.10,52.35%
2007-12-31,7565.17万,-15.21%,6713.32万,-25.31%,11.24亿,9.51%,0.3400,3.69,1.94,0.63,1.41,6.73%,16.09%,13.18%,7.67%,117.98,8.01,44.97,73.02,1.05,0.91,0.91,1.10,52.49%
2008-03-31,966.08万,3.07%,966.08万,False,2.93亿,33.53%,0.0400,3.73,1.94,0.67,0.12,3.30%,13.39%,False,0.97%,116.74,1.99,45.24,71.50,1.01,0.87,0.87,1.11,52.59%
2008-06-30,2722.73万,-8.16%,2631.80万,-5.26%,6.15亿,27.80%,0.0780,3.70,1.94,0.63,0.42,4.43%,14.93%,2.76%,2.76%,114.12,4.03,44.63,69.49,1.11,0.94,0.94,1.10,52.33%
2008-09-30,4162.34万,-19.89%,4171.42万,-16.82%,9.54亿,18.73%,0.1200,3.75,1.94,0.69,0.57,4.36%,15.40%,0.0000%,4.16%,115.89,6.11,44.17,71.72,1.02,0.85,0.85,0.97,49.30%
2008-12-31,4452.03万,-41.15%,4441.88万,-33.83%,11.89亿,5.78%,0.1300,3.77,1.94,0.68,0.87,3.74%,14.91%,4.49%,4.43%,111.70,7.85,45.85,65.85,1.18,0.95,0.95,0.86,46.36%
