报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
1995-12-31,1.01亿,False,False,False,10.50亿,False,False,False,False,False,False,9.12%,25.37%,False,False,False,False,False,False,False,False,False,False,False
1996-12-31,1.04亿,2.17%,False,False,11.58亿,10.24%,False,1.17,False,False,False,9.03%,22.74%,False,38.32%,69.84,7.74,46.50,23.34,1.18,0.69,1.02,2.38,69.66%
1997-12-31,1.13亿,8.68%,False,False,11.14亿,-3.72%,False,1.39,False,False,False,10.52%,24.17%,False,39.20%,75.43,7.14,50.43,25.00,0.97,0.51,0.52,2.27,68.35%
1998-03-31,3175.15万,False,False,False,2.83亿,False,False,1.41,False,0.12,False,11.89%,23.14%,False,9.95%,79.86,2.01,44.84,35.02,1.15,0.77,1.40,2.01,65.63%
1998-06-30,6259.41万,False,False,False,5.36亿,False,False,2.74,1.53,0.19,False,12.50%,22.94%,False,7.37%,83.63,3.73,48.22,35.42,2.61,2.17,2.19,0.54,34.47%
1998-12-31,9570.88万,-14.99%,False,False,10.25亿,-8.00%,0.3800,2.76,1.53,0.18,0.32,10.58%,21.96%,17.89%,11.95%,93.11,6.00,59.96,33.15,1.51,1.08,1.11,0.54,34.47%
1999-06-30,6407.21万,2.36%,False,False,6.03亿,12.52%,False,2.70,1.30,0.35,False,11.40%,22.37%,False,6.96%,49.53,3.63,49.53,False,1.54,1.12,1.18,0.50,32.72%
1999-12-31,1.13亿,18.15%,1.08亿,False,11.22亿,9.41%,0.3470,2.82,1.30,0.43,0.96,10.55%,22.63%,False,11.75%,60.80,5.92,60.80,False,1.22,0.81,0.86,0.52,33.53%
2000-06-30,7139.74万,11.43%,7074.73万,False,6.61亿,9.71%,False,3.03,1.30,0.64,0.26,10.69%,27.48%,False,6.91%,53.55,3.36,53.55,False,1.40,1.00,1.09,0.68,40.12%
2000-12-31,1.19亿,5.20%,1.16亿,7.19%,12.35亿,10.12%,0.3210,2.87,1.30,0.43,0.90,8.95%,26.26%,False,11.20%,57.15,6.30,57.15,False,1.00,0.70,0.74,0.89,46.38%
2001-06-30,7305.01万,2.31%,7185.00万,1.56%,6.42亿,-2.88%,0.2140,2.99,1.28,0.66,0.40,11.14%,26.02%,7.40%,7.16%,81.10,3.48,51.68,29.43,0.85,0.58,0.82,1.02,49.88%
2001-09-30,9206.59万,False,False,False,9.69亿,False,False,False,False,False,False,9.50%,False,False,False,False,False,False,False,1.15,1.15,0.0000,0.75,42.52%
2001-12-31,1.05亿,-11.56%,9914.43万,-14.18%,12.68亿,2.61%,0.3000,3.56,1.95,0.52,0.69,8.32%,24.04%,9.50%,7.97%,79.04,6.31,57.02,22.02,1.05,0.74,1.02,0.79,43.89%
2002-03-31,1272.35万,False,False,False,3.42亿,False,False,3.56,1.95,0.56,False,3.74%,19.24%,False,0.96%,78.62,1.66,54.31,24.31,1.02,0.72,0.98,0.78,43.57%
