代码,名称,送转股份-送转总比例,送转股份-送转比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
300748,金力永磁,,,,2.2,0.005912389143,0.52,5.368648818892,3.023978345166,1.222514608712,142.440587721192,1375589297,2026-03-26,2026-05-11,2026-05-12,实施分配,2026-05-01
