报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2013-12-31,2656.70万,False,2472.33万,False,6.03亿,False,0.2400,2.50,0.41,0.68,0.08,3.96%,17.98%,8.44%,False,215.72,3.72,96.76,118.95,1.17,0.82,0.82,1.67,62.83%
2014-12-31,4825.38万,81.63%,1067.77万,-56.81%,6.31亿,4.76%,0.4300,2.21,0.40,0.34,0.60,7.35%,16.39%,16.14%,False,251.00,2.74,131.38,119.62,1.40,0.73,0.73,2.48,71.64%
2015-03-31,1534.13万,False,False,False,1.81亿,False,False,False,False,False,False,8.29%,20.70%,6.17%,False,False,False,False,False,False,False,False,False,False
2015-06-30,5460.66万,False,3909.27万,False,4.06亿,False,0.3600,1.87,0.76,0.10,0.28,13.34%,25.67%,20.02%,False,261.67,1.22,148.08,113.59,1.31,0.78,0.78,2.23,69.36%
2015-12-31,1.03亿,114.08%,7024.80万,557.89%,8.34亿,32.14%,0.3400,1.10,1.07,0.32,0.32,12.29%,24.21%,34.34%,25.24%,146.84,2.45,146.84,False,1.54,0.96,0.96,1.42,58.91%
2016-03-31,3031.53万,97.61%,False,False,2.32亿,28.15%,0.1800,2.64,1.07,0.52,False,12.99%,19.69%,7.15%,False,254.36,0.71,127.05,127.32,1.41,0.91,0.91,1.38,58.31%
2016-06-30,6331.13万,15.94%,5444.25万,39.27%,4.20亿,3.23%,0.1900,2.85,1.27,0.50,False,15.06%,23.98%,13.32%,False,277.58,1.04,173.63,103.95,1.61,0.82,0.82,1.09,52.36%
2016-12-31,6875.80万,-33.44%,7928.36万,12.86%,8.06亿,-3.32%,0.2000,1.91,2.28,0.42,-0.29,8.53%,24.38%,13.80%,9.69%,274.65,2.17,165.64,109.01,2.26,1.51,1.51,0.71,41.67%
2017-06-30,6706.76万,5.93%,False,False,3.78亿,-9.90%,0.1800,False,0.64,0.32,-0.06,17.73%,29.58%,9.21%,8.97%,359.47,0.83,216.09,143.38,2.21,1.36,1.36,0.68,40.67%
2017-09-30,9853.46万,False,False,False,6.33亿,False,0.2650,False,False,False,-0.08,15.54%,30.12%,False,False,False,False,False,False,False,False,False,False,False
2017-12-31,1.39亿,102.69%,9697.04万,22.31%,9.12亿,13.16%,0.3700,2.20,0.64,0.47,0.27,15.24%,28.87%,18.40%,17.02%,298.48,1.99,180.81,117.66,2.38,1.58,1.58,0.76,43.37%
