报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
1997-12-31,4929.54万,False,False,False,9.18亿,False,False,1.93,0.02,0.25,False,5.37%,20.46%,False,17.08%,109.75,3.28,109.75,False,0.77,0.16,0.16,1.31,56.78%
1998-12-31,4482.64万,-9.07%,False,False,8.20亿,-10.61%,False,1.76,0.0100,0.03,False,5.46%,20.25%,False,14.20%,119.26,3.02,119.26,False,0.78,0.15,0.15,1.04,50.94%
1999-06-30,1743.64万,False,False,False,3.85亿,False,False,False,False,False,False,4.53%,20.13%,False,False,False,False,False,False,False,False,False,False,False
1999-12-31,3504.95万,-21.81%,False,False,7.77亿,-5.14%,False,1.86,0.0100,0.09,0.34,4.50%,20.13%,False,10.53%,135.95,2.65,135.95,False,0.76,0.11,0.11,1.18,54.21%
2000-06-30,2115.56万,21.33%,2115.56万,False,4.71亿,22.17%,False,1.97,0.0100,0.21,0.06,4.50%,19.10%,False,5.98%,116.13,1.55,116.13,False,0.72,0.12,0.12,1.10,52.43%
2000-12-31,3790.44万,8.15%,3748.94万,False,9.46亿,21.73%,False,2.44,0.75,0.11,0.44,4.01%,18.46%,8.42%,6.49%,121.70,2.96,121.70,False,1.35,0.70,0.70,0.71,41.42%
2001-06-30,2098.78万,-0.79%,2070.98万,-2.11%,5.27亿,12.04%,0.0880,2.53,0.75,0.19,-0.02,3.99%,20.26%,3.53%,3.47%,105.92,1.71,105.40,0.52,1.53,0.80,0.80,0.54,34.98%
2001-12-31,3835.57万,1.19%,3652.99万,-2.56%,9.80亿,3.57%,0.1603,2.50,0.75,0.14,0.10,3.92%,20.56%,6.36%,6.41%,69.85,5.17,69.65,0.20,2.15,1.87,1.87,0.26,20.66%
2002-03-31,1143.80万,False,False,False,2.63亿,False,False,2.55,0.75,0.19,False,4.34%,False,False,1.88%,16.20,5.63,15.97,0.23,1.79,1.58,1.58,0.31,23.44%
2002-06-30,1948.57万,-7.16%,1877.22万,-9.36%,4.52亿,-14.20%,False,2.58,0.75,0.22,0.16,4.32%,22.81%,False,3.15%,20.74,8.77,20.53,0.21,1.99,1.70,1.70,0.27,20.98%
2002-09-30,2407.71万,False,2314.41万,False,6.54亿,False,False,2.60,0.75,0.24,False,3.69%,False,False,3.87%,18.61,14.70,18.37,0.25,2.02,1.80,1.80,0.27,21.10%
2002-12-31,4033.06万,5.15%,3453.26万,-5.47%,9.04亿,-7.66%,0.1600,2.56,0.75,0.18,0.44,4.25%,21.82%,6.20%,6.25%,17.26,21.05,17.10,0.15,1.82,1.67,1.67,0.32,24.02%
2003-03-31,1179.71万,3.14%,False,False,2.71亿,2.81%,False,2.61,0.75,0.23,-0.02,4.36%,20.58%,False,1.89%,13.52,6.68,13.47,0.06,1.92,1.71,1.71,0.30,22.98%
2003-06-30,2074.01万,6.44%,2058.45万,9.65%,4.76亿,5.24%,False,2.65,0.75,0.26,0.04,4.37%,20.37%,False,3.27%,19.30,9.39,19.17,0.13,1.95,1.63,1.63,0.28,22.00%
2003-09-30,2687.65万,11.63%,2656.74万,14.79%,6.95亿,6.33%,False,2.68,0.75,0.29,0.28,3.87%,20.01%,False,4.20%,16.98,15.97,16.91,0.07,1.92,1.72,1.72,0.34,25.16%
2003-12-31,4212.03万,4.44%,3819.65万,10.61%,10.06亿,11.23%,0.1700,2.74,0.75,0.33,0.63,4.00%,False,6.38%,6.25%,25.79,14.01,25.70,0.10,1.58,1.30,1.30,0.51,33.68%
2004-03-31,1392.80万,18.06%,1392.07万,False,3.31亿,22.19%,False,2.80,0.75,0.39,0.02,4.13%,19.91%,False,2.08%,28.82,3.14,28.65,0.17,1.67,1.40,1.40,0.46,31.51%
2004-06-30,2625.69万,26.60%,2628.66万,27.70%,5.80亿,21.82%,0.1097,2.74,0.75,0.33,0.03,4.28%,20.05%,3.95%,4.00%,31.63,5.71,31.52,0.11,1.62,1.38,1.37,0.47,32.08%
2004-09-30,3525.46万,31.17%,3512.41万,32.21%,8.37亿,20.40%,False,2.78,0.75,0.37,0.41,3.86%,19.68%,False,5.30%,33.10,8.29,32.55,0.55,1.55,1.34,1.35,0.55,35.54%
