代码,名称,送转股份-送转总比例,送转股份-送转比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
000987,越秀资本,,,,1.3,0.016624040921,0.699,6.384116884811,2.432916375185,2.550948858346,53.416827470014,5017132462,2026-04-09,2026-06-30,2026-07-01,实施分配,2026-06-25
