报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,5286269512.09,,,418603998.11,,,,,704791355.65,,,,7556635918.68,13966300784.53,8147816230.61,,,,213914688.35,,300142331.49,187489058.4,1210489001.85,10059851310.7,3906449473.83,,2774154662.22,1463745905.48,1260.0,,,,,4237901827.7,57142973.76,2786567563.71,,,,,2843710537.47,1394191290.23,,,,13126476602.16,6642812849.3,3210000000.0,22979289451.46,18519245945.98,809286003.72,11785096.92,3724334614.83,23052866564.53,-73577113.07,2336363.43,5229400014.42,15745171143.81,,,,,20974571158.23,定期报告,未审计,20260430,CNY,合并期末,2026-04-29T19:14:07
20251231,,25646844036.16,,,-3235646859.91,,,,,2942211083.82,,,3099781.72,30943840008.49,56300348050.28,44370974679.54,,,,1083511294.21,,764624944.85,1295833814.43,2649839632.4,50164784365.43,6135563684.85,,11972781101.01,1836595317.08,59820.0,,12940548.09,,,13822376786.18,4854061628.32,17182260756.22,,,,8930.82,22036331315.36,-8213954529.18,,1914255938.3,1914255938.3,29792711198.2,27211821228.44,6057694205.24,64976482570.18,54896853554.88,4395610984.39,161235935.61,5502535353.49,64794999892.76,181482677.42,-3689307.77,-1900597474.68,17645768618.49,15745171143.81,17645768618.49,,,15745171143.81,定期报告,是,20260409,CNY,合并期末,2026-04-08T20:12:05
20250930,,15910157170.88,,,-3717350913.55,,,,,2258354380.34,,,2874622.48,22458488703.48,36912523963.63,26898772373.17,,,,849629071.26,,610043951.35,1050645287.23,2683646089.97,32092736772.98,4819787190.65,,9470081753.23,1377561354.16,59410.0,-8928.17,12005597.58,,,10859699186.8,4621534026.64,11931189134.47,,,,,16552723161.11,-5693023974.31,,598440000.0,598440000.0,26419420063.76,20743356872.27,2922567488.87,50683784424.9,43972494059.61,3468913568.76,141940407.35,3555562470.95,50996970099.32,-313185674.42,-7047160.15,-1193469618.23,17645768618.49,,,,,16452299000.26,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T16:54:17
20250630,,10482004586.98,,,-2832500535.05,,,,,1869686753.49,,,,14458249202.6,23977440008.02,16057713719.06,,,,576788339.84,,415492678.99,727162517.62,1896725348.46,19673882603.97,4303557404.05,,6490284915.52,515457831.0,32800.0,,,,,7005775546.52,4596946741.44,10626576393.47,,,,,15223523134.91,-8217747588.39,,598440000.0,598440000.0,22733347346.66,14869103872.27,2825248219.8,41026139438.73,32829936621.35,1797471848.37,87971681.57,3327896888.19,37955305357.91,3070834080.82,-12629481.72,-855985585.24,17645768618.49,16789783033.25,17645768618.49,,,16789783033.25,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T17:46:12
20250331,,4976048228.03,,,-2096383020.14,,,,,1027516091.71,,,,8066931848.08,11974113147.68,6025544356.48,,,,278591051.99,,270695803.98,323367890.35,2184468685.14,9082667787.94,2891445359.74,,4650112002.99,165302887.96,,,,,,4815414890.95,3000657144.65,7859387164.9,,,,,10860044309.55,-6044629418.6,,598440000.0,598440000.0,12134475680.41,8339398872.27,2191136205.53,23263450758.21,16807229315.12,805471792.2,18242179.67,2709451471.61,20322152578.93,2941298179.28,-10880997.72,-222766877.3,17645768618.49,,,,,17423001741.19,定期报告,未审计,20260430,CNY,合并期末,2025-04-29T20:56:07
20241231,,21690355988.88,,,1740080323.37,,,,,4071059130.14,,,167726484.3,33887388095.55,61556610022.24,39280401033.64,,,,1346603621.66,,825782080.56,1010467530.75,2651617942.38,45114872208.99,16441737813.25,,14682425242.72,1450030383.78,76795057.44,,9161846.18,,,16218412530.12,25322115386.86,16395827243.83,,,,221439237.85,41939381868.54,-25720969338.42,,3056504293.54,1857704293.54,32237409064.1,36738189402.79,12983501781.79,85015604542.22,54640849293.1,4374948122.42,453633374.26,17353815450.56,76369612866.08,8645991676.14,-16869676.31,-650109525.34,18295878143.83,17645768618.49,18295878143.83,,,17645768618.49,定期报告,是,20260409,CNY,合并期末,2025-04-02T20:10:09
20240930,,13360306528.86,,,3869625907.97,,,,,3184606788.54,,,6140490.33,25892729484.0,46313409199.7,29255960189.71,,,,1000164598.13,,653155466.76,690957716.26,1334600573.66,32934838544.52,13378570655.18,,8478162361.37,784811841.09,16612.0,,,,,9262990814.46,19121056769.11,11004306443.14,,250162030.87,,,30375525243.12,-21112534428.66,,1116704293.54,1116704293.54,23432717480.68,30584417509.19,8118567991.53,63252407274.94,41362751729.5,3615699032.53,263093623.43,12149536155.35,57127986917.38,6124420357.56,-14791629.42,-1624335045.34,18295878143.83,,,,,16671543098.49,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T20:20:05
20240630,,8260140534.58,,,1685579513.44,,,,,2152531055.92,,,,17616293136.5,29714544240.44,20977764242.4,,,,683721852.52,,445649533.73,439043004.48,1133287321.37,23679465954.5,6035078285.94,,5160796613.27,104037338.38,16612.0,,,,,5264850563.65,9845590602.01,7618095127.02,,83536717.47,,,17547222446.5,-12282371882.85,,1091116352.71,1091116352.71,16218211329.21,19398500888.27,6471009868.46,43178838438.65,26096806710.2,2680425102.4,175577681.69,8916431503.63,37693663316.23,5485175122.42,-7746482.13,-769864956.62,18295878143.83,17526013187.21,18295878143.83,,,17526013187.21,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T19:40:07
20240331,,7212933235.74,,,2903707606.65,,,,,695362636.05,,,,8195819209.08,19007822687.52,14944058799.88,,,,318172220.53,,307476621.04,174518809.92,1252862942.81,16997089394.18,2010733293.34,,1520726495.26,43295019.03,16612.0,,,,,1564038126.29,3800322553.11,1906440736.7,,43370438.97,,,5750133728.78,-4186095602.49,,,,9738439202.81,8807659617.46,3045802085.52,21591900905.79,13007255904.04,773064516.51,14943.88,4639874144.69,18420194565.24,3171706340.55,-494442.88,995849588.52,18295878143.83,,,,,19291727732.35,定期报告,未审计,20250430,CNY,合并期末,2024-04-29T21:45:05
20231231,,20075261157.25,,,5877749580.77,,,,,5066951907.57,,,19157930.86,31118435844.45,62157556420.9,42510380122.49,,,,1348285655.43,,869967617.78,1172778437.5,2869752300.07,48771164133.27,13386392287.63,,8427538575.55,1382326338.32,84200.0,,,,,9809949113.87,9980398978.51,11555342622.94,,336777257.45,,,21872518858.9,-12062569745.03,,338915509.79,338915509.79,33671091278.53,35634341993.24,6979169430.36,76623518211.92,63442425256.85,4210074837.61,288700821.98,7501827593.0,75154327687.46,1469190524.46,-33442206.91,2759570860.15,15536307283.68,18295878143.83,15536307283.68,,,18295878143.83,定期报告,是,20250403,CNY,合并期末,2024-03-27T21:05:06
