报告日,经营活动产生的现金流量,处置交易性金融资产净增加额,处置可供出售金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,拆出资金净减少额,融出资金净减少额,卖出回购金融资产收到的现金,证券投资收到的现金,买入返售金融资产收到的现金,代理买卖业务的现金净增加额,代理兑付证券净增加额,代理承销证券收到的现金净额,保证金现金流入,收到的资产管理业务,销售商品、提供劳务收到的现金,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,处置交易性金融资产的净减少额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,偿还拆入资金支付的现金,拆出资金净增加额,融出资金净增加额,回购金融资产支付的现金,买入返售金融资产支付的现金,证券投资支付的现金,代理买卖证券净减少额,代兑付债券支付的现金净额,保证金现金流出,为交易目的而持有的金融资产净增加额,以现金支付的营业费用,购买商品、接受劳务支付的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,处置固定资产、无形资产及其他长期资产收回的现金净额,处置子公司和其他营业单位收到的现金,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,吸收权益性投资所收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物,数据源,是否审计,公告日期,币种,类型,更新日期
20110930,,-3528499439.35,,8683057374.02,-64469679.52,,,5424521063.74,,,-26440389514.11,,81433650.92,,,,,544321110.21,-15300025434.09,,,1079923491.32,,,,,,,,,,,,,5348306834.01,3768153953.37,3343350576.46,13539734855.16,-28839760289.25,,7191074418.74,285497499.4,,,1640885.44,7478212803.58,2238200961.82,832933924.24,,,3071134886.06,4407077917.52,,61773785.36,17873627.36,17873627.36,,,230460509.13,292234294.49,,5050360700.0,13760000.0,,5050360700.0,-4758126405.51,-93682063.16,-29284490840.4,,,,,79264828537.21,49980337696.81,定期报告,未审计,20121031,CNY,合并期末,2020-03-13T14:52:11
20110630,,,,5916419891.55,1043074609.44,,,4089224010.09,,,-20292082899.29,,94162686.36,,,,,393718226.85,-8755483475.0,2018690504.84,,907116171.42,,,,,,,,,,,,,3433922086.9,3566360000.39,2638242687.09,12564331450.64,-21319814925.64,,746753729.75,236805248.58,,,1297984.44,9285186641.54,1738432032.86,384115686.57,,,2122547719.43,7162638922.11,,2491948.68,2491948.68,2491948.68,,,664984463.48,667476412.16,,5050360700.0,13760000.0,,5050360700.0,-4382884287.84,-84107455.39,-18624167746.76,60640660790.45,79264828537.21,,,79264828537.21,60640660790.45,定期报告,未审计,20120831,CNY,合并期末,2020-03-13T14:52:11
20110331,,,,2878705492.13,81016988.35,,,4014244619.76,,,-14154316229.27,,31458022.2,,,,,249485336.35,-6899405770.48,426214461.11,,357420209.4,,,,,,,,,,,,,1609095887.51,2198932360.44,2062884137.98,6654547056.44,-13553952826.92,,,8974933.78,,,973817.84,4608277346.76,588662351.67,141051464.97,,,729713816.64,3878563530.12,,2220699.77,2220699.77,2220699.77,,,336057750.0,338278449.77,,,,,0.0,338278449.77,-22813229.69,-9359924076.72,69904904460.49,79264828537.21,,,79264828537.21,69904904460.49,定期报告,未审计,20120428,CNY,合并期末,2020-03-13T14:52:11
20101231,,4470605485.15,,18456329678.53,300000000.0,,,-7146180199.9,,,-8433373774.3,,-157008239.58,,,,,939322922.4,3959090387.15,4470605485.15,,2698888121.6,,,,,,,,,,,,,5615614544.67,3418637018.94,5514471938.64,21718217109.0,-17759126721.85,,1498273334.94,41063943.7,,,136470987.71,1675808266.35,4619648843.56,1023321696.36,,44235487444.79,42407914668.67,-40732106402.32,,2047154905.77,89519905.77,89519905.77,,,977546500.0,3024701405.77,,3395463924.82,16480124.81,35781523.38,3431245448.2,-406544042.43,-94434142.3,-58992211308.9,79264828537.21,138257039846.11,,,138257039846.11,79264828537.21,定期报告,是,20120330,CNY,合并期末,2020-03-13T14:52:11
20100930,,-4248124099.98,,12674442732.36,-1578415.12,,,-13040965182.82,,,-23529159847.63,,-114628639.6,,,,,899188955.66,-27360824497.13,,,1823217944.39,,844980917.93,,,,,,,,,,,4660221439.44,2593672639.23,3190944464.6,13113037405.59,-40473861902.72,,9199723134.96,25123091.39,,,96469715.6,9321315941.95,1993606152.65,583739813.46,,,2577345966.11,6743969975.84,,84160358.64,84160358.64,84160358.64,,,712379250.0,796539608.64,,3395463924.82,16480124.81,87130523.38,3482594448.2,-2686054839.56,-54491271.88,-36470438038.32,101786601807.79,138257039846.11,,,138257039846.11,101786601807.79,定期报告,未审计,20111029,CNY,合并期末,2020-03-13T14:52:11
20100630,,-3288830284.6,,8368893995.78,,,,-12505292435.66,,,-13386623542.48,,400229.34,,,,,679441670.91,-16843180082.11,3288830284.6,,1203451467.95,,448354365.52,,,,,,,,,,,2937559944.95,2288475088.56,1956941969.58,12123613121.16,-28966793203.27,,4886021730.47,373743813.17,,,93202340.49,5352967884.13,712283750.39,217328467.02,,,929612217.41,4423355666.72,,47348748.27,47348748.27,47348748.27,,,,47348748.27,87239000.0,3395463924.82,16480124.82,781523.38,3483484448.2,-3436135699.93,-25410958.27,-28004984194.75,110252055651.36,138257039846.11,,,138257039846.11,110252055651.36,定期报告,未审计,20110820,CNY,合并期末,2020-03-13T14:52:11
20100331,,,,4131811996.59,,,,1592139374.63,,,2624694936.17,,60933883.84,,,,,275442625.48,8685022816.71,1531364520.94,,554301240.84,,27417.0,,,,,,,,,,,918314338.98,1065818789.17,844344622.18,4914143512.11,3770879304.6,,142689364.69,3364860.96,,5188525861.75,21198081.92,5355778169.32,257401070.95,74051520.47,,145990000.0,477442591.42,4878335577.9,,47430872.88,47430872.88,47430872.88,,,,47430872.88,8792200.0,,,,8792200.0,38638672.88,-4287134.21,8683566421.17,146940606267.28,138257039846.11,,,138257039846.11,146940606267.28,定期报告,未审计,20110430,CNY,合并期末,2020-03-13T14:52:11
20091231,,,,19879574587.89,,,,10623443378.28,,,51359339280.99,,178096374.12,,,,,1321566114.66,83362019735.94,5087734720.68,,2094570705.69,,,,,,,,,,,,,3600602819.97,4476016607.85,3742736780.24,19001661634.43,64360358101.51,,663835679.35,48403045.9,,,2460141.18,714698866.43,934688666.5,1905884727.89,,15195370.36,7752469912.52,-7037771046.09,,47833917.41,47833917.41,47833917.41,,,88048000.0,135881917.41,450000000.0,3660805745.58,240191945.58,,4110805745.58,-3974923828.17,-3188582.79,53344474644.46,138257039846.11,84912565201.65,,,84912565201.65,138257039846.11,定期报告,是,20110409,CNY,合并期末,2020-03-13T14:52:11
20090930,,-801037040.65,,13400896307.2,,,,-1610911565.93,,,41608352396.28,,785030778.67,,,,,1411877820.99,54794208696.56,,,681322779.51,,1707452888.62,,,,,,,,,,,2835716147.27,3316350456.55,3473464194.36,10306853577.69,44487355118.87,,19220384797.46,95505032.96,,,44293695.39,19360183525.81,4855755903.83,1648020648.97,,671687.26,6504448240.06,12855735285.75,,3152583929.58,47807704.58,47807704.58,,,105736800.0,3258320729.58,450000000.0,3660807688.48,264273888.48,100000000.0,4210807688.48,-952486958.9,-1883293.84,56388720151.88,141301285353.53,84912565201.65,,,84912565201.65,141301285353.53,定期报告,未审计,20101030,CNY,合并期末,2020-03-13T14:52:11
20090630,,-2033382290.84,,7972227588.43,,,,2291271319.38,,,6671209437.88,,62732698.47,,,,,1355805612.13,16319864365.45,,,407362176.77,,,,,,,,,,,,,2149945208.59,2335297998.34,2079820743.52,6972426127.22,9347438238.23,,16519245927.3,38203311.48,,,987181.13,16558436419.91,421162315.01,106159115.63,,,527321430.64,16031114989.27,,15866606.31,15866606.31,15866606.31,,,282089600.0,297956206.31,450000000.0,3660808836.55,2595036.55,,4110808836.55,-3812852630.24,-1047654.67,21564652942.59,106477218144.24,84912565201.65,,,84912565201.65,106477218144.24,定期报告,未审计,20100828,CNY,合并期末,2020-03-13T14:52:11
20090331,,375529864.56,,3360047847.42,,,,-3182295904.61,,,9447923230.03,,42475000.0,,,,,341655936.19,10009806109.03,-375529864.56,,237581594.85,,819171771.81,,,,,,,,,,,679070395.56,819171771.81,609498331.52,1969792229.18,8040013879.85,,11992316431.65,,,11992316431.65,163926.72,11992480358.37,54187784.8,30541074.43,,,84728859.23,11907751499.14,,13680638.11,13680638.11,13680638.11,,,,13680638.11,450000000.0,17550000.0,,,467550000.0,-453869361.89,365339.83,19494261356.93,104406826558.58,84912565201.65,,,84912565201.65,104406826558.58,定期报告,未审计,20100430,CNY,合并期末,2020-03-13T14:52:11
20081231,,-2948389456.32,,16648653158.27,,,,20075954392.22,,,-56735795281.67,,-4270200.0,,,,,13388326776.02,-6627131155.16,2948389456.32,,1958126369.84,,-5000000000.0,,-20075954392.22,,,,,,,,,4197948716.17,5825782249.34,5632996472.45,15563243264.12,-22190374419.28,,742977.72,27113030.36,,,11428897.82,39284905.9,2931998445.26,376102215.55,,7858466.23,25192520694.48,-25153235788.58,,31000310.5,31000310.5,31000310.5,,,,31000310.5,141102400.0,2461775354.85,723120000.0,781523.38,2603659278.23,-2572658967.73,-185546074.59,-50101815250.18,84912565201.65,135014380451.83,,,135014380451.83,84912565201.65,定期报告,是,20100331,CNY,合并期末,2020-03-13T14:52:11
20080930,,-1541884999.06,,12710684346.25,,,,3766610254.09,,,,,,,,,,2205753236.55,17141162837.83,,,1659003118.44,,-5000000000.0,,,,,,,,,,,3284809873.06,5350129250.48,24709725993.09,30003668235.07,-12862505397.24,,-13217386585.92,415900508.7,,,2102570.74,-12799383506.48,2536973242.22,213315386.21,,299560.75,2750588189.18,-15549971695.67,,33000000.0,33000000.0,33000000.0,,,1183329.0,34183329.0,140246400.0,2380736900.0,723120000.0,781523.38,2521764823.38,-2487581494.38,-180209628.03,-31080268215.32,103934112236.51,135014380451.83,,,135014380451.83,103934112236.51,定期报告,未审计,20091031,CNY,合并期末,2020-03-13T14:52:11
20080630,,-1725257769.41,,9413604461.31,,,,11535325369.04,,,,,,,,,,66701191690.43,85924863751.37,,,1185985930.74,-5000000000.0,-5000000000.0,,,,,,,,,,,2491902451.5,4759803742.42,8850583162.1,12288275286.76,73636588464.61,,-8168288686.12,412663307.76,,,1350250.34,-7754275128.02,1896896996.55,137839388.0,,365952.79,2035102337.34,-9789377465.36,,33000000.0,33000000.0,33000000.0,,,,33000000.0,140667200.0,2427206696.72,718619796.72,781523.38,2568655420.1,-2535655420.1,-169393174.09,61142162405.06,196156542856.89,135014380451.83,,,135014380451.83,196156542856.89,定期报告,未审计,20090815,CNY,合并期末,2020-03-13T14:52:11
20080331,,-1096911791.82,,5111606353.3,,,,-599109663.61,,,,,,,,,,31809211244.59,35224796142.46,,,569926098.16,,-5000000000.0,,,,,,,,,,,1788042249.19,1355466987.44,2443785539.33,1157220874.12,34067575268.34,,3487656.22,123878842.72,,,284400.31,127650899.25,2908718323.39,45125203.01,,635194.8,2954478721.2,-2826827821.95,,,,,,,,,144310400.0,23369796.73,5819796.73,,167680196.73,-167680196.73,-104953876.74,30968113372.92,165982493824.75003,135014380451.83,,,135014380451.83,165982493824.75003,定期报告,未审计,20090430,CNY,合并期末,2020-03-13T14:52:11
20071231,,1351658115.02,,21615021203.61,103001800.0,,,,,,75978777649.19,,20790341.07,,,,,9367313528.25,108436562637.14,,,1930736014.01,,5000000000.0,,12870350220.25,,,,,,,,,1808404440.02,3639603841.94,15505821731.83,40754916248.05,67681646389.09,,36353031.15,,12995556.09,,240106912.1,276459943.25,976301148.22,634267991.57,,89852934.58,3821671305.09,-3545211361.84,,25003006158.0,3007200.0,3007200.0,,,,25003006158.0,200934000.0,688400000.0,10800000.0,23807000.34,913141000.34,24089865157.66,-123299949.97,88103000234.94,135014380451.83,46911380216.89,12690354587.43,10490662778.6,46911380216.89,135014380451.83,定期报告,是,20090430,CNY,合并期末,2020-03-13T14:52:11
20070930,,515401517.06,,14379803968.08,1979407140.0,,,-2693959619.21,,,,,,,,,,110010291057.44,124190944063.37,,,1788885762.97,,,,,,,,,,,,,1250024469.84,2509180168.69,13797444934.39,19345535335.89,104845408727.48,,29444643116.39,207439612.59,,,193810222.09,29845892951.07,33388371244.76,461787834.05,,3611878.03,33853770956.84,-4007878005.77,,25118092792.67,2973750.0,2973750.0,,,,25118092792.67,,688400000.0,10800000.0,23807000.34,712207000.34,24405885792.33,-48134314.59,125195282199.45,172265212094.33,47069929894.88,,,47069929894.88,172265212094.33,定期报告,未审计,20081030,CNY,合并期末,2020-03-13T14:52:11
20070630,,-498565056.74,,8938752382.55,,,,-2114692172.26,,,,,,,,,,94535639102.59,100861134256.14,,,672192978.23,,,,,,,,,,,,,1031945707.49,1505059252.85,6015415534.41,9224613472.98,91636520783.16,,5083458914.73,150554395.3,,,40765598.29,5274778908.32,6308307452.93,225410720.18,,,6533718173.11,-1258939264.79,,,,,,,,,,688400000.0,10800000.0,,688400000.0,-688400000.0,-51391285.37,89637790233.0,136549170449.89,46911380216.89,,,46911380216.89,136549170449.89,定期报告,未审计,20080809,CNY,合并期末,2020-03-13T14:52:11
20070331,,215745838.0,,2817091708.41,,,,-861043828.67,,,,,,,,,,40868152000.67,43039945718.41,,,236658320.04,,,,,,,,,,,,,362645601.45,495615330.63,2268839594.19,3363758846.31,39676186872.1,,4292113462.06,1456229.77,,,34247.61,4293603939.44,6899678788.74,20329743.62,,,6920008532.36,-2626404592.92,,,,,,,,,,17550000.0,,,17550000.0,-17550000.0,-18859875.94,37013372403.24,84190791659.15,47177419255.91,,,47177419255.91,84190791659.15,定期报告,未审计,20080428,CNY,合并期末,2020-03-13T14:52:11
20061231,,179723294.81,,4275521432.77,50233500.0,,,,,,30695552084.6,,25985924.41,,,,,1198099349.35,36425115585.94,,,343377566.35,,,,2621622260.12,,,,,,,,,587574136.41,482910794.72,2139977506.24,6175462263.84,30249653322.1,,308325.0,31082326.64,74192887.42,,,105583539.06,557513558.05,464683554.64,,,718440854.92,-612857315.86,,4645000000.0,,,,1500000000.0,,6145000000.0,,339903531.39,,4503829.28,344407360.67,5800592639.33,-26063661.22,35411324984.35,36420717438.29,10221913352.79,10490662778.6,1278141879.75,11500055232.54,46911380216.89,定期报告,是,20080317,CNY,合并期末,2020-03-13T14:52:11
20060930,,-3719847005.9,,1897194468.46,490443030.0,,,-2778043872.29,,,,,,,,,,22191860203.8,18081606824.07,,,405895820.38,,,,,,,,,,,,,372508994.07,307281755.22,3062791401.87,4148477971.54,13933128852.53,,656177142.14,89099041.32,,,800832451.41,1546108634.87,697543978.53,67545530.86,,,765089509.39,781019125.48,,4645000000.0,,,,1500270000.0,,6145270000.0,,354325710.89,40616400.0,4503829.28,358829540.17,5786440459.83,-16200529.28,20484387908.56,,,,,11500055232.54,31984443141.1,定期报告,未审计,20071026,CNY,合并期末,2020-03-13T14:52:11
20060630,,-618137576.59,,1533649811.22,205884000.0,,,-2009017482.77,,,,,,,,,,20267246503.89,19379625255.75,,,237365401.91,,,,,,,,,,,,,306851675.34,134166577.01,1412198335.14,2090581989.4,17289043266.35,,623663054.01,66207787.43,,,145953672.18,835824513.62,709172345.0,57109139.07,,,766281484.07,69543029.55,,4645000000.0,,,,1500270000.0,,6145270000.0,,21524376.67,,4503829.28,26028205.95,6119241794.05,-5170175.99,23472657913.96,34972713146.5,11500055232.54,,,11500055232.54,34972713146.5,定期报告,未审计,20070815,CNY,合并期末,2020-03-13T14:52:11
20060331,,-1142341967.08,,326455366.61,300000000.0,,,160300614.01,,,,,,,,,,1783788159.29,1428202172.83,,,46029821.41,,,,,,,,,,,,,112160439.65,112862669.14,187091539.36,458144469.56,970057703.27,,143784159.49,11266592.26,,,76338.77,155127090.52,118934205.0,,,12906680.65,131840885.65,23286204.87,,,,,,,,,,16337511.11,,,16337511.11,-16337511.11,-3682239.28,973324157.75,,,,,11500055232.54,12473379390.29,定期报告,未审计,20070427,CNY,合并期末,2020-03-13T14:52:11
20051231,,,,497744439.74,,,,8380536342.97,1041900947.15,16627894408.04,2881210544.53,8716271.64,,,,,,299212116.86,29737215070.93,,,86917720.22,,,,7811929103.22,16479232035.82,,,,,,265610156.07,,197377478.18,49848848.48,321600620.73,26168391304.3,3568823766.63,,1949183317.5,128392298.15,11963968.86,,21507093.57,2111046678.08,1742100599.13,559551571.75,,,2301652170.88,-190605492.8,,1080000000.0,,,9390000000.0,900000000.0,,11370000000.0,10290000000.0,145297473.16,,,10435297473.16,934702526.84,-14073343.79,4298847456.88,,,,,,,定期报告,是,20060329,CNY,合并期末,2020-03-13T14:52:11
20050930,,,,337610447.52,,,,7163937534.48,236740093.43,16627894408.04,,,,,,,,239340790.06,24605523273.53,,,63355690.91,,,,6822639655.71,16479232035.82,,101828714.59,8676872.87,,,174148988.67,,146155199.43,33883582.34,110699772.09,24984736394.69,-379213121.16,,2032481798.84,98659076.47,8970303.42,,,2140111178.73,2917537783.19,22838197.04,,,2940375980.23,-800264801.5,,,,,7310000000.0,898620000.0,,8208620000.0,7310000000.0,136111351.29,,,7446111351.29,762508648.71,-3468197.67,-420437471.62,6780770304.04,7201207775.66,,,7201207775.66,6780770304.04,定期报告,未审计,20051028,CNY,合并期末,2020-03-13T14:52:11
20050630,,,,188610536.19,,,,6621937534.48,12003058.02,13855533470.04,159623348.21,,,,,,,86119625.21,20923827572.15,,,22303275.3,,,,6220708703.94,14007324733.29,,,5637967.32,,,102977115.86,,105481035.07,25393176.6,29657199.19,21643563553.48,-719735981.33,,1300710909.06,73810870.46,271898.0,,,1374793677.52,1037284162.13,10802617.1,,,1048086779.23,326706898.29,,,,,4940000000.0,,,4940000000.0,4840000000.0,13694662.11,,,4853694662.11,86305337.89,,-306723745.15,,,,,,,定期报告,未审计,20050812,CNY,合并期末,2020-03-13T14:52:11
20050331,,,,82409530.73,,,,4955937534.48,614106506.15,8213497507.04,,,,,,,,20254822.15,13886205900.55,,,8827332.31,,,,4956440659.73,8145911986.97,,308656789.84,6891962.54,,,48902366.84,,38541658.52,7897573.48,237887518.82,14888606175.45,-1002400274.9,,642774432.95,11415119.74,93153.0,,,654282705.69,,6246332.57,,,6246332.57,648036373.12,,,,,1970000000.0,,,1970000000.0,1970000000.0,13548092.67,,,1983548092.67,-13548092.67,,-367911994.45,,,,,,,定期报告,未审计,20050429,CNY,合并期末,2020-03-13T14:52:11
20041231,,,,536040543.86,,,,4909664098.67,,32228675282.11,,11097485.13,1315325342.53,,,,,113723278.75,39114526031.05,,,114160896.45,,,,4910965695.61,31465708640.23,1446636946.4,1207684243.24,,,,253815957.57,,187200855.08,118001147.24,54199986.58,39758374368.4,-643848337.35,,852182473.43,86979642.93,66859358.48,,1006018895.42,2012040370.26,2001987624.44,48619903.1,,,2050607527.54,-38567157.28,,,,,10716000000.0,450000000.0,,11166000000.0,10716000000.0,276006030.83,,,10992006030.83,173993969.17,-3780.06,-508425305.52,,,,,,,定期报告,是,20050420,CNY,合并期末,2020-03-13T14:52:11
20040930,,,,417044344.15,,,,1942115097.38,,18054680477.11,50067239.07,12199022.14,127618291.02,,,,,108336070.59,20712060541.46,,,100229959.13,,,,1942409442.66,17259369720.14,460804916.12,,,,,172567604.44,,133123213.31,112234416.23,45551255.42,20226290527.45,485770014.01,,284574410.69,70678136.92,56808379.56,,1006018895.42,1418079822.59,1031447554.38,37563137.13,,,1069010691.51,349069131.08,,,,,4206000000.0,450000000.0,,4656000000.0,4206000000.0,265041142.96,,,4472821621.02,183178378.98,-4756.99,1018012767.08,,,,,,,定期报告,未审计,20041030,CNY,合并期末,2020-03-13T14:52:11
20040630,,,,308148029.63,,,,1928210097.38,,16572889473.72,206269321.04,8665994.92,292023904.95,,,,,87958065.09,19404164886.73,,,30271686.5,,,,1928504121.66,15788158761.49,1306119736.85,,,,,105312182.27,,92049887.69,85093468.13,61035065.79,19396544910.38,7619976.35,,241128220.62,46812226.72,44077221.62,,1006018895.42,1338036564.38,613881554.38,7535492.43,,,621417046.81,716619517.57,,,,,1660000000.0,450000000.0,,2110000000.0,1660000000.0,266092713.84,,,1926446669.39,183553330.61,-4745.41,907788079.12,,,,,,,定期报告,是,20040826,CNY,合并期末,2020-03-13T14:52:11
20040331,,,,151853184.9,,,,1361210097.38,,8812634850.27,1421807316.09,8454481.81,5766916.74,,,,,243464942.24,12005191789.43,,,15332631.62,,,,1240312404.28,8025626202.56,207516621.4,,,,,39685266.51,,39552647.78,21708762.08,38962720.37,9628697256.6,2376494532.83,,456948.72,6695562.49,,,,7152511.21,200000000.0,2661131.69,,,202661131.69,-195508620.48,,,,,450000000.0,,,450000000.0,,,,,,450000000.0,7537.05,2630993449.4,10340626530.58,7709633081.18,,,7709633081.18,10340626530.58,定期报告,未审计,20040429,CNY,合并期末,2020-03-13T14:52:11
20031231,,,,434869210.5,,,,18543622208.45,,27990687468.98,,118762517.34,145864021.01,,,,,57194214.89,47290999641.17,,,41608146.22,,,,19000533430.4,27885262007.58,207570591.98,1698969654.4,,,,203376943.18,,122527346.21,45761563.35,14131541.38,49219741224.7,-1928741583.53,,1990343866.43,60034284.49,13049286.53,,,2063427437.45,925114231.72,20026172.65,,,945140404.37,1118287033.08,,,,,12422398000.0,,,12422398000.0,12432598000.0,93030967.67,,,12525628967.67,-103230967.67,-11288.0,-913696806.12,7709633081.18,8623329887.3,,,8623329887.3,7709633081.18,定期报告,是,20040329,CNY,合并期末,2020-03-13T14:52:11
20030930,,,,319130024.29,,,,15248730483.32,,21085995674.5,,78810365.3,,,,,,22151986.61,36754818534.02,,,29023604.45,,,,15704153826.94,20879335742.4,1062296026.91,1724573320.31,,,,139752992.91,,87037346.95,37970531.91,75634737.17,39746793523.55,-2991974989.53,,1420756072.89,33027938.82,12243928.37,,,1466027940.08,366859802.14,8718991.17,,,375578793.31,1090449146.77,,,,,10308900000.0,,,10308900000.0,10319100000.0,92787640.29,,,10411887640.29,-102987640.29,,-2004513483.05,6618816404.25,8623329887.3,,,8623329887.3,6618816404.25,定期报告,未审计,20031029,CNY,合并期末,2020-03-13T14:52:11
20030630,,,,224998946.31,,,,9614984865.67,,17865752503.0,,83838497.5,269156033.5,,,,,25223010.25,28083953856.23,,,20871755.62,,,,10068729776.47,17770924123.0,1102067970.99,908899768.52,,,,85598948.55,,55788560.12,28054910.93,53421113.35,30094356927.55,-2010403071.32,,1209371977.64,17277191.39,7086998.49,,,1233736167.52,45545000.0,3452467.69,,,48997467.69,1184738699.83,,,,,6988900000.0,,,6988900000.0,5709100000.0,,,,5709100000.0,1279800000.0,,454135628.51,9077465515.81,8623329887.3,,,8623329887.3,9077465515.81,定期报告,未审计,20030815,CNY,合并期末,2020-03-13T14:52:11
20030331,,,,41800676.2,2410000000.0,,,2970492892.71,62811154.99,1723898852.0,768797.1,51597002.33,,,,,,19336914.63,7280706289.96,,,125353.11,1070000000.0,,,3381930829.12,1154904718.33,,379517217.25,7332573.34,,,42244764.07,,27403002.18,15609169.46,18950304.47,6555071173.96,725635116.0,,445330817.27,3613691.9,591361.04,,,449535870.21,,1750998.19,,,1750998.19,447784872.02,,,,,,,,,10200000.0,,,,10200000.0,-10200000.0,,1163219988.02,10359232787.07,9196012799.05,,,9196012799.05,10359232787.07,定期报告,未审计,20030415,CNY,合并期末,2020-03-13T14:52:11
20021231,,,,513787369.17,17993000000.0,,,9873347439.51,,17447397124.0,,,211091335.18,,,,,93852052.71,46132475320.57,,,34121589.05,17993000000.0,,,9426121437.55,18436211983.14,566102442.93,3287908766.1,5174274.65,,,267280647.02,,211017733.22,163652774.14,114282978.69,52758753449.74,-6626278129.17,,305241091.54,32471442.51,588714.72,,,338301248.77,972834501.52,86203898.25,,,1059038399.77,-720737151.0,,1816614617.51,,,3402400000.0,,,5219014617.51,3392200000.0,468451500.0,,,3901008125.0,1318006492.51,13230.18,-6028995557.48,9196012799.05,15225008356.53,,,15225008356.53,9196012799.05,定期报告,是,20030415,CNY,合并期末,2020-03-13T14:52:11
20020630,,,,298173055.38,11705000000.0,,,3890274112.75,319958566.52,7113330471.0,,26591678.75,184171602.71,,,,,25054862.81,23562554349.92,,,17708621.14,11705000000.0,,,3891564574.74,7530657709.0,,305850560.35,,,,112319946.09,,116768663.44,142429316.69,202594427.49,25630505747.77,-2067951397.85,,481761.41,21740928.94,1071953.14,,,23294643.49,110223179.0,33777838.84,,,144001017.84,-120706374.35,,,,,,,,,,449576500.0,,,449576500.0,-449576500.0,,-2638234272.2,12586774084.33,15225008356.53,,,15225008356.53,12586774084.33,其他,是,20021213,CNY,合并期末,2020-03-13T14:52:11
20011231,,,,901713644.45,33160000000.0,,,1576994292.5,22076377.81,6322112678.0,,14930876.97,185256076.64,,,,,1076965600.15,43260049546.52,,,56877390.9,33160000000.0,,,1577818625.95,6319604218.25,,2939172115.96,,,,334667923.79,,224207007.73,472476789.57,168519083.29,46828558820.6,-3568509274.08,,397238706.78,134708475.86,8488993.04,,2179611.09,542615786.77,139291209.31,237649454.94,,,380020938.07,162594848.7,,,,,477500000.0,,,477500000.0,555500000.0,851470000.0,,,1406970000.0,-929470000.0,-117562.82,-4335501988.2,15225008356.53,19560510344.73,,,19560510344.73,15225008356.53,其他,是,20021213,CNY,合并期末,2020-03-13T14:52:11
20001231,,,,779421588.74,48165000000.0,,,3597386625.68,1106490859.37,860097260.95,8740264157.39,2068949.0,196792406.77,,3030008667.36,,,142501576.15,66620032091.41,,,58626620.06,48165000000.0,,,3600013663.38,859838757.96,,,,,,287809356.91,,102267211.7,273551705.43,931343906.58,54278451222.02,12341580869.39,,51708000.0,52506264.1,531640.86,,,104745904.96,204480967.32,235355033.13,,,446178295.02,-341432390.06,,,,,78000000.0,,,78000000.0,,302007538.95,,,302007538.95,-224007538.95,-51758.48,11776089181.9,19560510344.73,7784421162.83,,,7784421162.83,19560510344.73,其他,是,20021213,CNY,合并期末,2020-03-13T14:52:11
19991231,,,,464467455.67,,,,,,9181600.0,2023004729.32,,,,,,,175027243.87,2671681028.86,,,13653076.63,,,,6700000.0,,23828538.56,,,,,182245344.52,,60334204.35,345908905.57,173849304.13,917915866.55,1753765162.31,,,13666143.06,65479.33,,,13731622.39,112283829.79,64813272.05,,,177097101.84,-163365479.45,,1726886046.62,,,,,,1726886046.62,,127778054.88,,,127778054.88,1599107991.74,4387.93,3189512062.53,7784421162.83,4594909100.3,,,4594909100.3,7784421162.83,其他,是,20021213,CNY,合并期末,2020-03-13T14:52:11
