报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2010-03-31,3952.46万,176.96%,3794.73万,175.37%,7.48亿,109.32%,0.0530,2.29,0.62,0.58,0.24,5.96%,24.13%,2.32%,2.32%,106.59,1.60,56.38,50.21,0.62,0.47,0.47,1.78,62.44%
2010-06-30,1.05亿,504.44%,1.04亿,519.68%,16.39亿,71.44%,0.1403,2.26,0.62,0.55,0.60,7.14%,25.46%,6.14%,6.22%,101.67,3.41,52.83,48.83,0.65,0.51,0.51,1.86,63.48%
2010-09-30,1.69亿,15215.13%,1.69亿,3901.95%,26.45亿,60.97%,0.2269,2.34,0.62,0.64,0.76,7.13%,24.49%,9.68%,9.68%,95.06,5.33,50.67,44.39,0.75,0.58,0.58,1.80,62.66%
2010-12-31,2.08亿,795.51%,1.93亿,779.90%,36.16亿,52.60%,0.2700,2.81,1.12,0.59,0.49,6.43%,24.46%,11.38%,8.67%,92.09,7.07,50.89,41.20,1.22,0.86,0.86,0.92,46.47%
2011-03-31,3959.27万,0.17%,3780.65万,-0.37%,9.48亿,26.70%,0.0464,2.85,1.12,0.64,0.15,4.87%,21.36%,1.64%,1.63%,92.58,1.72,52.47,40.11,1.03,0.74,0.74,1.07,50.27%
2011-06-30,8469.63万,-19.01%,8336.81万,-20.00%,19.77亿,20.57%,0.0993,2.85,1.12,0.63,0.42,4.96%,20.40%,3.49%,3.49%,92.39,3.48,51.70,40.69,0.97,0.68,0.68,1.13,51.69%
2011-09-30,1.00亿,-40.70%,9733.56万,-42.43%,29.39亿,11.12%,0.1176,2.87,1.12,0.65,0.58,4.03%,20.18%,4.14%,4.10%,94.93,4.92,54.83,40.09,0.76,0.49,0.49,1.20,53.05%
2011-12-31,6731.71万,-67.59%,-3772.67万,-119.57%,37.62亿,4.04%,0.0800,2.83,1.12,0.61,0.57,2.34%,17.91%,2.80%,2.79%,93.88,6.53,55.09,38.79,0.61,0.40,0.40,1.43,57.50%
2012-03-31,109.65万,-97.23%,-6741.18万,-278.31%,8.81亿,-7.09%,0.0013,2.83,1.12,0.61,0.22,0.56%,11.25%,0.45%,0.05%,101.53,1.50,60.00,41.52,0.67,0.47,0.47,1.48,58.27%
2012-06-30,2178.56万,-74.28%,-5044.50万,-160.51%,20.49亿,3.66%,0.0255,2.85,1.12,0.64,0.48,1.50%,15.67%,0.90%,0.90%,96.70,3.08,58.40,38.31,0.68,0.46,0.46,1.64,60.72%
2012-09-30,1040.21万,-89.63%,-8268.71万,-184.95%,31.94亿,8.68%,0.0122,2.84,1.12,0.62,0.57,0.77%,15.40%,0.43%,0.43%,94.09,4.74,56.98,37.10,0.68,0.48,0.48,1.79,62.65%
2012-12-31,1041.00万,-84.54%,-1.73亿,-358.67%,44.36亿,17.91%,0.0100,2.84,1.12,0.62,0.59,0.89%,14.24%,0.43%,0.43%,88.43,6.84,52.63,35.80,0.57,0.41,0.41,1.82,62.98%
2013-03-31,113.70万,3.69%,-152.09万,97.74%,11.24亿,27.59%,0.0013,2.84,1.12,0.62,0.11,0.74%,20.39%,0.05%,0.05%,102.77,1.45,61.95,40.82,0.62,0.44,0.44,1.88,63.61%
2013-06-30,2037.35万,-6.48%,2193.64万,143.49%,24.87亿,21.39%,0.0239,2.86,1.12,0.65,0.25,1.62%,20.16%,0.84%,0.83%,96.43,3.27,55.08,41.35,0.63,0.47,0.47,2.00,65.00%
2013-09-30,1058.21万,1.73%,2172.35万,126.27%,38.27亿,19.81%,0.0124,2.85,1.12,0.64,0.41,1.03%,19.94%,0.44%,0.43%,95.53,4.97,54.28,41.25,0.63,0.47,0.47,2.06,65.58%
2013-12-31,1112.22万,6.84%,-47.88万,99.72%,51.02亿,15.01%,0.0100,2.85,1.12,0.64,0.95,0.96%,19.80%,0.46%,0.46%,91.18,6.71,53.64,37.54,0.63,0.46,0.46,2.03,65.18%
2014-03-31,136.27万,19.86%,-604.84万,-297.67%,13.09亿,16.53%,0.0016,2.85,1.12,0.64,0.05,0.88%,19.29%,0.06%,0.06%,97.17,1.59,56.56,40.60,0.78,0.59,0.59,2.23,67.20%
2014-06-30,4916.10万,141.30%,3642.09万,66.03%,29.45亿,18.40%,0.0600,2.89,1.12,0.68,0.24,2.51%,20.68%,2.00%,1.99%,90.16,3.47,51.83,38.33,0.75,0.55,0.55,2.29,67.70%
2014-09-30,1.27亿,1099.17%,1.06亿,388.15%,47.06亿,22.98%,0.1487,3.79,2.04,0.67,0.61,3.58%,20.24%,5.10%,3.40%,85.95,5.36,50.34,35.61,0.97,0.74,0.74,1.62,60.24%
2014-12-31,1.57亿,1308.59%,1.23亿,25730.49%,64.28亿,25.99%,0.1800,3.82,2.04,0.70,1.07,3.25%,21.13%,5.59%,4.16%,86.26,7.15,50.37,35.89,0.86,0.66,0.66,1.83,63.12%
2015-03-31,5207.70万,3721.48%,4187.02万,792.25%,16.04亿,22.53%,0.0529,3.88,2.04,0.75,0.10,4.04%,22.46%,1.40%,1.36%,99.02,1.54,58.30,40.72,0.87,0.67,0.67,1.83,63.11%
2015-06-30,1.24亿,151.51%,9819.91万,169.62%,34.12亿,15.86%,0.1300,3.87,1.97,0.81,0.59,4.13%,22.36%,3.23%,3.25%,97.14,3.26,55.26,41.89,1.29,1.11,1.11,2.29,60.55%
2015-09-30,1.54亿,21.20%,1.12亿,5.23%,65.51亿,39.20%,0.1562,3.89,1.96,0.84,0.98,1.51%,20.18%,3.12%,4.02%,107.96,5.10,52.89,55.07,0.79,0.62,0.61,5.14,77.83%
2015-12-31,5199.75万,-66.81%,584.76万,-95.24%,108.07亿,68.12%,0.0500,4.16,2.32,0.70,1.69,-1.47%,17.83%,1.41%,1.21%,84.72,8.52,42.25,42.47,0.66,0.48,0.48,4.38,73.83%
2016-03-31,2815.45万,-45.94%,-3189.16万,-176.17%,35.06亿,118.55%,0.0272,4.11,2.25,0.73,0.18,-4.80%,11.27%,0.66%,0.66%,84.54,2.32,38.75,45.80,0.61,0.43,0.42,4.54,74.35%
2016-06-30,1071.30万,-91.34%,-1.74亿,-276.95%,75.11亿,120.15%,0.0100,4.21,2.32,0.70,0.79,-3.97%,11.35%,0.25%,0.25%,86.17,4.58,39.28,46.89,0.68,0.49,0.49,5.08,77.38%
2016-09-30,5971.36万,-61.17%,-1.67亿,-249.58%,132.83亿,102.76%,0.0600,4.29,2.32,0.74,1.43,-2.45%,11.33%,1.36%,1.34%,83.61,7.49,36.05,47.56,0.66,0.47,0.47,5.32,78.45%
2016-12-31,1.06亿,104.50%,-2.06亿,-3620.82%,191.55亿,77.24%,0.1000,4.44,2.33,0.78,2.58,-1.65%,11.82%,2.45%,2.31%,76.38,10.74,33.52,42.86,0.68,0.48,0.48,5.02,77.55%
2017-03-31,3829.77万,36.03%,-7696.98万,-141.35%,50.25亿,43.29%,0.0400,4.46,2.33,0.82,0.26,-2.08%,9.81%,0.83%,0.83%,80.28,2.48,36.35,43.92,0.67,0.46,0.46,4.93,77.62%
2017-06-30,8899.23万,730.69%,-1.80亿,-3.79%,103.22亿,37.42%,0.0700,6.47,4.67,0.65,1.07,-1.87%,10.03%,1.36%,1.01%,82.00,4.85,37.13,44.87,0.82,0.58,0.58,2.51,71.18%
2017-09-30,1.65亿,176.63%,-3.54亿,-111.82%,168.60亿,26.93%,0.1200,6.76,5.00,0.71,1.93,-0.67%,10.01%,2.41%,1.80%,82.55,7.21,37.46,45.09,0.86,0.58,0.58,2.38,70.12%
2017-12-31,3.43亿,222.89%,-2.63亿,-27.68%,238.56亿,24.54%,0.2800,6.95,5.07,0.82,2.69,0.31%,11.71%,4.89%,3.64%,77.57,10.11,35.59,41.98,0.65,0.42,0.42,2.24,68.80%
2018-03-31,525.08万,-86.29%,-3435.17万,55.37%,54.90亿,9.27%,0.0040,6.74,5.07,0.82,0.10,0.17%,12.26%,0.06%,0.06%,89.37,2.13,42.20,47.18,0.62,0.41,0.41,2.24,68.79%
2018-06-30,1085.92万,-87.80%,-6660.19万,63.07%,113.03亿,9.50%,0.0080,6.97,5.07,0.80,0.85,0.18%,12.37%,0.11%,0.11%,94.13,3.78,47.60,46.53,0.60,0.37,0.37,2.38,70.14%
2018-09-30,1747.31万,-89.42%,-1.20亿,66.06%,180.85亿,7.27%,0.0110,8.34,6.39,0.69,0.74,0.18%,12.32%,0.15%,0.13%,86.22,6.52,41.41,44.81,0.81,0.61,0.60,1.70,62.66%
2018-12-31,-9.39亿,-373.58%,-13.09亿,-397.82%,238.56亿,0.0041%,-0.6500,7.67,6.39,0.09,1.57,-3.88%,11.43%,-9.15%,-7.64%,81.48,9.21,39.07,42.41,0.59,0.42,0.42,1.80,64.29%
2019-03-31,-4651.68万,-985.90%,-1.68亿,-388.55%,45.15亿,-17.77%,-0.0300,7.51,6.39,0.06,0.11,-1.02%,8.10%,-0.38%,-0.39%,98.69,1.91,47.15,51.54,0.50,0.33,0.33,1.63,61.99%
2019-06-30,-2.59亿,-2484.13%,-4.23亿,-535.59%,91.48亿,-19.06%,-0.1600,7.48,6.39,-0.07,0.51,-2.82%,9.30%,-2.13%,-2.16%,102.10,3.74,48.12,53.98,0.53,0.37,0.37,1.72,63.25%
2019-09-30,-1.82亿,-1140.91%,-3.80亿,-216.89%,161.96亿,-10.45%,-0.1100,7.68,6.39,-0.02,0.85,-1.12%,10.43%,-1.48%,-1.48%,97.26,6.03,44.78,52.48,0.57,0.38,0.38,1.76,63.81%
2019-12-31,8866.34万,109.44%,-7.93亿,39.41%,235.26亿,-1.38%,0.0600,7.88,6.39,0.14,1.98,0.41%,11.18%,0.71%,0.70%,90.01,8.35,43.11,46.89,0.54,0.34,0.34,1.66,62.37%
2020-03-31,1.34亿,387.61%,1.06亿,163.37%,57.08亿,26.43%,0.0800,8.04,6.39,0.23,0.72,2.35%,13.10%,1.05%,1.04%,98.28,1.87,48.19,50.09,0.63,0.40,0.40,1.54,60.66%
2020-06-30,3.66亿,241.47%,2.96亿,169.81%,119.76亿,30.91%,0.2300,8.20,6.39,0.37,1.34,3.06%,14.57%,2.84%,2.79%,94.85,3.79,47.45,47.40,0.64,0.41,0.41,1.50,59.99%
2020-09-30,7.64亿,520.17%,6.35亿,267.07%,187.63亿,15.85%,0.4800,8.23,6.39,0.62,2.27,4.08%,15.46%,5.92%,5.79%,101.76,5.41,49.95,51.81,0.64,0.41,0.40,1.53,60.39%
2020-12-31,13.04亿,1371.17%,9.52亿,220.06%,264.64亿,12.49%,0.8100,8.36,6.39,0.95,3.39,4.93%,15.46%,10.02%,9.73%,94.61,7.88,45.67,48.94,0.68,0.45,0.44,1.41,58.52%
2021-03-31,3.86亿,188.68%,3.48亿,227.26%,67.12亿,17.59%,0.2400,8.63,6.39,1.19,0.75,5.76%,16.03%,2.84%,2.79%,93.64,2.01,44.68,48.96,0.64,0.41,0.41,1.31,56.78%
2021-06-30,13.22亿,260.97%,9.39亿,217.62%,138.19亿,15.39%,0.7800,10.93,8.42,1.55,1.62,9.57%,17.29%,8.48%,6.80%,95.08,3.90,46.18,48.90,1.03,0.76,0.75,0.85,45.91%
2021-09-30,21.16亿,176.84%,16.73亿,163.39%,219.17亿,16.81%,1.2300,11.39,8.42,1.99,2.69,9.66%,17.85%,12.36%,10.44%,99.30,5.44,49.64,49.67,1.00,0.69,0.69,0.83,45.42%
2021-12-31,29.59亿,126.83%,24.87亿,161.22%,305.02亿,15.26%,1.7200,11.80,8.42,2.44,4.17,9.71%,18.41%,16.42%,14.10%,92.30,8.11,44.40,47.90,1.18,0.87,0.86,0.77,43.39%
2022-03-31,8.61亿,123.04%,7.81亿,124.48%,81.38亿,21.24%,0.4800,12.26,8.42,2.92,0.92,10.58%,18.91%,4.02%,3.95%,89.46,2.04,44.03,45.43,1.31,0.96,0.95,0.69,40.84%
2022-06-30,15.43亿,16.74%,14.09亿,50.14%,155.94亿,12.85%,0.8700,12.69,8.43,3.10,1.51,9.90%,18.52%,7.05%,6.84%,95.30,3.65,49.33,45.98,1.30,0.92,0.91,0.68,40.32%
2022-09-30,24.52亿,15.92%,21.85亿,30.57%,247.78亿,13.05%,1.3800,13.41,8.44,3.61,2.46,9.90%,17.98%,10.91%,10.28%,99.57,5.53,48.83,50.75,1.24,0.90,0.89,0.73,42.23%
2022-12-31,32.31亿,9.20%,28.30亿,13.81%,337.62亿,10.69%,1.8200,13.85,8.47,4.02,3.38,9.57%,17.04%,14.19%,13.11%,83.21,8.83,40.77,42.44,1.28,0.96,0.95,0.60,37.47%
2023-03-31,1.10亿,-87.24%,5629.04万,-92.80%,58.60亿,-27.99%,0.0600,13.85,8.49,4.08,0.69,1.88%,11.84%,0.45%,0.45%,98.75,1.79,50.42,48.33,1.36,1.02,1.01,0.51,33.69%
2023-06-30,4.96亿,-67.89%,3.79亿,-73.11%,121.73亿,-21.94%,0.2800,14.17,8.54,4.08,1.35,4.07%,13.54%,1.97%,1.96%,106.11,3.42,52.63,53.48,1.39,1.06,1.05,0.57,36.17%
2023-09-30,9.74亿,-60.30%,7.47亿,-65.82%,204.30亿,-17.55%,0.5400,14.42,8.56,4.34,1.70,4.77%,13.87%,3.86%,3.78%,111.45,4.79,56.33,55.12,1.46,1.08,1.07,0.66,39.84%
2023-12-31,14.71亿,-54.48%,13.23亿,-53.26%,296.61亿,-12.15%,0.8200,14.57,8.52,4.61,2.48,4.96%,13.65%,5.81%,5.64%,92.39,8.07,44.61,47.78,1.82,1.44,1.44,0.63,38.58%
2024-03-31,1.35亿,23.01%,1.08亿,91.33%,68.42亿,16.75%,0.0800,14.66,8.52,4.68,0.77,1.96%,12.20%,0.52%,0.52%,99.12,1.87,48.07,51.05,2.35,1.90,1.89,0.65,38.63%
2024-06-30,6.19亿,24.96%,5.81亿,53.46%,154.87亿,27.22%,0.3500,14.84,8.51,4.85,1.69,3.98%,13.36%,2.35%,2.33%,92.24,4.06,44.29,47.95,2.08,1.68,1.67,0.70,40.35%
2024-09-30,10.76亿,10.55%,10.21亿,36.73%,249.78亿,22.26%,0.6000,14.99,8.51,5.11,2.20,4.29%,12.93%,4.07%,4.01%,103.85,5.48,49.26,54.59,1.46,1.11,1.11,0.94,46.89%
2024-12-31,16.10亿,9.44%,15.48亿,17.02%,359.62亿,21.24%,0.9000,15.43,8.51,5.40,3.26,4.48%,13.06%,6.00%,5.83%,90.18,8.95,40.23,49.95,1.45,1.16,1.15,0.89,45.35%
2025-03-31,2.03亿,50.39%,1.93亿,79.26%,93.35亿,36.44%,0.1100,15.54,8.51,5.52,0.64,2.18%,12.63%,0.73%,0.73%,94.79,2.21,40.81,53.98,1.63,1.29,1.29,0.83,43.72%
2025-06-30,4.71亿,-23.98%,4.38亿,-24.75%,186.05亿,20.14%,0.2600,15.58,8.54,5.54,1.31,2.52%,13.47%,1.69%,1.69%,94.64,4.39,41.00,53.64,1.59,1.25,1.24,0.80,42.84%
2025-09-30,9.54亿,-11.39%,7.84亿,-23.25%,286.69亿,14.78%,0.5300,15.74,8.51,5.78,2.06,3.32%,13.74%,3.41%,3.39%,96.05,6.58,41.05,55.00,1.35,1.03,1.03,0.81,43.10%
2025-12-31,15.65亿,-2.75%,13.69亿,-11.51%,388.71亿,8.09%,0.8700,16.02,8.52,6.04,2.60,4.04%,14.15%,5.56%,5.46%,95.97,8.78,41.01,54.96,1.30,0.99,0.99,0.85,43.64%
2026-03-31,2.90亿,42.74%,2.65亿,37.03%,91.71亿,-1.76%,0.1600,16.08,8.52,6.20,0.99,3.04%,14.55%,1.01%,1.01%,103.07,1.91,47.19,55.88,1.19,0.84,0.84,0.82,43.01%
