报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,49347991234.71,,,,,,,,,,,246058.53,255434587.05,49603671880.29,45345877821.39,,,,,,56660529.8,112434093.25,928443270.65,46443415715.09,3160256165.2,,1600000000.0,2804227.99,,,,,,1602804227.99,24566772.27,1900000000.0,,,,,1924566772.27,-321762544.28,,,,14105596700.22,,,14105596700.22,14322783094.62,739886574.19,,37270865.95,15099940534.76,-994343834.54,-31699709.81,1812450076.57,5448756910.49,,,,,7261206987.06,定期报告,未审计,20260422,CNY,合并期末,2026-04-21T17:54:04
20251231,,150237641523.35,,,,,,,,,,,22359598.34,659227507.76,150919228629.44998,145749164816.2,,,,,,329016849.42,579676474.44,4074316115.23,150732174255.28998,187054374.16,,1140000000.0,2088119447.2,,,,,,3228119447.2,40491333.49,1716130116.32,,,,,1756621449.81,1471497997.39,,,,44043139819.5,,,44043139819.5,43866012165.27,1523073256.62,,167898693.46,45556984115.35,-1513844295.85,-54951477.98,89756597.72,5359000312.77,5448756910.49,5359000312.77,,,5448756910.49,定期报告,是,20260326,CNY,合并期末,2026-03-25T19:18:05
20250930,,110340954600.02,,,,,,,,,,,22358088.91,433600147.16,110796912836.09,102215861532.72,,,,,,239747397.64,307654102.98,2198007932.14,104961270965.48,5835641870.61,,940000000.0,1055906186.92,,,,,,1995906186.92,14455965.89,1470000000.0,,,,,1484455965.89,511450221.03,,,,32647763213.79,,,32647763213.79,35404156337.99,1380242521.6,,114091811.9,36898490671.49,-4250727457.7,-24384496.27,2071980137.67,5359000312.77,,,,,7430980450.44,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T21:00:19
20250630,,68584950596.04,,,,,,,,,,,358719.64,311531461.92,68896840777.6,65995841195.06,,,,,,162543898.38,230370588.89,755273519.39,67144029201.72,1752811575.88,,870000000.0,306295819.96,,,,,,1176295819.96,2188860.98,870000000.0,,,,,872188860.98,304106958.98,,,,26229843183.17,,,26229843183.17,26934292458.59,1224769045.92,,71923317.67,28230984822.18,-2001141639.01,-9750209.11,46026686.74,5359000312.77,5405026999.51,5359000312.77,,,5405026999.51,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T18:08:12
20250331,,31316067621.2,,,,,,,,,,,1420114.83,40248322.24,31357736058.27,32760651513.53,,,,,,47040964.11,84651357.83,1250108943.28,34142452778.75,-2784716720.48,,70000000.0,8033284.8,,,,,,78033284.8,384375.0,130000000.0,,,,,130384375.0,-52351090.2,,,,14158771354.57,,,14158771354.57,11150794363.87,203455095.96,,27630929.25,11381880389.08,2776890965.49,-17416242.23,-77593087.42,5359000312.77,,,,,5281407225.35,定期报告,未审计,20260422,CNY,合并期末,2025-04-24T19:20:13
20241231,,142403209352.66,,,,,,,,,,,14999892.79,232103734.75,142650312980.2,140865607428.86,,,,,,314449539.71,332914609.03,285504559.39,141798476136.99,851836843.21,,140000000.0,120056075.28,,1153726015.22,,,,1413782090.5,5678067.79,221546519.0,,,,,227224586.79,1186557503.71,,,,67942211555.93,,,67942211555.93,67799062617.54,1705708900.24,,203858450.09,69708629967.87,-1766418411.94,7283694.17,279259629.15,5079740683.62,5359000312.77,5079740683.62,,,5359000312.77,定期报告,是,20260326,CNY,合并期末,2025-03-26T20:40:05
20240930,,107151936706.24,,,,,,,,,,,14552152.32,225053185.68,107391542044.24,106966397903.85,,,,,,247187918.02,250580481.11,2290936628.23,109755102931.21,-2363560886.97,,70000000.0,66798316.93,,1154391773.15,,,,1291190090.08,1937206.63,140000000.0,,,,,141937206.63,1149252883.45,,,,52927345033.18,,,52927345033.18,50358282588.45,1504041518.89,,65941044.99,51928265152.33,999079880.85,-31543593.51,-246771716.18,5079740683.62,,,,,4832968967.44,定期报告,未审计,20251028,CNY,合并期末,2024-10-28T19:05:16
20240630,,72499963030.05,,,,,,,,,,,2204903.55,145665458.39,72647833391.99,73213975099.69,,,,,,179730911.61,208314690.34,2029948430.52,75631969132.16,-2984135740.17,,70000000.0,12388522.91,,1153726015.22,,,,1236114538.13,1492501.44,140000000.0,,,,,141492501.44,1094622036.69,,,,34788128343.73,,,34788128343.73,31793706529.99,543565088.46,,57392549.53,32394664167.98,2393464175.75,-3474596.87,500475875.4,5079740683.62,5580216559.02,5079740683.62,,,5580216559.02,定期报告,未审计,20250828,CNY,合并期末,2024-08-19T19:30:05
20240331,,29469444937.38,,,,,,,,,,,52099800.0,17290513.88,29538835251.26,32999895141.52,,,,,,22829824.44,100501562.67,2197915072.32,35321141600.95,-5782306349.69,,,12000000.0,,,,,,12000000.0,346000.0,70000000.0,,,,,70346000.0,-58346000.0,,,,16902439682.54,,,16902439682.54,11878386099.72,248795533.97,,,12127181633.69,4775258048.85,-6050805.51,-1071445106.35,5078460534.16,,,,,4007015427.81,定期报告,未审计,20250425,CNY,合并期末,2024-04-22T20:15:04
20231231,,134022581366.83,,,,,,,,,,,10823765.17,286573862.68,134319978994.68,132226813591.15,,,,,,324507229.52,389646810.08,934170304.9,133875137935.65,444841059.03,,743310582.5,124912955.3,140.09,,2032061.96,,,870255739.85,3705233.61,841000000.0,,,,,844705233.61,25550506.24,,3221592313.26,,60149087321.52,,,63370679634.78,59861467413.9,1518526474.72,,119811884.62,61499805773.24,1870873861.54,47785838.36,2389051265.17,2690689418.45,5079740683.62,2690689418.45,,,5079740683.62,定期报告,是,20250327,CNY,合并期末,2024-03-26T20:35:08
