报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,43195627145.16,43195627145.16,,,,,,42450677720.46,42194930418.35,,,,,,,,,15747314.28,23615111.57,114760576.02,93680221.38,7944078.86,161172569.04,,730738148.98,731791977.62,,,,145307633.38,,,,2262141.07,-121155515.59,862925.72,,48372.24,1503013130.5,61519216.37,,1789836.52,,1562742510.35,186223534.9,,1376518975.45,1376518975.45,,1376518975.45,,,-385780620.38,-385780620.38,,,,,,-385780620.38,-46288701.0,,,,,,342606.2,,-339834525.58,,,990738355.07,990738355.07,,0.2809,0.2809,定期报告,未审计,20260422,CNY,合并期末,2026-04-21T17:54:03
20251231,141819113698.97,141819113698.97,,,,,,140609429757.8,139689669407.03,,,,,,,,,53874985.03,51428820.64,269214590.35,259333137.9,285908816.85,672142833.11,,1628462714.54,2127747785.56,,,,250655554.35,,,,68800231.4,-7764813.38,-1726516.87,,1220607.04,3149331718.25,126495208.74,,5774758.61,,3270052168.38,580612651.55,,2689439516.83,2689439516.83,,2689439516.83,,,-355787504.47,-355787504.47,10000.0,10000.0,,,,-355797504.47,117715293.01,,,,,,194387.56,,-473707185.04,,,2333652012.36,2333652012.36,,0.55,0.55,定期报告,是,20260326,CNY,合并期末,2026-03-25T19:18:07
20250930,103463898902.61,103463898902.61,,,,,,102298747670.6,101546841205.57,,,,,,,,,41257608.22,27332685.74,208394988.28,186943395.19,287977787.6,540042744.19,,1393938428.52,1589502685.65,,,,57091874.98,,,,66540231.4,-2994497.07,1958629.1,,1224246.87,2682910145.81,3391207.36,,5205130.66,,2681096222.51,355309348.47,,2325786874.04,2325786874.04,,2325786874.04,,,-183783893.78,-183783893.78,,,,,,-183783893.78,54451340.87,,,,,,537422.87,,-238772657.52,,,2142002980.26,2142002980.26,,0.47,0.47,定期报告,未审计,20251028,CNY,合并期末,2025-10-27T21:00:11
20250630,63656611505.63,63656611505.63,,,,,,63109295117.15,62593224458.44,,,,,,,,,28471212.16,18273216.54,131420949.27,120525282.69,217379998.05,375365997.41,,1104167923.25,1096943294.07,,,,-91564711.53,,,,34910231.4,-20059419.36,3962927.11,,1227613.28,1579960952.63,2977339.37,,5023415.59,,1577914876.41,129561341.82,,1448353534.59,1448353534.59,,1448353534.59,,,-62015854.34,-62015854.34,,,,,,-62015854.34,20909715.13,,,,,,532687.51,,-83458256.98,,,1386337680.25,1386337680.25,,0.3,0.3,定期报告,未审计,20250828,CNY,合并期末,2025-08-27T18:08:13
20250331,28248544221.59,28248544221.59,,,,,,27946608957.96,27681343699.82,,,,,,,,,9013160.31,8841629.93,69953707.12,56859049.2,120597711.58,200966479.42,,287900135.98,539458175.37,,,,14071689.51,,,,1165705.73,-2742136.49,497238.16,,,602827896.52,1467779.82,,,,604295676.34,33429364.76,,570866311.58,570866311.58,,570866311.58,,,-33855431.59,-33855431.59,,,,,,-33855431.59,-89226.86,,,,,,692570.49,,-34458775.22,,,537010879.99,537010879.99,,0.1165,0.1165,定期报告,未审计,20260422,CNY,合并期末,2025-04-24T19:20:12
20241231,129438083151.73,129438083151.73,,,,,,129346230033.71,127772071667.98,,,,,,,,,46125078.22,35382499.02,262452707.35,226615422.57,1003582658.57,966483908.4,,2468401975.71,1220373099.73,,,,181951396.17,,,,103923774.67,-81623217.39,-25991565.49,,37174152.62,2775689634.31,4044841.14,,1129998.96,,2778604476.49,540356242.67,,2238248233.82,2238248233.82,,2238248233.82,,,141802438.41,141802438.41,-6989481.75,-6989481.75,,,,148791920.16,-89704939.49,,,,,,-536993.76,,239033853.41,,,2380050672.23,2380050672.23,,0.46,0.46,定期报告,是,20260326,CNY,合并期末,2025-03-26T20:37:13
20240930,95056545245.02,95056545245.02,,,,,,95509435083.85,94207541354.52,,,,,,,,,30399907.73,24556016.42,224620110.46,173579890.19,848737804.53,789557432.44,,1699731374.36,786235831.6,,,,609950158.47,,,,91600622.21,-117216355.0,-436299.39,,42143757.93,1872883419.75,9462487.57,,1002747.53,,1881343159.79,164488636.54,,1716854523.25,1716854523.25,,1716854523.25,,,-207534767.16,-207534767.16,,,,,,-207534767.16,2468705.36,,,,,,-2693911.92,,-207309560.6,,,1509319756.09,1509319756.09,,0.35,0.35,定期报告,未审计,20251028,CNY,合并期末,2024-10-28T19:07:11
20240630,64249402740.99,64249402740.99,,,,,,64466455727.31,63538541067.49,,,,,,,,,21131292.09,15847494.77,108555158.34,100403634.36,681977080.26,562609305.09,,814886828.64,300678259.07,,,,711099722.44,,,,53298522.22,-162628982.29,-3123374.66,,14802099.09,1211281829.12,8028666.06,,1002747.53,,1218307747.65,111871950.53,,1106435797.12,1106435797.12,,1106435797.12,,,66046040.98,66046040.98,,,,,,66046040.98,-35296502.89,,,,,,,,101342543.87,,,1172481838.1,1172481838.1,,0.23,0.23,定期报告,未审计,20250828,CNY,合并期末,2024-08-19T19:32:05
20240331,26831643746.72,26831643746.72,,,,,,26788074348.34,26389739434.85,,,,,,,,,9181606.07,1394892.65,59084231.36,29243654.64,299430528.77,248741066.58,,42250128.95,26243819.78,,,,359205100.68,,,,53298522.22,-406560161.71,-4524325.12,,,87238663.4,1509187.83,,1002747.53,,87745103.7,-67008743.35,,154753847.05,154753847.05,,154753847.05,,,114782054.02,114782054.02,,,,,,114782054.02,-14255508.94,,,,,,,,129037562.96,,,269535901.07,269535901.07,,0.0316,0.0316,定期报告,未审计,20250425,CNY,合并期末,2024-04-22T20:17:04
20231231,124998831970.26,124998831970.26,,,,,,123773394007.48,122104748140.44,,,,,,,,,45514774.44,28417239.67,213289033.33,207374914.23,1174049905.37,899222906.68,,624969798.45,1224943800.97,,,,228326028.43,,,,82051711.53,17645545.71,26071484.21,,27817102.36,2232319633.47,113963911.75,,257849.58,,2346025695.64,288599697.39,,2057425998.25,2057425998.25,,2057425998.25,,,165466005.91,165466005.91,405421.06,405421.06,,,,165060584.85,-57356084.99,,,,,,,,222416669.84,,,2222892004.16,2222892004.16,,0.43,0.43,定期报告,是,20250327,CNY,合并期末,2024-03-26T20:37:03
