报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,3993392610.82,,,,,,,,,,,840515.52,41388362.8,4035621489.14,3280749880.3,,,,,,363570008.81,118322688.05,409330039.57,4171972616.73,-136351127.59,,,1300000.0,32526087.06,,108257990.52,,,142084077.58,22614134.97,,,,,63254251.71,85868386.68,56215690.9,,,,4980000.0,,,4980000.0,5280000.0,44227683.78,44193933.78,99816376.3,149324060.08,-144344060.08,-7342928.4,-231822425.17,8273249947.78,,,,,8041427522.61,定期报告,未审计,20260422,CNY,合并期末,2026-04-21T16:08:07
20251231,,18468897305.63,,,,,,,,,,,577086.76,336800662.83,18806275055.22,14609516523.16,,,,,,1832707318.84,475161897.97,1090244357.6,18007630097.57,798644957.65,,4970443.79,321489949.4,2309706.47,,216544129.23,,,545314228.89,161614744.79,38000000.0,,,,406441753.16,606056497.95,-60742269.06,,36750000.0,36750000.0,30133765.23,,1070100.0,67953865.23,27039194.44,637138452.67,207034607.21,70967520.65,735145167.76,-667191302.53,-9284261.21,61427124.85,8211822822.93,8273249947.78,8211822822.93,,,8273249947.78,定期报告,是,20260321,CNY,合并期末,2026-03-20T18:24:02
20250930,,13278247363.0,,,,,,,,,,,597216.74,211277130.64,13490121710.38,9014606502.65,,,,,,946818314.43,475177445.5,1760034699.09,12196636961.67,1293484748.71,,4970443.79,178573317.67,1558713.7,,250189221.68,,,435291696.84,72184574.08,,,,,708549156.72,780733730.8,-345442033.96,,,,16889765.23,,,16889765.23,13789662.54,401403631.46,15034607.46,29808906.94,445002200.94,-428112435.71,-4313915.86,515616363.18,8211822822.93,,,,,8727439186.11,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:12:16
20250630,,8557626651.44,,,,,,,,,,,47587.03,121387528.64,8679061767.11,6562762216.04,,,,,,655558166.33,312333482.84,667953223.49,8198607088.7,480454678.41,,4970443.66,133565878.7,237262.0,,82857167.93,,,221630752.29,65198067.46,,,,,325850756.72,391048824.18,-169418071.89,,,,10660765.23,,,10660765.23,7627389.21,235920273.12,10621337.86,16998163.62,260545825.95,-249885060.72,-1213663.49,59937882.31,8211822822.93,8271760705.24,8211822822.93,,,8271760705.24,定期报告,未审计,20250823,CNY,合并期末,2025-08-22T17:32:05
20250331,,4142279984.32,,,,,,,,,,,445313.4,74550137.46,4217275435.18,3382401026.13,,,,,,337389359.38,182096887.23,444501598.29,4346388871.03,-129113435.85,,,700000.0,150792.0,,306814185.62,,,307664977.62,57003558.44,,,,,87142800.0,144146358.44,163518619.18,,,,7170000.0,,,7170000.0,4424720.84,143726.85,,223174.0,4791621.69,2378378.31,-90321.25,36693240.39,8211822822.93,,,,,8248516063.32,定期报告,未审计,20260422,CNY,合并期末,2025-04-25T16:56:09
20241231,,18746387761.75,,,,,,,,,,,298196.29,353369585.55,19100055543.59,14327968438.31,,,,,,2059596536.37,553564305.54,1261526561.4,18202655841.62,897399701.97,,,264587780.29,213529382.48,,370533668.38,,,848650831.15,72217127.91,2464627.22,,,,631348614.36,706030369.49,142620461.66,,,,39945826.86,,,39945826.86,94056297.97,1155027433.0,499301179.98,44263314.93,1293347045.9,-1253401219.04,-5455346.37,-218836401.78,8430659224.71,8211822822.93,8430659224.71,,,8211822822.93,定期报告,是,20260321,CNY,合并期末,2025-03-21T16:30:06
20240930,,13796537967.84,,,,,,,,,,,292453.21,293029056.58,14089859477.63,9370184981.07,,,,,,950374245.46,550087910.74,1793360035.46,12664007172.73,1425852304.9,,750000.0,211641350.42,191431270.86,,181155551.07,,,584978172.35,43768402.52,2464627.22,,,,1438157873.73,1484390903.47,-899412731.12,,,,36544103.48,,3947293.18,40491396.66,92290257.97,465098063.06,14070379.04,19873496.66,577261817.69,-536770421.03,-8759357.03,-19090204.28,8430659224.71,,,,,8411569020.43,定期报告,未审计,20251031,CNY,合并期末,2024-10-28T18:00:05
20240630,,9195054699.57,,,,,,,,,,,1263549.8,172585875.67,9368904125.04,6960827648.7,,,,,,643711187.74,375333452.16,711391393.38,8691263681.98,677640443.06,,,153566420.94,56517459.9,,132781199.91,,,342865080.75,25994817.13,1250000.0,,,,897502900.0,924747717.13,-581882636.38,,,,32057522.72,,,32057522.72,88063144.77,464820841.89,14070379.04,20738223.61,573622210.27,-541564687.55,4319969.8,-441486911.07,8430659224.71,7989172313.64,8430659224.71,,,7989172313.64,定期报告,未审计,20250823,CNY,合并期末,2024-08-16T17:40:04
20240331,,4377643188.31,,,,,,,,,,,209262.07,81506605.85,4459359056.23,3682617157.42,,,,,,328011438.61,173599771.45,493265291.27,4677493658.75,-218134602.52,,,60916969.06,1860111.78,,76077296.96,,,138854377.8,12914168.39,,,,,239543540.0,252457708.39,-113603330.59,,,,24346244.45,,,24346244.45,29079008.86,644366.02,,347961.0,30071335.88,-5725091.43,-593878.86,-338056903.4,8430659224.71,,,,,8092602321.31,定期报告,未审计,20250426,CNY,合并期末,2024-04-26T20:35:09
20231231,,23772578682.36,,,,,,,,,,,2593226.79,416941743.44,24192113652.59,19005334978.87,,,,,,2025836406.61,684221755.35,1211591581.94,22926984722.77,1265128929.82,,,375987911.11,63826233.28,,113653444.19,,,553467588.58,135327423.89,,,,,599590500.0,734917923.89,-181450335.31,,504287.0,504287.0,69532825.15,,,70037112.15,47736924.83,852325923.85,410078733.55,43266634.62,943329483.3,-873292371.15,4013307.69,214399531.05,8216259693.66,8430659224.71,8216259693.66,,,8430659224.71,定期报告,是,20250322,CNY,合并期末,2024-03-22T16:30:04
20230930,,17835616416.62,,,,,,,,,,,2208224.13,310365252.7,18148189893.45,12879608192.29,,,,,,947956363.87,539615458.7,2079823047.01,16447003061.87,1701186831.58,,,290217608.77,1375309.98,,243167088.54,,,534760007.29,79232010.24,,,,,1741747755.52,1820979765.76,-1286219758.47,,,,53945973.69,,5578667.98,59524641.67,36973071.97,459646041.11,12658407.81,22081348.75,518700461.83,-459175820.16,5329716.86,-38879030.19,8216259693.66,,,,,8177380663.47,定期报告,未审计,20241029,CNY,合并期末,2023-10-27T17:50:04
20230630,,11902660454.57,,,,,,,,,,,1643307.52,208533241.24,12112837003.33,9605413588.2,,,,,,639708629.27,341586211.73,765838783.2,11352547212.4,760289790.93,,,231784117.06,7812807.82,,58784734.36,,,298381659.24,51597859.39,,,,,1503308219.15,1554906078.54,-1256524419.3,,,,32473071.97,,,32473071.97,18700000.0,13811327.76,12658407.81,21795108.79,54306436.55,-21833364.58,8935376.28,-509132616.67,8216259693.66,7707127076.99,8216259693.66,,,7707127076.99,定期报告,未审计,20240817,CNY,合并期末,2023-08-24T16:10:03
20230331,,5729195688.84,,,,,,,,,,,479346.35,113129832.01,5842804867.2,4676364683.75,,,,,,337687713.51,162368787.51,684510906.23,5860932091.0,-18127223.8,,,35814846.59,586347.08,,70223591.57,,,106624785.24,19082107.42,,,,,777948000.0,797030107.42,-690405322.18,,,,25500000.0,,,25500000.0,13500000.0,490075.0,,361681.0,14351756.0,11148244.0,-4882036.81,-702266338.79,8216259693.66,,,,,7513993354.87,定期报告,未审计,20240427,CNY,合并期末,2023-04-24T15:45:04
