报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
1990-12-31,6767.00万,False,False,False,5.42亿,False,False,False,False,False,False,12.48%,19.13%,False,False,False,False,False,False,1.19,1.19,0.0000,2.86,74.09%
1991-12-31,5895.00万,-12.89%,False,False,6.31亿,16.38%,False,False,False,False,False,9.34%,18.99%,False,False,False,False,False,False,1.19,1.19,0.0000,2.10,67.71%
1992-12-31,8044.00万,36.45%,False,False,7.73亿,22.59%,False,False,False,False,False,10.40%,19.50%,False,49.39%,False,False,False,False,0.89,0.89,0.0000,2.32,69.88%
1993-06-30,5443.00万,False,False,False,5.85亿,False,False,False,False,False,False,9.30%,17.53%,False,False,False,False,False,False,1.04,1.04,0.0000,2.71,73.06%
1993-12-31,False,False,False,False,False,False,False,False,1.00,0.05,False,False,False,False,False,False,False,False,False,1.13,0.59,0.32,1.10,52.43%
1994-06-30,9007.78万,65.49%,False,False,7.67亿,31.08%,0.3438,3.67,2.33,0.30,False,11.74%,False,False,8.97%,False,False,False,False,2.12,2.12,0.0000,0.42,29.39%
1994-12-31,1.62亿,False,False,False,14.34亿,False,False,3.95,2.34,0.47,False,11.31%,False,False,15.04%,False,False,False,False,2.19,1.27,0.57,0.34,25.32%
1995-06-30,1.10亿,21.74%,False,False,11.00亿,43.35%,False,3.93,2.34,0.34,False,9.96%,False,False,10.19%,False,False,False,False,1.58,1.58,0.0000,0.49,33.04%
1995-12-31,1.65亿,1.45%,False,False,19.25亿,34.20%,False,3.94,2.34,0.13,False,8.56%,20.89%,False,15.28%,136.25,3.78,95.31,40.95,1.41,0.70,0.72,0.78,43.70%
1996-06-30,5116.41万,-53.34%,False,False,9.53亿,-13.33%,False,3.60,1.95,0.23,False,5.37%,False,False,4.32%,False,False,False,False,1.37,1.37,0.0000,0.97,49.34%
1996-12-31,1036.63万,-93.71%,False,False,13.51亿,-29.81%,False,3.54,2.01,0.13,False,0.77%,16.96%,False,0.89%,273.06,2.14,167.92,105.14,1.34,0.89,0.67,1.22,55.05%
1997-06-30,1095.71万,-78.58%,False,False,3.93亿,-58.72%,False,3.58,2.02,0.16,False,2.78%,False,False,0.93%,False,False,False,False,1.41,1.41,0.0000,1.07,51.76%
1997-12-31,7654.09万,638.36%,False,False,9.19亿,-31.97%,0.2330,3.79,2.03,0.32,False,8.33%,19.61%,False,6.16%,369.89,1.84,195.81,174.08,1.48,1.30,1.34,1.11,52.67%
1998-06-30,-1361.79万,-224.28%,False,False,2.02亿,-48.64%,False,3.74,2.03,0.28,False,-6.74%,21.97%,False,-1.11%,494.65,0.67,270.51,224.13,1.54,1.34,1.47,1.00,50.05%
1998-12-31,328.48万,-95.71%,False,False,4.44亿,-51.65%,0.0320,3.80,2.03,0.34,-0.47,1.35%,8.73%,0.84%,0.83%,688.60,1.18,304.23,384.37,1.30,1.12,1.23,2.42,58.85%
1999-06-30,9895.10万,826.63%,False,False,16.41亿,711.99%,False,4.10,2.03,0.58,0.13,12.82%,29.52%,False,7.34%,70.79,2.54,70.79,False,1.35,1.17,1.38,2.13,56.68%
1999-12-31,2.41亿,7226.07%,1.64亿,False,35.03亿,688.43%,0.6460,6.00,4.32,0.22,0.55,12.30%,29.74%,False,9.08%,80.60,4.47,80.60,False,1.51,1.29,1.35,1.24,47.76%
2000-06-30,1.45亿,46.90%,1.37亿,False,17.60亿,7.25%,False,6.23,4.32,0.54,0.29,14.58%,28.74%,False,5.21%,96.32,1.87,96.32,False,1.49,1.28,1.37,1.22,47.67%
2000-12-31,1.55亿,-35.41%,2.60亿,59.05%,36.24亿,3.57%,0.6150,6.12,4.33,0.27,1.51,13.11%,31.42%,10.25%,10.05%,99.83,3.61,99.83,False,1.54,1.30,1.34,1.20,46.64%
2001-06-30,1.45亿,-0.04%,1.45亿,5.42%,18.89亿,8.84%,0.3250,6.09,4.32,0.37,0.45,14.31%,30.78%,5.49%,5.35%,160.74,1.93,93.26,67.48,1.45,1.25,1.50,1.32,48.76%
2001-12-31,2.46亿,58.56%,2.34亿,-9.90%,38.45亿,6.08%,0.4580,5.05,3.45,0.07,1.64,13.13%,33.57%,9.29%,9.08%,180.34,3.65,98.55,81.78,1.53,1.33,1.56,1.31,47.87%
2002-03-31,6903.47万,False,False,False,10.63亿,False,False,2.94,3.45,0.20,False,12.52%,27.19%,False,0.32%,158.10,1.10,81.90,76.20,1.50,1.29,1.54,1.36,48.69%
2002-06-30,1.35亿,-7.30%,1.36亿,-5.90%,22.90亿,21.23%,0.2500,5.30,3.45,0.32,0.59,12.88%,30.26%,4.84%,4.72%,150.55,2.38,75.67,74.87,1.45,1.27,1.52,1.47,51.44%
2002-09-30,2.24亿,False,2.26亿,False,34.20亿,False,False,4.97,3.05,0.43,False,13.79%,32.31%,False,7.62%,162.97,3.04,88.79,74.18,1.55,1.30,1.56,1.29,47.96%
2002-12-31,2.73亿,10.68%,2.81亿,19.97%,44.68亿,16.22%,0.4610,4.87,3.06,0.10,1.17,13.08%,35.50%,9.75%,9.47%,183.56,3.04,118.57,64.99,1.41,1.11,1.29,1.51,51.24%
2003-03-31,7311.46万,5.91%,False,False,12.53亿,17.92%,False,5.00,3.06,0.23,-0.0099,11.40%,26.98%,False,2.47%,173.55,0.76,117.66,55.89,1.45,1.15,1.35,1.44,49.81%
2003-06-30,2.20亿,63.53%,1.82亿,33.32%,26.66亿,16.42%,0.3100,4.37,2.39,0.39,0.22,14.21%,26.74%,6.07%,7.10%,165.39,1.63,110.74,54.64,1.44,1.14,1.35,1.39,50.06%
2003-09-30,3.07亿,37.27%,2.91亿,28.91%,40.73亿,19.11%,False,4.49,2.39,0.51,0.64,13.96%,27.72%,False,9.64%,165.56,2.26,119.26,46.30,1.48,1.10,1.27,1.25,47.08%
2003-12-31,4.09亿,50.12%,3.24亿,15.13%,56.15亿,24.43%,0.5800,4.58,2.41,0.37,0.41,13.79%,27.84%,13.24%,12.66%,161.73,2.98,120.78,40.95,1.55,1.14,1.28,1.19,45.50%
2004-03-31,8218.73万,12.41%,8206.19万,False,16.16亿,27.65%,False,4.69,2.41,0.49,0.08,10.12%,23.33%,False,2.46%,133.24,0.89,101.29,31.95,1.62,1.23,1.41,1.11,43.54%
2004-06-30,1.94亿,-11.70%,1.94亿,6.78%,31.64亿,23.82%,0.2740,4.85,2.41,0.64,0.11,11.10%,23.72%,5.81%,5.64%,137.05,1.75,103.15,33.90,1.59,1.20,1.40,1.12,44.83%
2004-09-30,2.55亿,-16.92%,2.56亿,-12.08%,48.73亿,17.90%,False,4.03,1.84,0.52,0.40,10.32%,23.78%,False,7.43%,143.40,2.46,109.57,33.83,1.62,1.18,1.37,1.07,43.27%
2004-12-31,2.94亿,-28.27%,3.14亿,-2.97%,65.55亿,16.75%,0.3450,4.03,1.86,0.39,0.71,9.27%,24.61%,8.72%,8.55%,128.06,3.61,99.68,28.39,1.72,1.31,1.47,0.96,40.12%
2005-03-31,7300.29万,-11.17%,7110.36万,-13.35%,15.31亿,-5.25%,False,4.12,1.86,0.48,-0.27,9.60%,23.23%,False,2.08%,131.52,0.90,99.57,31.95,1.81,1.34,1.54,0.89,38.03%
2005-06-30,1.23亿,-37.00%,1.40亿,-27.99%,33.57亿,6.11%,0.1440,3.97,1.86,0.33,-0.18,8.42%,23.52%,3.50%,3.62%,120.07,2.00,90.06,30.01,1.70,1.24,1.45,0.92,39.33%
2005-09-30,1.34亿,-47.70%,1.55亿,-39.25%,50.59亿,3.83%,False,3.99,1.86,0.34,-0.19,7.18%,22.44%,False,3.93%,122.57,2.96,91.37,31.20,1.85,1.31,1.56,0.83,36.45%
2005-12-31,1.59亿,-45.72%,1.19亿,-61.96%,68.32亿,4.21%,0.1870,3.96,1.86,0.23,0.29,5.98%,20.91%,4.66%,4.73%,112.01,4.33,83.10,28.91,1.84,1.38,1.59,0.85,36.86%
2006-03-31,7518.03万,2.98%,5396.79万,-24.10%,15.49亿,1.19%,0.0882,4.03,1.86,0.30,-0.09,8.42%,20.07%,False,1.81%,123.91,1.04,86.32,37.58,1.95,1.49,1.77,0.77,34.53%
2006-06-30,1.51亿,23.10%,5862.73万,-58.02%,34.97亿,4.17%,0.1770,4.01,1.86,0.29,0.24,7.50%,18.98%,3.92%,4.02%,106.92,2.46,73.07,33.85,1.80,1.40,1.64,0.90,39.05%
2006-09-30,2.84亿,112.57%,1.98亿,27.73%,53.69亿,6.12%,0.3330,4.15,1.86,0.43,0.57,8.75%,19.44%,False,7.25%,105.28,3.71,72.85,32.43,1.88,1.47,1.71,0.88,38.33%
2006-12-31,4.18亿,162.16%,3.25亿,172.20%,74.53亿,9.09%,0.4900,4.27,1.88,0.60,0.99,9.14%,20.72%,11.35%,11.04%,110.41,4.39,81.99,28.43,1.79,1.29,1.29,0.92,39.18%
2007-03-31,8977.32万,19.41%,9144.65万,69.45%,18.93亿,22.23%,0.1050,4.29,1.86,0.47,-0.04,7.94%,18.72%,False,2.45%,119.54,1.03,87.09,32.45,1.80,1.31,1.31,0.93,39.30%
2007-06-30,2.98亿,97.44%,2.97亿,407.19%,42.11亿,20.42%,0.3490,4.47,1.90,0.62,0.35,10.52%,20.84%,8.01%,7.81%,114.66,2.13,84.61,30.05,1.60,1.14,1.14,1.06,43.36%
2007-09-30,4.63亿,62.97%,4.62亿,132.80%,66.67亿,24.18%,0.5430,4.68,1.91,1.31,0.90,10.49%,20.67%,False,11.60%,111.89,3.28,82.24,29.65,1.63,1.16,1.16,1.05,42.89%
2007-12-31,6.06亿,44.88%,5.99亿,84.06%,91.86亿,23.26%,0.5900,4.77,1.91,1.00,1.24,9.72%,20.78%,15.86%,14.90%,106.20,4.47,80.47,25.73,1.64,1.17,1.17,1.07,43.56%
2008-03-31,1.32亿,47.49%,1.30亿,42.37%,23.16亿,22.34%,0.1290,4.92,1.90,1.15,-0.34,9.15%,19.63%,False,3.16%,119.19,1.01,89.29,29.89,1.73,1.20,1.20,0.97,40.99%
2008-06-30,3.26亿,9.45%,3.27亿,9.93%,51.92亿,23.30%,0.3200,5.02,1.88,1.28,0.0050,9.59%,19.58%,7.78%,7.61%,107.68,2.24,80.44,27.24,1.63,1.13,1.13,1.08,44.35%
2008-09-30,4.68亿,1.06%,4.69亿,1.54%,79.19亿,18.77%,0.4570,4.32,1.40,1.20,0.37,9.17%,19.25%,0.0000%,10.57%,108.02,3.38,79.78,28.23,1.72,1.20,1.20,1.02,42.73%
2008-12-31,6.47亿,6.77%,4.88亿,-18.44%,104.47亿,13.73%,0.6300,4.46,1.40,1.23,0.51,9.26%,18.74%,14.99%,14.17%,103.12,4.67,77.04,26.08,1.78,1.28,1.28,0.94,40.87%
2009-03-31,1.37亿,3.21%,1.33亿,2.46%,23.44亿,1.21%,0.1340,4.60,1.40,1.36,0.37,9.53%,20.07%,0.0000%,2.90%,119.70,1.05,86.07,33.64,1.78,1.32,1.32,0.96,41.22%
