报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,4259455651.23,4259455651.23,,,,,,3970167305.86,3571681366.42,,,,,,,,,22473540.25,100336689.84,127902805.61,184085302.55,-36312398.81,279941.65,,64162192.03,62862192.03,,,,397663.3,,,,15965110.47,-23674639.0,-16119200.91,,-386684.08,329632787.18,11124087.29,,753176.6,,340003697.87,46278961.35,,293724736.52,293724736.52,,178460115.8,,115264620.72,,,,,,,,,,,,,,,,,,,,293724736.52,178460115.8,115264620.72,0.17,0.17,定期报告,未审计,20260422,CNY,合并期末,2026-04-21T16:08:04
20251231,19294378577.1,19294378577.1,,,,,,18272357107.61,16337727459.84,,,,,,,,,86035428.15,725481100.35,554885682.15,789612911.14,-221385474.02,4273414.71,,364189255.3,351378918.2,,,,25989428.44,,,,194959561.73,-120015497.61,-370359956.23,,184845471.84,1301629732.96,8594759.18,,2816519.85,,1307407972.29,116939704.99,,1190468267.3,1190468267.3,,792469348.62,,397998918.68,,,,,,,,,,,,,,,,,,,,1190468267.3,792469348.62,397998918.68,0.77,0.77,定期报告,是,20260321,CNY,合并期末,2026-03-20T18:24:02
20250930,14708751237.99,14708751237.99,,,,,,13897025829.65,12500828194.5,,,,,,,,,62263308.49,519443609.74,452668576.19,533857025.32,-172034884.59,2270875.11,,320059095.48,308725520.0,,,,16987600.25,,,,124448969.49,-16200039.72,-188747196.29,,-5917701.29,1062356136.26,5631182.58,,1958600.32,,1066028718.52,49583976.37,,1016444742.15,1016444742.15,,704878310.9,,311566431.25,,,,,,,,,,,,,,,,,,,,1016444742.15,704878310.9,311566431.25,0.69,0.69,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:12:17
20250630,9437763967.8,9437763967.8,,,,,,8916407543.82,7984343640.82,,,,,,,,,41429822.1,335305536.33,319442455.18,360519645.33,-124633555.94,1990539.04,,214458666.74,211950263.44,,,,21492974.34,,,,60184809.04,-21499059.98,-97611917.66,,-7154496.93,691227399.53,4728281.51,,1086271.82,,694869409.22,1371976.15,,693497433.07,693497433.07,,490678604.63,,202818828.44,,,,,,,,,,,,,,,,,,,,693497433.07,490678604.63,202818828.44,0.48,0.48,定期报告,未审计,20250823,CNY,合并期末,2025-08-22T17:32:03
20250331,4211876532.3,4211876532.3,,,,,,3957974574.32,3544831910.05,,,,,,,,,21236442.78,104230559.04,128618987.57,192604745.49,-33548070.61,287194.47,,92193980.58,91493980.58,,,,15699989.88,,,,25174225.0,4996087.28,-30175482.03,,68900.17,361859658.86,2661414.78,,670870.18,,363850203.46,47725491.94,,316124711.52,316124711.52,,203536313.86,,112588397.66,,,,,,,,,,,,,,,,,,,,316124711.52,203536313.86,112588397.66,0.2,0.2,定期报告,未审计,20260422,CNY,合并期末,2025-04-25T16:56:10
20241231,20682465815.73,20682465815.73,,,,,,19375408442.01,17370525765.38,,,,,,,,,96049608.75,766251942.88,594943337.15,829702717.53,-282064929.68,4356519.6,,350245009.88,336482988.63,,,,21105365.77,,,,194247310.86,-100722169.73,-316186177.59,,12096230.42,1467842943.33,24329173.13,,3679707.57,,1488492408.89,137074872.07,,1351417536.82,1351417536.82,,937334128.78,,414083408.04,,,,,,,,,,,,,,,,,,,,1351417536.82,937334128.78,414083408.04,0.92,0.92,定期报告,是,20260321,CNY,合并期末,2025-03-21T16:42:03
20240930,15685019093.44,15685019093.44,,,,,,14705580815.66,13213574747.63,,,,,,,,,69984144.08,574271647.08,454196330.71,619641002.91,-226087056.75,2475910.17,,272928730.54,260545921.29,,,,7866025.55,,,,131749425.94,-4726574.07,-241147777.03,,-9285710.77,1136822397.94,6008384.17,,2636060.54,,1140194721.57,59033864.63,,1081160856.94,1081160856.94,,728395651.5,,352765205.44,,,,,,,,,,,,,,,,,,,,1081160856.94,728395651.5,352765205.44,0.71,0.71,定期报告,未审计,20251031,CNY,合并期末,2024-10-28T18:02:05
20240630,10083863107.76,10083863107.76,,,,,,9406021631.55,8427523738.67,,,,,,,,,50744921.04,368776324.93,318224298.37,417311940.78,-176559592.24,1796999.58,,186852887.44,174874192.35,,,,-8561555.81,,,,56324338.05,564324.65,-116100724.88,,-16058.99,796904686.67,5498349.07,,1607374.41,,800795661.33,17457470.1,,783338191.23,783338191.23,,525770820.02,,257567371.21,,,,,,,,,,,,,,,,,,,,783338191.23,525770820.02,257567371.21,0.51,0.51,定期报告,未审计,20250823,CNY,合并期末,2024-08-16T17:42:04
20240331,4311142142.36,4311142142.36,,,,,,4036270642.66,3603655012.35,,,,,,,,,28311865.56,108660778.35,153002603.66,203351774.98,-60711392.24,966741.98,,65516397.4,65516397.4,,,,1848851.75,,,,28633271.89,442073.48,-3871157.47,,1635886.73,369076823.48,4461373.27,,552000.53,,372986196.22,49663757.83,,323322438.39,323322438.39,,212299141.97,,111023296.42,,,,,,,,,,,,,,,,,,,,323322438.39,212299141.97,111023296.42,0.21,0.21,定期报告,未审计,20250426,CNY,合并期末,2024-04-26T20:32:03
20231231,22321161349.91,22321161349.91,,,,,,20877642717.94,18735905728.05,,,,,,,,,110620990.35,789349272.49,660442686.34,836995459.01,-255671418.3,5942041.85,,268986440.99,257059308.84,,,,21885052.13,,,,280345124.62,-24465568.53,-321086865.3,,15397455.11,1684580270.99,31830756.57,,3174557.97,,1713236469.59,150547799.22,,1562688670.37,1562688670.37,,999920379.39,,562768290.98,,,,,,,,,,,,,,,,,,,,1562688670.37,999920379.39,562768290.98,0.98,0.98,定期报告,是,20250322,CNY,合并期末,2024-03-22T16:32:02
