报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
1997-12-31,1648.78万,False,False,False,9828.53万,False,False,False,False,False,False,16.78%,42.13%,False,False,220.04,1.64,220.04,False,2.57,1.60,1.59,0.56,35.79%
1998-12-31,2761.82万,67.51%,False,False,1.42亿,44.96%,False,False,0.11,False,False,19.38%,44.42%,False,False,222.86,1.62,222.86,False,1.69,1.11,1.11,1.08,51.98%
1999-12-31,4475.25万,62.04%,False,False,1.84亿,29.17%,False,1.45,0.34,0.05,False,23.94%,48.23%,False,30.96%,243.84,1.48,243.84,False,1.62,1.14,1.11,1.05,50.48%
2000-06-30,2829.50万,False,False,False,1.04亿,False,False,1.73,0.34,0.33,0.10,27.14%,50.25%,False,16.23%,242.26,0.74,242.26,False,1.86,1.14,1.11,0.67,39.54%
2000-12-31,5387.21万,20.38%,5093.17万,False,2.45亿,33.05%,False,5.40,4.08,0.23,0.03,21.59%,44.18%,16.04%,6.49%,195.45,1.84,195.45,False,6.88,6.08,6.07,0.17,14.34%
2001-06-30,5435.46万,92.10%,5312.26万,False,1.79亿,71.93%,0.3620,5.69,4.08,0.52,0.27,30.51%,46.28%,6.52%,6.37%,333.80,1.10,164.11,169.68,6.64,5.76,7.00,0.17,14.46%
2001-09-30,7278.98万,False,False,False,2.77亿,False,False,False,False,False,False,26.28%,45.93%,False,False,False,False,False,False,False,False,False,False,False
2001-12-31,1.05亿,95.34%,1.01亿,98.93%,3.88亿,58.60%,0.3508,2.92,1.64,0.18,0.12,27.06%,45.16%,12.27%,12.03%,346.89,2.01,178.99,167.90,5.24,4.20,5.27,0.21,17.05%
2002-03-31,1803.04万,False,False,False,8377.57万,False,False,2.89,1.64,0.24,False,21.69%,45.94%,False,2.06%,486.72,0.33,272.89,213.83,5.22,3.98,5.27,0.21,16.85%
2002-06-30,8245.23万,51.69%,8181.32万,54.01%,3.00亿,68.02%,0.2750,3.12,1.64,0.34,0.04,27.73%,43.24%,9.00%,8.82%,262.12,1.30,138.53,123.59,4.60,3.49,4.67,0.22,17.52%
2002-09-30,1.09亿,50.33%,1.09亿,False,4.71亿,70.15%,False,3.21,1.64,0.43,False,23.38%,41.36%,11.87%,11.38%,259.86,1.99,135.55,124.32,4.23,2.98,4.15,0.23,18.58%
2002-12-31,1.54亿,46.06%,1.54亿,51.57%,6.65亿,71.36%,0.3941,2.58,1.26,0.19,0.07,23.29%,40.19%,16.18%,15.28%,275.54,2.32,155.02,120.52,2.62,1.85,2.48,0.43,29.40%
2003-03-31,2717.47万,50.72%,False,False,1.64亿,95.45%,False,2.65,1.26,0.26,-0.47,16.23%,38.13%,False,2.63%,395.41,0.38,235.36,160.06,2.70,1.58,2.40,0.41,28.34%
2003-06-30,1.02亿,23.81%,1.01亿,23.19%,4.66亿,54.99%,False,2.84,1.26,0.45,0.03,21.75%,39.22%,False,9.21%,296.08,1.00,179.25,116.84,2.44,1.63,2.38,0.44,29.76%
2003-09-30,1.61亿,46.97%,1.60亿,45.98%,7.64亿,62.05%,False,2.99,1.26,0.60,0.04,20.93%,39.18%,False,13.78%,286.10,1.57,171.44,114.66,2.38,1.60,2.38,0.46,30.99%
2003-12-31,2.31亿,50.13%,2.30亿,49.64%,11.73亿,76.32%,0.5917,3.17,1.26,0.69,-0.08,19.72%,36.31%,20.58%,18.66%,330.89,1.68,214.52,116.38,1.34,0.74,1.13,1.07,51.09%
2004-03-31,1.07亿,293.07%,1.07亿,False,8.13亿,396.61%,False,2.63,0.74,0.72,0.07,13.06%,26.54%,False,8.01%,166.46,0.82,109.64,56.83,1.33,0.67,1.06,1.10,51.87%
2004-06-30,2.53亿,148.23%,2.54亿,151.99%,18.15亿,289.70%,0.5000,2.92,0.74,1.01,0.08,13.96%,28.24%,18.65%,17.12%,159.22,1.87,96.34,62.88,1.37,0.76,1.29,1.05,50.63%
2004-09-30,3.43亿,113.20%,3.44亿,115.68%,26.10亿,241.79%,False,3.10,0.75,1.19,0.09,13.08%,27.21%,False,21.80%,180.90,2.54,106.22,74.68,1.34,0.76,1.33,1.09,51.51%
2004-12-31,3.83亿,65.91%,3.87亿,68.36%,33.80亿,188.11%,0.7551,3.20,0.76,1.15,0.46,11.21%,26.70%,26.94%,23.63%,187.18,3.08,117.07,70.11,1.29,0.75,1.21,1.19,53.67%
2005-03-31,7064.53万,-33.86%,7150.66万,-32.99%,7.01亿,-13.78%,False,2.94,0.76,0.89,-0.26,10.01%,27.05%,False,4.75%,282.61,0.54,165.68,116.93,1.16,0.67,1.15,1.47,58.95%
2005-06-30,1.67亿,-34.27%,1.70亿,-33.17%,17.05亿,-6.05%,0.3285,3.12,0.76,1.08,0.27,9.63%,25.16%,10.39%,10.51%,229.34,1.39,129.60,99.75,1.17,0.73,1.22,1.46,58.74%
2005-09-30,2.42亿,-29.48%,2.47亿,-28.20%,24.37亿,-6.65%,False,3.27,0.76,1.23,0.44,9.89%,26.21%,False,14.57%,243.90,1.93,139.95,103.95,1.19,0.73,1.20,1.39,57.68%
2005-12-31,3.10亿,-18.90%,3.13亿,-19.03%,32.79亿,-3.00%,0.6124,3.42,0.77,1.27,0.91,9.44%,26.66%,19.12%,17.93%,238.82,2.51,143.31,95.51,1.17,0.71,1.12,1.39,57.59%
2006-03-31,7423.62万,5.08%,7254.11万,1.45%,8.90亿,26.89%,0.1464,3.56,0.77,1.41,-0.09,8.21%,24.69%,False,3.99%,234.64,0.66,135.83,98.81,1.18,0.69,1.10,1.43,58.35%
2006-06-30,2.59亿,55.75%,2.58亿,51.85%,23.46亿,37.58%,0.5117,3.88,0.77,1.73,0.23,11.02%,25.33%,13.71%,12.94%,186.14,1.74,103.51,82.64,1.20,0.79,1.24,1.48,59.29%
2006-09-30,3.83亿,58.60%,3.86亿,56.13%,34.27亿,40.64%,0.7564,4.12,0.77,1.98,0.28,11.21%,26.16%,False,18.13%,201.35,2.26,119.32,82.03,1.25,0.73,1.18,1.31,56.28%
2006-12-31,4.82亿,55.38%,4.98亿,58.94%,46.58亿,42.05%,0.6344,4.53,0.97,2.11,0.86,10.39%,26.74%,24.53%,20.93%,202.41,2.75,130.91,71.49,1.25,0.68,0.68,1.30,56.17%
2007-03-31,2.12亿,184.92%,2.16亿,198.39%,12.97亿,45.77%,0.2781,4.94,0.97,2.49,-0.48,16.20%,30.38%,False,8.44%,239.30,0.54,168.00,71.30,1.32,0.69,0.69,1.35,57.09%
2007-06-30,5.16亿,98.83%,5.19亿,101.38%,36.04亿,53.67%,0.6782,3.69,0.32,2.06,0.12,14.28%,27.57%,20.13%,18.36%,182.07,1.46,123.11,58.96,1.43,0.73,0.73,1.48,59.27%
2007-09-30,9.06亿,136.35%,9.09亿,135.44%,61.74亿,80.14%,1.1918,4.21,0.32,2.58,0.20,14.65%,27.68%,False,28.33%,171.99,2.30,117.18,54.80,1.49,0.70,0.70,1.34,57.00%
2007-12-31,13.34亿,176.43%,13.15亿,164.18%,89.74亿,92.67%,1.7536,4.77,0.32,2.96,0.60,14.83%,28.63%,45.00%,36.75%,168.57,3.10,116.17,52.40,1.42,0.69,0.69,1.32,56.04%
