代码,名称,送转股份-送转总比例,送转股份-送转比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
600570,恒生电子,,,,2.0,0.008984725966,0.65,5.19924108209,0.274364427986,3.577140705793,18.012565559269,1893647942,2026-03-28,2026-06-08,2026-06-09,实施分配,2026-06-03
