报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,20252590643.12,,,,,,,,,,,7420868.51,281216985.57,20541228497.2,16574825261.72,,,,,,2555684383.18,903750660.0,362230403.58,20396490708.48,144737788.72,,,2259461.75,2166753.65,,,,,4426215.4,176231894.83,452849364.7,,,,,629081259.53,-624655044.13,,,,1990097334.31,,376516360.16,2366613694.47,4223888571.67,207447944.02,,227266844.81,4658603360.5,-2291989666.03,-38038442.97,-2809945364.41,10859705086.36,,,,,8049759721.95,定期报告,未审计,20260423,CNY,合并期末,2026-04-22T17:08:11
20251231,,97062970248.76,,,,,,,,,,,490229753.06,439180952.64,97992380954.46,69938595188.6,,,,,,7406544237.92,4324558902.87,1687091897.9,83356790227.29,14635590727.17,,497008636.41,624331802.7,156293808.44,,,,,1277634247.55,769985430.86,3200000.0,,,,,773185430.86,504448816.69,,,,24349077365.83,,3760645463.08,28109722828.91,31431470739.98,4323924672.12,,4077722309.06,40524527073.99,-12414804245.08,13927140.93,2739162439.71,8120542646.65,10669705086.36,7969648235.11,190000000.0,150894411.54,10859705086.36,定期报告,是,20260317,CNY,合并期末,2026-03-16T21:08:06
20250930,,69322435651.86,,,,,,,,,,,489299575.26,281938250.1,70093673477.22,51431440957.06,,,,,,5406651044.61,3111369032.33,1104476890.03,61053937924.03,9039735553.19,,,19959475.14,131828813.2,,,,,151788288.34,483215365.59,,,,,,483215365.59,-331427077.25,,,,12846869449.55,,6049421294.82,18896290744.37,19770831862.63,3115880544.97,,4071953537.26,27650075297.69,-8753784553.32,23816874.81,-21659202.57,8120542646.65,,,,,8098883444.08,定期报告,未审计,20251025,CNY,合并期末,2025-10-24T17:24:24
20250630,,45543400663.32,,,,,,,,,,,155725421.25,161609243.04,45860735327.61,34089705721.7,,,,,,3963140419.04,1830867716.12,700162062.11,40583875918.97,5276859408.64,,,741579.8,131678813.2,,,,,132420393.0,349092580.81,,,,,,349092580.81,-216672187.81,,,,9616800849.55,,4934752856.32,14551553705.87,14375915249.17,2958844878.44,,2600496241.78,19935256369.39,-5383702663.52,168388408.97,-155127033.72,8120542646.65,7835415612.93,7969648235.11,130000000.0,150894411.54,7965415612.93,定期报告,未审计,20250820,CNY,合并期末,2025-08-19T19:32:05
20250331,,19074482352.42,,,,,,,,,,,7211539.19,62422879.05,19144116770.66,16525939158.47,,,,,,2703072765.36,693217451.06,168207786.43,20090437161.32,-946320390.66,,,163625.01,1239569.2,,,,,1403194.21,231099804.45,,,0.0,,,231099804.45,-229696610.24,,,,5763347546.23,,1931836178.46,7695183724.69,6702061070.01,229382350.92,,1648251539.82,8772394998.86,-1077211274.17,13959059.06,-2239269216.01,8120542646.65,,,,,5881273430.64,定期报告,未审计,20260423,CNY,合并期末,2025-04-18T17:40:08
20241231,,92379697725.8,,,,,,,,,,,536928788.47,591042808.46,93507669322.73,71326324691.47,,,,,,6747390067.41,3120055402.55,1572411941.29,82766182102.72,10741487220.01,,22000000.0,37875546.0,228935101.01,,,,,288810647.01,552422375.06,38750000.0,,0.0,,,591172375.06,-302361728.05,,,,24652766132.87,,8064648986.76,32717415119.63,30653824926.33,3748265625.02,34765064.0,8220385595.81,42941654756.75,-10224239637.12,51559056.93,266444911.77,7854097734.88,7969648235.11,7783555244.44,150894411.54,70542490.44,8120542646.65,定期报告,是,20260317,CNY,合并期末,2025-03-19T23:20:10
20240930,,64894668401.83,,,,,,,,,,,222215447.52,201455645.85,65318339495.2,53328861369.14,,,,,,4763952121.64,1890591787.99,1300633105.25,61284038384.02,4034301111.18,,,27640504.71,111822515.0,,8246.85,,,139471266.56,401704997.96,18750000.0,,0.0,,240000000.0,660454997.96,-520983731.4,,,,19360120921.11,,6344935245.86,25705056166.97,21407411049.03,3535552368.67,28809898.0,6696977281.01,31805031347.64,-6099975180.67,16605335.97,-2570052464.92,7854097734.88,,,,,5284045269.96,定期报告,未审计,20251025,CNY,合并期末,2024-10-25T19:30:08
20240630,,48254481585.38,,,,,,,,,,,175012824.96,178683680.44,48608178090.78,37204834567.01,,,,,,3695740086.92,1390531765.14,648483809.94,42939590229.01,5668587861.77,,,425475.0,10012600.0,,8246.85,,,10446321.85,271405600.35,,,0.0,,150000000.0,421405600.35,-410959278.5,,,,10457454010.0,,6773179644.4,17230633654.4,16001082728.46,3295531363.27,25370000.0,4417913131.42,23714527223.15,-6483893568.75,23665690.53,-1202599294.95,7854097734.88,6651498439.93,7783555244.44,,70542490.44,6651498439.93,定期报告,未审计,20250820,CNY,合并期末,2024-08-19T19:06:04
20240331,,21103790087.64,,,,,,,,,,,98055594.52,64459693.45,21266305375.61,19450563396.4,,,,,,2412474700.69,581523551.16,216912493.87,22661474142.12,-1395168766.51,,,199467.45,5067800.0,,,,,5267267.45,274047185.66,,,0.0,,,274047185.66,-268779918.21,,,,7479311560.0,,1036824864.87,8516136424.87,7731438698.58,248607998.98,25370000.0,1538814396.67,9579740072.1,-1063603647.23,-8385883.66,-2735938215.61,7854097734.88,,,,,5118159519.27,定期报告,未审计,20250419,CNY,合并期末,2024-04-22T21:10:05
20231231,,91397056900.67,,,,,,,,,,,750216771.74,726035208.41,92873308880.82,69600111673.35,,,,,,6226118865.6,5093986806.58,1294977312.74,82215194658.27,10658114222.55,,0.0,88405959.39,523589648.93,,,,,611995608.32,1997389244.28,2000000.0,,643297257.86,,,2642686502.14,-2030690893.82,,,,26777414437.28,,8819180248.56,35596594685.84,29537928776.6,4583733999.09,0.0,10568767252.7,45049307220.24,-9452712534.4,-33630937.66,-858920143.33,8713017878.21,7783555244.44,8713017878.21,70542490.44,0.0,7854097734.88,定期报告,是,20250320,CNY,合并期末,2024-03-12T21:20:03
