代码,名称,送转股份-送转总比例,送转股份-送转比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
000708,中信特钢,,,,4.457954,0.030492161423,1.17,8.539022421467,1.928277555549,5.071781061332,15.667176172719,5047158357,2026-03-17,2026-05-20,2026-05-21,实施分配,2026-05-15
