日期,摊薄每股收益(元),加权每股收益(元),每股收益_调整后(元),扣除非经常性损益后的每股收益(元),每股净资产_调整前(元),每股净资产_调整后(元),每股经营性现金流(元),每股资本公积金(元),每股未分配利润(元),调整后的每股净资产(元),总资产利润率(%),主营业务利润率(%),总资产净利润率(%),成本费用利润率(%),营业利润率(%),主营业务成本率(%),销售净利率(%),股本报酬率(%),净资产报酬率(%),资产报酬率(%),销售毛利率(%),三项费用比重,非主营比重,主营利润比重,股息发放率(%),投资收益率(%),主营业务利润(元),净资产收益率(%),加权净资产收益率(%),扣除非经常性损益后的净利润(元),主营业务收入增长率(%),净利润增长率(%),净资产增长率(%),总资产增长率(%),应收账款周转率(次),应收账款周转天数(天),存货周转天数(天),存货周转率(次),固定资产周转率(次),总资产周转率(次),总资产周转天数(天),流动资产周转率(次),流动资产周转天数(天),股东权益周转率(次),流动比率,速动比率,现金比率(%),利息支付倍数,长期债务与营运资金比率(%),股东权益比率(%),长期负债比率(%),股东权益与固定资产比率(%),负债与所有者权益比率(%),长期资产与长期资金比率(%),资本化比率(%),固定资产净值率(%),资本固定化比率(%),产权比率(%),清算价值比率(%),固定资产比重(%),资产负债率(%),总资产(元),经营现金净流量对销售收入比率(%),资产的经营现金流量回报率(%),经营现金净流量与净利润的比率(%),经营现金净流量对负债比率(%),现金流量比率(%),短期股票投资(元),短期债券投资(元),短期其它经营性投资(元),长期股票投资(元),长期债券投资(元),长期其它经营性投资(元),1年以内应收帐款(元),1-2年以内应收帐款(元),2-3年以内应收帐款(元),3年以内应收帐款(元),1年以内预付货款(元),1-2年以内预付货款(元),2-3年以内预付货款(元),3年以内预付货款(元),1年以内其它应收款(元),1-2年以内其它应收款(元),2-3年以内其它应收款(元),3年以内其它应收款(元)
2016-06-30,1.401,1.4,1.4,1.38,15.0353,15.0,-11.9083,2.6774,7.1845,,0.6381,,0.6417,143.9897,,,,216.1671,14.3773,0.9845,39.8693,,19.2505,-11.2826,,,-5133000000.0,9.32,9.535,34862000000.0,,6.5211,13.8983,6.0537,,,,,,,,,,,,,,,,6.8479,,1222.5955,1360.3041,,,61.7829,1460.3041,0.0,,0.5601,93.1521,5537298000000.0,,-0.0542,-8.5001,-0.0582,,,,,2894000000.0,435829000000.0,,,,,,,,,,,,,
2016-09-30,2.0755,2.07,2.07,2.04,15.7588,15.72,-14.2497,2.6774,7.8517,,0.9408,,0.9483,146.783,,,,207.5508,13.1705,0.9408,41.4977,,15.8308,-8.1927,,,-5525000000.0,13.15,13.77,51427000000.0,,7.2931,13.5639,6.5431,,,,,,,,,,,,,,,,7.143,,,1299.9784,,,,1399.9784,0.0,,,92.857,5563990000000.0,,-0.0646,-6.8657,-0.0696,,,,,3703000000.0,466028000000.0,,,,,,,,,,,,,
2016-12-31,2.4734,,,,15.9938,15.95,-4.7825,2.6774,7.895,,1.0498,,1.0927,122.6172,,,,247.3449,15.465,1.0498,,,15.834,-8.0569,,,-6362000000.0,15.4296,,,,7.5184,11.5005,8.5358,,,,,,,,,,,,,,,,6.788,,,1373.1955,,,,1473.1955,0.0,,,93.212,5942311000000.0,,-0.0203,-1.9336,-0.0218,,,,,3712000000.0,477064000000.0,,,,,,,,,,,,,
2017-03-31,0.7967,0.79,0.79,0.79,16.7259,16.68,-8.4993,2.6774,8.6824,,0.3348,,0.3365,177.4299,,,,79.6674,4.7631,0.3348,44.4709,,8.0739,-1.9802,,,-505000000.0,4.75,4.855,19836000000.0,,9.083,10.9914,10.4681,,,,,,,,,,,,,,,,7.0296,,,1322.554,,,,1422.554,0.0,,,92.9704,6000674000000.0,,-0.0357,-10.6684,-0.0384,,,,,3915000000.0,486687000000.0,,,,,,,,,,,,,
2017-06-30,1.5649,1.56,1.56,1.55,16.7259,16.63,-2.2156,2.6774,8.702,,0.6366,,0.6501,164.7055,,,,246.0126,14.7085,1.0008,44.1078,,9.5611,-2.1485,,,-1073000000.0,9.36,9.555,38967000000.0,,11.7004,11.244,11.9624,,,,,,,,,,,,,,,,6.804,,915.8937,1369.7338,,,67.1038,1469.7338,0.0,,0.7429,93.196,6199690000000.0,,-0.009,-1.4158,-0.0097,,,,,4016000000.0,516094000000.0,,,,,,,,,,,,,
2017-09-30,2.3459,2.33,2.33,2.31,17.472,17.37,-7.6398,2.6774,9.4787,,0.959,,0.977,156.1135,,,,234.593,13.4268,0.959,44.7959,,8.0802,-2.0744,,,-1547000000.0,13.42,13.995,58283000000.0,,13.0292,10.8712,10.878,,,,,,,,,,,,,,,,7.1425,,,1300.0633,,,,1400.0633,0.0,,,92.8575,6169239000000.0,,-0.0312,-3.2566,-0.0336,,,,,4254000000.0,541930000000.0,,,,,,,,,,,,,
2017-12-31,2.8009,2.78,2.78,2.77,19.1671,17.69,-0.2244,2.6774,9.5585,,1.1217,,1.1542,131.5652,,,,375.8112,19.6071,1.505,,,6.9971,-2.3732,,,-2152000000.0,14.61,16.54,69769000000.0,,13.2382,19.8407,5.9796,,,,,,,,,,,,,,,,7.6758,,982.8836,1202.8015,,,67.0754,1302.8015,0.0,,0.7809,92.3242,6297638000000.0,,-0.0009,-0.0801,-0.001,,,,,5079000000.0,558218000000.0,,,,,,,,,,,,,
2018-03-31,0.9004,0.9,0.9,0.89,19.8052,18.32,-2.1273,2.6774,10.111,,0.3632,,0.3619,173.9074,,,,90.0402,4.5463,0.3632,47.7552,,9.4858,-1.5058,,,-441000000.0,4.57,4.9925,22546000000.0,,13.0201,18.4103,4.1923,,,,,,,,,,,,,,,,7.9889,,,1151.7419,,,,1251.7419,0.0,,,92.0111,6252238000000.0,,-0.0086,-2.3626,-0.0093,,,,,5307000000.0,,,,,,,,,,,,,,
2018-06-30,1.7791,1.77,1.77,1.77,19.9863,18.5,-2.6021,2.6774,10.1284,,0.6863,,0.6992,169.1586,,,,280.652,14.0422,1.0827,46.7617,,11.7754,-1.6744,,,-987000000.0,8.94,9.805,44585000000.0,,13.6903,19.4932,5.4462,,,,,,,,,,,,,,,,7.7103,,1015.8837,1196.96,,,65.6935,1296.96,0.0,,0.759,92.2897,6537340000000.0,,-0.01,-1.4626,-0.0109,,,,,7058000000.0,,,,,,,,,,,,,,
2018-09-30,2.679,2.66,2.66,2.64,20.9711,19.49,-6.9273,2.6774,11.0131,,1.0381,,1.0552,165.355,,,,267.9001,12.7747,1.0381,47.0293,,11.54,-1.7623,,,-1561000000.0,12.82,14.3025,67028000000.0,,14.1978,20.0275,5.5022,,,,,,,,,,,,,,,,8.1259,,,1130.6327,,,,1230.6327,0.0,,,91.8741,6508681000000.0,,-0.0268,-2.5858,-0.0292,,,,,7588000000.0,,,,,,,,,,,,,,
2018-12-31,3.2046,3.13,3.13,3.11,21.5547,20.07,-1.4164,2.6774,10.8788,,1.1981,,1.2392,134.3912,,,,431.3428,20.0116,1.6126,42.8911,,11.7609,-2.0019,,,-2132000000.0,14.92,16.57,80129000000.0,,14.4129,12.4564,7.1152,,,,,,,,,,,,,,,,8.0585,,980.4578,1140.9248,,,66.4724,1240.9248,0.0,,0.8219,91.9415,6745729000000.0,,-0.0053,-0.442,-0.0058,,,,,8871000000.0,916012000000.0,,,,,,,,,,,,,
2019-03-31,1.011,1.0,1.0,0.99,22.7216,21.09,-6.8447,2.6774,11.8501,,0.3753,,0.3766,180.2311,,,,101.099,4.4495,0.3753,48.0833,,12.5261,-1.6391,,,-542000000.0,4.46,4.8625,25091000000.0,,12.282,14.7258,8.6706,,,,,,,,,,,,,,,,8.434,,,1085.6754,,,,1185.6754,0.0,,,91.566,6794347000000.0,,-0.0254,-6.7703,-0.0277,,,,,9871000000.0,935442000000.0,,,,,,,,,,,,,
2019-06-30,2.0166,2.01,2.01,1.99,22.7597,21.17,-2.1817,2.6774,11.9023,,0.707,,0.7297,165.0712,,,,320.3152,14.0738,1.123,46.8804,,12.3395,-1.7619,,,-1143000000.0,8.91,9.735,50174000000.0,,13.3477,13.8764,10.0322,,,,,,,,,,,,,,,,7.9797,,972.0162,1153.1783,,,66.3677,1253.1783,0.0,,0.8209,92.0203,7193181000000.0,,-0.0076,-1.0819,-0.0083,,,,,9685000000.0,925683000000.0,,,,,,,,,,,,,
2019-09-30,3.0833,3.05,3.05,3.03,23.9037,22.3,-2.1305,2.6774,12.9365,,1.0644,,1.1068,158.2801,,,,308.3326,12.8989,1.0644,,,12.1084,-1.7532,,,-1730000000.0,12.95,14.3925,76758000000.0,,15.0924,13.9838,12.2489,,,,,,,,,,,,,,,,8.2515,,,1111.9017,,,,1211.9017,0.0,,,91.7485,7305925000000.0,,-0.0074,-0.691,-0.008,,,,,10244000000.0,,,,,,,,,,,,,,
2019-12-31,3.7043,3.62,3.62,3.59,24.4929,22.89,0.1757,2.6774,12.7523,,1.2595,,1.3193,131.7733,,,,496.0617,20.2533,1.6867,,,13.5369,-2.0046,,,-2348000000.0,15.19,16.84,92178000000.0,,15.5953,13.6316,9.9546,,,,,,,,,,,,,,,,8.328,,945.0552,1100.7699,,,67.3523,1200.7699,0.0,,0.8812,91.672,7417240000000.0,,0.0006,0.0474,0.0007,,,,,10784000000.0,,,,,,,,,,,,,,
2020-03-31,1.1084,1.1,1.1,1.11,25.7128,24.11,3.4555,2.6774,13.8472,,0.3599,,0.3682,172.0292,,,,110.8413,4.3107,0.3599,,,16.9441,-2.0199,,,-705000000.0,4.33,4.69,27916000000.0,,9.6364,13.1644,14.3026,,,,,,,,,,,,,,,,8.35,,,1097.6002,,,,1197.6002,0.0,,,91.65,7766114000000.0,,0.0112,3.1175,0.0122,,,,,11617000000.0,,,,,,,,,,,,,,
2020-06-30,1.9857,1.97,1.97,1.97,25.338,23.73,10.0815,2.6774,13.5545,,0.6235,,0.6483,145.5796,,,,334.3518,13.1957,1.0499,,,18.0464,-2.0752,,,-1304000000.0,7.87,8.47,49733000000.0,,-1.5337,11.3287,11.6589,,,,,,,,,,,,,,,,7.9561,,943.3994,1156.8955,,,66.4202,1256.8955,0.0,,0.8433,92.0439,8031826000000.0,,0.0317,5.0772,0.0344,,,,,12389000000.0,,,,,,,,,,,,,,
2020-09-30,3.0559,3.02,3.02,3.02,28.1416,24.55,8.7165,2.6774,14.5992,,0.9449,,0.9897,143.5094,,,,305.5927,10.8591,0.9449,,,15.8276,-1.9509,,,-1910000000.0,10.89,12.75,76471000000.0,,-0.8886,17.729,11.645,,,,,,,,,,,,,,,,8.7012,,,1049.2729,,,,1149.2729,0.0,,,91.2988,8156700000000.0,,0.027,2.8523,0.0295,,,,,13223000000.0,,,,,,,,,,,,,,
2020-12-31,3.8842,3.79,3.79,3.79,28.9595,25.36,16.7062,2.6774,14.6815,,1.1716,,1.2417,123.3988,,,,532.4458,18.3859,1.606,,,15.4843,-2.0238,,,-2478000000.0,13.45,15.73,97178000000.0,,4.8553,18.2363,12.7299,,,,,,,,,,,,,,,,8.7348,,1067.9408,1044.8487,,,65.3115,1144.8487,0.0,,0.8179,91.2652,8361448000000.0,,0.0504,4.3011,0.0552,,,,,14922000000.0,,,,,,,,,,,,,,
2021-03-31,1.2787,1.27,1.27,1.26,30.2085,26.61,-1.2842,2.6774,15.9438,,0.3722,,0.3788,172.6138,,,,127.8715,4.233,0.3722,,,13.5036,-1.8282,,,-733000000.0,4.24,4.885,31886000000.0,,15.3645,17.4843,11.5698,,,,,,,,,,,,,,,,8.7927,,,1037.3099,,,,1137.3099,0.0,,,91.2073,8664641000000.0,,-0.0037,-1.0043,-0.0041,,,,,15367000000.0,,,,,,,,,,,,,,
2021-06-30,2.4444,2.35,2.35,2.34,30.1972,26.6,0.2507,2.6774,15.8139,,0.6938,,0.7149,157.0626,,,,399.713,13.2368,1.1345,,,14.6588,-1.8684,,,-1426000000.0,8.1,9.03,60941000000.0,,23.104,19.1773,10.6334,,,,,,,,,,,,,,,,8.5705,,1012.0236,1066.7883,,,65.7734,1166.7883,0.0,,0.8469,91.4295,8885886000000.0,,0.0007,0.1025,0.0008,,,,,21896000000.0,,,,,,,,,,,,,,
2021-09-30,3.7413,3.62,3.62,,31.5551,27.95,3.2666,2.6774,17.0856,,1.0581,,1.0922,154.7593,,,,374.1339,11.8565,1.0581,,,13.8518,-1.7847,,,-2082000000.0,11.87,13.5825,93294000000.0,,22.429,12.1297,9.3266,,,,,,,,,,,,,,,,8.9243,,,1020.5418,,,,1120.5418,0.0,,,91.0757,8917440000000.0,,0.0092,0.8731,0.0101,,,,,22147000000.0,,,,,,,,,,,,,,
2021-12-31,4.7912,4.61,4.61,4.59,34.3254,29.01,7.2184,2.6774,16.9942,,1.3065,,1.3723,131.7105,,,,642.379,18.7144,1.7516,,,14.8516,-1.8708,,,-2772000000.0,13.96,16.96,119430000000.0,,23.3516,18.529,10.6151,,,,,,,,,,,,,,,,9.3597,,1088.373,968.4098,,,65.8915,1068.4098,0.0,,0.86,90.6403,9249021000000.0,,0.0197,1.5066,0.0217,,,,,23654000000.0,,,,,,,,,,,,,,
2022-03-31,1.4397,1.43,1.43,,35.7153,30.39,0.2201,2.6774,18.3922,,0.3856,,0.3891,178.5608,,,,143.97,4.031,0.3856,,,17.5851,-1.8798,,,-834000000.0,4.03,4.81,35839000000.0,,12.5895,18.2292,8.6644,,,,,,,,,,,,,,,,9.5666,,,945.3007,,,,1045.3007,0.0,,,90.4334,9415379000000.0,,0.0006,0.1529,0.0007,,,,,23561000000.0,,,,,,,,,,,,,,
2022-06-30,2.7757,2.67,2.67,2.67,35.5143,30.17,5.1794,2.6183,18.107,,0.7198,,0.7379,163.0765,,,,454.5785,12.7999,1.1789,,,14.8809,-1.8763,,,-1569000000.0,7.82,9.035,69201000000.0,,13.5511,17.6081,9.4432,,,,,,,,,,,,,,,,9.2099,,951.0151,985.7838,,,67.8423,1085.7838,0.0,,0.9684,90.7901,9724996000000.0,,0.0134,1.866,0.0148,,,,,24203000000.0,,,,,,,,,,,,,,
2022-09-30,4.2815,4.15,4.15,,36.7872,31.69,5.8087,2.5946,19.566,,1.1124,,1.1393,160.552,,,,428.1509,11.6386,1.1124,,,12.2898,-1.7761,,,-2298000000.0,11.63,13.665,106597000000.0,,14.4379,16.5807,8.8554,,,,,,,,,,,,,,,,9.5576,,,946.2876,,,,1046.2876,0.0,,,90.4424,9707111000000.0,,0.0151,1.3567,0.0167,,,,,23610000000.0,,,,,,,,,,,,,,
2022-12-31,5.5232,5.26,5.26,5.25,37.8368,32.71,22.6069,2.5946,19.5469,,1.3739,,1.4369,141.874,,,,744.5565,19.6781,1.852,,,12.4127,-1.82,,,-3005000000.0,14.6,17.06,137551000000.0,,15.2772,10.2297,9.6215,,,,,,,,,,,,,,,,9.4116,,992.4472,962.514,,,66.4791,1062.514,0.0,,0.9483,90.5884,10138912000000.0,,0.0562,4.0931,0.0621,,,,,23844000000.0,,,,,,,,,,,,,,
2023-03-31,1.5554,1.54,1.54,,39.2454,34.13,-0.5003,2.5946,21.0783,,0.3733,,0.38,181.7375,,,,155.5362,3.9632,0.3733,,,13.9929,-1.6915,,,-793000000.0,3.96,4.6075,38731000000.0,,8.0338,9.8839,11.6126,,,,,,,,,,,,,,,,9.4185,,,961.7453,,,,1061.7453,0.0,,,90.5815,10508752000000.0,,-0.0012,-0.3217,-0.0013,,,,,24758000000.0,,,,,,,,,,,,,,
2023-06-30,3.0308,2.93,2.93,2.91,39.0927,33.97,3.7412,2.5946,20.7132,,0.7117,,0.7322,170.2362,,,,428.5276,10.9618,1.0063,,,13.6526,-1.6615,,,-1510000000.0,7.75,8.775,75488000000.0,,9.1926,10.076,10.4354,,,,,,,,,,,,,,,,9.18,,4473.4924,989.329,,,41.0593,1089.329,0.0,,0.2052,90.82,10739836000000.0,,0.0088,1.2344,0.0097,,,,,26296000000.0,,,,,,,,,,,,,,
2023-09-30,4.5587,4.44,4.44,,40.4974,35.36,2.1272,2.5946,22.232,,1.0777,,1.1051,167.8254,,,,455.8711,11.2568,1.0777,,,12.8431,-1.6533,,,-2235000000.0,11.25,13.035,113551000000.0,,6.4744,10.0857,9.8989,,,,,,,,,,,,,,,,9.5738,,,944.5121,,,,1044.5121,0.0,,,90.4262,10668009000000.0,,0.005,0.4666,0.0056,,,,,26401000000.0,,,,,,,,,,,,,,
2023-12-31,5.8686,5.63,5.63,5.61,43.0506,36.71,14.1854,2.5945,22.5367,,1.342,,1.3984,153.9168,,,,800.0406,18.5837,1.8295,,,12.5304,-1.6776,,,-2963000000.0,13.62,16.22,146047000000.0,,6.2544,13.7797,8.7738,,,,,,,,,,,,,,,,9.8448,,974.1324,915.7676,,,67.4596,1015.7676,0.0,,1.0106,90.1552,11028483000000.0,,0.0324,2.4172,0.036,,,,,26590000000.0,,,,,,,,,,,,,,
2024-03-31,1.5243,1.51,1.51,,44.6272,38.4,-0.0479,2.5945,24.043,,0.3337,,0.341,178.7217,,,,152.4276,3.4156,0.3337,,,21.0366,-1.7305,,,-782000000.0,3.4,4.02,37959000000.0,,-1.9987,13.7133,9.6251,,,,,,,,,,,,,,,,9.7697,,,923.5734,,,,1023.5734,0.0,,,90.2303,11520226000000.0,,-0.0001,-0.0314,-0.0001,,,,,28223000000.0,,,,,,,,,,,,,,
2024-06-30,2.9889,2.89,2.89,2.88,44.2915,38.06,4.2895,2.5945,23.4555,,0.6512,,0.667,169.3097,,,,521.0222,11.7635,1.1352,,,21.7267,-1.6812,,,-1507000000.0,6.73,7.72,74624000000.0,,-1.3841,13.2985,7.7743,,,,,,,,,,,,,,,,9.6505,,946.1743,936.2152,,,67.8181,1036.2152,0.0,,1.02,90.3495,11574783000000.0,,0.0093,1.4351,0.0103,,,,,28996000000.0,,,,,,,,,,,,,,
2024-09-30,4.5218,4.41,4.41,,45.9811,39.73,11.3892,2.5945,24.9823,,0.9785,,1.0055,174.2013,,,,452.1796,9.834,0.9785,,,18.3153,-1.6543,,,-2218000000.0,9.82,11.535,113003000000.0,,-0.8098,13.5407,9.2497,,,,,,,,,,,,,,,,9.9499,,,905.0372,,,,1005.0372,0.0,,,90.0501,11654763000000.0,,0.0246,2.5187,0.0274,,,,,30118000000.0,,,,,,,,,,,,,,
2024-12-31,5.9302,5.66,5.66,5.65,48.9089,41.46,17.725,2.5943,25.142,,1.2307,,1.2904,161.5795,,,,820.6236,16.7786,1.7031,,,16.5198,-1.6513,,,-2950000000.0,12.1,14.49,148011000000.0,,1.0493,13.608,10.1877,,,,,,,,,,,,,,,,10.1504,,979.8738,885.1871,,,68.6816,985.1871,0.0,,1.0359,89.8496,12152036000000.0,,0.0368,2.9889,0.0409,,,,,31015000000.0,,,,,,,,,,,,,,
2025-03-31,1.4874,1.48,1.48,,49.7174,42.26,3.7679,2.5943,26.6137,,0.2994,,0.304,178.4455,,,,148.744,2.9918,0.2994,,,26.5178,-1.8195,,,-805000000.0,2.99,3.5325,37136000000.0,,-2.4166,11.406,8.7634,,,,,,,,,,,,,,,,10.0071,,,899.2943,,,,999.2943,0.0,,,89.9929,12529792000000.0,,0.0076,2.5331,0.0084,,,,,31971000000.0,,,,,,,,,,,,,,
2025-06-30,2.9899,2.89,2.89,2.89,51.4222,42.1,5.3316,2.594,26.0218,,0.5958,,0.6079,168.8238,,,,532.5489,10.3564,1.0611,,,24.5743,-1.6771,,,-1491000000.0,5.81,6.925,74819000000.0,,0.0345,16.0995,9.3511,,,,,,,,,,,,,,,,10.2461,,1081.1131,875.9844,,,67.0674,975.9844,0.0,,0.9477,89.7539,12657151000000.0,,0.0106,1.7832,0.0118,,,,,33048000000.0,,,,,,,,,,,,,,
2025-09-30,4.5415,4.43,4.43,,50.5608,43.21,6.9839,2.5936,27.5551,,0.9059,,0.9238,174.7843,,,,454.1542,8.9823,0.9059,,,22.292,-1.6626,,,-2246000000.0,8.98,10.47,113690000000.0,,0.4367,9.9601,8.4885,,,,,,,,,,,,,,,,10.0849,,,891.5864,,,,991.5864,0.0,,,89.9151,12644075000000.0,,0.0139,1.5378,0.0155,,,,,32373000000.0,,,,,,,,,,,,,,
2025-12-31,5.9923,5.7,5.7,5.7,50.7893,43.43,17.9009,2.5936,26.9553,,1.1562,,1.1983,161.1838,,,,840.7783,16.5542,1.6223,,,20.4354,-1.7302,,,-3097000000.0,11.8,13.44,150007000000.0,,1.0477,3.8447,7.5583,,,,,,,,,,,,,,,,9.7999,,974.2677,920.4179,,,68.3367,1020.4179,0.0,,1.0059,90.2001,13070523000000.0,,0.0345,2.9873,0.0383,,,,,32914000000.0,,,,,,,,,,,,,,
2026-03-31,1.5087,1.49,1.49,,51.1734,44.9,4.9901,2.5923,28.4329,,0.2822,,0.2866,175.0598,,,,150.8653,2.9481,0.2822,,,8.9487,-1.7302,,,-773000000.0,2.95,3.37,37795000000.0,,1.4262,2.9286,7.6226,,,,,,,,,,,,,,,,9.5706,,,944.8659,,,,1044.8659,0.0,,,90.4294,13484882000000.0,,0.0093,3.3076,0.0103,,,,,33957000000.0,,,,,,,,,,,,,,
