报告日,经营活动产生的现金流量,客户贷款及垫款净减少额,向央行借款净增加额,客户存款和同业存放款项净增加额,客户存款,同业及其他金融机构存放款,收回存放同业及其他金融机构净额,拆入资金现金流入,收回的拆出资金净额,吸收的卖出回购项净额,收回的买入返售项净额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,收到利息,收到的手续费,金融企业往来收入收到的现金,中间业务收入收到的现金,证券投资收益收到的现金,汇兑净收益收到的现金,存入保证金收到的现金,销售商品、提供劳务收到的现金,贵金属现金流入,收到的委托资金,贴现收到的现金,其他负债增加流入的现金,收回的已于以前年度核销的贷款及应收款项,已核销呆账贷款及利息收回,处置抵债资产收到的现金,其他营业及营业外净收入收到的现金,收到的税费返还,收到其他与经营活动有关的现金,经营活动现金流入小计,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,存放中央银行,存放同业及其他机构存款,拆出资金净现金流出,偿还中央银行借款,支付的存款,减少同业及其他金融机构存放净额,偿还同业及其他金融机构拆入净额,偿还卖出回购款项净额,证券投资支出的现金,支付买入返售款项净额,处置可供出售金融资产净减少额,支付利息、手续费及佣金的现金,支付的利息,手续费支出支付的现金,支付给职工以及为职工支付的现金,以现金支付的营业费用,与金融机构往来支出的现金净额,贴现支付的现金,委托及代理业务减少额,贵金属现金流出,购买商品、接受劳务支付的现金,借入其他资金净减少额,其他资产减少支出的现金,为交易目的而持有的金融资产净增加额,支付的各项税费,支付其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资收到的现金,取得投资收益收到的现金,分得股利或利润所收到的现金,取得债券利息收入收到的现金,处置固定资产、无形资产及其他资产而收到的现金,处置股权投资所收到的现金,处置子公司及其他单位收到的现金,取得子公司及其他营业单位所收到的现金净额,收到其他与投资活动有关的现金,投资活动现金流入小计,投资支付的现金,权益性投资增加支付的现金,债券投资所支付的现金,购买子公司、联营企业及合营企业投资所支付的现金净额,增加在建工程所支付的现金,购建固定资产、无形资产和其他长期资产支付的现金,取得子公司及其他营业单位支付的现金净额,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资所收到的现金,发行证券化资产所吸收的现金,取得借款收到的现金,发行债券收到的现金,发行次级债券收到的现金,增加股本所收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务所支付的现金,分配股利、利润或偿付利息支付的现金,偿付利息所支付的现金,支付新股发行费用,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期初现金及现金等价物余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20090930,,,,390757000000.0,332846000000.0,57911000000.0,,29866000000.0,,,,,47921000000.0,,,,,,,,,,,,,19000000.0,,,,,15404000000.0,483967000000.0,295404000000.0,54127000000.0,40105000000.0,14022000000.0,42935000000.0,,,,,,,,,20245000000.0,,,7727000000.0,,,,,,,,,,6617000000.0,4265000000.0,431320000000.0,52647000000.0,,659245000000.0,6382000000.0,,,153000000.0,,,,,665780000000.0,723204000000.0,39000000.0,723165000000.0,,,1780000000.0,,,724984000000.0,-59204000000.0,,,3285000000.0,,3285000000.0,,,,3285000000.0,4487000000.0,3215000000.0,1744000000.0,,,7702000000.0,-4417000000.0,206000000.0,-10768000000.0,175903000000.0,186671000000.0,,,186671000000.0,175903000000.0,定期报告,未审计,20101030,CNY,合并期末,2020-03-13T14:55:27
20090630,,,,359551000000.0,290034000000.0,69517000000.0,,16980000000.0,,,,,32197000000.0,,,,,,,,,,,,,16000000.0,,,,,13862000000.0,422606000000.0,277722000000.0,46110000000.0,31663000000.0,14447000000.0,54434000000.0,,,,,,,,,11972000000.0,,,3910000000.0,,,,,,,,,,4924000000.0,4020000000.0,403092000000.0,19514000000.0,,415116000000.0,2854000000.0,,,106000000.0,,,,,418076000000.0,449757000000.0,,,,,1153000000.0,,39000000.0,450910000000.0,-32834000000.0,,975000000.0,975000000.0,,,,,,975000000.0,3418000000.0,18000000.0,18000000.0,,,3436000000.0,-2461000000.0,419000000.0,-15362000000.0,7360000000.0,6928000000.0,163949000000.0,179743000000.0,186671000000.0,171309000000.0,定期报告,未审计,20100819,CNY,合并期末,2020-03-13T14:55:27
20090331,,,,211148000000.0,196035000000.0,15113000000.0,,3308000000.0,,,,,14547000000.0,,,,,,,,,,,,,12000000.0,,,,,7400000000.0,236415000000.0,121578000000.0,50898000000.0,16322000000.0,34576000000.0,27336000000.0,,,,,,,,,5451000000.0,,,2952000000.0,,,,,,,,,,1814000000.0,877000000.0,210906000000.0,25509000000.0,,332061000000.0,2256000000.0,,,460000000.0,,,,,334777000000.0,349776000000.0,,,,,929000000.0,,,350705000000.0,-15928000000.0,,,,,,,,,,306000000.0,6000000.0,6000000.0,,,312000000.0,-312000000.0,-278000000.0,8991000000.0,,,,,,,定期报告,未审计,20100429,CNY,合并期末,2020-03-13T14:55:27
20081231,,,,135601000000.0,238635000000.0,-103034000000.0,-1878000000.0,2343000000.0,,,,,70244000000.0,,,,,,,,,,,,,65000000.0,,,,,8831000000.0,215206000000.0,163170000000.0,18639000000.0,18639000000.0,,-70407000000.0,,,,,,,,,21015000000.0,,,8583000000.0,,,,,,,,,,11044000000.0,10493000000.0,162537000000.0,52669000000.0,,671442000000.0,6340000000.0,,,1033000000.0,,13178000000.0,,,691993000000.0,738827000000.0,15021000000.0,,,,4073000000.0,15021000000.0,356000000.0,743256000000.0,-51263000000.0,,,,,30000000000.0,30000000000.0,,971000000.0,30971000000.0,6462000000.0,5223000000.0,,63000000.0,,11748000000.0,19223000000.0,-989000000.0,19640000000.0,6928000000.0,6381000000.0,179743000000.0,160650000000.0,167031000000.0,186671000000.0,定期报告,是,20100414,CNY,合并期末,2020-03-13T14:55:27
20080930,,,,185349000000.0,185349000000.0,,,,72146000000.0,,,,53376000000.0,,,,,,,,,,,,,62000000.0,,,,,3982000000.0,314915000000.0,88691000000.0,37153000000.0,33948000000.0,3205000000.0,,,,92314000000.0,118000000.0,,,,,15934000000.0,,,5416000000.0,,,,,,,,,,7016000000.0,2018000000.0,248660000000.0,66255000000.0,,545432000000.0,6452000000.0,,,302000000.0,,,,,552186000000.0,609033000000.0,17312000000.0,591721000000.0,,,2193000000.0,,,611226000000.0,-59040000000.0,,,662000000.0,,30000000000.0,30000000000.0,,,30662000000.0,,4157000000.0,39000000.0,,63000000.0,4220000000.0,26442000000.0,-1734000000.0,31923000000.0,198954000000.0,167031000000.0,,,167031000000.0,198954000000.0,定期报告,未审计,20091031,CNY,合并期末,2020-03-13T14:55:27
20080630,,,,103092000000.0,103092000000.0,2739000000.0,2739000000.0,,,,,,35370000000.0,,,,,,,,,,,,,48000000.0,,,,,1828000000.0,143077000000.0,69404000000.0,37858000000.0,37858000000.0,,14086000000.0,,,16263000000.0,24631000000.0,24631000000.0,,,,10392000000.0,,,3787000000.0,,,,,,,,,,5641000000.0,1637000000.0,183699000000.0,-40622000000.0,,357745000000.0,2830000000.0,,,268000000.0,,,,,360843000000.0,366015000000.0,876000000.0,,,,1780000000.0,,876000000.0,367795000000.0,-6952000000.0,,,662000000.0,,662000000.0,,,,662000000.0,,31000000.0,26000000.0,,,31000000.0,631000000.0,-1301000000.0,-48244000000.0,5838000000.0,6381000000.0,112949000000.0,160650000000.0,167031000000.0,118787000000.0,定期报告,未审计,20090829,CNY,合并期末,2020-03-13T14:55:27
20080331,,,,53767000000.0,53767000000.0,,,,8245000000.0,,,,16973000000.0,16973000000.0,,,,,,,,,,,,1000000.0,,,,,9538000000.0,88524000000.0,30501000000.0,9466000000.0,9057000000.0,409000000.0,,,,6164000000.0,4930000000.0,4930000000.0,,,,5071000000.0,,,2149000000.0,,,,,,,,,,2678000000.0,1106000000.0,62065000000.0,26459000000.0,,195769000000.0,2078000000.0,,,21000000.0,,,,,197868000000.0,223813000000.0,,,,,725000000.0,,,224538000000.0,-26670000000.0,,,460000000.0,,,,,,460000000.0,,115000000.0,115000000.0,,,115000000.0,345000000.0,-602000000.0,-468000000.0,,,,,,,定期报告,未审计,20090430,CNY,合并期末,2020-03-13T14:55:27
20071231,,,,319443000000.0,169777000000.0,149666000000.0,2165000000.0,38854000000.0,,,,,51151000000.0,,,,,,,,,,,,,48000000.0,,,,,1635000000.0,413296000000.0,107993000000.0,50978000000.0,50978000000.0,,98700000000.0,,,,,,,,,17087000000.0,,,7244000000.0,,,,,,,,,,7689000000.0,5623000000.0,295314000000.0,117982000000.0,,899946000000.0,3869000000.0,,,267000000.0,,,,,904082000000.0,965816000000.0,,,,,2975000000.0,191000000.0,191000000.0,968982000000.0,-64900000000.0,,,1119000000.0,,,,,,1119000000.0,1142000000.0,2143000000.0,431000000.0,,,3285000000.0,-2166000000.0,-2131000000.0,48785000000.0,6381000000.0,4622000000.0,160650000000.0,113624000000.0,118246000000.0,167031000000.0,定期报告,是,20090425,CNY,合并期末,2020-03-13T14:55:27
20070930,,,123861000000.0,248422000000.0,123861000000.0,124561000000.0,4292000000.0,20070000000.0,,,,,35021000000.0,,,,,,,,,,,,,39000000.0,,,,,5937000000.0,313781000000.0,86781000000.0,26954000000.0,26954000000.0,,60618000000.0,,,,,,,,,11578000000.0,,,4550000000.0,,,,,,,,,,5448000000.0,4153000000.0,200082000000.0,113699000000.0,,111395000000.0,4634000000.0,,,61000000.0,,,,,116090000000.0,157568000000.0,,,,,1480000000.0,,,159048000000.0,-42958000000.0,,,,,,,,,,1171000000.0,1795000000.0,31000000.0,,,2966000000.0,-2966000000.0,-969000000.0,66806000000.0,6547000000.0,4622000000.0,178505000000.0,113624000000.0,118246000000.0,185052000000.0,定期报告,未审计,20081030,CNY,合并期末,2020-03-13T14:55:27
20070630,,,,162257000000.0,70814000000.0,91443000000.0,5369000000.0,,,,,,21494000000.0,21494000000.0,,,,,,,,,,,,39000000.0,,,,,5771000000.0,194930000000.0,63851000000.0,22704000000.0,22704000000.0,,12683000000.0,,,,319000000.0,319000000.0,,,,7470000000.0,7470000000.0,,2893000000.0,,,,,,,,,,3832000000.0,3259000000.0,117011000000.0,77919000000.0,,74689000000.0,2280000000.0,2280000000.0,,50000000.0,,,,,77019000000.0,103191000000.0,,,,,738000000.0,,,103929000000.0,-26910000000.0,,,,,,,,,,1142000000.0,38000000.0,7000000.0,,,1180000000.0,-1180000000.0,-842000000.0,48987000000.0,5028000000.0,4622000000.0,162205000000.0,113624000000.0,118246000000.0,167233000000.0,定期报告,未审计,20080819,CNY,合并期末,2020-03-13T14:55:27
20070331,,,5466000000.0,45677000000.0,16698000000.0,28979000000.0,3070000000.0,1153000000.0,24390000000.0,,24390000000.0,,11420000000.0,,,,,,,,,,,,,5000000.0,,,,,1446000000.0,92627000000.0,50805000000.0,,,,,,,,,4969000000.0,,,,5703000000.0,,,1531000000.0,,,,,,,,,,1315000000.0,3858000000.0,63212000000.0,29415000000.0,,84362000000.0,1411000000.0,,,1000000.0,,,,,85774000000.0,115650000000.0,,,,,349000000.0,,,115999000000.0,-30225000000.0,,,,,,,,,,,116000000.0,116000000.0,,,116000000.0,-116000000.0,-173000000.0,-1099000000.0,4696000000.0,4621000000.0,112450000000.0,113624000000.0,118245000000.0,117146000000.0,定期报告,未审计,20080423,CNY,合并期末,2020-03-13T14:55:27
20061231,,,,168533000000.0,139353000000.0,29180000000.0,1648000000.0,4175000000.0,,4174649000.0,,,35947000000.0,,,,,,,,,,,,,58000000.0,,,,,5119000000.0,215480000000.0,93845000000.0,18255000000.0,18255000000.0,,8557000000.0,,,,,,,,,11733000000.0,,,4971000000.0,,,,,,,,,,4852000000.0,2047000000.0,144260000000.0,71220000000.0,,104685000000.0,3526000000.0,,,260000000.0,,,,,108471000000.0,157403000000.0,,,,,1768000000.0,,,159171000000.0,-50700000000.0,,,21049000000.0,,21048954000.0,,,,21049000000.0,,4169000000.0,1009000000.0,543512000.0,,4169000000.0,16880000000.0,-644000000.0,36756000000.0,4622000000.0,3915000000.0,113624000000.0,77575000000.0,81490000000.0,118246000000.0,定期报告,是,20080319,CNY,合并期末,2020-03-13T14:55:27
20060930,,,,112139000000.0,97697000000.0,14442000000.0,505000000.0,1592000000.0,,,,,27180000000.0,,,,,,,,,,,,5300754000.0,58000000.0,,,,,1897000000.0,143371000000.0,74133000000.0,17470000000.0,17470000000.0,,4364000000.0,,,,,,,,,8473000000.0,,,3469000000.0,,,,,,,,2009973000.0,,3958000000.0,648000000.0,112515000000.0,30856000000.0,,76635000000.0,2552000000.0,,2551534000.0,145000000.0,,,,,79332000000.0,97679000000.0,,,,,870000000.0,,,98549000000.0,-19217000000.0,,,19340000000.0,,,,,,19340000000.0,,2960000000.0,48000000.0,680000000.0,,3640000000.0,15700000000.0,-400000000.0,26939000000.0,5103000000.0,3914000000.0,103325000000.0,77575000000.0,81489000000.0,108428000000.0,定期报告,未审计,20071023,CNY,合并期末,2020-03-13T14:55:27
20060630,,,,88479000000.0,69198000000.0,19281000000.0,3470000000.0,,622160000.0,,,,14552000000.0,,,,,,,,,,,,2578212000.0,84000000.0,,,,,4192000000.0,110777000000.0,59417000000.0,3558000000.0,3558000000.0,,2751000000.0,,,,2597000000.0,,,,,5374000000.0,,,2242000000.0,,,,,,,,1700487000.0,,2793000000.0,5936000000.0,84668000000.0,26109000000.0,,50425000000.0,1945000000.0,,1945447000.0,132000000.0,,,,,52502000000.0,54142000000.0,,,,,540000000.0,,,54682000000.0,-2180000000.0,,,,,,,,,,,1002000000.0,31000000.0,30505000.0,,1002000000.0,-1002000000.0,-191000000.0,22736000000.0,3636000000.0,3915000000.0,99800000000.0,76785000000.0,80700000000.0,103436000000.0,定期报告,未审计,20070810,CNY,合并期末,2020-03-13T14:55:27
20060331,,,,,31068744000.0,,,,,,,,,,,,,,,,,,,,2781764000.0,,,,,,,,20302810000.0,,,,,,,,,,,,,,,,,,,22234637000.0,,,,,56417000.0,,667532000.0,,,-12938950000.0,,3772231000.0,476666000.0,,476666000.0,39149000.0,,,,,4288046000.0,8594142000.0,,8594142000.0,,,161169000.0,,,8755311000.0,-4467265000.0,,,,,,,,,,,,,,,2170000.0,-2170000.0,,-18075917000.0,102403993000.0,120608572000.0,,,,,定期报告,未审计,20060427,CNY,合并期末,2020-03-13T14:55:27
20051231,,51154117000.0,,147714435000.0,138906286000.0,8808149000.0,,26146000.0,,,,,24362905000.0,22506912000.0,1855993000.0,,,,,,,,,,,83959000.0,,,,,1179488000.0,224521050000.0,150145025000.0,7367314000.0,7367314000.0,,,,17088928000.0,,4369070000.0,,,,,8364148000.0,8075203000.0,288945000.0,3795151000.0,,,,,,,,,,3475462000.0,2621875000.0,197226973000.0,27294077000.0,,113997443000.0,3273927000.0,,3273927000.0,43663000.0,,,,,117315033000.0,132114429000.0,,132114429000.0,,,1256022000.0,,,133370451000.0,-16055418000.0,,,,,10000000000.0,,,,10000000000.0,,999091000.0,256776000.0,18620000.0,,1017711000.0,8982289000.0,-448145000.0,19772803000.0,3899528000.0,3924454000.0,77575151000.0,57777422000.0,61701876000.0,81474679000.0,定期报告,是,20060412,CNY,合并期末,2020-03-13T14:55:27
20050930,,38423393000.0,,122973548000.0,107556998000.0,15416550000.0,,,,,,,17367344000.0,16183749000.0,1183595000.0,,,,,,,,,,,58740000.0,,,,,7519223000.0,186342248000.0,116816976000.0,9129663000.0,6025153000.0,3104510000.0,13102687000.0,,13918185000.0,,3732446000.0,,,,,5608780000.0,5441422000.0,167358000.0,2100748000.0,,,,,,,,,,2820751000.0,2512620000.0,169742856000.0,16599392000.0,,15374714000.0,2154357000.0,,2154357000.0,40918000.0,,,,,17569989000.0,28201996000.0,,28201996000.0,,,733950000.0,,,28935946000.0,-11365957000.0,,,,,,,,,,,743879000.0,2902000.0,,,743879000.0,-743879000.0,5872000.0,4495428000.0,4572218000.0,3924454000.0,61510346000.0,57662682000.0,61587136000.0,66082564000.0,定期报告,未审计,20051028,CNY,合并期末,2020-03-13T14:55:27
20050630,,24144833000.0,,79207215000.0,73052836000.0,6154379000.0,,-1212858000.0,,,,,10559069000.0,10559069000.0,698126000.0,,,,,,,,,,4193065000.0,58740000.0,,,,,1707245000.0,126871289000.0,43583762000.0,4562887000.0,4562887000.0,,,,7972901000.0,,910611000.0,,,,,3090524000.0,3090524000.0,100009000.0,1381207000.0,,,,,,,,1897511000.0,,2074691000.0,1713009000.0,122618271000.0,7062547000.0,,53125248000.0,1650845000.0,,1650845000.0,40918000.0,,,,,54817011000.0,58004391000.0,,15636165000.0,,,488646000.0,,,58493037000.0,-3676026000.0,,,,,,,,,,,686173000.0,2902000.0,19460000.0,,705633000.0,-705633000.0,5689000.0,1154726000.0,62862291000.0,61701876000.0,57860014000.0,57662682000.0,61701876000.0,62862291000.0,定期报告,是,20060809,CNY,合并期末,2020-03-13T14:55:27
20050331,,15888041000.0,,40430371000.0,32420364000.0,8010007000.0,,,,,,,5242518000.0,4934257000.0,308261000.0,,,,,,,,179902000.0,,,38463000.0,,,,,5519349000.0,67298644000.0,48191877000.0,6025153000.0,6025153000.0,,3609993000.0,,15525931000.0,,5667396000.0,,,,,1491069000.0,1451896000.0,39173000.0,710643000.0,,,,,,,,,,367828000.0,306016000.0,81895906000.0,-14597262000.0,,16643568000.0,369054000.0,,369054000.0,,,,,,17012622000.0,23480963000.0,,23480963000.0,,,139098000.0,,,23620061000.0,-6607439000.0,,,,,,,,,,,,,,,,,-3220000.0,-21207921000.0,3597523000.0,3924454000.0,36781692000.0,57662682000.0,61587136000.0,40379215000.0,定期报告,未审计,20050427,CNY,合并期末,2020-03-13T14:55:27
20041231,,25519394000.0,,210770109000.0,210770109000.0,,,,,,,,18929316000.0,17742530000.0,1186786000.0,,,,,,,,6207886000.0,,,46956000.0,,,,,1160471000.0,262634132000.0,100457342000.0,8095305000.0,8095305000.0,,2828720000.0,,105069770000.0,129333000.0,26604705000.0,,,,,6427590000.0,6129490000.0,298100000.0,2809951000.0,,,,,,,,,,1719175000.0,1921800000.0,256063691000.0,6570441000.0,,70886425000.0,2800486000.0,,2800486000.0,160824000.0,,,,,73847735000.0,90244982000.0,43703000.0,90201279000.0,,,2002159000.0,,,92247141000.0,-18399406000.0,,,,,10000000000.0,,,1241475000.0,11241475000.0,,656969000.0,133825000.0,65000000.0,,721969000.0,10519506000.0,-4501000.0,-1313960000.0,3924454000.0,2921539000.0,57662682000.0,59979557000.0,62901096000.0,61587136000.0,定期报告,是,20050331,CNY,合并期末,2020-03-13T14:55:27
20040930,,8548756000.0,,90860007000.0,85330355000.0,5529652000.0,,,,,,,13802210000.0,12996273000.0,805937000.0,,,,,,,,9783876000.0,,,28541000.0,,,,,4296165000.0,127319555000.0,68479793000.0,,,,4470155000.0,,19425721000.0,,26792419000.0,,,,,4934178000.0,4735253000.0,198925000.0,1646091000.0,,,,,,,,,,1711836000.0,108801000.0,127568994000.0,-249439000.0,,53218985000.0,1964685000.0,,1964685000.0,42098000.0,,,,,55225768000.0,59257431000.0,,59257431000.0,,,1159462000.0,,,60416893000.0,-5191125000.0,,,,,3500000000.0,,,1241490000.0,4741490000.0,,553903000.0,32176000.0,,,553903000.0,4187587000.0,-9581000.0,-1262558000.0,4432834000.0,2921539000.0,80852095000.0,83625948000.0,86547487000.0,85284929000.0,定期报告,未审计,20041028,CNY,合并期末,2020-03-13T14:55:27
20040630,,5186244000.0,,67544448000.0,60987548000.0,6556900000.0,,,,,,,9198122000.0,8666057000.0,532065000.0,,,,,,,,1260626000.0,,,28541000.0,,,,,1239555000.0,84457536000.0,42704445000.0,21582536000.0,,21582536000.0,5923518000.0,,17904759000.0,,,,,,,2918264000.0,2807605000.0,110659000.0,1313592000.0,,,,,,,,,,1167443000.0,2452550000.0,95967107000.0,-11509571000.0,,30213426000.0,1578628000.0,,1578628000.0,42098000.0,,,,,31834152000.0,34192031000.0,,34192031000.0,,,299899000.0,,,34491930000.0,-2657778000.0,,,,,3500000000.0,,,1241490000.0,4741490000.0,,553715000.0,32176000.0,,,553715000.0,4187775000.0,-9264000.0,-9988838000.0,2831814000.0,2921539000.0,73726835000.0,83625948000.0,86547487000.0,76558649000.0,定期报告,是,20040806,CNY,合并期末,2020-03-13T14:55:27
20040331,,3710700000.0,,162231790000.0,159399307000.0,2832483000.0,,4104183000.0,,,,,1955953000.0,230242000.0,1725711000.0,,,,,,,,16400000.0,,,372234000.0,,,,,624403000.0,173015663000.0,29227880000.0,918014000.0,918014000.0,,3369890000.0,,2561349000.0,,16382935000.0,,,,,849210000.0,802286000.0,46924000.0,587592000.0,,,,,,,,,,534697000.0,9063000.0,195955762000.0,-22940099000.0,,19127943000.0,329336000.0,,329336000.0,,,,,,19457280000.0,13484131000.0,,13484131000.0,,,463517000.0,,,13947648000.0,5509632000.0,,,,,2500000000.0,,,,2500000000.0,,,,,,,2500000000.0,9248000.0,-14921220000.0,2924597000.0,2921539000.0,68701670000.0,83625948000.0,86547487000.0,71626267000.0,定期报告,未审计,20040428,CNY,合并期末,2020-03-13T14:55:27
20031231,,12067573000.0,21755277000.0,143696277000.0,143696277000.0,,,,3927316000.0,,,,12356950000.0,11563430000.0,793520000.0,,,,,,,,4401661000.0,,,136755000.0,,,,,1485365000.0,199827174000.0,117486187000.0,3754642000.0,,3754642000.0,,,41105782000.0,,,,,,,4825496000.0,4591423000.0,234073000.0,2138129000.0,,,,,,,,,,1423671000.0,1633536000.0,172367443000.0,27459731000.0,,117293018000.0,2974706000.0,,2974706000.0,34826000.0,,,,,120302550000.0,119255798000.0,8685000.0,119247113000.0,,,644544000.0,,,119900342000.0,402208000.0,,,,,,,,,,,685788000.0,,,,685788000.0,-685788000.0,5665000.0,27181816000.0,2921539000.0,3140926000.0,83625948000.0,56224745000.0,59365671000.0,86547487000.0,定期报告,是,20040218,CNY,合并期末,2020-03-13T14:55:27
20030930,,10124304000.0,,73892082000.0,73892082000.0,,,12389545000.0,,,,,9098596000.0,8607699000.0,490897000.0,,,,,,,,,,,27962000.0,,,,,397203000.0,109816680000.0,90613429000.0,6438210000.0,456187000.0,5982023000.0,2163403000.0,,14876147000.0,,,,,,,3426645000.0,3312252000.0,114393000.0,1318330000.0,,,,,,,,,,1009745000.0,1275603000.0,120665326000.0,-10848646000.0,,45882441000.0,1940940000.0,,1940940000.0,,,,,,47823381000.0,46606607000.0,,46606607000.0,,,401334000.0,,,47007941000.0,815440000.0,,,,,,,,,,,674468000.0,,,,674468000.0,-674468000.0,12642000.0,-10695032000.0,3461231000.0,3140926000.0,45209408000.0,56224745000.0,59365671000.0,48670639000.0,定期报告,未审计,20031027,CNY,合并期末,2020-03-13T14:55:27
20030630,,2393706000.0,,57818622000.0,57818622000.0,,,13911271000.0,,,,,5485947000.0,5131624000.0,354323000.0,,,,,,,,2308076000.0,,,27962000.0,,,,,408915000.0,82354499000.0,61848630000.0,7677436000.0,84087000.0,7593349000.0,3059040000.0,1864079000.0,9086711000.0,7593349000.0,1864079000.0,,,,,1925297000.0,1851008000.0,74289000.0,963711000.0,,,,,,,,,,657244000.0,897968000.0,87980116000.0,-5625617000.0,,21028613000.0,1320300000.0,,1320300000.0,1086000.0,,,,,22349999000.0,21384595000.0,,21384595000.0,,,228745000.0,,,21613340000.0,736659000.0,,,,,,,,,,,6411000.0,,,,6411000.0,-6411000.0,1016000.0,-4894353000.0,2768544000.0,3140926000.0,51702774000.0,56224745000.0,59365671000.0,54471318000.0,定期报告,是,20040806,CNY,合并期末,2020-03-13T14:55:27
20030331,,2242317000.0,,59313956000.0,59313956000.0,,,11518360000.0,,,,,3396474000.0,3245384000.0,151090000.0,,,,,,,,718297000.0,,,,,,,,340468000.0,77529872000.0,21774813000.0,5457310000.0,37621000.0,5419689000.0,7432328000.0,,48443118000.0,,1864079000.0,,,,,14366000.0,,14366000.0,569267000.0,,,,,,,,,,310815000.0,507031000.0,88089637000.0,-10559765000.0,,18925216000.0,464884000.0,,464884000.0,,,,,,19390100000.0,13843240000.0,,13843240000.0,,,78586000.0,,,13921826000.0,5468274000.0,,,,,,,,,,,,,,,,,-160000.0,-5091651000.0,2806654000.0,3140926000.0,51467366000.0,56224745000.0,59365671000.0,54274020000.0,定期报告,未审计,20030428,CNY,合并期末,2020-03-13T14:55:27
20021231,,5594865000.0,2706006000.0,241490772000.0,235056494000.0,6434278000.0,,354066000.0,3372024000.0,,,,9867374000.0,9337128000.0,530246000.0,,,,,,,,2520645000.0,,,51581000.0,,,,,393779000.0,265997046000.0,73098400000.0,77588000.0,77588000.0,,,,147808596000.0,,,,,,,3853824000.0,3692715000.0,161109000.0,1589264000.0,,,,2520645000.0,,,,,,1183687000.0,1946358000.0,232000774000.0,33996272000.0,,47071292000.0,2082507000.0,,2082507000.0,629576000.0,,,,,49783375000.0,75616580000.0,38016000.0,75578564000.0,,,827227000.0,,,76443807000.0,-26660432000.0,,10950000000.0,,,,,,,10976605000.0,,706228000.0,14366000.0,207112000.0,,1741000000.0,9235605000.0,583000.0,16572028000.0,3140926000.0,2603645000.0,56224745000.0,40189998000.0,42793643000.0,59365671000.0,定期报告,是,20040218,CNY,合并期末,2020-03-13T14:55:27
20020630,,3050026000.0,,119022372000.0,118077980000.0,944392000.0,,8104254000.0,6997559000.0,,,,4507578000.0,4321708000.0,185870000.0,,,,,,,,102427000.0,,,4397000.0,,,,,96240000.0,141884853000.0,37766842000.0,10535000.0,10535000.0,1602500000.0,,,84675172000.0,,,,,,,1684211000.0,1637907000.0,46304000.0,757659000.0,,,9358290000.0,,,,,,,504275000.0,516343000.0,135273327000.0,6611526000.0,,10950473000.0,1165497000.0,,1165497000.0,,,,,,12115970000.0,13816340000.0,,13816340000.0,,,257957000.0,,,14074297000.0,-1958327000.0,,10950000000.0,,,,,,,10976605000.0,,12981000.0,12981000.0,207112000.0,,220093000.0,10756512000.0,50000.0,15409761000.0,2348898000.0,2603645000.0,55854506000.0,40189998000.0,42793643000.0,58203404000.0,定期报告,是,20030826,CNY,合并期末,2020-03-13T14:55:27
20011231,,3401083000.0,,252253534000.0,250324007000.0,1929527000.0,,,2974746000.0,,,,8599208000.0,8192250000.0,406958000.0,,,,,,,,4347234000.0,,,62912000.0,,,,,82448000.0,276976832000.0,36123971000.0,113266000.0,113266000.0,,,9013988000.0,202388323000.0,,3939211000.0,,,,,117510000.0,3897114000.0,117510000.0,1220296000.0,,,,,,,,,,876198000.0,1273120000.0,255065883000.0,21910949000.0,,18098222000.0,1375076000.0,97669000.0,1277407000.0,86176000.0,332916000.0,,,332916000.0,19892390000.0,39461157000.0,,39461157000.0,,,1359322000.0,,,40820479000.0,-20928089000.0,,,,,,,,,,,81850000.0,48076000.0,,,81850000.0,-81850000.0,-649000.0,900361000.0,2603645000.0,2257549000.0,40189998000.0,39635733000.0,41893282000.0,42793643000.0,定期报告,是,20030418,CNY,合并期末,2020-03-13T14:55:27
20010630,,1582360000.0,,116517534000.0,116029312000.0,488222000.0,,,5461733000.0,,,,4319074000.0,4048566000.0,270508000.0,,,,,,,,397215000.0,,,,,,,,12929000.0,128290845000.0,15021348000.0,71217000.0,71217000.0,,2745466000.0,,92522686000.0,,,,,,,1849294000.0,1793966000.0,55328000.0,523258000.0,,,,,,,,,,485442000.0,689059000.0,113907770000.0,14383075000.0,,5122311000.0,863426000.0,97669000.0,765757000.0,43113000.0,,,,332916000.0,6361766000.0,14549994000.0,,14549994000.0,,,300807000.0,,,14850801000.0,-8489035000.0,,,,,,,,,,,65883000.0,32109000.0,,,65883000.0,-65883000.0,-609000.0,5827548000.0,2034767000.0,2257549000.0,20936557000.0,14886227000.0,17143776000.0,22971324000.0,其他,是,20020819,CNY,合并期末,2020-03-13T14:55:27
