代码,名称,送转股份-送转总比例,送转股份-送转比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
300014,亿纬锂能,,,,2.338198,0.003413427737,2.02,20.258943444638,9.363506925216,9.36043989437,1.440735082407,2173296935,2026-03-28,2026-05-13,2026-05-14,实施分配,2026-05-08
