报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2013-12-31,6702.23万,False,6736.03万,False,3.11亿,False,False,15.13,0.0046,13.63,7.80,27.28%,63.09%,33.95%,33.18%,285.36,2.21,163.12,122.24,1.54,1.26,1.26,1.01,48.42%
2014-12-31,4406.39万,-34.25%,4279.04万,-36.48%,2.96亿,-4.79%,False,16.19,0.0046,14.68,1.40,20.22%,59.57%,19.67%,20.39%,346.53,1.89,190.17,156.35,1.53,1.20,1.20,1.14,50.78%
2015-12-31,5371.12万,21.89%,5170.44万,20.83%,3.11亿,5.11%,False,18.14,False,17.14,5.62,22.97%,56.42%,22.11%,22.18%,396.75,1.54,233.57,163.18,1.54,1.11,1.11,1.02,50.44%
2016-03-31,-353.77万,False,-360.91万,False,4114.65万,False,-0.0295,2.42,0.66,0.75,-0.27,-8.60%,44.24%,-1.47%,-1.16%,712.44,0.21,423.33,289.11,2.03,1.39,1.39,0.63,38.66%
2016-09-30,617.60万,False,521.07万,False,1.86亿,False,0.0515,False,False,False,-0.80,3.32%,46.89%,2.14%,False,False,False,False,False,False,False,False,False,False
2016-12-31,9118.39万,69.77%,8909.60万,72.32%,3.98亿,27.76%,0.7324,3.17,0.66,1.46,0.91,22.93%,57.06%,27.04%,22.83%,346.32,1.62,221.58,124.74,2.26,1.77,1.77,0.59,37.04%
2017-03-31,-443.15万,-25.26%,-514.57万,-42.58%,5645.26万,37.20%,-0.0352,False,False,False,-0.69,-7.85%,41.87%,-1.12%,False,False,False,False,False,False,False,False,False,False
2017-06-30,-821.99万,False,-983.77万,False,1.20亿,False,-0.0652,3.10,0.66,1.39,-1.01,-6.83%,41.85%,-1.40%,-2.10%,522.35,0.64,279.24,243.11,2.92,2.12,2.12,0.38,27.55%
2017-09-30,767.43万,24.26%,529.70万,1.66%,2.15亿,15.66%,0.0406,3.23,0.66,1.52,-1.03,3.56%,48.00%,1.90%,1.89%,517.58,0.96,281.19,236.39,2.66,1.87,1.87,0.45,30.99%
2017-12-31,8979.44万,-1.52%,8741.46万,-1.89%,4.40亿,10.59%,0.4623,5.72,3.06,1.58,-0.86,20.42%,53.67%,18.57%,9.34%,408.04,1.91,188.40,219.63,6.75,4.64,4.64,0.16,13.61%
2018-03-31,-1002.96万,-126.33%,-1126.58万,-118.94%,5300.72万,-6.10%,-0.0398,5.67,3.06,1.52,-0.05,-18.92%,43.57%,-1.05%,-1.05%,924.13,0.26,350.88,573.25,10.90,7.29,7.29,0.09,8.47%
2018-06-30,-186.96万,77.26%,-460.51万,53.19%,1.55亿,28.75%,-0.0074,3.51,1.75,0.71,-0.27,-1.21%,50.26%,-0.19%,-0.21%,710.05,0.63,284.32,425.73,8.03,5.44,5.44,0.13,11.22%
2018-09-30,-1930.33万,-351.53%,-2635.25万,-597.50%,2.22亿,3.30%,-0.0764,3.45,1.75,0.64,-0.47,-8.68%,48.36%,-2.10%,-2.21%,770.86,0.78,345.80,425.06,7.10,4.57,4.57,0.14,12.61%
2018-12-31,5544.07万,-38.26%,4444.24万,-49.16%,4.99亿,13.54%,0.2193,3.74,1.75,0.91,-0.40,11.10%,50.22%,5.55%,5.86%,510.98,1.89,190.87,320.11,4.82,3.75,3.75,0.23,18.66%
2019-03-31,-1103.11万,-9.99%,-1143.80万,-1.53%,6281.46万,18.50%,-0.0435,3.69,1.75,0.87,0.42,-17.56%,44.70%,-1.19%,-1.18%,1009.14,0.21,436.26,572.88,5.78,3.68,3.68,0.18,15.55%
2019-06-30,170.80万,191.36%,92.02万,119.98%,1.71亿,10.12%,0.0067,3.56,1.77,0.72,0.23,1.00%,53.07%,0.18%,0.19%,843.82,0.46,390.88,452.94,5.39,3.52,3.52,0.20,16.66%
2019-09-30,3158.96万,263.65%,2980.01万,213.08%,3.09亿,39.10%,0.1246,3.68,1.77,0.84,-0.03,10.21%,53.42%,3.33%,3.37%,770.60,0.75,358.14,412.47,4.86,3.60,3.60,0.22,18.26%
2019-12-31,7314.91万,31.94%,7065.72万,58.99%,5.52亿,10.63%,0.2882,3.85,1.78,0.98,-0.02,13.24%,53.77%,7.60%,7.47%,607.70,1.39,259.40,348.30,3.74,3.01,3.01,0.32,24.02%
2020-03-31,-1230.27万,-11.53%,-1104.35万,3.45%,5243.03万,-16.53%,-0.0484,3.81,1.78,0.93,-0.18,-23.46%,51.80%,-1.26%,-1.27%,1731.03,0.11,784.66,946.37,4.40,3.34,3.34,0.26,20.36%
2020-06-30,3111.56万,1721.80%,3167.59万,3342.43%,2.12亿,24.49%,0.1224,3.88,1.78,1.00,-0.12,14.66%,46.66%,3.13%,3.15%,843.20,0.49,363.71,479.49,3.67,2.81,2.81,0.33,24.65%
2020-09-30,3022.35万,-4.32%,3029.99万,1.68%,3.27亿,5.57%,0.1189,3.88,1.78,0.99,-0.22,9.25%,46.43%,3.06%,3.06%,829.92,0.73,368.30,461.62,3.56,2.66,2.66,0.34,25.45%
2020-12-31,9547.85万,30.53%,8647.12万,22.38%,6.10亿,10.36%,0.3755,4.14,1.79,1.22,-0.06,15.66%,50.85%,9.40%,9.08%,616.56,1.36,265.13,351.43,3.35,2.72,2.70,0.37,27.17%
