报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,155533036.36,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,74343.93,573299.06,156180679.35,90529175.45,0.0,0.0,0.0,0.0,0.0,71879701.65,16022667.16,12159457.11,190591001.37,-34410322.02,,0.0,0.0,0.0,0.0,0.0,,,0.0,21505364.07,0.0,0.0,0.0,,0.0,21505364.07,-21505364.07,,0.0,0.0,71050000.0,,0.0,71050000.0,85582448.34,2923430.47,0.0,566455.91,89072334.72,-18022334.72,0.0,-73938020.81,237330457.11,,,,,163392436.3,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T20:40:05
20251231,,735770223.7,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2947075.56,17332079.16,756049378.42,334728983.86,0.0,0.0,0.0,0.0,0.0,253510826.87,46892249.63,64357915.85,699489976.21,56559402.21,,22380.68,0.0,375700.0,0.0,0.0,,,398080.68,94009545.58,0.0,0.0,0.0,,0.0,94009545.58,-93611464.9,,0.0,0.0,516857571.51,,0.0,516857571.51,390127687.93,22110763.72,0.0,10161386.48,422399838.13,94457733.38,0.0,57405670.69,179924786.42,237330457.11,179924786.42,,,237330457.11,定期报告,是,20260429,CNY,合并期末,2026-04-28T20:40:05
20250930,,482962827.39,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2601205.93,10837141.01,496401174.33,235995462.74,0.0,0.0,0.0,0.0,0.0,191837600.79,35554238.41,45396340.45,508783642.39,-12382468.06,,22380.68,0.0,354000.0,0.0,0.0,,,376380.68,62742712.71,0.0,0.0,0.0,,0.0,62742712.71,-62366332.03,,0.0,0.0,339532827.95,,0.0,339532827.95,249750807.36,18974727.69,0.0,8248344.89,276973879.94,62558948.01,0.0,-12189852.08,179924786.42,,,,,167734934.34,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T18:24:17
20250630,,314867860.56,,,,,,,,,,,1730991.33,8440607.07,325039458.96,153776768.32,,,,,,134276636.43,24710660.41,31669431.49,344433496.65,-19394037.69,,22380.68,,354000.0,,,,,376380.68,36757325.5,,,,,,36757325.5,-36380944.82,,,,180049184.46,,,180049184.46,118180835.01,15879975.9,,6317592.54,140378403.45,39670781.01,,-16104201.5,179924786.42,163820584.92,179924786.42,,,163820584.92,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:22:06
20250331,,160905733.86,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,388552.85,4294678.0,165588964.71,75657382.96,0.0,0.0,0.0,0.0,0.0,77603166.79,13852572.33,13384116.05,180497238.13,-14908273.42,,22380.68,0.0,354000.0,0.0,0.0,,,376380.68,13099256.94,0.0,0.0,0.0,,0.0,13099256.94,-12722876.26,,0.0,0.0,66761068.17,,0.0,66761068.17,43494156.5,2798451.68,0.0,1771220.13,48063828.31,18697239.86,0.0,-8933909.82,179924786.42,,,,,170990876.6,定期报告,未审计,20260429,CNY,合并期末,2025-04-27T16:32:10
20241231,,596156860.9,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,13830310.71,18648790.8,628635962.41,404303496.06,0.0,0.0,0.0,0.0,0.0,241879587.65,57702258.0,105710775.49,809596117.2,-180960154.79,,0.0,0.0,15405500.0,0.0,0.0,,,15405500.0,89954340.85,0.0,0.0,0.0,,0.0,89954340.85,-74548840.85,,0.0,0.0,383991234.35,,0.0,383991234.35,173159050.16,57595519.65,0.0,11738870.47,242493440.28,141497794.07,0.0,-114011201.57,293935987.99,179924786.42,293935987.99,,,179924786.42,定期报告,是,20260429,CNY,合并期末,2025-04-27T16:32:10
20240930,,391768092.02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,13460978.58,13970202.35,419199272.95,306205069.94,0.0,0.0,0.0,0.0,0.0,183711575.61,41894175.31,52171874.88,583982695.74,-164783422.79,,0.0,0.0,905500.0,0.0,0.0,,,905500.0,65868193.34,0.0,0.0,0.0,,0.0,65868193.34,-64962693.34,,0.0,0.0,275999855.94,,0.0,275999855.94,145159050.16,54471725.05,0.0,8954960.18,208585735.39,67414120.55,0.0,-162331995.58,293935987.99,,,,,131603992.41,定期报告,未审计,20251030,CNY,合并期末,2024-10-28T18:06:12
20240630,,253255543.74,,,,,,,,,,,13431885.1,11726585.93,278414014.77,209868063.16,,,,,,129411893.49,31325009.36,36467372.61,407072338.62,-128658323.85,,,,905500.0,,,,,905500.0,50040697.87,,,,,,50040697.87,-49135197.87,,,,137272213.64,,,137272213.64,95004745.58,53399880.84,,6839281.06,155243907.48,-17971693.84,,-195765215.56,293935987.99,98170772.43,293935987.99,,,98170772.43,定期报告,未审计,20250829,CNY,合并期末,2024-08-29T16:15:10
20240331,,133179967.89,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,12910471.45,2022252.9,148112692.24,107255402.73,0.0,0.0,0.0,0.0,0.0,78094592.93,23675049.72,14671642.55,223696687.93,-75583995.69,,0.0,0.0,500000.0,0.0,0.0,,,500000.0,33235646.71,0.0,0.0,0.0,,0.0,33235646.71,-32735646.71,,0.0,0.0,41564156.5,,0.0,41564156.5,45000000.0,1197494.26,0.0,1639792.46,47837286.72,-6273130.22,0.0,-114592772.62,293935987.99,,,,,179343215.37,定期报告,未审计,20250428,CNY,合并期末,2024-04-28T15:50:26
20231231,,704582166.42,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,11496123.77,24609720.73,740688010.92,374662321.38,0.0,0.0,0.0,0.0,0.0,204272589.33,55313758.85,75796638.82,710045308.38,30642702.54,,0.0,0.0,500250.0,0.0,0.0,,,500250.0,18633289.22,0.0,0.0,0.0,,0.0,18633289.22,-18133039.22,,5000000.0,0.0,153000000.0,,25555.58,158025555.58,71000000.0,4146344.94,0.0,9209498.26,84355843.2,73669712.38,0.0,86179375.7,207756612.29,293935987.99,207756612.29,,,293935987.99,定期报告,是,20250428,CNY,合并期末,2024-04-15T20:20:08
