报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,164717039.23,0.0,0.0,0.0,0.0,0.0,844634385.13,4549519.45,840084865.68,2299187.88,19384553.61,0.0,0.0,0.0,0.0,0.0,,,,,,3852879.72,302797707.16,0.0,,,0.0,15042063.97,1376058358.39,,0.0,0.0,0.0,,,,0.0,0.0,410895.87,0.0,0.0,,,,,,147699165.87,,,,,103775176.63,0.0,,0.0,23330541.69,3836089.54,45595068.61,0.0,0.0,1994481.98,,53398087.04,2906053.57,359615019.11,1735673377.5,,346120605.35,0.0,0.0,0.0,0.0,0.0,171618707.45,3395716.28,168222991.17,0.0,25874535.86,0.0,0.0,18862978.19,3715768.72,0.0,0.0,,,,4252151.43,,,0.0,0.0,0.0,0.0,,,,,,0.0,,18032521.58,1630770.05,590108038.63,,126081075.0,0.0,0.0,0.0,2168355.76,0.0,,0.0,,4616998.66,1250214.76,303546.55,0.0,134420190.73,724528229.36,,254227150.0,0.0,0.0,0.0,459538464.07,3199724.0,0.0,0.0,53319765.89,0.0,,245746678.11,,,1009632334.07,1512814.07,1011145148.14,1735673377.5,定期报告,未审计,20260429,CNY,合并期末,2026-04-28T20:40:05
20251231,,238121103.07,0.0,0.0,0.0,0.0,0.0,889619010.57,15295025.2,874323985.37,2696215.77,18611816.71,0.0,0.0,0.0,0.0,0.0,,,,,3919011.75,3919011.75,284460865.16,0.0,,,526730.25,12019768.53,1473869316.27,,0.0,0.0,0.0,,,,0.0,0.0,113042.61,0.0,0.0,,233529814.03,129822770.63,103707043.4,,136407074.09,136407074.09,,103707043.4,,103707043.4,0.0,,0.0,23894794.46,12103949.82,45788059.46,0.0,0.0,2391304.32,,48431561.42,5181312.94,354123348.06,1827992664.33,,396997237.33,0.0,0.0,0.0,0.0,0.0,198800096.94,2328000.0,196472096.94,0.0,17586100.96,0.0,0.0,37130770.12,13642281.18,0.0,0.0,,,5225165.2,5225165.2,,,0.0,0.0,0.0,0.0,,,,,,0.0,,8747882.51,1601925.29,679731459.53,,112061538.0,0.0,0.0,0.0,5611793.93,0.0,,0.0,,4211834.24,1279165.6,319749.65,0.0,123484081.42,803215540.95,,254227150.0,0.0,0.0,0.0,459154201.98,3199724.0,0.0,0.0,53319765.89,0.0,,259481344.84,,,1022982738.71,1794384.67,1024777123.38,1827992664.33,定期报告,是,20260429,CNY,合并期末,2026-04-28T20:40:05
20250930,,168292571.97,0.0,0.0,0.0,0.0,0.0,905677506.74,9089721.67,896587785.07,0.0,16352892.33,0.0,0.0,0.0,0.0,0.0,,,,,,5523954.1,319013436.28,0.0,,,354000.0,9507393.4,1445389281.26,,0.0,0.0,0.0,,,,0.0,0.0,98231.84,0.0,0.0,,,,,,102145052.04,,,,,104266178.21,0.0,,0.0,20667526.44,14072474.59,45207141.25,0.0,0.0,3010134.13,,42951176.3,10496267.16,322246655.52,1767635936.78,,348323069.51,0.0,0.0,0.0,0.0,0.0,177871363.73,0.0,177871363.73,0.0,28205334.19,0.0,0.0,19768844.29,9185797.84,0.0,0.0,,,,5759748.9,,,0.0,0.0,0.0,0.0,,,,,,0.0,,9805793.97,1898457.28,600818409.71,,115561538.0,0.0,0.0,0.0,5940220.4,0.0,,0.0,,4408402.32,1308116.44,337027.12,0.0,127555304.28,728373713.99,,254227150.0,0.0,0.0,0.0,467423887.34,3199724.0,0.0,0.0,51298103.68,0.0,,267767863.22,,,1037517280.24,1744942.55,1039262222.79,1767635936.78,定期报告,未审计,20251030,CNY,合并期末,2025-10-29T18:24:07
20250630,,164378151.31,0.0,0.0,0.0,0.0,0.0,888007918.82,27509218.96,860498699.86,0.0,20484581.93,0.0,0.0,0.0,0.0,0.0,,,,,6335601.92,6335601.92,325049090.56,0.0,,,354000.0,7464055.65,1432639378.87,,0.0,0.0,0.0,,,,0.0,0.0,83261.84,0.0,0.0,,228762579.24,123596768.36,105165810.88,,76788829.81,76788829.81,,105165810.88,,105165810.88,0.0,,0.0,20565978.68,15865171.75,45293588.08,0.0,0.0,3338746.08,,43268612.89,8701090.86,298505112.19,1731144491.06,,345704014.18,0.0,0.0,0.0,0.0,0.0,165105313.35,0.0,165105313.35,0.0,40604579.18,0.0,0.0,18841487.5,5922822.68,0.0,0.0,,,4980993.76,4980993.76,,,0.0,0.0,0.0,0.0,,,,,,0.0,,9651431.01,9489100.35,600299742.01,,90251538.0,0.0,0.0,0.0,7485244.33,0.0,,0.0,,4723661.62,1337067.28,354002.86,0.0,104151514.09,704451256.1,,254227150.0,0.0,0.0,0.0,466565913.41,3199724.0,0.0,0.0,51298103.68,0.0,,255287684.0,,,1024179127.09,2514107.87,1026693234.96,1731144491.06,定期报告,未审计,20250829,CNY,合并期末,2025-08-28T19:22:05
20250331,,171182608.94,0.0,0.0,0.0,0.0,0.0,880118253.77,66632687.78,813485565.99,0.0,20544838.67,0.0,0.0,0.0,0.0,0.0,,,,,,5447193.4,310906095.35,0.0,,,354000.0,6759199.96,1415350703.74,,0.0,0.0,0.0,,,,0.0,0.0,1253622.3,0.0,0.0,,,,,,53492147.84,,,,,107319746.45,0.0,,0.0,20038513.65,17657868.83,45719321.77,0.0,0.0,3664470.0,,40007569.81,3265336.56,272380083.56,1687730787.3,,330229035.94,0.0,0.0,0.0,0.0,0.0,146759484.65,383442.0,146376042.65,0.0,29790778.61,0.0,0.0,18279770.95,5977890.66,0.0,0.0,,,,8291022.25,,,0.0,0.0,0.0,0.0,,,,,,0.0,,9010389.29,15843037.18,564181409.53,,67661075.0,0.0,0.0,0.0,9295710.94,0.0,,0.0,,4396747.02,1366018.12,371980.66,0.0,83091531.74,647272941.27,,254696450.0,0.0,0.0,0.0,467938699.42,6020217.0,0.0,0.0,51298103.68,0.0,,269265664.05,,,1037178700.15,3279145.88,1040457846.03,1687730787.3,定期报告,未审计,20250428,CNY,合并期末,2025-04-27T16:32:11
20241231,,180455071.07,0.0,0.0,23075.8,0.0,0.0,909009457.52,52266857.39,856742600.13,0.0,31023983.87,0.0,0.0,0.0,0.0,0.0,,,,,5283330.3,5283330.3,300245309.87,0.0,,,354000.0,4432817.11,1449857690.13,,0.0,0.0,0.0,,,,0.0,0.0,1627728.73,0.0,0.0,,225864713.83,117633894.28,108230819.55,,45992026.27,45992026.27,,108230819.55,,108230819.55,0.0,,0.0,19030644.59,19451603.57,45933418.75,0.0,0.0,4026682.65,,37196792.3,2401594.52,264860666.34,1714718356.47,,336542045.14,0.0,0.0,0.0,0.0,0.0,169583347.52,1511219.0,168072128.52,0.0,35830236.89,0.0,0.0,35931341.68,11133566.64,0.0,0.0,,,8855880.34,8855880.34,,,0.0,0.0,0.0,0.0,,,,,,0.0,,8244043.8,4332821.27,610453283.28,,38590006.83,0.0,0.0,0.0,10973923.1,0.0,,0.0,,4094202.58,1394968.96,421819.74,0.0,55474921.21,665928204.49,,254696450.0,0.0,0.0,0.0,467562965.46,6020217.0,0.0,0.0,51298103.68,0.0,,277369848.97,,,1044907151.11,3883000.87,1048790151.98,1714718356.47,定期报告,是,20260429,CNY,合并期末,2025-04-27T16:32:11
20240930,,134017174.74,,,17510.46,,,836343641.64,18287477.8,818056163.84,3387518.88,29085348.71,,,,,,,,,,,5806748.39,351311490.47,,,,354000.0,2753034.69,1382976651.58,,,,,,,,,,2086467.3,,,,,,,,20162062.76,,,,,108094347.11,,,,19900183.6,21244401.14,46191408.05,,,1732240.68,,34792131.78,5403243.73,239706302.55,1622682954.13,,286078039.08,,,,,,185279407.11,35639042.08,149640365.03,,36997776.41,,,17679923.03,6060410.89,,,,,,5834951.69,,,,,,,,,,,,,,7026361.4,422083.82,545378953.43,,10000000.0,,,,13554879.37,,,,,3938216.03,1423919.8,443046.05,,29360061.25,574739014.68,,254696450.0,,,,474949756.93,6020217.0,,,44853939.26,,,275275727.76,,,1043755656.95,4188282.5,1047943939.45,1622682954.13,定期报告,未审计,20241029,CNY,合并期末,2024-10-28T18:06:14
20240630,,103173820.19,,,13845.48,,,812204604.23,41807709.39,770396894.84,3387518.88,25522429.75,,,,,,,,,,5934063.43,5934063.43,341402335.28,,,,354000.0,3063959.83,1315423284.01,,,,,,,,,,2070843.15,,,,228126677.48,118622421.76,109504255.72,,3195303.81,2417282.57,778021.24,109504255.72,,109504255.72,,,,20366706.94,21525370.53,46615913.63,,,673582.93,,29994892.03,14474672.66,228054834.46,1543478118.47,,207430124.35,,,,,,192354887.75,44459794.08,147895093.67,,28772008.86,,,16762907.31,9100687.11,,,,,6434159.03,6434159.03,,,,,,,,,,,,,,6557205.06,561775.41,467973754.88,,,,,,14169095.5,,,,,3683784.08,1452870.64,463403.66,,19769153.88,487742908.76,,254696450.0,,,,473309832.94,6020217.0,,,44853939.26,,,284308831.07,,,1051148836.27,4586373.44,1055735209.71,1543478118.47,定期报告,未审计,20240830,CNY,合并期末,2024-08-29T16:15:06
20240331,,185587340.46,,,18596.38,,,743797860.56,21328789.49,722469071.07,767640.0,22983567.3,,,,,,,,,,,8329610.75,326738036.24,,,,,2285665.34,1311525429.95,,,,,,,,,,1068134.68,,,,,,,,1388446.17,,,,,111396631.88,,,,21017112.92,23190135.66,46972093.63,,,584625.2,,28704425.23,1156723.71,214461216.16,1525986646.11,,161710517.32,,,,,,180857450.29,34258417.25,146599033.04,,26561873.57,,,16444674.54,5407640.1,,,,,,9818265.96,,,,,,,,,,,,,,6326696.33,486891.93,407614010.04,,,,,,15487225.34,,,,,3254294.54,1481821.48,483822.48,,20707163.84,428321173.88,,255225750.0,,,,475589581.97,9201310.0,,,44853939.26,,,326375476.0,,,1092843437.23,4822035.0,1097665472.23,1525986646.11,定期报告,未审计,20240429,CNY,合并期末,2024-04-28T15:50:24
20231231,,297476416.99,0.0,0.0,18596.38,0.0,0.0,765826721.91,12050070.96,753776650.95,0.0,21532200.46,0.0,0.0,0.0,0.0,0.0,,,,,7573254.9,7573254.9,292875768.57,0.0,,,0.0,596298.96,1407009510.77,,0.0,0.0,0.0,,,,0.0,0.0,1052001.21,0.0,0.0,,224657832.62,112782111.95,111875720.67,,509433.96,509433.96,,111875720.67,,111875720.67,0.0,,0.0,21110252.6,21577548.39,9471527.32,0.0,0.0,637772.93,,27887408.04,9573895.0,182585307.52,1589594818.29,,165156581.91,0.0,0.0,0.0,0.0,0.0,202411603.15,27922881.49,174488721.66,0.0,26357720.76,0.0,0.0,40373334.41,26768986.23,0.0,0.0,,,13133243.19,13133243.19,,,0.0,0.0,0.0,0.0,,,,,,0.0,,5528669.2,138648.27,479868787.12,,0.0,0.0,0.0,0.0,14319446.68,0.0,,0.0,,2990902.15,1510772.32,504260.5,0.0,19325381.65,499194168.77,,255225750.0,0.0,0.0,0.0,473590749.92,9201310.0,0.0,0.0,44853939.26,0.0,,320926077.93,,,1085395207.11,5005442.41,1090400649.52,1589594818.29,定期报告,是,20250428,CNY,合并期末,2024-04-15T20:20:07
