代码,名称,送转股份-送转总比例,送转股份-送转比例,送转股份-转股比例,现金分红-现金分红比例,现金分红-股息率,每股收益,每股净资产,每股公积金,每股未分配利润,净利润同比增长,总股本,预案公告日,股权登记日,除权除息日,方案进度,最新公告日期
603308,应流股份,,,,1.6,0.002632444883,0.51,7.297266508279,2.780926298726,3.108772655914,21.740537151139,679050729,2026-04-24,2026-07-09,2026-07-10,实施分配,2026-07-06
