报告日,流动资产,货币资金,结算备付金,拆出资金,交易性金融资产,买入返售金融资产,衍生金融资产,应收票据及应收账款,应收票据,应收账款,应收款项融资,预付款项,应收股利,应收利息,应收保费,应收分保账款,应收分保合同准备金,应收出口退税,应收补贴款,应收保证金,内部应收款,其他应收款,其他应收款(合计),存货,划分为持有待售的资产,待摊费用,待处理流动资产损益,一年内到期的非流动资产,其他流动资产,流动资产合计,非流动资产,发放贷款及垫款,债权投资,其他债权投资,以公允价值计量且其变动计入其他综合收益的金融资产,以摊余成本计量的金融资产,可供出售金融资产,长期股权投资,投资性房地产,长期应收款,其他权益工具投资,其他非流动金融资产,其他长期投资,固定资产原值,累计折旧,固定资产净值,固定资产减值准备,在建工程合计,在建工程,工程物资,固定资产净额,固定资产清理,固定资产及清理合计,生产性生物资产,公益性生物资产,油气资产,合同资产,使用权资产,无形资产,开发支出,商誉,长期待摊费用,股权分置流通权,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,流动负债,短期借款,向中央银行借款,吸收存款及同业存放,拆入资金,交易性金融负债,衍生金融负债,应付票据及应付账款,应付票据,应付账款,预收款项,合同负债,卖出回购金融资产款,应付手续费及佣金,应付职工薪酬,应交税费,应付利息,应付股利,应付保证金,内部应付款,其他应付款,其他应付款合计,其他应交款,担保责任赔偿准备金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,国际票证结算,国内票证结算,预提费用,预计流动负债,应付短期债券,划分为持有待售的负债,一年内的递延收益,一年内到期的非流动负债,其他流动负债,流动负债合计,非流动负债,长期借款,应付债券,应付债券：优先股,应付债券：永续债,租赁负债,长期应付职工薪酬,长期应付款,长期应付款合计,专项应付款,预计非流动负债,长期递延收益,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,所有者权益,实收资本(或股本),其他权益工具,优先股,永续债,资本公积,减:库存股,其他综合收益,专项储备,盈余公积,一般风险准备,未确定的投资损失,未分配利润,拟分配现金股利,外币报表折算差额,归属于母公司股东权益合计,少数股东权益,所有者权益(或股东权益)合计,负债和所有者权益(或股东权益)总计,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,773620128.09,,,,,,1285841709.58,43947794.98,1241893914.6,23205293.87,138918644.23,,,,,,,,,,,30311375.84,2440979584.2,,,,,187289889.68,4880166625.49,,,,,,,,5827180.01,,142493720.17,66881125.86,,,,,,,1974651020.8,,,,,4319970914.05,,,,,7744915.22,976404462.84,122546722.03,,27053043.54,,191265228.84,1173899115.51,9008737448.87,13888904074.36,,868973306.99,,,,,,1168732477.79,439138413.0,729594064.79,3272946.89,215321348.18,,,55288926.55,39570918.77,,,,,,34003093.52,,,,,,,,,,,,,,804533172.8,2141133.88,3191837325.37,,2576677586.74,1886900505.6,,,5937705.51,,,390313822.45,,,235713157.13,21547285.46,,5117090062.89,8308927388.26,,679040802.0,98402519.16,,,1888479935.57,,57576490.68,56179738.93,171639737.05,,,2231135160.11,,,5182454383.5,397522302.6,5579976686.1,13888904074.36,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T15:56:02
20251231,,671387402.17,,,,,,1018166759.52,38097195.95,980069563.57,32211437.0,40150662.23,,,,,,,,,,,20282598.91,2455671559.93,,,,,226045822.95,4463916242.71,,,,,,,,5870010.13,,144742908.94,47594104.15,,,5949080878.65,1589670026.95,4359410851.7,,1684247488.23,,,4359410851.7,,4359410851.7,,,,,8313373.46,998702478.12,114260758.21,,28862481.92,,191951650.14,1068899115.51,8652855220.51,13116771463.22,,666454877.38,,,,,,1108420035.26,375709500.0,732710535.26,4323925.79,241145604.75,,,110055519.03,24260224.49,,,,,,29060902.22,,,,,,,,,,,,,,1060278977.57,5296056.78,3249296123.27,,1848534864.53,1875790308.44,,,5858008.5,,406676121.36,407626121.36,950000.0,,250487868.33,20433042.25,,4408730213.41,7658026336.68,,679036441.0,98402519.16,,,1888350296.57,,49084146.64,56029337.4,171639737.05,,,2110969920.15,,,5053512397.97,405232728.57,5458745126.54,13116771463.22,定期报告,是,20260424,CNY,合并期末,2026-04-23T15:56:02
20250930,,2036490137.34,,,,,,1390514798.29,24583330.31,1365931467.98,13159617.52,188732536.46,,,,,,,,,,,53188273.95,2380460072.93,,,,,159744745.84,6222290182.33,,,,,,,,5948927.98,,146889966.07,49160766.91,,,,,,,1767743282.45,,,,,4151990369.18,,,,,8881831.7,718334885.0,394196490.91,,23359156.77,,212056928.84,961268630.15,8439831235.96,14662121418.29,,1290067566.45,,,,,,1184986014.91,447407000.0,737579014.91,5237417.35,206328334.13,,,75355089.16,29987055.44,,,,,,15536088.38,,,,,,,,,,,,,,748987318.25,202295849.74,3758780733.81,,2896666497.45,1275892214.87,,,7165756.12,,,408245935.92,,,264634940.24,52263857.24,500294444.44,5405163646.28,9163944380.09,,679036441.0,173110507.28,,,1888350296.57,,53279203.61,59379896.93,161528330.66,,,2066347939.51,,,5081032615.56,417144422.64,5498177038.2,14662121418.29,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T16:02:08
20250630,,421335287.38,,,,,,1366480560.79,25102438.78,1341378122.01,3270230.8,55332057.48,,,,,,,,,,,52014122.44,2272103326.63,,,,,152653790.05,4323189375.57,,,,,,,,5991996.92,,156537023.2,54511393.65,,,5518837097.68,1458372158.78,4060464938.9,,1675667781.08,,,4060464938.9,,4060464938.9,,,,,9450289.94,731395466.18,383553084.27,,25004614.98,,212886603.8,958538226.51,8274001419.43,12597190795.0,,1295045973.08,,,,,,1036793185.02,349875460.0,686917725.02,848129.33,200376841.45,,,62974032.35,31650773.79,,,,,,13233591.4,,,,,,,,,,,,,,1251732312.34,202209423.89,4094864262.65,,2502526285.47,,,,7034047.58,,491360154.12,491360154.12,,,251248853.05,18849093.54,,3271018433.76,7365882696.41,,679036441.0,,,,1888350296.57,,59916168.97,59908591.05,161528330.66,,,1960699183.2,,,4809439011.45,421869087.14,5231308098.59,12597190795.0,定期报告,未审计,20250812,CNY,合并期末,2025-08-11T17:18:04
20250331,,358328499.66,,,,,,1248622184.76,21020609.61,1227601575.15,9722392.33,101071550.29,,,,,,,,,,,59418068.1,2126655339.02,,,,,129637141.84,4033455176.0,,,,,,,,6096603.32,,146184080.33,40117629.58,,,,,,,1627405951.64,,,,,4030508799.5,,,,,15777701.75,745466093.3,348522925.9,,26975089.48,,209253124.56,807322819.91,8003630819.27,12037085995.27,,1389071935.57,,,,,,909942906.93,252409960.0,657532946.93,2356594.49,176481148.33,,,51942489.7,24528040.57,,,,,,16227588.46,,,,,,,,,,,,,,978228913.64,3085310.17,3551864927.86,,2582953782.44,,,,12062879.21,,,444453181.88,,,263543664.32,17291218.88,,3320304726.73,6872169654.59,,679036441.0,,,,1888350296.57,,31611287.12,58432102.42,161528330.66,,,1912015511.53,,,4730973969.3,433942371.38,5164916340.68,12037085995.27,定期报告,未审计,20250430,CNY,合并期末,2025-04-29T16:52:15
20241231,,299130230.79,,,,,,1102391521.29,19693527.7,1082697993.59,20102087.65,28767430.16,,,,,,,,,,,46350756.54,2088146299.23,,,,,157360172.18,3742248497.84,,,,,,,,6215179.06,,148331137.46,37664857.81,,,5421625079.32,1335661056.48,4085964022.84,,1388611185.23,1388611185.23,,4085964022.84,,4085964022.84,,,,,16869701.23,707613458.25,373995234.73,,29451326.61,,207913797.6,807322819.91,7809952720.73,11552201218.57,,1149850188.26,,,,,,1020667671.89,220890000.0,799777671.89,3272855.46,182005960.25,,,89581526.5,20781253.23,,,,,13740762.84,13740762.84,,,,,,,,,,,,,,1000426934.66,3161471.34,3483488624.43,,2235066164.39,,,,11920319.26,,460753222.47,462263222.47,1510000.0,,274852612.07,17088341.3,,3001190659.49,6484679283.92,,679036441.0,,,,1888350296.57,,22383749.86,55682428.83,161528330.66,,,1819972382.83,,,4626953629.75,440568304.9,5067521934.65,11552201218.57,定期报告,是,20260424,CNY,合并期末,2025-03-31T17:05:03
20240930,,456641979.47,,,,,,1285391810.1,24203824.12,1261187985.98,5566591.68,153240295.21,,,,,,,,,,,18967066.09,1998174212.82,,,,,97910203.06,4015892158.43,,,,,,,,21366714.28,,140380700.59,35045079.6,,,,,,,2057151115.84,,,,,3156985279.91,,,,,20062884.31,674930902.98,418921218.18,,31429265.94,,195425744.32,807322819.91,7559021725.86,11574913884.29,,1376862098.56,,,,,,873595692.15,243880000.0,629715692.15,100000.0,171317212.23,,,64125418.05,20231365.79,,,,,,29884328.52,,,,,,,,,,,,,,550334927.36,2353268.42,3088804311.08,,2805062905.98,,,,15653867.01,,,329103894.99,,,289136559.6,17832275.07,,3456789502.65,6545593813.73,,679036441.0,,,,1888350296.57,,28124954.82,54861119.83,148342167.89,,,1773581721.03,,,4572296701.14,457023369.42,5029320070.56,11574913884.29,定期报告,未审计,20241030,CNY,合并期末,2024-10-29T15:40:07
20240630,,635590657.06,,,,,,1224415539.12,36475866.67,1187939672.45,11168193.49,124263584.71,,,,,,,,,,,18172607.91,1906467218.64,,,,,86446719.72,4006524520.65,,,,,,,,5934789.0,,142430263.72,36069440.7,,,4453498989.36,1248141577.02,3205357412.34,,1885351756.9,,,3205357412.34,,3205357412.34,,,,,20727025.81,685753516.24,396273370.43,,33455144.13,,192467310.91,807322819.91,7411142850.09,11417667370.74,,1250778093.75,,,,,,1219390203.51,656224100.0,563166103.51,100000.0,53507729.42,,,54738870.18,18634671.68,,,,,,8136924.43,,,,,,,,,,,,,,382955611.5,1579658.49,2989821762.96,,2948270809.95,,,,15494948.19,,107718065.04,107831569.38,113504.34,,303735840.58,18184165.33,,3393517333.43,6383339096.39,,679036441.0,,,,1888350296.57,,24631357.62,51863601.56,148342167.89,,,1780192083.98,,,4572415948.62,461912325.73,5034328274.35,11417667370.74,定期报告,未审计,20240828,CNY,合并期末,2024-08-27T17:10:05
20240331,,655917175.98,,,,,,1156714161.17,62237038.64,1094477122.53,15770991.98,132182715.31,,,,,,,,,,,17136126.19,1834328728.55,,,,,69774681.64,3881824580.82,,,,,,,,6216621.81,,144479826.85,35230061.23,,,,,,,1754708046.4,,,,,3235036020.49,,,,,20891167.28,696273554.59,383034177.28,,32193302.27,,193696743.64,809672230.34,7311431752.18,11193256333.0,,1706097944.51,,,,,,1002324698.29,461340666.0,540984032.29,240418.0,78898619.13,,,48817751.81,13432992.92,,,,,,8271937.6,,,,,,,,,,,,,,284412796.52,4385303.68,3146882462.46,,2565657755.91,,,,15823562.09,,,135893630.86,,,318492788.12,17933167.99,,3053800904.97,6200683367.43,,683146921.0,,,,1936240157.29,35934030.9,24276765.32,49942531.85,148342167.89,,,1718811655.36,,,4524826167.81,467746797.76,4992572965.57,11193256333.0,定期报告,未审计,20240424,CNY,合并期末,2024-04-23T18:05:08
20231231,,254634437.4,,,,,,1042492298.96,67674486.4,974817812.56,32456364.81,30820983.62,,,,,,,,,,12917758.36,12917758.36,1857229603.53,,,,,89211635.16,3319763081.84,,,,,,,,6216621.81,,146529389.98,35366462.45,,,4415479331.56,1131375167.65,3284104163.91,,1558302764.13,1558302764.13,,3284104163.91,,3284104163.91,,,,,22055308.81,707079637.34,368254949.88,,30241084.83,,189581948.35,807322819.91,7155055151.4,10474818233.24,,1306160663.96,,,,,,789271058.83,120848166.0,668422892.83,240418.0,83562427.13,,,88351408.89,18854464.44,,,,,15107577.46,15107577.46,,,,,,,,,,,,,,466990809.44,4209754.77,2772748582.92,,2008292053.38,,,,16177921.34,,149192529.17,390600613.75,241408084.58,,333249735.88,18155515.02,,2766475839.37,5539224422.29,,683146921.0,,,,1936240157.29,9999222.01,29339151.95,47609445.6,148342167.89,,,1628262142.9,,,4462940764.62,472653046.33,4935593810.95,10474818233.24,定期报告,是,20250401,CNY,合并期末,2024-04-23T18:05:08
