报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2009-12-31,6193.77万,False,1481.50万,False,5.46亿,False,False,2.06,0.52,0.45,0.08,11.52%,34.14%,11.54%,10.41%,355.18,1.80,199.53,155.64,0.72,0.53,0.53,2.82,72.43%
2010-12-31,9505.54万,53.47%,7500.40万,406.27%,8.76亿,60.38%,False,1.69,0.04,0.52,0.28,10.88%,31.09%,16.20%,19.49%,245.31,2.58,139.30,106.01,0.72,0.50,0.50,3.94,78.41%
2011-12-31,1.59亿,67.78%,1.53亿,104.38%,12.62亿,44.08%,0.5100,2.51,0.80,0.65,0.64,12.78%,33.87%,23.74%,19.85%,229.55,2.58,139.31,90.23,0.86,0.60,0.60,2.81,72.74%
2012-09-30,1.30亿,False,1.26亿,False,10.48亿,False,False,False,False,False,-0.21,12.56%,False,False,False,False,False,False,False,False,False,False,False,False
2012-12-31,1.75亿,10.00%,1.69亿,10.25%,13.67亿,8.32%,0.5500,3.06,0.80,1.17,0.38,13.00%,35.10%,19.69%,17.92%,275.49,1.92,187.82,87.67,0.65,0.35,0.35,2.35,69.20%
2013-03-31,3095.90万,False,2928.65万,False,3.40亿,False,0.1000,False,False,False,0.08,9.21%,34.07%,3.11%,False,False,False,False,False,False,False,False,False,False
2013-06-30,8964.87万,False,8540.57万,False,7.27亿,False,0.2800,3.48,0.80,1.45,0.50,12.54%,35.78%,8.76%,8.39%,288.05,0.89,202.52,85.53,0.66,0.40,0.40,2.28,68.67%
2013-09-30,1.13亿,-12.73%,1.07亿,-15.58%,10.40亿,-0.74%,0.3500,3.56,False,False,0.65,11.13%,34.94%,False,9.94%,227.91,1.18,227.91,False,False,False,False,False,False
2013-12-31,1.63亿,-7.25%,1.54亿,-8.74%,13.34亿,-2.44%,0.5100,3.57,0.80,1.65,0.76,12.45%,36.08%,15.35%,14.26%,342.45,1.42,253.65,88.81,0.67,0.36,0.36,2.25,68.37%
2014-03-31,3116.15万,0.65%,3030.01万,3.46%,3.43亿,0.88%,0.0800,4.38,1.89,1.40,-0.15,9.21%,35.62%,2.02%,1.78%,379.93,0.32,278.04,101.89,1.00,0.64,0.64,1.57,60.47%
2014-06-30,7677.82万,-14.36%,7493.57万,-12.26%,7.12亿,-1.99%,0.2000,4.41,1.89,1.43,-0.10,10.96%,36.17%,4.62%,4.35%,381.36,0.66,274.68,106.68,1.03,0.60,0.60,1.41,57.91%
2014-09-30,9259.04万,-18.17%,8831.82万,-17.24%,10.56亿,1.51%,0.2400,4.51,1.89,1.47,0.41,8.96%,33.24%,5.41%,5.13%,372.18,0.98,274.89,97.28,1.00,0.58,0.58,1.49,59.21%
2014-12-31,1.06亿,-34.67%,9870.31万,-36.00%,13.76亿,3.19%,0.2700,4.54,1.89,1.49,0.02,7.92%,33.27%,6.14%,5.85%,393.39,1.24,291.50,101.89,0.92,0.48,0.48,1.42,58.10%
2015-03-31,1716.10万,-44.93%,1559.12万,-48.54%,3.46亿,1.01%,0.0400,4.59,1.89,1.53,0.19,5.08%,29.58%,0.94%,0.93%,417.19,0.29,306.75,110.44,0.98,0.53,0.53,1.44,58.49%
2015-06-30,5035.58万,-34.41%,4746.07万,-36.66%,7.15亿,0.32%,0.1300,4.63,1.89,1.56,0.02,7.18%,31.53%,2.72%,2.72%,440.10,0.56,318.81,121.29,0.97,0.55,0.55,1.64,61.58%
2015-09-30,6881.50万,-25.68%,6116.98万,-30.74%,10.57亿,0.06%,0.1700,4.67,1.89,1.61,0.17,6.63%,29.01%,3.69%,3.69%,441.09,0.84,321.85,119.24,0.98,0.52,0.52,1.61,61.24%
2015-12-31,7500.53万,-29.44%,6331.36万,-35.85%,13.45亿,-2.27%,0.1900,4.70,1.89,1.61,0.19,5.61%,30.20%,4.06%,3.99%,472.12,1.06,340.62,131.50,0.95,0.52,0.52,1.61,61.15%
2016-03-31,2191.37万,27.69%,1923.67万,23.38%,3.46亿,0.13%,0.0500,4.76,1.89,1.66,0.12,6.06%,30.19%,1.16%,1.15%,488.69,0.26,349.65,139.04,1.10,0.59,0.59,1.56,59.88%
2016-06-30,4147.20万,-17.64%,3641.18万,-23.28%,6.62亿,-7.32%,0.1000,6.38,3.62,1.58,0.19,6.16%,32.36%,2.18%,1.50%,541.13,0.47,385.60,155.52,1.57,1.08,1.08,1.24,54.65%
2016-09-30,5146.04万,-25.22%,4470.99万,-26.91%,10.41亿,-1.48%,0.1300,6.36,3.62,1.54,0.22,4.72%,28.53%,2.35%,1.87%,501.69,0.78,345.27,156.42,1.52,0.92,0.92,0.97,48.62%
2016-12-31,5468.25万,-27.10%,4423.86万,-30.13%,12.75亿,-5.18%,0.1300,6.37,3.62,1.54,-0.15,4.19%,28.96%,2.35%,1.98%,544.99,0.96,375.43,169.56,0.82,0.46,0.46,1.28,55.55%
2017-03-31,3136.59万,43.13%,2801.33万,45.62%,3.54亿,2.14%,0.0700,6.44,3.62,1.61,-0.09,8.72%,35.11%,1.13%,1.12%,551.83,0.24,377.52,174.32,0.86,0.48,0.48,1.33,56.45%
