报告日,营业总收入,营业收入,利息收入,已赚保费,手续费及佣金收入,房地产销售收入,其他业务收入,营业总成本,营业成本,手续费及佣金支出,房地产销售成本,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其他业务成本,营业税金及附加,研发费用,销售费用,管理费用,财务费用,利息费用,利息支出,投资收益,对联营企业和合营企业的投资收益,以摊余成本计量的金融资产终止确认产生的收益,汇兑收益,净敞口套期收益,公允价值变动收益,期货损益,托管收益,补贴收入,其他收益,资产减值损失,信用减值损失,其他业务利润,资产处置收益,营业利润,营业外收入,非流动资产处置利得,营业外支出,非流动资产处置损失,利润总额,所得税费用,未确认投资损失,净利润,持续经营净利润,终止经营净利润,归属于母公司所有者的净利润,被合并方在合并前实现净利润,少数股东损益,其他综合收益,归属于母公司所有者的其他综合收益,（一）以后不能重分类进损益的其他综合收益,重新计量设定受益计划变动额,权益法下不能转损益的其他综合收益,其他权益工具投资公允价值变动,企业自身信用风险公允价值变动,（二）以后将重分类进损益的其他综合收益,权益法下可转损益的其他综合收益,可供出售金融资产公允价值变动损益,其他债权投资公允价值变动,金融资产重分类计入其他综合收益的金额,其他债权投资信用减值准备,持有至到期投资重分类为可供出售金融资产损益,现金流量套期储备,现金流量套期损益的有效部分,外币财务报表折算差额,其他,归属于少数股东的其他综合收益,综合收益总额,归属于母公司所有者的综合收益总额,归属于少数股东的综合收益总额,基本每股收益,稀释每股收益,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,888722795.32,888722795.32,,,,,,773884402.02,589013365.38,,,,,,,,,11877102.53,70580745.44,9721715.23,54757992.84,37933480.6,33489270.63,,-42830.12,,,,,,,,,18782777.92,,-15177239.15,,,118401101.95,31127.16,,40000.0,,118392229.11,6066795.03,,112325434.08,112325434.08,,120165239.96,,-7839805.88,8492344.04,8492344.04,16393968.45,,,16393968.45,,-7901624.41,,,,,,,,,-7901624.41,,,120817778.12,128657584.0,-7839805.88,0.18,0.18,定期报告,未审计,20260424,CNY,合并期末,2026-04-23T15:56:02
20251231,2918826404.68,2918826404.68,,,,,,2684918338.1,1873994321.75,,,,,,,,,63876266.03,325363545.08,40568585.95,238682115.6,142433503.69,143409115.44,,924144.14,-345168.93,-2188645.83,,,,,,,106619066.85,-923107.16,-5209816.66,,-800081.27,334518272.48,1623487.34,,777424.55,,335364335.27,22608236.3,,312756098.97,312756098.97,,348641494.58,,-35885395.61,26700396.78,26700396.78,8439859.39,,,8439859.39,,18260537.39,,,,,,,,,18260537.39,,,339456495.75,375341891.36,-35885395.61,0.51,0.52,定期报告,是,20260424,CNY,合并期末,2026-04-23T15:56:02
20250930,2121120654.95,2121120654.95,,,,,,1886446925.69,1338067220.65,,,,,,,,,49056394.26,192578481.89,32804916.39,171367421.9,102572490.6,88116014.25,,3191734.64,,,,,,,,,71676527.46,,-23366121.85,,-800081.27,285375788.24,93456.78,,205944.93,,285263300.09,14960968.0,,270302332.09,270302332.09,,293908107.55,,-23605775.46,30895453.75,30895453.75,9771522.73,,,9771522.73,,21123931.02,,,,,,,,,21123931.02,,,301197785.84,324803561.3,-23605775.46,0.43,0.43,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T16:02:06
20250630,1383605904.38,1383605904.38,,,,,,1219901983.96,881010209.15,,,,,,,,,23261484.34,126915076.84,19416849.66,113251429.62,56046934.35,64631949.53,,-223201.33,,,,,,,,,42328209.79,,-23889652.15,,-800081.27,181119195.46,62329.62,,75944.93,,181105580.15,11702839.07,,169402741.08,169402741.08,,188259351.24,,-18856610.16,37532419.11,37532419.11,14319555.46,,,14319555.46,,23212863.65,,,,,,,,,23212863.65,,,206935160.19,225791770.35,-18856610.16,0.28,0.28,定期报告,未审计,20250812,CNY,合并期末,2025-08-11T17:18:03
20250331,662572873.6,662572873.6,,,,,,583911165.22,418552629.49,,,,,,,,,11426868.76,59591299.3,9525507.81,54342437.03,30472422.83,32280672.93,,-118575.74,,,,,,,,,22348833.04,,-10193758.62,,-305.97,90697901.09,31127.16,,61119.86,,90667908.39,5264840.22,,85403068.17,85403068.17,,92043128.7,,-6640060.53,9227537.26,9227537.26,2084856.0,,,2084856.0,,7142681.26,,,,,,,,,7142681.26,,,94630605.43,101270665.96,-6640060.53,0.14,0.14,定期报告,未审计,20260424,CNY,合并期末,2025-04-29T16:52:07
20241231,2513461464.22,2513461464.22,,,,,,2360187237.27,1652803901.32,,,,,,,,,42483300.07,304884687.2,36184849.51,197932264.15,125898235.02,135931610.6,,2402583.09,-1442.75,,,,,,,,112384384.93,-1109599.07,-15414339.99,,-11150.87,251526105.04,136680.72,,3546341.82,,248116443.94,-5430663.72,,253547107.66,253547107.66,,286380775.62,,-32833667.96,-6955402.09,-6955402.09,1953636.06,,,1953636.06,,-8909038.15,,,,,,,,,-8909038.15,,,246591705.57,279425373.53,-32833667.96,0.42,0.42,定期报告,是,20260424,CNY,合并期末,2025-03-31T17:07:03
20240930,1910495316.31,1910495316.31,,,,,,1767493522.7,1262964580.95,,,,,,,,,28748932.89,221363393.66,31309914.84,131082249.54,92024450.82,92489697.81,,2554122.03,,,,,,,,,84320371.78,,-10809661.82,,,219066625.6,93931.48,,2873911.7,,216286645.38,5503719.99,,210782925.39,210782925.39,,226803951.05,,-16021025.66,-1214197.13,-1214197.13,-273175.42,,,-273175.42,,-941021.71,,,,,,,,,-941021.71,,,209568728.26,225589753.92,-16021025.66,0.33,0.33,定期报告,未审计,20251031,CNY,合并期末,2024-10-29T15:42:04
20240630,1268082783.79,1268082783.79,,,,,,1173485644.0,832264564.74,,,,,,,,,18121481.4,160021703.88,18840585.61,85814295.17,58423013.2,63623056.67,,-281955.13,,,,,,,,,60931257.33,,-8623274.49,,,146623167.5,62804.32,,1373911.7,,145312060.12,4439792.56,,140872267.56,140872267.56,,151929941.08,,-11057673.52,-4707794.33,-4707794.33,597531.52,,,597531.52,,-5305325.85,,,,,,,,,-5305325.85,,,136164473.23,147222146.75,-11057673.52,0.22,0.22,定期报告,未审计,20250812,CNY,合并期末,2024-08-27T17:07:07
20240331,662403655.72,662403655.72,,,,,,599976829.07,435119442.71,,,,,,,,,8708215.39,72046916.12,7925049.44,43307781.2,32869424.21,30604850.28,,-122.32,,,,,,,,,27809599.99,,-1308469.33,,,88927834.99,31127.16,,1300261.95,,87658700.2,2188092.9,,85470607.3,85470607.3,,90549512.46,,-5078905.16,-5062386.63,-5062386.63,-115941.03,,,-115941.03,,-4946445.6,,,,,,,,,-4946445.6,,,80408220.67,85487125.83,-5078905.16,0.13,0.13,定期报告,未审计,20250430,CNY,合并期末,2024-04-23T18:07:50
20231231,2411934403.59,2411934403.59,,,,,,2208279928.82,1539607461.68,,,,,,,,,42726792.89,293264421.19,33533574.77,192310675.74,106837002.55,122572184.16,,1547845.93,-67384.53,,,,,,,,94837372.94,,-14311156.51,,-441829.75,285286707.38,128511.46,,558666.16,,284856552.68,6432364.56,,278424188.12,278424188.12,,303263111.42,,-24838923.3,10993011.83,10993011.83,-946779.52,,,-946779.52,,11939791.35,,,,,,,,,11939791.35,,,289417199.95,314256123.25,-24838923.3,0.44,0.44,定期报告,是,20250401,CNY,合并期末,2025-03-31T17:07:03
