报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20260331,,1866516766.45,,,,,,,,,,,22027427.64,351495115.91,2240039310.0,1317033586.91,,,,,,243080979.27,41308269.42,517848112.47,2119270948.07,120768361.93,,139987721.0,9301601.2,7802461.9,,3021940.63,,,160113724.73,44579656.01,279629000.0,,,,,324208656.01,-164094931.28,,,,100034415.6,,,100034415.6,380067100.28,1972868.98,,48521238.2,430561207.46,-330526791.86,-5854689.7,-379708050.91,1039936328.79,,,,,660228277.88,定期报告,未审计,20260427,CNY,合并期末,2026-04-26T16:00:10
20251231,,8113690536.21,,,,,,,,,,,36137547.29,83029363.86,8232857447.36,5304946635.88,,,,,,1080938550.19,197444877.56,487759079.5,7071089143.13,1161768304.23,,330576940.01,13450013.44,22815164.12,10544038.99,4319846.74,,,381706003.3,343859208.69,895228661.01,,,,859703.97,1239947573.67,-858241570.37,,,,572199027.97,,,572199027.97,599637871.95,62962532.88,,173337883.68,835938288.51,-263739260.54,5629852.57,45417325.89,994519002.9,1039936328.79,994519002.9,,,1039936328.79,定期报告,是,20260427,CNY,合并期末,2026-04-26T16:00:10
20250930,,5177680619.79,,,,,,,,,,,26800978.59,240835845.11,5445317443.49,3765530308.43,,,,,,851292089.52,146561034.39,507723610.98,5271107043.32,174210400.17,,181407000.0,7779115.05,13241017.0,,4319846.74,,,206746978.79,246702414.42,390116630.14,,,,10078538.81,646897583.37,-440150604.58,,,,580567100.28,,,580567100.28,440361205.28,60204294.54,,140382334.48,640947834.3,-60380734.02,7723734.33,-318597204.1,994519002.9,,,,,675921798.8,定期报告,未审计,20251031,CNY,合并期末,2025-10-30T18:12:16
20250630,,3194728561.53,,,,,,,,,,,20549129.3,128502962.29,3343780653.12,2358202075.68,,,,,,564314145.72,92085933.99,341642717.88,3356244873.27,-12464220.15,,595024000.0,4975622.43,1424400.0,,326612.0,,,601750634.43,144359634.71,180116630.14,,,,,324476264.85,277274369.58,,,,130500000.0,,,130500000.0,439281205.28,57676303.92,,87686795.45,584644304.65,-454144304.65,7714313.2,-181619842.02,994519002.9,812899160.88,994519002.9,,,812899160.88,定期报告,未审计,20250830,CNY,合并期末,2025-08-29T18:48:07
20250331,,1413701622.33,,,,,,,,,,,11495819.38,160551958.53,1585749400.24,977621552.66,,,,,,247742330.26,59532687.33,254545719.25,1539442289.5,46307110.74,,46538000.0,3502222.09,2480.0,,326612.0,,,50369314.09,41695629.01,160156620.25,,,,,201852249.26,-151482935.17,,,,130000000.0,,,130000000.0,378369407.13,3347336.34,,45994955.43,427711698.9,-297711698.9,2378981.34,-400508541.99,994519002.9,,,,,594010460.91,定期报告,未审计,20260427,CNY,合并期末,2026-04-26T16:00:10
20241231,,7609383477.78,,,,,,,,,,,55029681.77,114757323.21,7779170482.76,4520978053.63,,,,,,1119152467.46,218153510.62,409319761.23,6267603792.94,1511566689.82,,445802600.0,22354476.51,19888477.68,,1540519.93,,,489586074.12,320704616.47,1218887429.55,,,,,1539592046.02,-1050005971.9,,10028300.0,10028300.0,408662781.47,,,418691081.47,529462857.14,80940963.67,300000.0,169579036.83,779982857.64,-361291776.17,4870280.11,105139221.86,889379781.04,994519002.9,889379781.04,,,994519002.9,定期报告,是,20260427,CNY,合并期末,2026-04-26T16:00:10
20240930,,4809771471.14,,,,,,,,,,,32742878.51,355386940.75,5197901290.4,3332205275.64,,,,,,873421699.7,150011188.56,649057439.64,5004695603.54,193205686.86,,810790000.0,6191187.11,1730438.18,,887295.93,,,819598921.22,217090039.25,743652528.29,,,,,960742567.54,-141143646.32,,2448000.0,2448000.0,370000000.0,,,372448000.0,403215178.57,76057805.11,,142161411.19,621434394.87,-248986394.87,4356571.5,-192567782.83,889379781.04,,,,,696811998.21,定期报告,未审计,20251031,CNY,合并期末,2024-10-30T19:00:06
20240630,,3108316659.84,,,,,,,,,,,24261197.44,290373004.81,3422950862.09,2458058435.43,,,,,,554766110.35,114789398.5,404506378.33,3532120322.61,-109169460.52,,560787000.0,3129780.49,1645055.13,,723989.93,,,566285825.55,133469067.12,324481569.39,,,,,457950636.51,108335189.04,,,,20000000.0,,,20000000.0,202035178.57,66725651.46,,75012412.34,343773242.37,-323773242.37,3286663.67,-321320850.18,889379781.04,568058930.86,889379781.04,,,568058930.86,定期报告,未审计,20250830,CNY,合并期末,2024-08-29T20:20:13
20240331,,1328062871.28,,,,,,,,,,,2379015.71,171487659.92,1501929546.91,1216949016.97,,,,,,240312019.42,56955446.71,207526049.71,1721742532.81,-219812985.9,,347871000.0,2167113.74,78369.6,,489918.0,,,350606401.34,63598442.22,4481569.39,,,,,68080011.61,282526389.73,,49896.68,,20000000.0,,,20049896.68,171180000.0,6228458.31,,34281909.94,211690368.25,-191640471.57,594812.32,-128332255.42,889379781.04,,,,,761047525.62,定期报告,未审计,20250426,CNY,合并期末,2024-04-25T22:05:11
20231231,,7027780346.77,,,,,,,,,,,63957461.75,140675671.04,7232413479.56,4019727449.41,,,,,,1022385523.23,278119841.21,510481375.08,5830714188.93,1401699290.63,,236997.0,4057342.54,6807072.02,97558486.4,182322013.23,,,290981911.19,304613763.93,1102071414.24,,,,,1406685178.17,-1115703266.98,,,,2123569558.0,,,2123569558.0,1686034265.72,73555666.79,300000.0,351388557.42,2110978489.93,12591068.07,3271352.4,301858444.12,587521336.92,889379781.04,587521336.92,,,889379781.04,定期报告,是,20250426,CNY,合并期末,2024-04-25T22:05:11
