报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2016-06-30,4076.89万,147.73%,3629.13万,391.58%,6.91亿,34.30%,0.1700,10.96,7.49,2.18,-0.67,6.01%,37.10%,2.20%,1.37%,316.09,1.49,120.99,195.10,2.68,1.72,1.72,0.61,35.89%
2016-09-30,9946.28万,35.90%,8895.18万,44.55%,11.50亿,22.21%,0.4000,10.89,7.50,2.10,-0.62,8.76%,37.01%,4.42%,3.37%,292.81,2.36,114.54,178.28,3.12,1.93,1.93,0.55,33.56%
2016-12-31,1.56亿,14.77%,1.31亿,7.04%,17.05亿,3.95%,0.6700,11.16,7.55,2.25,1.06,9.68%,37.25%,7.02%,5.17%,257.05,4.13,87.25,169.80,2.42,1.99,1.99,0.60,35.86%
2017-03-31,2703.69万,17.43%,2068.32万,2.40%,3.20亿,10.41%,0.1000,11.37,7.57,2.45,-0.51,8.59%,36.93%,0.88%,0.88%,354.11,0.74,120.89,233.22,2.36,1.59,1.59,0.59,35.60%
2017-06-30,2.77亿,579.93%,5274.85万,45.35%,8.74亿,26.35%,1.0300,12.00,7.57,3.07,-0.65,32.24%,33.43%,8.74%,8.52%,267.14,2.22,81.17,185.97,1.69,1.40,1.40,0.64,37.56%
2017-09-30,3.52亿,253.41%,1.04亿,16.84%,14.83亿,28.91%,1.3000,12.43,7.83,3.26,-0.52,24.32%,34.52%,11.00%,10.15%,247.50,3.54,76.25,171.25,1.62,1.35,1.35,0.69,39.43%
2017-12-31,4.26亿,172.51%,1.78亿,36.54%,24.10亿,41.52%,1.5500,12.44,7.93,3.42,0.60,18.26%,33.72%,13.10%,12.26%,204.31,6.13,58.76,145.55,1.41,1.22,1.12,0.73,40.83%
2018-03-31,3050.05万,12.81%,1856.29万,-10.25%,4.93亿,54.14%,0.1100,12.61,7.98,3.53,-0.48,7.27%,34.72%,0.80%,0.87%,289.34,1.03,87.55,201.79,1.60,1.22,1.13,0.85,44.34%
2018-06-30,7898.28万,-71.51%,6233.68万,18.18%,13.81亿,58.04%,0.2900,11.82,8.02,2.71,-0.68,6.41%,30.92%,2.27%,2.39%,221.02,2.72,66.23,154.80,1.54,1.23,1.23,0.98,47.80%
2018-09-30,1.11亿,-68.49%,8820.29万,-15.13%,22.10亿,49.00%,0.4000,12.16,7.78,2.93,-0.03,5.72%,30.42%,3.23%,3.36%,220.95,4.03,67.02,153.93,1.42,1.08,1.08,0.97,47.46%
2018-12-31,7559.10万,-82.26%,3642.60万,-79.56%,34.37亿,42.63%,0.2700,12.16,7.91,2.77,1.21,2.65%,29.96%,2.22%,2.27%,193.78,6.37,56.48,137.31,1.27,1.02,1.02,1.21,52.98%
2019-03-31,3379.96万,10.82%,2755.57万,48.45%,6.68亿,35.57%,0.1200,12.28,7.91,2.90,-0.11,5.82%,32.65%,1.02%,1.01%,309.35,0.89,100.77,208.57,1.44,1.10,1.10,1.21,53.00%
2019-06-30,8963.90万,13.49%,7632.26万,22.44%,16.26亿,17.77%,0.3300,11.49,7.92,2.10,0.49,5.99%,29.75%,2.72%,2.87%,253.86,2.41,74.68,179.18,1.34,1.04,1.02,1.34,55.40%
2019-09-30,1.33亿,20.20%,1.14亿,28.89%,25.80亿,16.77%,0.2900,11.60,7.86,2.26,1.09,5.56%,30.65%,4.10%,4.23%,245.84,3.52,76.68,169.16,1.28,0.96,0.94,1.40,56.54%
2019-12-31,2.07亿,174.06%,1.72亿,372.82%,38.69亿,12.58%,0.4500,11.77,7.86,2.36,2.83,5.59%,31.02%,6.44%,6.48%,205.48,5.94,60.56,144.92,1.29,1.06,1.03,1.37,56.06%
2020-03-31,2907.85万,-13.97%,2476.41万,-10.13%,6.82亿,2.03%,0.0600,11.88,7.86,2.47,-0.29,4.51%,31.78%,0.91%,0.90%,289.84,1.08,83.23,206.61,1.36,1.11,0.98,1.34,55.40%
2020-06-30,1.08亿,20.54%,9454.34万,23.87%,16.98亿,4.44%,0.2300,10.91,7.20,2.10,-0.15,6.61%,31.51%,3.42%,3.65%,241.56,2.65,67.91,173.64,1.02,0.79,0.74,1.44,56.95%
2020-09-30,2.57亿,92.86%,2.20亿,93.56%,28.88亿,11.92%,0.5600,6.74,3.82,1.56,0.09,9.02%,31.70%,8.10%,8.26%,221.77,4.67,57.85,163.91,0.94,0.75,0.69,1.50,58.10%
2020-12-31,3.82亿,84.34%,3.36亿,94.86%,41.68亿,7.71%,0.8300,7.01,3.82,1.81,1.24,9.37%,31.84%,12.04%,11.81%,196.82,6.71,53.62,143.20,1.13,0.93,0.87,1.50,58.09%
2021-03-31,9550.53万,228.44%,8628.76万,248.44%,9.70亿,42.26%,0.2100,7.21,3.82,2.01,-0.16,10.09%,31.57%,2.91%,2.87%,230.88,1.45,62.12,168.76,1.27,1.00,0.95,1.63,60.17%
2021-06-30,1.86亿,71.79%,1.75亿,84.81%,22.20亿,30.72%,0.4000,7.12,3.83,1.91,-0.38,8.60%,29.91%,5.62%,5.65%,205.00,3.64,49.42,155.57,1.30,1.06,1.01,1.74,62.13%
2021-09-30,2.84亿,10.76%,2.63亿,19.39%,34.38亿,19.03%,0.6200,7.34,3.83,2.12,0.28,8.52%,29.91%,8.53%,8.40%,207.42,5.06,53.41,154.01,1.26,1.00,0.95,1.74,62.18%
2021-12-31,4.39亿,14.90%,3.23亿,-3.80%,48.66亿,16.75%,0.9500,7.64,3.83,2.32,1.77,9.22%,29.21%,12.74%,12.44%,186.06,7.68,46.90,139.16,1.26,1.06,0.99,1.66,61.14%
2022-03-31,9809.60万,2.71%,8554.99万,-0.86%,9.93亿,2.38%,0.2100,7.85,3.83,2.54,0.02,10.24%,32.46%,2.74%,2.71%,255.73,1.31,68.81,186.92,1.29,1.02,0.97,1.54,59.38%
2022-06-30,1.66亿,-10.52%,1.53亿,-12.17%,22.13亿,-0.33%,0.3600,7.91,3.83,2.59,1.34,7.82%,30.99%,4.60%,4.55%,238.85,2.52,71.53,167.32,1.23,0.96,0.92,1.57,59.76%
2022-09-30,2.88亿,1.40%,2.68亿,2.19%,36.43亿,5.97%,0.6200,8.18,3.83,2.86,1.68,8.26%,30.58%,7.88%,7.64%,228.19,3.78,71.48,156.71,1.15,0.84,0.79,1.51,58.94%
2022-12-31,2.48亿,-43.40%,2.47亿,-23.58%,56.48亿,16.09%,0.5400,8.04,3.80,2.72,3.46,4.69%,29.47%,6.86%,6.70%,197.54,5.49,65.54,132.00,1.06,0.76,0.69,1.63,60.76%
2023-03-31,1.44亿,46.32%,1.31亿,53.41%,14.90亿,50.02%,0.3100,8.35,3.80,3.04,0.41,9.89%,29.72%,3.78%,3.73%,223.64,0.94,95.51,128.13,1.14,0.75,0.70,1.67,61.31%
2023-06-30,3.22亿,93.73%,3.00亿,95.62%,33.97亿,53.48%,0.7000,8.68,3.80,3.37,0.50,9.68%,29.29%,8.32%,8.03%,190.94,2.53,71.20,119.74,1.24,0.94,0.85,1.54,59.41%
2023-09-30,4.45亿,54.39%,4.21亿,56.84%,55.02亿,51.04%,0.9600,8.95,3.80,3.64,1.45,8.27%,29.01%,11.29%,10.26%,188.87,3.89,69.46,119.42,1.56,1.27,1.17,1.81,63.81%
2023-12-31,5.08亿,104.36%,4.63亿,87.68%,81.41亿,44.13%,1.1000,9.09,3.80,3.77,3.04,6.40%,27.34%,12.63%,11.53%,159.28,6.99,51.47,107.80,1.37,1.11,0.97,1.67,62.00%
2024-03-31,7354.58万,-48.76%,5994.49万,-54.32%,11.84亿,-20.54%,0.1600,9.24,3.80,3.93,-0.48,6.51%,32.26%,1.66%,1.64%,294.19,1.07,84.40,209.79,1.40,1.09,0.94,1.50,59.46%
2024-06-30,2.26亿,-29.88%,2.05亿,-31.80%,37.31亿,9.83%,0.4900,9.45,3.80,4.14,-0.24,6.22%,24.50%,5.01%,4.94%,203.38,3.56,50.54,152.84,1.32,1.04,0.94,1.61,61.10%
2024-09-30,2.38亿,-46.53%,2.19亿,-47.90%,53.93亿,-1.97%,0.5200,9.50,3.81,4.17,0.42,4.59%,25.33%,5.29%,5.18%,214.69,4.97,54.35,160.34,1.31,1.03,0.94,1.67,61.95%
2024-12-31,3.15亿,-37.90%,2.85亿,-38.55%,77.57亿,-4.71%,0.6800,9.68,3.83,4.34,3.27,4.23%,25.20%,6.96%,6.74%,181.80,8.46,42.55,139.25,1.25,1.04,0.96,1.71,62.46%
2025-03-31,6894.43万,-6.26%,6118.12万,2.06%,12.16亿,2.73%,0.1500,11.61,6.08,4.07,0.09,5.90%,30.14%,1.46%,1.16%,310.54,1.10,82.11,228.43,1.29,0.98,0.86,1.10,51.83%
2025-06-30,2.44亿,7.94%,2.24亿,9.22%,37.33亿,0.06%,0.5100,12.06,6.35,4.26,-0.02,6.67%,25.02%,5.08%,3.92%,222.32,3.53,51.01,171.31,1.24,0.93,0.85,1.12,52.40%
2025-09-30,3.44亿,44.71%,3.00亿,36.85%,57.06亿,5.79%,0.7300,12.27,6.36,4.45,0.34,6.17%,25.10%,7.11%,5.45%,216.81,5.32,50.72,166.08,1.25,0.92,0.83,1.22,54.39%
2025-12-31,4.18亿,32.62%,3.85亿,35.31%,81.60亿,5.20%,0.8300,12.43,6.37,4.55,2.25,5.26%,24.56%,7.09%,6.52%,181.72,10.49,34.33,147.39,1.25,1.01,0.94,1.18,53.59%
2026-03-31,7800.88万,13.15%,6475.94万,5.85%,14.30亿,17.57%,0.1500,12.59,6.38,4.70,0.23,5.69%,27.85%,1.21%,1.20%,259.99,1.70,52.91,207.09,1.32,1.02,0.92,1.09,51.71%
